
[00:00:00.000 --> 00:00:03.000]  頂姐妹晚安
[00:00:03.000 --> 00:00:13.000]  主持人:今天和大家接觸上星期李承熙傳道和李志輝傳道
[00:00:13.000 --> 00:00:21.000]  他們講的彼一前書經文是緊接著他們講的東西
[00:00:21.000 --> 00:00:25.000]  我記得上一個月和大家分享過
[00:00:25.000 --> 00:00:30.000]  作為一個異鄉人如何跟隨耶穌基督的腳踵行的時候
[00:00:30.000 --> 00:00:38.000]  後文會和我們提及到除了和政府和主人
[00:00:38.000 --> 00:00:41.000]  我們作為寄居客類的信徒
[00:00:41.000 --> 00:00:52.000]  我們那種關係如何和我們不信的丈夫和已經信主的妻子相處
[00:00:52.000 --> 00:00:59.000]  上一次他們所講的經文是涉及和熟神的信徒群體
[00:00:59.000 --> 00:01:06.000]  在第三章第八到第十二節所提及
[00:01:06.000 --> 00:01:12.000]  亦涉及到為義受苦的問題
[00:01:12.000 --> 00:01:15.000]  特別我在這裡引用李承熙傳道
[00:01:15.000 --> 00:01:20.000]  他用這個標題去講他上星期講章的時候
[00:01:20.000 --> 00:01:22.000]  是針對這兩點
[00:01:22.000 --> 00:01:25.000]  其實作為跟隨主的門徒
[00:01:25.000 --> 00:01:28.000]  我們是應該離惡行善
[00:01:28.000 --> 00:01:30.000]  但不只是這樣
[00:01:30.000 --> 00:01:32.000]  如果我們只是獨善其身
[00:01:32.000 --> 00:01:38.000]  我們去做一個行善的跟隨主的人
[00:01:38.000 --> 00:01:40.000]  我們還不夠的
[00:01:40.000 --> 00:01:44.000]  原來這個世界充滿著很多荒謬的事情
[00:01:44.000 --> 00:01:47.000]  很多令人氣憤的事情
[00:01:47.000 --> 00:01:49.000]  你可能會看不過眼
[00:01:49.000 --> 00:01:52.000]  為何公理顯然顛倒
[00:01:52.000 --> 00:01:54.000]  但在這些情況下
[00:01:54.000 --> 00:01:58.000]  聖經是多處提醒我們
[00:01:58.000 --> 00:02:01.000]  要如何為義受迫迫
[00:02:01.000 --> 00:02:05.000]  為一些正確的價值觀
[00:02:05.000 --> 00:02:08.000]  真理福音的事情
[00:02:08.000 --> 00:02:10.000]  我們要堅持到底
[00:02:10.000 --> 00:02:12.000]  當我們這樣做的時候
[00:02:12.000 --> 00:02:15.000]  你會發覺你會遇到攻擊
[00:02:15.000 --> 00:02:17.000]  不一定是人身攻擊
[00:02:17.000 --> 00:02:19.000]  亦不一定是身體上的攻擊
[00:02:19.000 --> 00:02:22.000]  但可能你會被人言語上文章上
[00:02:22.000 --> 00:02:25.000]  甚至抹黑這個人
[00:02:25.000 --> 00:02:29.000]  但我們要靠主來得勝
[00:02:29.000 --> 00:02:34.000]  這是在彼得前書給我們看見的背景
[00:02:34.000 --> 00:02:38.000]  當時他們作為初期教會的一份子
[00:02:38.000 --> 00:02:42.000]  他們面對內外都有張力
[00:02:42.000 --> 00:02:48.000]  內就是他們會開始有假先知假師傅
[00:02:48.000 --> 00:02:52.000]  傳一些歪曲聖經本身
[00:02:52.000 --> 00:02:55.000]  在舊約傳統裏面帶出來的真理
[00:02:55.000 --> 00:03:03.000]  亦有人會嘗試引誘神的兒女們離棄真道
[00:03:03.000 --> 00:03:05.000]  不要跟隨主耶穌
[00:03:05.000 --> 00:03:12.000]  但在外邊的勢力亦有很多政治上的壓力和迫害
[00:03:12.000 --> 00:03:15.000]  因為我們看當時的社會
[00:03:15.000 --> 00:03:20.000]  有甚至一些所謂猶太教的人
[00:03:20.000 --> 00:03:26.000]  他們繼續堅持不接受耶穌基督的救恩時
[00:03:26.000 --> 00:03:29.000]  就帶出很多很多的問題
[00:03:29.000 --> 00:03:32.000]  包括要他們外邦人的信徒
[00:03:32.000 --> 00:03:36.000]  都要來受猶太人的割禮
[00:03:36.000 --> 00:03:40.000]  我們今天接續再看下去的時候
[00:03:40.000 --> 00:03:45.000]  其實這段經文對我們來說亦是非常重要
[00:03:45.000 --> 00:03:50.000]  是說到基督因為行善而受苦
[00:03:50.000 --> 00:03:53.000]  這是一個很清楚的例證
[00:03:53.000 --> 00:03:55.000]  由第二章已經開始說
[00:03:55.000 --> 00:03:58.000]  我們要跟隨耶穌的腳踵行
[00:03:58.000 --> 00:04:07.000]  就是為真理、為公義的事、為信仰的原則
[00:04:07.000 --> 00:04:11.000]  我們要堅持至死忠心
[00:04:11.000 --> 00:04:13.000]  而基督是因為這個緣故
[00:04:13.000 --> 00:04:20.000]  祂不去違背接受天父差遣來到這個世界
[00:04:20.000 --> 00:04:25.000]  做我們的所謂救主
[00:04:25.000 --> 00:04:29.000]  祂要來承受很多惡人
[00:04:29.000 --> 00:04:33.000]  甚至宗教界裏面一些的祭司、掌門士
[00:04:33.000 --> 00:04:37.000]  一些很熱心律法主義的法利賽人
[00:04:37.000 --> 00:04:41.000]  他們多次挑剔耶穌
[00:04:41.000 --> 00:04:42.000]  要攻擊耶穌
[00:04:42.000 --> 00:04:47.000]  甚至說耶穌你承認你是神的兒子
[00:04:47.000 --> 00:04:49.000]  你就是枉稱神的名
[00:04:49.000 --> 00:04:54.000]  很多這些耶穌是因行善而受苦
[00:04:54.000 --> 00:04:57.000]  在我們第二章那段經文
[00:04:57.000 --> 00:05:00.000]  特別是提到基督的受死
[00:05:00.000 --> 00:05:03.000]  帶出救贖的功效
[00:05:03.000 --> 00:05:07.000]  而今天我們這段經文同樣提到
[00:05:07.000 --> 00:05:11.000]  耶穌基督為我們受苦而死
[00:05:11.000 --> 00:05:14.000]  是易的代替不易
[00:05:14.000 --> 00:05:16.000]  但祂要著重的重點
[00:05:16.000 --> 00:05:21.000]  就是要說出復活的能力和恩典
[00:05:21.000 --> 00:05:25.000]  而這件事對於我們今天信靠耶穌的人就很重要
[00:05:25.000 --> 00:05:28.000]  特別我們在這個現世
[00:05:28.000 --> 00:05:29.000]  不單止第一個世紀
[00:05:29.000 --> 00:05:32.000]  是歷代的教會每一個神的兒女
[00:05:32.000 --> 00:05:35.000]  當你堅守在聖經的真理
[00:05:35.000 --> 00:05:36.000]  立場原則的時候
[00:05:36.000 --> 00:05:43.000]  你一定會面對很多方面的不同的張力
[00:05:43.000 --> 00:05:46.000]  這種張力就是我們願意揀選
[00:05:46.000 --> 00:05:49.000]  我們站在上帝的話那一邊
[00:05:49.000 --> 00:05:56.000]  我們不是要跟隨這個世界的聲音離開
[00:05:56.000 --> 00:05:58.000]  另一方面我們也看到
[00:05:58.000 --> 00:06:01.000]  二章那段經文給我們看到
[00:06:01.000 --> 00:06:03.000]  我們要跟隨耶穌的腳踵行
[00:06:03.000 --> 00:06:08.000]  祂就是我們受苦的一個例證
[00:06:08.000 --> 00:06:09.000]  一個榜樣
[00:06:09.000 --> 00:06:14.000]  而這段經文在第十七節到二十二節
[00:06:14.000 --> 00:06:15.000]  在第三章
[00:06:15.000 --> 00:06:19.000]  祂要著重信徒的行善受苦
[00:06:19.000 --> 00:06:22.000]  我們為何能夠堅持到底呢
[00:06:22.000 --> 00:06:23.000]  是因為耶穌
[00:06:23.000 --> 00:06:26.000]  因為我們看回耶穌的見證
[00:06:26.000 --> 00:06:27.000]  祂的榜樣的時候
[00:06:27.000 --> 00:06:31.000]  這給我們有那份恩典和力量
[00:06:31.000 --> 00:06:32.000]  為甚麼呢
[00:06:32.000 --> 00:06:34.000]  是因為我們知道原來
[00:06:34.000 --> 00:06:37.000]  你不是看眼前那種逼迫
[00:06:37.000 --> 00:06:39.000]  或者那種別人的攻擊
[00:06:39.000 --> 00:06:42.000]  你是因著效法耶穌基督這個榜樣
[00:06:42.000 --> 00:06:47.000]  你願意去面對這些挑戰的時候
[00:06:47.000 --> 00:06:53.000]  你甚至進入一些所謂為而受逼迫
[00:06:53.000 --> 00:06:56.000]  為真理而吃苦這些的時候
[00:06:56.000 --> 00:07:00.000]  你發覺原來這個反而是蒙福的
[00:07:00.000 --> 00:07:02.000]  就好像經過試煉之後
[00:07:02.000 --> 00:07:08.000]  你能夠信心變得更加純潔和堅強
[00:07:08.000 --> 00:07:12.000]  我們今天來試試看這段經文的時候
[00:07:12.000 --> 00:07:17.000]  我嘗試用三個重點和大家來看
[00:07:17.000 --> 00:07:19.000]  經文本身不是很長
[00:07:19.000 --> 00:07:22.000]  但是我們嘗試要找出
[00:07:22.000 --> 00:07:23.000]  究竟這段經文
[00:07:23.000 --> 00:07:26.000]  和我們今天作為神的兒女
[00:07:26.000 --> 00:07:29.000]  我們面對今天的苦難
[00:07:29.000 --> 00:07:31.000]  或者那種考驗
[00:07:31.000 --> 00:07:36.000]  不一定是完全和第一世紀相同
[00:07:36.000 --> 00:07:40.000]  你說今天有沒有人因為你選擇信耶穌
[00:07:40.000 --> 00:07:44.000]  現在我就抓你去鬥獸場呢
[00:07:44.000 --> 00:07:47.000]  和第一世紀很明顯是不同的
[00:07:47.000 --> 00:07:52.000]  但是我們今天說你要堅持在這個信仰的時候
[00:07:52.000 --> 00:07:56.000]  你仍然可能你公司有些人
[00:07:56.000 --> 00:08:01.000]  或者你老闆很迷信一些所謂風水
[00:08:01.000 --> 00:08:05.000]  或者要擺一些偶像在辦公室的時候
[00:08:05.000 --> 00:08:08.000]  你怎樣面對和處理呢
[00:08:08.000 --> 00:08:13.000]  這個就是我們說不同性質的一些所謂迫害
[00:08:13.000 --> 00:08:16.000]  我們嘗試一起來看的時候
[00:08:16.000 --> 00:08:20.000]  我們一起來仰望上帝
[00:08:20.000 --> 00:08:22.000]  我們再次有一個祈禱
[00:08:22.000 --> 00:08:24.000]  天父求你幫助
[00:08:24.000 --> 00:08:27.000]  今天只要說的這段經文
[00:08:27.000 --> 00:08:30.000]  真的能夠有你自己的恩典
[00:08:30.000 --> 00:08:31.000]  也都讓我們聽後
[00:08:31.000 --> 00:08:34.000]  我們能夠欣著聖經你的說話
[00:08:34.000 --> 00:08:36.000]  你給我們的啟迪
[00:08:36.000 --> 00:08:41.000]  而產生了真是在心中那一層的力量
[00:08:41.000 --> 00:08:43.000]  我們知道是聖靈
[00:08:43.000 --> 00:08:45.000]  你願意將你的心意
[00:08:45.000 --> 00:08:49.000]  去透過聖經本身的意思
[00:08:49.000 --> 00:08:51.000]  去啟發我們每一個人
[00:08:51.000 --> 00:08:54.000]  要跟隨你的受苦的腳踵行的時候
[00:08:54.000 --> 00:08:59.000]  我們知道終極我們是要得真正的獎賞
[00:08:59.000 --> 00:09:04.000]  而且我們要被主稱為良善中心的一個管家
[00:09:04.000 --> 00:09:06.000]  求主親自幫助
[00:09:06.000 --> 00:09:09.000]  讓說的聽的我們都同感一靈
[00:09:09.000 --> 00:09:10.000]  同得造就
[00:09:10.000 --> 00:09:11.000]  同心禱告
[00:09:11.000 --> 00:09:13.000]  奉主名求
[00:09:13.000 --> 00:09:14.000]  阿門
[00:09:14.000 --> 00:09:17.000]  我們先來看第一段
[00:09:17.000 --> 00:09:21.000]  剛才我忘記打這個標記給大家看
[00:09:21.000 --> 00:09:24.000]  就是說的重點
[00:09:24.000 --> 00:09:27.000]  我將整段經文的一個重點
[00:09:27.000 --> 00:09:29.000]  很想大家明白
[00:09:29.000 --> 00:09:30.000]  我們是
[00:09:30.000 --> 00:09:33.000]  那個焦點我們不要離開了
[00:09:33.000 --> 00:09:35.000]  是耶穌基督為我們受苦
[00:09:35.000 --> 00:09:37.000]  而這一種的榜樣
[00:09:37.000 --> 00:09:41.000]  是對我們今天面對苦難的信徒
[00:09:41.000 --> 00:09:43.000]  我們有什麼的學習呢
[00:09:43.000 --> 00:09:45.000]  首先第一樣
[00:09:45.000 --> 00:09:49.000]  我們要看基督這一種的受苦
[00:09:49.000 --> 00:09:51.000]  是什麼性質的受苦呢
[00:09:51.000 --> 00:09:53.000]  我們一起來讀這段經文
[00:09:53.000 --> 00:09:55.000]  我們一起讀一次
[00:09:55.000 --> 00:09:59.000]  「神的旨意若是要你們恩恆善受苦
[00:09:59.000 --> 00:10:02.000]  這種比恩恆惡受苦好
[00:10:02.000 --> 00:10:06.000]  因為基督也曾一次為罪受苦
[00:10:06.000 --> 00:10:09.000]  就是義的代替不義
[00:10:09.000 --> 00:10:13.000]  為要引領你們到神面前」
[00:10:13.000 --> 00:10:17.000]  首先彼得很清楚說
[00:10:17.000 --> 00:10:19.000]  神的旨意是什麼呢
[00:10:19.000 --> 00:10:22.000]  神的旨意若果
[00:10:22.000 --> 00:10:25.000]  神的旨意不是一定要我們去受苦
[00:10:25.000 --> 00:10:29.000]  但是若果神的旨意是要你去受苦
[00:10:29.000 --> 00:10:31.000]  那麼你那個受苦的性質
[00:10:31.000 --> 00:10:34.000]  是因為恆善你去受苦
[00:10:34.000 --> 00:10:36.000]  你不要說因為恆惡
[00:10:36.000 --> 00:10:38.000]  你受苦的時候
[00:10:38.000 --> 00:10:39.000]  你會說上帝啊
[00:10:39.000 --> 00:10:42.000]  為什麼你要給我這些苦頭吃呢
[00:10:42.000 --> 00:10:44.000]  如果是因為你犯罪
[00:10:44.000 --> 00:10:47.000]  是因為你抵擋上帝的旨意
[00:10:47.000 --> 00:10:50.000]  你目中無神的
[00:10:50.000 --> 00:10:52.000]  你自作妄為的時候
[00:10:52.000 --> 00:10:54.000]  上帝其實要管教你
[00:10:54.000 --> 00:10:56.000]  上帝可能懲罰你
[00:10:56.000 --> 00:10:59.000]  你在那種情況下受苦
[00:10:59.000 --> 00:11:00.000]  是該死的
[00:11:00.000 --> 00:11:03.000]  我們廣東人說就是該死
[00:11:03.000 --> 00:11:05.000]  但現在不是說那樣東西
[00:11:05.000 --> 00:11:07.000]  現在說的是
[00:11:07.000 --> 00:11:09.000]  如果上帝的心意要你受苦
[00:11:09.000 --> 00:11:11.000]  是因為你恆善你也受苦
[00:11:11.000 --> 00:11:16.000]  我明明是在一個上帝的喜悅的心意裏
[00:11:16.000 --> 00:11:18.000]  我沒有為非作歹
[00:11:18.000 --> 00:11:20.000]  我對得起天地良心
[00:11:20.000 --> 00:11:22.000]  甚至你可以說
[00:11:22.000 --> 00:11:24.000]  你對得起自己和別人
[00:11:24.000 --> 00:11:26.000]  在這樣的情況下
[00:11:26.000 --> 00:11:29.000]  這就是我們今天說的重點
[00:11:29.000 --> 00:11:31.000]  而十八支就是引用
