
[00:00:00.000 --> 00:00:05.000]  (自動翻譯)
[00:00:05.000 --> 00:00:07.000]  姐妹早安
[00:00:07.000 --> 00:00:10.000]  很開心,看下去
[00:00:10.000 --> 00:00:14.000]  不需要用口罩遮住自己的面容
[00:00:14.000 --> 00:00:16.000]  我真的有這樣的感覺
[00:00:16.000 --> 00:00:18.000]  沒有一個口罩遮住面容的時候
[00:00:18.000 --> 00:00:21.000]  讓我們有一種更加一家人的感覺
[00:00:21.000 --> 00:00:23.000]  因為作為一家人
[00:00:23.000 --> 00:00:27.000]  我們不需要有任何東西來遮住我們自己
[00:00:27.000 --> 00:00:29.000]  或者用另一個角度
[00:00:29.000 --> 00:00:31.000]  我們不需要掩飾
[00:00:31.000 --> 00:00:34.000]  也讓我們有更多的機會
[00:00:34.000 --> 00:00:37.000]  在疫情完結的時候
[00:00:37.000 --> 00:00:39.000]  我們來到教會不單是敬拜
[00:00:39.000 --> 00:00:40.000]  鼓勵你們
[00:00:40.000 --> 00:00:41.000]  完成崇拜之後
[00:00:41.000 --> 00:00:44.000]  找一些姐妹一起吃飯、聊天
[00:00:44.000 --> 00:00:46.000]  因為我相信
[00:00:46.000 --> 00:00:49.000]  天國其實就像一個家庭一樣
[00:00:49.000 --> 00:00:51.000]  讓我們在這裡
[00:00:51.000 --> 00:00:52.000]  沒錯,我們來到神的面前
[00:00:52.000 --> 00:00:54.000]  我們敬拜這位創造,我們的主
[00:00:54.000 --> 00:00:56.000]  但我們也來到這裡
[00:00:56.000 --> 00:01:00.000]  享受我們家庭的歡樂
[00:01:00.000 --> 00:01:09.000]  施瑟.約翰是為耶穌工作預備的人
[00:01:09.000 --> 00:01:11.000]  當他剛剛出來傳道的時候
[00:01:11.000 --> 00:01:13.000]  他說
[00:01:13.000 --> 00:01:16.000]  「天國近了,你們應當悔改」
[00:01:16.000 --> 00:01:18.000]  就是他和那些來到他面前的人
[00:01:18.000 --> 00:01:20.000]  說這句話
[00:01:20.000 --> 00:01:22.000]  然後我們看到耶穌受洗
[00:01:22.000 --> 00:01:25.000]  他受完撒旦的試探
[00:01:25.000 --> 00:01:28.000]  當他開始出來侍奉的時候
[00:01:28.000 --> 00:01:30.000]  當時施瑟.約翰已經被下在監牢裡
[00:01:30.000 --> 00:01:32.000]  被抓了監禁
[00:01:32.000 --> 00:01:34.000]  代表施瑟.約翰在地上
[00:01:34.000 --> 00:01:36.000]  那個先空的角色完結
[00:01:36.000 --> 00:01:38.000]  然後耶穌就出來工作
[00:01:38.000 --> 00:01:40.000]  他說同一句話
[00:01:40.000 --> 00:01:44.000]  「天國近了,你們應當悔改」
[00:01:44.000 --> 00:01:47.000]  馬福音一章十五節
[00:01:47.000 --> 00:01:48.000]  長一點的那句
[00:01:48.000 --> 00:01:53.000]  「日期滿了,神的國近了
[00:01:53.000 --> 00:01:55.000]  你們應當悔改」
[00:01:55.000 --> 00:01:57.000]  信福音
[00:01:57.000 --> 00:01:59.000]  到耶穌知道的
[00:01:59.000 --> 00:02:02.000]  他來地上不會有很長的工作時間
[00:02:02.000 --> 00:02:05.000]  所以他焦聚了十二個門徒
[00:02:05.000 --> 00:02:07.000]  當他差這十二個門徒出去的時候
[00:02:07.000 --> 00:02:09.000]  他就告訴這些門徒
[00:02:09.000 --> 00:02:16.000]  「你們隨走隨傳,說天國近了」
[00:02:16.000 --> 00:02:19.000]  如果我們熟悉路加福音
[00:02:19.000 --> 00:02:22.000]  我們看到「神的國」這個字
[00:02:22.000 --> 00:02:25.000]  在路加福音出現了十九次
[00:02:25.000 --> 00:02:27.000]  從這樣的經文我們就可以體會到
[00:02:27.000 --> 00:02:29.000]  耶穌來到地上的目的
[00:02:29.000 --> 00:02:33.000]  就是要使人透過他所宣講的福音
[00:02:33.000 --> 00:02:35.000]  真理能夠進入天國
[00:02:35.000 --> 00:02:37.000]  進入神的國裡面
[00:02:37.000 --> 00:02:42.000]  可以永遠與神在一起
[00:02:42.000 --> 00:02:46.000]  今天我們看的馬福音三章十三到十五節
[00:02:46.000 --> 00:02:48.000]  裡面有三段
[00:02:48.000 --> 00:02:50.000]  好像在說三樣不同的東西
[00:02:50.000 --> 00:02:54.000]  但其實都是在說與神的國建立
[00:02:54.000 --> 00:02:56.000]  有非常密切的關係
[00:02:56.000 --> 00:03:01.000]  第一段我覺得是在說神國的公人
[00:03:01.000 --> 00:03:03.000]  我們都知道的
[00:03:03.000 --> 00:03:05.000]  舊約時期的以色列
[00:03:05.000 --> 00:03:09.000]  他們的宗教活動的重心是放在聖殿
[00:03:09.000 --> 00:03:11.000]  而聖殿可以這樣說
[00:03:11.000 --> 00:03:17.000]  是由祭司或先知按著神在西乃山所頒佈的律法
[00:03:17.000 --> 00:03:22.000]  然後他們承擔起帶領和指導以色列人
[00:03:22.000 --> 00:03:25.000]  如何過一個合神心意的生活
[00:03:25.000 --> 00:03:26.000]  聖殿是中心
[00:03:26.000 --> 00:03:29.000]  祭司和先知是主理者
[00:03:29.000 --> 00:03:32.000]  帶領引導以色列人過合神心意的生活
[00:03:32.000 --> 00:03:35.000]  不過在主前586年
[00:03:35.000 --> 00:03:37.000]  歷史告訴我們整個以色列國
[00:03:37.000 --> 00:03:39.000]  其實北角以色列已經被滅了
[00:03:39.000 --> 00:03:42.000]  南角猶大也在586年主前的時候
[00:03:42.000 --> 00:03:44.000]  被巴比倫所滅
[00:03:44.000 --> 00:03:46.000]  聖殿被滅之後
[00:03:46.000 --> 00:03:49.000]  整個以色列人的宗教生活就分崩離析
[00:03:49.000 --> 00:03:52.000]  因為他們重視的就是一定要在聖殿當中
[00:03:52.000 --> 00:03:54.000]  但沒錯的
[00:03:54.000 --> 00:03:57.000]  當時的祭司群體在分散的以色列人裡面
[00:03:57.000 --> 00:04:00.000]  很努力的希望維繫和保存著
[00:04:00.000 --> 00:04:03.000]  他們這個獨一的一神的信仰
[00:04:03.000 --> 00:04:05.000]  按著歷史的演變
[00:04:05.000 --> 00:04:08.000]  巴勒斯坦後來被希臘統治
[00:04:08.000 --> 00:04:12.000]  在這段時間歷史告訴我們
[00:04:12.000 --> 00:04:14.000]  曾經有一個叫瑪加比的家族
[00:04:14.000 --> 00:04:16.000]  是一個猶太的祭司家族
[00:04:16.000 --> 00:04:19.000]  他們為了反抗希臘的壓迫
[00:04:19.000 --> 00:04:22.000]  曾經是在一段很短的時間
[00:04:22.000 --> 00:04:28.000]  他們用武力建立了一個很細小的獨立的國家
[00:04:28.000 --> 00:04:33.000]  於是希臘就想了一下
[00:04:33.000 --> 00:04:35.000]  有這麼獨立的國家
[00:04:35.000 --> 00:04:39.000]  我們怎樣繼續來治理這群猶太的群體呢
[00:04:39.000 --> 00:04:42.000]  於是當時的希臘統治者
[00:04:42.000 --> 00:04:47.000]  就向當時的這群帶領著瑪加比家族的祭司群體動腦筋
[00:04:47.000 --> 00:04:51.000]  也可以這麼說
[00:04:51.000 --> 00:04:54.000]  在歷史上在這一刻
[00:04:54.000 --> 00:04:57.000]  祭司的角色出現了一個非常大的轉變
[00:04:57.000 --> 00:05:01.000]  就是從純粹一個宗教領袖的角色
[00:05:01.000 --> 00:05:04.000]  成為了政治上的領袖
[00:05:04.000 --> 00:05:07.000]  歷史裡面有兩個例子
[00:05:07.000 --> 00:05:10.000]  可以讓我們更加了解他們的轉變
[00:05:11.000 --> 00:05:18.000]  當時在瑪加比家族獨立的一個猶太國家裡面
[00:05:18.000 --> 00:05:22.000]  當時在希臘有一個皇帝叫做底米丟一世
[00:05:22.000 --> 00:05:29.000]  他為了拉攏當時統治瑪加比家族的國家的祭司約拿丹
[00:05:29.000 --> 00:05:34.000]  他就將一個金的冠冕和紫色的袍
