
[00:00:00.000 --> 00:00:08.000]  歡迎大家來到我們今天第三個星期的相聞
[00:00:08.000 --> 00:00:14.000]  我們這個月的主題是關於聖靈
[00:00:14.000 --> 00:00:17.000]  上兩個星期有Pastor Johnny跟我們說過
[00:00:17.000 --> 00:00:20.000]  聖靈本身是怎樣
[00:00:20.000 --> 00:00:23.000]  上星期Pastor Gavin也跟我們分享過
[00:00:23.000 --> 00:00:27.000]  甚麼是被聖靈充滿
[00:00:27.000 --> 00:00:34.000]  所以接下來的兩個星期我們會說一些相對於我們自己的心靈的事
[00:00:34.000 --> 00:00:37.000]  就是聖靈果子
[00:00:37.000 --> 00:00:40.000]  可能大家也聽過這個詞語
[00:00:40.000 --> 00:00:43.000]  到底聖靈果子是在說甚麼呢
[00:00:43.000 --> 00:00:45.000]  說到果子
[00:00:45.000 --> 00:00:48.000]  我以前剛回到教會的時候
[00:00:48.000 --> 00:00:50.000]  我常常想到吃水果
[00:00:50.000 --> 00:00:52.000]  我會想是否有類似的水果
[00:00:52.000 --> 00:00:57.000]  不知道大家吃水果的時候有沒有試過
[00:00:57.000 --> 00:00:59.000]  你見到水果外面好像很漂亮
[00:00:59.000 --> 00:01:02.000]  但原來裡面是爛的
[00:01:02.000 --> 00:01:05.000]  特別是日本買回來的水果
[00:01:05.000 --> 00:01:08.000]  放得久看上去也很漂亮
[00:01:08.000 --> 00:01:10.000]  但原來放了半年就忘記吃
[00:01:10.000 --> 00:01:14.000]  一開口裡面的果子已經爛掉
[00:01:14.000 --> 00:01:16.000]  是吃不到的
[00:01:16.000 --> 00:01:19.000]  在中文裡面有一個俗語
[00:01:19.000 --> 00:01:21.000]  叫金玉其外敗水其中
[00:01:21.000 --> 00:01:26.000]  不知道大家知不知道這句是甚麼意思
[00:01:26.000 --> 00:01:31.000]  可以這樣去形容吃水果的經歷
[00:01:31.000 --> 00:01:35.000]  我之前在網上找到一幅圖
[00:01:35.000 --> 00:01:38.000]  這幅圖是一位藝術家
[00:01:38.000 --> 00:01:42.000]  他想描寫這個形象
[00:01:42.000 --> 00:01:45.000]  把一些閃閃的東西
[00:01:45.000 --> 00:01:47.000]  像鑽石水晶
[00:01:47.000 --> 00:01:49.000]  鋪在爛掉的水果外面
[00:01:49.000 --> 00:01:52.000]  在powerpoint上的圖
[00:01:52.000 --> 00:01:54.000]  是他其中一件藝術品
[00:01:54.000 --> 00:01:56.000]  外面看上去很漂亮
[00:01:56.000 --> 00:01:59.000]  但裡面其實是爛的
[00:01:59.000 --> 00:02:06.000]  我試過去找英文俗語的翻譯
[00:02:06.000 --> 00:02:08.000]  我看到有些是直譯的
[00:02:08.000 --> 00:02:12.000]  我找到一個英文的句子
[00:02:12.000 --> 00:02:14.000]  叫Apple of Sodom
[00:02:14.000 --> 00:02:17.000]  意思是看上去很漂亮
[00:02:17.000 --> 00:02:20.000]  但其實是沒有價值的東西
[00:02:20.000 --> 00:02:23.000]  如果有些人的英文比我好
[00:02:23.000 --> 00:02:25.000]  可以找找這個翻譯
[00:02:25.000 --> 00:02:27.000]  怎樣去翻譯會好一點
[00:02:27.000 --> 00:02:30.000]  當然我們今天說吃水果
[00:02:30.000 --> 00:02:34.000]  吃錯水果或是吃爛水果
[00:02:34.000 --> 00:02:37.000]  相對上只是一件比較小的事
[00:02:37.000 --> 00:02:39.000]  最多你會肚痛
[00:02:39.000 --> 00:02:43.000]  但如果我們說聖靈果子
[00:02:43.000 --> 00:02:45.000]  如果今天我們生命裡
[00:02:45.000 --> 00:02:47.000]  也有這樣的果實
[00:02:47.000 --> 00:02:50.000]  這件就不是一件小事
[00:02:50.000 --> 00:02:54.000]  有時候我們外面的行為
[00:02:54.000 --> 00:02:56.000]  我們好像很聽話
[00:02:56.000 --> 00:02:59.000]  做足所有要求
[00:02:59.000 --> 00:03:03.000]  但到底這個果實是否真正的
[00:03:03.000 --> 00:03:05.000]  是否對人有益
[00:03:05.000 --> 00:03:07.000]  所以今天這篇sermon
[00:03:07.000 --> 00:03:09.000]  會集中去想
[00:03:09.000 --> 00:03:11.000]  我們說的結聖靈果子
[00:03:11.000 --> 00:03:14.000]  我們經常聽到或是聽別人說
[00:03:14.000 --> 00:03:16.000]  其實基礎在哪裡呢
[00:03:16.000 --> 00:03:18.000]  因為下星期Pastor Irene
[00:03:18.000 --> 00:03:20.000]  會和我們說多一點
[00:03:20.000 --> 00:03:23.000]  聖靈果子的特質或是特點
[00:03:23.000 --> 00:03:27.000]  但今天想要問一個更基本的問題
[00:03:27.000 --> 00:03:31.000]  就是我們結出聖靈果子的時候
[00:03:31.000 --> 00:03:34.000]  其實我們和聖靈或是和耶穌
[00:03:34.000 --> 00:03:36.000]  是一個怎樣的關係呢
[00:03:36.000 --> 00:03:38.000]  我會形容是一個
[00:03:38.000 --> 00:03:43.000]  要毀身、要付出和要還的關係
[00:03:43.000 --> 00:03:45.000]  今天會和大家提一個
[00:03:45.000 --> 00:03:48.000]  大家都會聽過的比喻
[00:03:48.000 --> 00:03:51.000]  再次想一想這個層面
[00:03:51.000 --> 00:03:56.000]  所以我會用兩個re去形容
[00:03:56.000 --> 00:03:58.000]  今天想說的事情
[00:03:58.000 --> 00:04:00.000]  就是reflect和reconnect
[00:04:00.000 --> 00:04:03.000]  今天我們會看的經文
[00:04:03.000 --> 00:04:05.000]  就是在約翰福音第1
[00:04:05.000 --> 00:04:10.000]  第15章第1至第12節
[00:04:10.000 --> 00:04:15.000]  這是一個葡萄樹和一個枝子的比喻
[00:04:15.000 --> 00:04:17.000]  我最簡單的說法就是
[00:04:17.000 --> 00:04:20.000]  約翰福音第15章第1至第12節
[00:04:20.000 --> 00:04:23.000]  耶穌比喻它是一棵真的葡萄樹
[00:04:23.000 --> 00:04:25.000]  換言之就是枝子
[00:04:25.000 --> 00:04:29.000]  所以這個比喻可能大家在兒童主義學
[00:04:29.000 --> 00:04:31.000]  或者之前不同的商文都會聽過
[00:04:31.000 --> 00:04:36.000]  通常我們會看比喻裡面比較正面的東西
[00:04:36.000 --> 00:04:40.000]  我們會想是不是要緊緊連結耶穌到結果子
[00:04:40.000 --> 00:04:44.000]  當然這是一個很直接的總結
[00:04:44.000 --> 00:04:46.000]  但是我們可以留意一點
[00:04:46.000 --> 00:04:50.000]  在這個比喻裡面並不是全部東西都很正面
[00:04:50.000 --> 00:04:53.000]  其實在約翰福音第15章第6節
[00:04:53.000 --> 00:04:57.000]  有一節的經文是說到一個比較負面的地方
[00:04:57.000 --> 00:05:01.000]  我想請Karen幫我們讀一下這節經文
[00:05:01.000 --> 00:05:03.000]  人若不常在我裡面
[00:05:03.000 --> 00:05:06.000]  就像毯子貼在外面敷乾
[00:05:06.000 --> 00:05:08.000]  人拾起來
[00:05:08.000 --> 00:05:10.000]  泯在火裡燒了
[00:05:10.000 --> 00:05:12.000]  多謝Karen
[00:05:12.000 --> 00:05:18.000]  這一節我們看這個比喻的時候
[00:05:18.000 --> 00:05:21.000]  我們可能不一定會太留意
[00:05:21.000 --> 00:05:26.000]  為什麼會說有些人不在裡面就要泯在火裡燒了
[00:05:26.000 --> 00:05:30.000]  事實上如果我們看回舊約裡面
[00:05:30.000 --> 00:05:34.000]  用到葡萄樹和枝子的比喻
[00:05:34.000 --> 00:05:38.000]  我們會比較明白為什麼有一個比較負面的句子出現
[00:05:38.000 --> 00:05:40.000]  其實在舊約的內容裡面
[00:05:40.000 --> 00:05:44.000]  葡萄樹一方面可以很正面地提到
[00:05:44.000 --> 00:05:47.000]  以色列這個民族是神的子民
[00:05:47.000 --> 00:05:50.000]  但是更加多在不同的先知書裡面
[00:05:50.000 --> 00:05:53.000]  或者一些舊約書卷裡面
[00:05:53.000 --> 00:05:55.000]  都用到葡萄樹和枝子
[00:05:55.000 --> 00:05:57.000]  其實是在審判以色列人
[00:05:57.000 --> 00:06:00.000]  他們放棄了真正的身份
[00:06:00.000 --> 00:06:03.000]  時間關係我只舉一個例子
[00:06:03.000 --> 00:06:07.000]  就在耶利米蘇第二章第21節裡面
[00:06:07.000 --> 00:06:11.000]  我也想請Karen幫我們讀一下這段經文
[00:06:11.000 --> 00:06:14.000]  然而我在你是上等的葡萄樹
[00:06:14.000 --> 00:06:16.000]  全然是真種子
[00:06:16.000 --> 00:06:21.000]  你怎能向我變為愛國葡萄樹的乖子子呢?
[00:06:21.000 --> 00:06:23.000]  在耶利米蘇裡面
[00:06:23.000 --> 00:06:27.000]  葡萄樹當然是代表著以色列人
[00:06:27.000 --> 00:06:29.000]  他們是上帝的子民
[00:06:29.000 --> 00:06:31.000]  但是你會發現同一節的經文
[00:06:31.000 --> 00:06:33.000]  一方面是有正面的意思
[00:06:33.000 --> 00:06:36.000]  但是另一方面也有一個負面的意思
[00:06:36.000 --> 00:06:40.000]  就是當以色列人他們犯錯離開城的時候
[00:06:40.000 --> 00:06:43.000]  他們可以由好的枝子或者好的葡萄樹
[00:06:43.000 --> 00:06:47.000]  變成一個壞的葡萄樹的枝子
[00:06:47.000 --> 00:06:50.000]  就是他們連結在錯誤的事物之上
[00:06:50.000 --> 00:06:54.000]  他們沒有拜耶和華而去拜其他偶像的時候
[00:06:54.000 --> 00:06:58.000]  他們就連結在一些不好的葡萄樹上
[00:06:58.000 --> 00:07:01.000]  所以其實葡萄樹和枝子
[00:07:01.000 --> 00:07:06.000]  在當時一群門徒或者當時認識舊約的人
[00:07:06.000 --> 00:07:07.000]  他們看到這段的時候
[00:07:07.000 --> 00:07:09.000]  他們除了想到這些是典故之外
[00:07:09.000 --> 00:07:12.000]  也會想到其實很多時候葡萄樹
[00:07:12.000 --> 00:07:15.000]  都是象徵一個表達這些子民
[00:07:15.000 --> 00:07:18.000]  其實他們過往曾經有失敗的經歷
[00:07:18.000 --> 00:07:21.000]  或者一些軟弱的情況
[00:07:21.000 --> 00:07:24.000]  所以其實看回葡萄樹和枝子這個比喻
[00:07:24.000 --> 00:07:27.000]  其實它的重點當然一方面有去鼓勵
[00:07:27.000 --> 00:07:31.000]  我們要去連結在一個正確的對象上的結果
[00:07:31.000 --> 00:07:33.000]  但是從一個層面來看
[00:07:33.000 --> 00:07:35.000]  其實正因在猶太人的歷史上
[00:07:35.000 --> 00:07:39.000]  他們曾經都遠離神去到跌倒
[00:07:39.000 --> 00:07:42.000]  所以這個時候說回枝子這個比喻
[00:07:42.000 --> 00:07:44.000]  其實是提醒他們
[00:07:44.000 --> 00:07:46.000]  他們過往都有這樣的經歷的時候
[00:07:46.000 --> 00:07:50.000]  今天他們認識到耶穌
[00:07:50.000 --> 00:07:53.000]  這個真正的葡萄樹的時候
[00:07:53.000 --> 00:07:56.000]  他們怎樣去到不要重蹈覆轍呢
[00:07:56.000 --> 00:07:58.000]  所以在《約翰福音》這段經文裡面
[00:07:58.000 --> 00:08:00.000]  最多出現的字眼
[00:08:00.000 --> 00:08:02.000]  其實的果子都是很多出現的
[00:08:02.000 --> 00:08:05.000]  但是最多不斷重複的字眼
[00:08:05.000 --> 00:08:07.000]  其實是一個常在我裡面
[00:08:07.000 --> 00:08:09.000]  就是用一個和合本的翻譯
[00:08:09.000 --> 00:08:13.000]  其實英文就可以叫Abide in me
[00:08:13.000 --> 00:08:18.000]  在聖經裡面用到這個字的意思的時候
[00:08:18.000 --> 00:08:23.000]  其實當我們今天用英文裡面
[00:08:23.000 --> 00:08:25.000]  就是我們用這個字的時候
[00:08:25.000 --> 00:08:30.000]  很多時候它是在說遵從規矩
[00:08:30.000 --> 00:08:31.000]  很多時候是說Abide
[00:08:31.000 --> 00:08:33.000]  就是我們遵從某些規矩
[00:08:33.000 --> 00:08:35.000]  我們要守規矩
[00:08:35.000 --> 00:08:37.000]  但是其實在聖經裡面
[00:08:37.000 --> 00:08:39.000]  這個不是說守規矩
[00:08:39.000 --> 00:08:41.000]  是說一種叫做Connect
[00:08:41.000 --> 00:08:43.000]  就是一種去到緊緊的連結
[00:08:43.000 --> 00:08:46.000]  或者是Remain
[00:08:46.000 --> 00:08:48.000]  在一個情況裡面的意思
[00:08:48.000 --> 00:08:50.000]  就是Continue in a place
[00:08:50.000 --> 00:08:52.000]  所以其實在聽耶穌這裡
[00:08:52.000 --> 00:08:54.000]  他講論的門徒我們要留意
[00:08:54.000 --> 00:08:56.000]  他們不是剛剛才相信耶穌
[00:08:56.000 --> 00:08:59.000]  他們已經相信了耶穌三年了
[00:08:59.000 --> 00:09:01.000]  所以耶穌說的Abide
[00:09:01.000 --> 00:09:03.000]  就不僅僅是說叫他們守規則
[00:09:03.000 --> 00:09:06.000]  或者叫他們要很小心
[00:09:06.000 --> 00:09:08.000]  而是說他們本來已經有
[00:09:08.000 --> 00:09:10.000]  跟耶穌一個這樣的身份
[00:09:10.000 --> 00:09:12.000]  一個很特別的身份
[00:09:12.000 --> 00:09:14.000]  就是他們連結在耶穌裡面
[00:09:14.000 --> 00:09:16.000]  所以門徒要做的
[00:09:16.000 --> 00:09:18.000]  其實是要去Remain這份關係
[00:09:18.000 --> 00:09:21.000]  是要有意識去培養
[00:09:21.000 --> 00:09:23.000]  和保護這種關係
[00:09:23.000 --> 00:09:25.000]  或者你會問
[00:09:25.000 --> 00:09:29.000]  到底去回十五章六節
[00:09:29.000 --> 00:09:31.000]  那到底那些叫做離開的資料
[00:09:31.000 --> 00:09:32.000]  又想說些什麼呢
[00:09:32.000 --> 00:09:34.000]  如果我們看回
[00:09:34.000 --> 00:09:37.000]  在約翰福音前兩章的經文
[00:09:37.000 --> 00:09:39.000]  其實約翰已經去到暗示了
[00:09:39.000 --> 00:09:41.000]  這個離開的資料
[00:09:41.000 --> 00:09:43.000]  在那個情境底下
[00:09:43.000 --> 00:09:45.000]  在那個Context底下指向誰
[00:09:45.000 --> 00:09:50.000]  在約翰福音第十三章裡面
[00:09:50.000 --> 00:09:54.000]  就是當時有一段經文
[00:09:54.000 --> 00:09:56.000]  就是在討論猶大
[00:09:56.000 --> 00:10:00.000]  就是去到當時
[00:10:00.000 --> 00:10:02.000]  好,有一些經文
[00:10:02.000 --> 00:10:04.000]  在約翰福音十三章二十六
[00:10:04.000 --> 00:10:07.000]  至到三十節裡面
[00:10:07.000 --> 00:10:10.000]  其實它是說猶大
[00:10:10.000 --> 00:10:13.000]  就是當時撒旦進入了猶大的心
[00:10:13.000 --> 00:10:17.000]  所以猶大當時已經立定心志
[00:10:17.000 --> 00:10:19.000]  決定出賣耶穌
[00:10:19.000 --> 00:10:21.000]  他就離開了
[00:10:21.000 --> 00:10:23.000]  所以約翰是很刻意在這個註腳
[00:10:23.000 --> 00:10:25.000]  就是他吃了耶穌的餅
[00:10:25.000 --> 00:10:27.000]  就立刻出去
[00:10:27.000 --> 00:10:30.000]  如果我們看回約翰福音十五章六節的話
[00:10:30.000 --> 00:10:32.000]  其實這個出去
[00:10:32.000 --> 00:10:36.000]  本身也代表了一個離開了耶穌的資料
[00:10:36.000 --> 00:10:39.000]  我們可以想到一件事
[00:10:39.000 --> 00:10:42.000]  原來一個跟了耶穌三年的人
[00:10:42.000 --> 00:10:46.000]  也可以離開他
