
[00:00:00.000 --> 00:00:06.540]  好各位弟兄姊妹
[00:00:06.540 --> 00:00:07.740]  主內平安
[00:00:07.740 --> 00:00:09.340]  感謝主的恩典
[00:00:09.340 --> 00:00:13.660]  讓我們可以在疫情的一個影響的持續
[00:00:13.660 --> 00:00:15.020]  這個時期
[00:00:15.020 --> 00:00:19.060]  我們還可以透過網絡繼續的相聚
[00:00:19.060 --> 00:00:22.900]  那麼今天要和大家思想的一個主題叫做
[00:00:22.900 --> 00:00:26.500]  新酒需要新皮帶
[00:00:26.500 --> 00:00:29.580]  那麼相信各位弟兄姊妹
[00:00:29.580 --> 00:00:31.580]  聽過這樣一個比喻
[00:00:31.580 --> 00:00:33.180]  這樣一句話了
[00:00:33.180 --> 00:00:34.580]  在不同的方面
[00:00:34.580 --> 00:00:37.180]  那麼大家在不同的處境當中
[00:00:37.180 --> 00:00:39.580]  對於耶穌的這樣一個比喻
[00:00:39.580 --> 00:00:41.580]  也有不同的應用
[00:00:41.580 --> 00:00:45.580]  比如說可能是商人的弟兄姊妹就覺得說
[00:00:45.580 --> 00:00:47.580]  這個提醒好啊
[00:00:47.580 --> 00:00:51.580]  我們的新產品也要有新的包裝
[00:00:51.580 --> 00:00:53.980]  以至於讓消費者看到
[00:00:53.980 --> 00:00:58.580]  我們是一個新的一個產品可以推出市面了
[00:00:58.580 --> 00:01:00.580]  可能也有的像我這樣
[00:01:00.580 --> 00:01:03.580]  孩子要升學了
[00:01:03.580 --> 00:01:06.580]  從幼兒園升到小學
[00:01:06.580 --> 00:01:08.580]  小學升到中學
[00:01:08.580 --> 00:01:10.580]  這樣的父母又會留意到了
[00:01:10.580 --> 00:01:14.580]  孩子的生命階段有提升的時候
[00:01:14.580 --> 00:01:17.580]  要給他有新皮帶
[00:01:17.580 --> 00:01:20.580]  校服書包等等等等
[00:01:20.580 --> 00:01:22.580]  都需要更新
[00:01:22.580 --> 00:01:24.580]  甚至我還聽過
[00:01:24.580 --> 00:01:26.580]  有的姊妹開玩笑說了
[00:01:26.580 --> 00:01:28.580]  新年的時候
[00:01:28.580 --> 00:01:30.580]  我們又到了新的一年了
[00:01:30.580 --> 00:01:32.580]  新酒要有新皮帶了
[00:01:32.580 --> 00:01:35.580]  我們要換上新的衣服
[00:01:35.580 --> 00:01:38.580]  以至於來迎接新的開始
[00:01:38.580 --> 00:01:41.580]  那麼對於耶穌基督的這個比喻
[00:01:41.580 --> 00:01:44.580]  在聖經當中具體指代的是什麼呢
[00:01:44.580 --> 00:01:46.580]  就透過今天的講道
[00:01:46.580 --> 00:01:48.580]  我們一起來思想
[00:01:48.580 --> 00:01:50.580]  那麼我也邀請弟兄姊妹們
[00:01:50.580 --> 00:01:53.580]  我們一起來安靜在主的面前
[00:01:53.580 --> 00:01:56.580]  我們一起來向我們的天父來禱告
[00:01:56.580 --> 00:01:59.580]  天父上帝啊
[00:01:59.580 --> 00:02:01.580]  感謝你的恩典
[00:02:01.580 --> 00:02:05.580]  你實實地看顧帶領和保守我們
[00:02:05.580 --> 00:02:07.580]  即使在疫情當中
[00:02:07.580 --> 00:02:09.580]  你也有這樣一個恩典
[00:02:09.580 --> 00:02:12.580]  讓我們透過網路可以相聚
[00:02:12.580 --> 00:02:15.580]  就求主你悅納我們的敬拜
[00:02:15.580 --> 00:02:17.580]  並將主你的真道
[00:02:17.580 --> 00:02:21.580]  充充滿滿地澆灌在我們的心靈當中
[00:02:21.580 --> 00:02:23.580]  以至於我們被主你提醒
[00:02:23.580 --> 00:02:25.580]  我們被主你更新
[00:02:25.580 --> 00:02:27.580]  我們知道前面的道路
[00:02:27.580 --> 00:02:28.580]  主啊
[00:02:28.580 --> 00:02:30.580]  願我口中的話語
[00:02:30.580 --> 00:02:32.580]  眾弟兄姊妹們的心懷意念
[00:02:32.580 --> 00:02:35.580]  都得蒙天父上主你的悅納
[00:02:35.580 --> 00:02:37.580]  我們這樣同心合一地禱告
[00:02:37.580 --> 00:02:39.580]  奉主耶穌基督
[00:02:39.580 --> 00:02:41.580]  得聖的名而求
[00:02:41.580 --> 00:02:43.580]  Amen
[00:02:43.580 --> 00:02:44.580]  好的
[00:02:44.580 --> 00:02:47.580]  那麼大家今天雖然看到的是
[00:02:47.580 --> 00:02:50.580]  耶穌基督的這樣一個比喻
[00:02:50.580 --> 00:02:54.580]  如果大家留意仔細地看到經文的話
[00:02:54.580 --> 00:03:00.580]  發現耶穌同樣是講述一件事物
[00:03:00.580 --> 00:03:02.580]  一個方面
[00:03:02.580 --> 00:03:07.580]  但是兩節經文分別用了不同的比喻
[00:03:07.580 --> 00:03:12.580]  首先我們來看馬太福音的9章16節
[00:03:12.580 --> 00:03:17.580]  耶穌一開始還沒有講到新酒和新皮帶
[00:03:17.580 --> 00:03:22.580]  一開始講到的是新布和舊衣服
[00:03:22.580 --> 00:03:24.580]  經文是這樣說的
[00:03:24.580 --> 00:03:28.580]  沒有人把新布補在舊衣服上
[00:03:28.580 --> 00:03:33.580]  因為所補上的反帶壞了那衣服
[00:03:33.580 --> 00:03:36.580]  破的就更大了
[00:03:36.580 --> 00:03:38.580]  然後接下來的17節呢
[00:03:38.580 --> 00:03:41.580]  才到了我們今天要講的這個主題
[00:03:41.580 --> 00:03:45.580]  新酒和新和舊的皮帶
[00:03:45.580 --> 00:03:48.580]  耶穌從兩個方面進行了論證
[00:03:48.580 --> 00:03:51.580]  我也讀出來給大家聽一下
[00:03:51.580 --> 00:03:56.580]  也沒有人把新酒裝在舊皮帶裡
[00:03:56.580 --> 00:03:59.580]  若是這樣皮帶就裂開
[00:03:59.580 --> 00:04:01.580]  酒漏出來
[00:04:01.580 --> 00:04:04.580]  連皮帶也壞了
[00:04:04.580 --> 00:04:08.580]  唯獨把新酒裝在新皮帶裡
[00:04:08.580 --> 00:04:13.580]  兩樣就都保全了
[00:04:13.580 --> 00:04:18.580]  那麼我相信處於我們21世紀的基督徒
[00:04:18.580 --> 00:04:22.580]  已經比較少的去自己縫補衣物
[00:04:22.580 --> 00:04:26.580]  我們也不太會用當時猶太人的
[00:04:26.580 --> 00:04:30.580]  那個羊皮的帶子來裝酒了
[00:04:30.580 --> 00:04:33.580]  那麼究竟耶穌引用
[00:04:33.580 --> 00:04:37.580]  當時他們社群群體當中生活裡面的勢力
[00:04:37.580 --> 00:04:40.580]  究竟表達了什麼意思呢
[00:04:40.580 --> 00:04:43.580]  它的原因又是什麼呢
[00:04:43.580 --> 00:04:45.580]  我們就可以看到了
[00:04:45.580 --> 00:04:51.580]  因為新布和舊布的區別就在於
[00:04:51.580 --> 00:04:55.580]  新布它還會縮水
[00:04:55.580 --> 00:04:58.580]  如果把新布縫在舊衣服上
[00:04:58.580 --> 00:05:00.580]  當它在洗的時候
[00:05:00.580 --> 00:05:02.580]  它在遇水的時候
[00:05:02.580 --> 00:05:06.580]  整件衣服就會形成拉扯
[00:05:06.580 --> 00:05:08.580]  就會扯壞了
[00:05:08.580 --> 00:05:11.580]  那麼對於這個新酒
[00:05:11.580 --> 00:05:13.580]  我們就可以看到
[00:05:13.580 --> 00:05:16.580]  新酒它會發酵
[00:05:16.580 --> 00:05:18.580]  對於舊皮帶
[00:05:18.580 --> 00:05:21.580]  它已經沒有足夠的彈力
[00:05:21.580 --> 00:05:24.580]  能夠承受這樣的一個張力了
[00:05:24.580 --> 00:05:26.580]  如果把新酒
