
[00:00:00.000 --> 00:00:05.600]  上次我們說了一些關於憂慮的事
[00:00:05.600 --> 00:00:06.880]  或者不開心
[00:00:06.880 --> 00:00:09.040]  事後真的有explorer跟我說
[00:00:09.040 --> 00:00:11.400]  他最近面對的struggle
[00:00:11.400 --> 00:00:13.120]  是真的在說不開心的事
[00:00:13.120 --> 00:00:17.240]  其實我下一次也會想多說一些關於這方面的事
[00:00:17.240 --> 00:00:19.080]  今天先說一個情緒
[00:00:19.080 --> 00:00:20.960]  說快樂
[00:00:20.960 --> 00:00:23.920]  當然標題在這個標題
[00:00:23.920 --> 00:00:26.400]  明白的人可能會猜到我在想什麼
[00:00:26.400 --> 00:00:28.080]  但是不明白是沒所謂的
[00:00:28.080 --> 00:00:29.920]  你看到快樂兩個字就可以了
[00:00:29.920 --> 00:00:34.400]  當然人有很多不同的情緒
[00:00:34.400 --> 00:00:36.360]  有很多不同的情緒
[00:00:36.360 --> 00:00:39.480]  這幾次都希望跟大家逐個去go through
[00:00:39.480 --> 00:00:42.200]  但是今天我們go through第二個情緒
[00:00:42.200 --> 00:00:42.960]  就是快樂
[00:00:42.960 --> 00:00:44.840]  說到快樂
[00:00:44.840 --> 00:00:46.840]  我給大家十秒時間
[00:00:46.840 --> 00:00:50.560]  你現在想想有什麼會令你很快樂的
[00:00:50.560 --> 00:00:51.640]  你最快樂的事
[00:00:51.640 --> 00:00:58.320]  放假
[00:00:58.320 --> 00:01:00.320]  我本來想在旁邊說
[00:01:00.320 --> 00:01:01.640]  但是如果你想叫的話可以叫出來
[00:01:01.640 --> 00:01:02.880]  放假
[00:01:02.880 --> 00:01:04.640]  睡覺
[00:01:04.640 --> 00:01:05.720]  吃東西
[00:01:05.720 --> 00:01:07.000]  還有呢
[00:01:07.000 --> 00:01:09.720]  全部都是很基本的東西
[00:01:09.720 --> 00:01:10.360]  有沒有
[00:01:10.360 --> 00:01:11.320]  耶穌
[00:01:11.320 --> 00:01:12.080]  耶穌
[00:01:12.080 --> 00:01:13.320]  這個很屬靈
[00:01:13.320 --> 00:01:15.840]  耶穌
[00:01:15.840 --> 00:01:16.560]  還有沒有
[00:01:16.560 --> 00:01:18.920]  多叫兩個來聽快樂的東西
[00:01:18.920 --> 00:01:20.000]  旅行
[00:01:20.000 --> 00:01:21.320]  旅行是很開心的
[00:01:21.320 --> 00:01:23.560]  我很同意
[00:01:23.560 --> 00:01:25.040]  什麼
[00:01:25.040 --> 00:01:26.280]  分數
[00:01:26.280 --> 00:01:28.280]  分數低開心點
[00:01:28.280 --> 00:01:31.280]  吃燒鵝
[00:01:31.280 --> 00:01:32.280]  應該是
[00:01:32.280 --> 00:01:35.280]  不知道你們吃了多少東西
[00:01:35.280 --> 00:01:37.280]  可能香港應該有很多好吃的
[00:01:37.280 --> 00:01:41.880]  那快樂其實可以很簡單的
[00:01:41.880 --> 00:01:43.680]  可以很簡單
[00:01:43.680 --> 00:01:47.480]  我記得在很小的時候聽過這個
[00:01:47.480 --> 00:01:50.280]  以下我不敢說我中文好
[00:01:50.280 --> 00:01:55.680]  但是原來中國人有一個叫做人生四喜和四非
[00:01:55.680 --> 00:01:57.680]  那四喜是什麼呢
[00:01:57.680 --> 00:01:59.680]  其實在螢幕上說什麼呢
[00:01:59.680 --> 00:02:02.280]  九項逢金魚
[00:02:02.280 --> 00:02:04.280]  他鄉與故知
[00:02:04.280 --> 00:02:06.080]  洞房花燭夜
[00:02:06.080 --> 00:02:07.680]  金榜題名士
[00:02:07.680 --> 00:02:08.680]  我想問
[00:02:08.680 --> 00:02:10.680]  有沒有明白這四個是說什麼的
[00:02:10.680 --> 00:02:11.680]  有沒有明白
[00:02:11.680 --> 00:02:12.280]  明白的
[00:02:12.280 --> 00:02:13.280]  明白的嗎
[00:02:13.280 --> 00:02:14.680]  你什麼大人你都說明白
[00:02:14.680 --> 00:02:15.680]  我想問後面的明白不明白
[00:02:15.680 --> 00:02:16.680]  我想問一些explorer
[00:02:16.680 --> 00:02:17.680]  大人不要出聲
[00:02:17.680 --> 00:02:19.680]  我不懂得說
[00:02:19.680 --> 00:02:20.280]  不明白啊
[00:02:20.280 --> 00:02:21.480]  沒時間解釋
[00:02:21.480 --> 00:02:23.280]  我想沒時間做個解釋
[00:02:23.280 --> 00:02:24.680]  你買你mentor了
[00:02:24.680 --> 00:02:26.680]  但是我估計
[00:02:26.680 --> 00:02:30.680]  我估計對大家來說最concern
[00:02:30.680 --> 00:02:32.680]  我估計最concern應該是第四個
[00:02:32.680 --> 00:02:34.680]  應該是金榜題名士
[00:02:34.680 --> 00:02:35.680]  應該是的
[00:02:35.680 --> 00:02:37.680]  當然如果有人和我說
[00:02:37.680 --> 00:02:38.680]  很期待其他那些
[00:02:38.680 --> 00:02:40.680]  你試一下和我說
[00:02:40.680 --> 00:02:43.680]  為什麼我說我估計大家是第四個呢
[00:02:43.680 --> 00:02:45.680]  金榜題名士
[00:02:45.680 --> 00:02:49.680]  in case 人中文真的不知道什麼事
[00:02:49.680 --> 00:02:53.680]  以前中國有考科舉
[00:02:53.680 --> 00:02:54.680]  就好像你今天考試
[00:02:54.680 --> 00:02:55.680]  考公開試
[00:02:55.680 --> 00:02:57.680]  金榜題名就是你的名字
[00:02:57.680 --> 00:03:00.680]  你的名字在這個叫做中舉
[00:03:00.680 --> 00:03:01.680]  就是你中了獎
[00:03:01.680 --> 00:03:02.680]  中獎不是吧
[00:03:02.680 --> 00:03:04.680]  我們叫做中舉
[00:03:04.680 --> 00:03:05.680]  就是你的名字
[00:03:05.680 --> 00:03:08.680]  在一個名冊的考試通過了
[00:03:08.680 --> 00:03:09.680]  那你就可以做官了
[00:03:09.680 --> 00:03:12.680]  所以在古時有一個很出名的說法
[00:03:12.680 --> 00:03:16.680]  就是萬般佳下品唯有讀書高
[00:03:16.680 --> 00:03:19.680]  所以為什麼我和大家可能有些關係
[00:03:19.680 --> 00:03:20.680]  因為我知道大家
[00:03:20.680 --> 00:03:23.680]  最近很多考試和final
[00:03:23.680 --> 00:03:24.680]  上個月已經有了
[00:03:24.680 --> 00:03:26.680]  上個月我都知道有人在找final
[00:03:26.680 --> 00:03:27.680]  找到想死
[00:03:27.680 --> 00:03:28.680]  找到midterm
[00:03:28.680 --> 00:03:29.680]  找到想死
[00:03:29.680 --> 00:03:32.680]  我不是說這件事很錯
[00:03:32.680 --> 00:03:34.680]  我只是說大概我們
[00:03:34.680 --> 00:03:35.680]  這個階段就是我們
[00:03:35.680 --> 00:03:37.680]  這個可能是我們最期
[00:03:37.680 --> 00:03:40.680]  覺得最開心的一件事
[00:03:40.680 --> 00:03:43.680]  但今天為什麼說開心這個題目呢
[00:03:43.680 --> 00:03:45.680]  大概我們都可能要想一想
[00:03:45.680 --> 00:03:47.680]  我們的快樂
[00:03:47.680 --> 00:03:50.680]  我們的快樂應該在什麼上面呢
[00:03:50.680 --> 00:03:52.680]  今天我們會繼續看詩篇
[00:03:52.680 --> 00:03:54.680]  上次我們看了詩篇23篇
[00:03:54.680 --> 00:03:56.680]  上星期在這裡的explorer
[00:03:56.680 --> 00:03:58.680]  今天有junior的
[00:03:58.680 --> 00:03:59.680]  但無所謂的
[00:03:59.680 --> 00:04:00.680]  因為你不知道上次說什麼
[00:04:00.680 --> 00:04:02.680]  是不影響你這次聽的
[00:04:02.680 --> 00:04:05.680]  我們聽的詩篇是16篇
[00:04:05.680 --> 00:04:08.680]  16篇是一篇什麼的詩篇呢
[00:04:08.680 --> 00:04:10.680]  大概是一個
[00:04:10.680 --> 00:04:12.680]  估計
[00:04:12.680 --> 00:04:14.680]  人們估計是一個祭詩寫
[00:04:14.680 --> 00:04:15.680]  或者一個祭詩去說
[00:04:15.680 --> 00:04:17.680]  祭詩就是說宗教人員
[00:04:17.680 --> 00:04:18.680]  就是舊約那些
[00:04:18.680 --> 00:04:20.680]  如果你記得的話
[00:04:20.680 --> 00:04:21.680]  讓大家想一想
[00:04:21.680 --> 00:04:23.680]  你覺得舊約的祭詩有沒有錢呢
[00:04:23.680 --> 00:04:25.680]  舊約的祭詩
[00:04:25.680 --> 00:04:27.680]  沒有錢嗎
[00:04:27.680 --> 00:04:29.680]  覺得有錢的舉手
[00:04:29.680 --> 00:04:31.680]  覺得沒有錢的舉手
[00:04:31.680 --> 00:04:35.680]  我想問不舉手是什麼意思
[00:04:35.680 --> 00:04:36.680]  就是不知道
[00:04:36.680 --> 00:04:38.680]  要等答案
[00:04:38.680 --> 00:04:41.680]  我們先問一個問題
[00:04:41.680 --> 00:04:44.680]  要考考大家到底
[00:04:44.680 --> 00:04:47.680]  兒童主義學有沒有專心聽書的
[00:04:47.680 --> 00:04:51.680]  我想問有多少個支派在嘉南是有地的
[00:04:51.680 --> 00:04:53.680]  舊約的意思來說
[00:04:53.680 --> 00:04:55.680]  13
[00:04:55.680 --> 00:04:57.680]  13
[00:04:57.680 --> 00:04:58.680]  答什麼去答
[00:04:58.680 --> 00:04:59.680]  12
[00:04:59.680 --> 00:05:02.680]  12個支派
[00:05:02.680 --> 00:05:05.680]  我想問12個支派裡面有沒有利美人
[00:05:05.680 --> 00:05:07.680]  又是舉手
[00:05:07.680 --> 00:05:10.680]  有沒有
[00:05:10.680 --> 00:05:11.680]  沒有的舉手
[00:05:11.680 --> 00:05:13.680]  12支派有沒有利美人
[00:05:13.680 --> 00:05:14.680]  沒有的
[00:05:14.680 --> 00:05:16.680]  舉得很小
[00:05:16.680 --> 00:05:17.680]  很怕舉錯
[00:05:17.680 --> 00:05:18.680]  我問多一次
[00:05:18.680 --> 00:05:19.680]  有的舉手
[00:05:19.680 --> 00:05:21.680]  沒有的舉手
[00:05:21.680 --> 00:05:22.680]  0
[00:05:22.680 --> 00:05:23.680]  OK 這次好一點
[00:05:23.680 --> 00:05:24.680]  是沒有的
[00:05:24.680 --> 00:05:25.680]  所以大家應該
[00:05:25.680 --> 00:05:28.680]  兒童主義學都想得很專心
[00:05:28.680 --> 00:05:29.680]  希望是
[00:05:29.680 --> 00:05:31.680]  為什麼要說這件事呢
[00:05:31.680 --> 00:05:35.680]  其實在舊約裡面
[00:05:35.680 --> 00:05:38.680]  土地可能真的令人快樂
[00:05:38.680 --> 00:05:39.680]  為什麼呢
[00:05:39.680 --> 00:05:43.680]  因為土地可以用來種植
[00:05:43.680 --> 00:05:44.680]  可以養羊
[00:05:44.680 --> 00:05:46.680]  上次說23就有牧羊
[00:05:46.680 --> 00:05:47.680]  有羊
[00:05:47.680 --> 00:05:51.680]  所以大概對舊約時期的以色列人來說
[00:05:51.680 --> 00:05:52.680]  或者對以前的人來說
[00:05:52.680 --> 00:05:53.680]  其實不止以色列的
[00:05:53.680 --> 00:05:55.680]  我想在中國很多都是
[00:05:55.680 --> 00:05:56.680]  特別做農民
[00:05:56.680 --> 00:05:58.680]  土地是令你快樂的
[00:05:58.680 --> 00:06:01.680]  因為土地可以意味著你有很多的資源
[00:06:01.680 --> 00:06:03.680]  你有很多你想要的東西
[00:06:03.680 --> 00:06:06.680]  但今天我們看這篇詩的作者
[00:06:06.680 --> 00:06:09.680]  這個詩人就是沒有土地的人
[00:06:09.680 --> 00:06:12.680]  當然今天我們的社會是一個知識型的社會
[00:06:12.680 --> 00:06:13.680]  就是說用腦的
[00:06:13.680 --> 00:06:15.680]  所以土地就很遙遠
[00:06:15.680 --> 00:06:16.680]  覺得不關我的事
[00:06:16.680 --> 00:06:17.680]  我不種地
[00:06:17.680 --> 00:06:19.680]  換個說法
[00:06:19.680 --> 00:06:22.680]  大概今天我們重視的不是土地
[00:06:22.680 --> 00:06:25.680]  就是我們的學歷和知識技能
[00:06:25.680 --> 00:06:27.680]  學歷和知識技能
[00:06:27.680 --> 00:06:29.680]  可能你會問
[00:06:29.680 --> 00:06:31.680]  那利美人沒有土地怎麼生活呢
[00:06:31.680 --> 00:06:32.680]  當時
[00:06:32.680 --> 00:06:34.680]  當時其實是靠什麼呢
[00:06:34.680 --> 00:06:36.680]  就是靠一些以色列人去養他們
[00:06:36.680 --> 00:06:37.680]  就是靠其他人養
[00:06:37.680 --> 00:06:39.680]  就是情況是怎樣呢
[00:06:39.680 --> 00:06:41.680]  就是以色列人要敬拜神
[00:06:41.680 --> 00:06:44.680]  那他們敬拜神就要給一些動物
[00:06:44.680 --> 00:06:45.680]  給一些東西
[00:06:45.680 --> 00:06:46.680]  給一些祭司
[00:06:46.680 --> 00:06:48.680]  那祭司是可以合法地收養的
[00:06:48.680 --> 00:06:49.680]  真的合法的
[00:06:49.680 --> 00:06:51.680]  因為舊約說的
[00:06:51.680 --> 00:06:52.680]  可以的
[00:06:52.680 --> 00:06:53.680]  就是供養他
[00:06:53.680 --> 00:06:55.680]  那這件事很似乎什麼呢
[00:06:55.680 --> 00:06:57.680]  就是似乎以色列人乖不乖
[00:06:57.680 --> 00:06:59.680]  簡單來說他們不乖
[00:06:59.680 --> 00:07:00.680]  不去敬拜的時候
[00:07:00.680 --> 00:07:01.680]  那利美人怎樣呢
[00:07:01.680 --> 00:07:02.680]  沒錢收
[00:07:02.680 --> 00:07:03.680]  利美人就黑吃
[00:07:03.680 --> 00:07:04.680]  黑吃
[00:07:04.680 --> 00:07:07.680]  所以我大概換回今天的例子
[00:07:07.680 --> 00:07:09.680]  因為這個是當時的例子
[00:07:09.680 --> 00:07:11.680]  大概今天我們想的就是
[00:07:11.680 --> 00:07:12.680]  我們會知道
[00:07:12.680 --> 00:07:14.680]  我要怎樣去有一個好大學
[00:07:14.680 --> 00:07:15.680]  學會怎樣去工作
[00:07:15.680 --> 00:07:17.680]  我現在要考AP
[00:07:17.680 --> 00:07:19.680]  我要考IB
[00:07:19.680 --> 00:07:20.680]  我要考高分一點
[00:07:20.680 --> 00:07:22.680]  因為特別
[00:07:22.680 --> 00:07:24.680]  那是這幾年都在考的
[00:07:24.680 --> 00:07:26.680]  又或者如果我要爭入去IB的課程
[00:07:26.680 --> 00:07:27.680]  那我就要高分
[00:07:27.680 --> 00:07:30.680]  如果我考不到那怎麼辦呢
[00:07:30.680 --> 00:07:32.680]  考不到就黑吃
[00:07:32.680 --> 00:07:34.680]  所以大概利美人就是
[00:07:34.680 --> 00:07:36.680]  舊約以色列社會裏面
[00:07:36.680 --> 00:07:38.680]  有些有趣的
[00:07:38.680 --> 00:07:40.680]  可以說是被迫要黑吃
[00:07:40.680 --> 00:07:42.680]  但其實這個黑吃不一定是這樣的
[00:07:42.680 --> 00:07:45.680]  因為如果以色列人乖或者環境好的時候
[00:07:45.680 --> 00:07:46.680]  他就OK
[00:07:46.680 --> 00:07:49.680]  但是我們知道在以色列的歷史上
[00:07:49.680 --> 00:07:51.680]  或者舊約的情況
[00:07:51.680 --> 00:07:53.680]  就是以色列人不乖
[00:07:53.680 --> 00:07:55.680]  所以這些利美人是很窮的
[00:07:55.680 --> 00:07:57.680]  很大機會他們長期都是很窮
[00:07:57.680 --> 00:07:58.680]  因為沒人敬拜神
[00:07:58.680 --> 00:08:00.680]  他就沒東西吃
[00:08:00.680 --> 00:08:02.680]  換言之我們接下來看的這首詩
[00:08:02.680 --> 00:08:04.680]  就不是有空沒東西做
[00:08:04.680 --> 00:08:06.680]  真的吃飽飯
[00:08:06.680 --> 00:08:08.680]  沒東西出來的時候
[00:08:08.680 --> 00:08:09.680]  他就寫詩了
[00:08:09.680 --> 00:08:10.680]  不是這樣的
[00:08:10.680 --> 00:08:13.680]  是利美人他們就算生活很艱苦
[00:08:13.680 --> 00:08:15.680]  很辛苦也好
[00:08:15.680 --> 00:08:17.680]  他們仍然寫這首詩
[00:08:17.680 --> 00:08:19.680]  仍然去表達他們心目中的快樂
[00:08:19.680 --> 00:08:21.680]  是什麼意思
[00:08:21.680 --> 00:08:24.680]  我們用一點時間去看這個快樂是怎樣
[00:08:24.680 --> 00:08:27.680]  第一個快樂我會怎樣定義呢
[00:08:27.680 --> 00:08:29.680]  大概第一個快樂就是
[00:08:29.680 --> 00:08:33.680]  他們怎樣看他們生命裏面的焦點
[00:08:33.680 --> 00:08:36.680]  在詩篇16篇第一節這樣說
[00:08:36.680 --> 00:08:40.680]  「神求祢保護我,因為我投靠祢,
[00:08:40.680 --> 00:08:43.680]  我的心祢要對耶和華說:
