
[00:00:00.000 --> 00:00:06.000]  頂智梅議員
[00:00:06.000 --> 00:00:15.000]  自上次會議後發出的資料文件
[00:00:15.000 --> 00:00:21.000]  梁繼昌議員
[00:00:21.000 --> 00:00:27.000]  梁繼昌議員
[00:00:27.000 --> 00:00:33.000]  梁繼昌議員
[00:00:33.000 --> 00:00:47.000]  自上次會議後發出的資料文件
[00:00:47.000 --> 00:01:01.000]  自上次會議後發出的資料文件
[00:01:01.000 --> 00:01:15.000]  自上次會議後發出的資料文件
[00:01:15.000 --> 00:01:29.000]  自上次會議後發出的資料文件
[00:01:29.000 --> 00:01:43.000]  自上次會議後發出的資料文件
[00:01:43.000 --> 00:01:57.000]  自上次會議後發出的資料文件
[00:01:57.000 --> 00:02:11.000]  自上次會議後發出的資料文件
[00:02:11.000 --> 00:02:31.000]  自上次會議後發出的資料文件
[00:02:31.000 --> 00:02:45.000]  自上次會議後發出的資料文件
[00:02:45.000 --> 00:02:59.000]  自上次會議後發出的資料文件
[00:02:59.000 --> 00:03:09.000]  自上次會議後發出的資料文件
[00:03:09.000 --> 00:03:19.000]  自上次會議後發出的資料文件
[00:03:19.000 --> 00:03:29.000]  自上次會議後發出的資料文件
[00:03:29.000 --> 00:03:39.000]  自上次會議後發出的資料文件
[00:03:39.000 --> 00:03:59.000]  自上次會議後發出的資料文件
[00:03:59.000 --> 00:04:19.000]  自上次會議後發出的資料文件
[00:04:19.000 --> 00:04:39.000]  自上次會議後發出的資料文件
[00:04:39.000 --> 00:04:59.000]  自上次會議後發出的資料文件
[00:04:59.000 --> 00:05:19.000]  自上次會議後發出的資料文件
[00:05:19.000 --> 00:05:39.000]  自上次會議後發出的資料文件
[00:05:39.000 --> 00:05:59.000]  自上次會議後發出的資料文件
[00:05:59.000 --> 00:06:19.000]  自上次會議後發出的資料文件
[00:06:19.000 --> 00:06:39.000]  自上次會議後發出的資料文件
[00:06:39.000 --> 00:06:59.000]  自上次會議後發出的資料文件
[00:06:59.000 --> 00:07:19.000]  自上次會議後發出的資料文件
[00:07:19.000 --> 00:07:39.000]  自上次會議後發出的資料文件
[00:07:39.000 --> 00:07:59.000]  自上次會議後發出的資料文件
[00:07:59.000 --> 00:08:19.000]  自上次會議後發出的資料文件
[00:08:19.000 --> 00:08:39.000]  自上次會議後發出的資料文件
[00:08:39.000 --> 00:08:59.000]  自上次會議後發出的資料文件
[00:08:59.000 --> 00:09:19.000]  自上次會議後發出的資料文件
[00:09:19.000 --> 00:09:39.000]  自上次會議後發出的資料文件
[00:09:39.000 --> 00:09:59.000]  自上次會議後發出的資料文件
[00:09:59.000 --> 00:10:19.000]  自上次會議後發出的資料文件
[00:10:19.000 --> 00:10:39.000]  自上次會議後發出的資料文件
[00:10:39.000 --> 00:10:59.000]  自上次會議後發出的資料文件
[00:10:59.000 --> 00:11:19.000]  自上次會議後發出的資料文件
[00:11:19.000 --> 00:11:39.000]  自上次會議後發出的資料文件
[00:11:39.000 --> 00:11:59.000]  自上次會議後發出的資料文件
[00:11:59.000 --> 00:12:19.000]  自上次會議後發出的資料文件
[00:12:19.000 --> 00:12:39.000]  自上次會議後發出的資料文件
[00:12:39.000 --> 00:12:59.000]  自上次會議後發出的資料文件
[00:12:59.000 --> 00:13:19.000]  自上次會議後發出的資料文件
[00:13:19.000 --> 00:13:39.000]  自上次會議後發出的資料文件
[00:13:39.000 --> 00:13:59.000]  自上次會議後發出的資料文件
[00:13:59.000 --> 00:14:19.000]  自上次會議後發出的資料文件
[00:14:19.000 --> 00:14:39.000]  自上次會議後發出的資料文件
[00:14:39.000 --> 00:14:59.000]  自上次會議後發出的資料文件
[00:14:59.000 --> 00:15:19.000]  自上次會議後發出的資料文件
[00:15:19.000 --> 00:15:39.000]  自上次會議後發出的資料文件
[00:15:39.000 --> 00:15:59.000]  自上次會議後發出的資料文件
[00:15:59.000 --> 00:16:19.000]  自上次會議後發出的資料文件
[00:16:19.000 --> 00:16:39.000]  自上次會議後發出的資料文件
[00:16:39.000 --> 00:16:59.000]  自上次會議後發出的資料文件
[00:16:59.000 --> 00:17:19.000]  自上次會議後發出的資料文件
[00:17:19.000 --> 00:17:39.000]  自上次會議後發出的資料文件
[00:17:39.000 --> 00:17:59.000]  自上次會議後發出的資料文件
[00:17:59.000 --> 00:18:19.000]  自上次會議後發出的資料文件
[00:18:19.000 --> 00:18:39.000]  自上次會議後發出的資料文件
[00:18:39.000 --> 00:18:59.000]  自上次會議後發出的資料文件
[00:18:59.000 --> 00:19:19.000]  自上次會議後發出的資料文件
[00:19:19.000 --> 00:19:39.000]  自上次會議後發出的資料文件
[00:19:39.000 --> 00:19:59.000]  自上次會議後發出的資料文件
[00:19:59.000 --> 00:20:19.000]  自上次會議後發出的資料文件
[00:20:19.000 --> 00:20:39.000]  自上次會議後發出的資料文件
[00:20:39.000 --> 00:20:59.000]  自上次會議後發出的資料文件
[00:20:59.000 --> 00:21:19.000]  自上次會議後發出的資料文件
[00:21:19.000 --> 00:21:39.000]  自上次會議後發出的資料文件
[00:21:39.000 --> 00:21:59.000]  自上次會議後發出的資料文件
[00:21:59.000 --> 00:22:19.000]  自上次會議後發出的資料文件
[00:22:19.000 --> 00:22:39.000]  自上次會議後發出的資料文件
[00:22:39.000 --> 00:22:59.000]  自上次會議後發出的資料文件
[00:22:59.000 --> 00:23:19.000]  自上次會議後發出的資料文件
[00:23:19.000 --> 00:23:39.000]  自上次會議後發出的資料文件
[00:23:39.000 --> 00:23:59.000]  自上次會議後發出的資料文件
[00:23:59.000 --> 00:24:19.000]  自上次會議後發出的資料文件
[00:24:19.000 --> 00:24:39.000]  自上次會議後發出的資料文件
[00:24:39.000 --> 00:24:59.000]  自上次會議後發出的資料文件
[00:24:59.000 --> 00:25:19.000]  自上次會議後發出的資料文件
[00:25:19.000 --> 00:25:39.000]  自上次會議後發出的資料文件
[00:25:39.000 --> 00:25:59.000]  自上次會議後發出的資料文件
[00:25:59.000 --> 00:26:19.000]  自上次會議後發出的資料文件
[00:26:19.000 --> 00:26:39.000]  自上次會議後發出的資料文件
[00:26:39.000 --> 00:26:59.000]  自上次會議後發出的資料文件
[00:26:59.000 --> 00:27:19.000]  自上次會議後發出的資料文件
[00:27:19.000 --> 00:27:39.000]  自上次會議後發出的資料文件
[00:27:39.000 --> 00:27:59.000]  自上次會議後發出的資料文件
[00:27:59.000 --> 00:28:19.000]  自上次會議後發出的資料文件
[00:28:19.000 --> 00:28:39.000]  自上次會議後發出的資料文件
[00:28:39.000 --> 00:28:59.000]  自上次會議後發出的資料文件
[00:28:59.000 --> 00:29:19.000]  自上次會議後發出的資料文件
[00:29:19.000 --> 00:29:39.000]  自上次會議後發出的資料文件
[00:29:39.000 --> 00:29:59.000]  自上次會議後發出的資料文件
[00:29:59.000 --> 00:30:19.000]  自上次會議後發出的資料文件
