
[00:00:00.000 --> 00:00:02.000]  各位早晨
[00:00:02.000 --> 00:00:05.000]  今日是幾月幾號
[00:00:05.000 --> 00:00:08.000]  10月31號
[00:00:08.000 --> 00:00:11.000]  轉眼就來到年底的最後一日
[00:00:11.000 --> 00:00:14.000]  不知道大家帶著什麼心情
[00:00:14.000 --> 00:00:19.000]  也不知道大家有沒有空間停一停去想一想
[00:00:19.000 --> 00:00:23.000]  究竟這一年經歷了什麼
[00:00:23.000 --> 00:00:26.000]  我不知道如果你有空間去想的時候
[00:00:26.000 --> 00:00:32.000]  你有沒有想到一些上帝在你生命當中在做的事情
[00:00:32.000 --> 00:00:34.000]  不如我給你20秒去想一想
[00:00:34.000 --> 00:00:38.000]  如果你說有一樣東西你很值得為今年去感恩的時候
[00:00:38.000 --> 00:00:40.000]  那件事會是什麼呢
[00:00:40.000 --> 00:00:44.000]  有什麼你值得去為他去感恩的
[00:00:44.000 --> 00:00:47.000]  我給你20秒 剩下15秒
[00:00:47.000 --> 00:00:50.000]  如果你想到的時候
[00:00:50.000 --> 00:00:52.000]  不如你和你旁邊的人說一說
[00:00:52.000 --> 00:00:54.000]  這件事會是什麼事
[00:00:54.000 --> 00:00:56.000]  你值得在2023年去感恩的
[00:00:56.000 --> 00:00:58.000]  你和你旁邊的人說一說
[00:00:58.000 --> 00:01:00.000]  好 時間關係
[00:01:00.000 --> 00:01:02.000]  暫時到這裡
[00:01:02.000 --> 00:01:04.000]  我相信不止一樣東西
[00:01:04.000 --> 00:01:05.000]  當我們靜下來
[00:01:05.000 --> 00:01:09.000]  其實你會發現有很多很多的片段
[00:01:09.000 --> 00:01:11.000]  我們經歷了很多的事情
[00:01:11.000 --> 00:01:14.000]  其中一個我會感恩的事情
[00:01:14.000 --> 00:01:16.000]  好 興奮一下
[00:01:16.000 --> 00:01:19.000]  其中一樣很感恩的事情就是為大家去感恩
[00:01:19.000 --> 00:01:21.000]  這一年裡面我見證著
[00:01:21.000 --> 00:01:24.000]  無論是Junior升上Senior
[00:01:24.000 --> 00:01:27.000]  無論是Senior你要學習要在這裡聽到
[00:01:27.000 --> 00:01:31.000]  Junior今天你都要半臂壁要在這裡聽到
[00:01:31.000 --> 00:01:34.000]  我覺得這些都是不斷看著大家的成長
[00:01:34.000 --> 00:01:37.000]  每一個team的配搭
[00:01:37.000 --> 00:01:39.000]  人和人之間的相處
[00:01:39.000 --> 00:01:41.000]  是需要磨合的
[00:01:41.000 --> 00:01:43.000]  但我見到上帝在我們中間
[00:01:43.000 --> 00:01:44.000]  是大大的工作
[00:01:44.000 --> 00:01:46.000]  所以我很為大家
[00:01:46.000 --> 00:01:48.000]  或者為我們這個群體去到感恩
[00:01:48.000 --> 00:01:50.000]  也都有新朋友去參與我們中間
[00:01:50.000 --> 00:01:52.000]  特別歡迎你們
[00:01:52.000 --> 00:01:56.000]  我們回到我們今天想說的話題
[00:01:56.000 --> 00:01:59.000]  就是繼續去看到一個系列
[00:01:59.000 --> 00:02:01.000]  一個講道系列
[00:02:01.000 --> 00:02:03.000]  就是上帝的呼召
[00:02:03.000 --> 00:02:05.000]  上帝的召命
[00:02:05.000 --> 00:02:07.000]  我們上一次說到原來
[00:02:07.000 --> 00:02:11.000]  有一個希伯來文的文字叫Kara
[00:02:11.000 --> 00:02:16.000]  這個代表上帝會呼喚人去揀選人
[00:02:16.000 --> 00:02:18.000]  接下來我們繼續探討
[00:02:18.000 --> 00:02:21.000]  繼續看有不同的聖經人物
[00:02:21.000 --> 00:02:23.000]  怎樣被神去到呼召
[00:02:23.000 --> 00:02:25.000]  藉此我們去看
[00:02:25.000 --> 00:02:26.000]  也去學習
[00:02:26.000 --> 00:02:29.000]  究竟我們今天在這個時代
[00:02:29.000 --> 00:02:30.000]  在這個年代
[00:02:30.000 --> 00:02:33.000]  或者隨著我們踏入2024
[00:02:33.000 --> 00:02:35.000]  究竟我們有什麼方法
[00:02:35.000 --> 00:02:39.000]  有什麼方法我們可以聽得見
[00:02:39.000 --> 00:02:42.000]  甚至能夠分辨到上帝的聲音
[00:02:42.000 --> 00:02:43.000]  好不好
[00:02:43.000 --> 00:02:45.000]  大家預備好了沒有
[00:02:45.000 --> 00:02:48.000]  上次我們說過一個人物
[00:02:48.000 --> 00:02:50.000]  大家記不記得是誰
[00:02:50.000 --> 00:02:52.000]  剛才Vian也有說
[00:02:52.000 --> 00:02:54.000]  很厲害
[00:02:54.000 --> 00:02:56.000]  我有沒有和他說過今天的話題
[00:02:56.000 --> 00:02:57.000]  應該也有的
[00:02:57.000 --> 00:02:58.000]  說摩西
[00:02:58.000 --> 00:03:00.000]  摩西的經歷
[00:03:00.000 --> 00:03:04.000]  上一次我們的學習就是這樣
[00:03:04.000 --> 00:03:06.000]  上次告訴他們
[00:03:06.000 --> 00:03:09.000]  上帝是會主動去呼召人
[00:03:09.000 --> 00:03:10.000]  不單止這樣
[00:03:10.000 --> 00:03:13.000]  上帝也會花時間去塗造人
[00:03:13.000 --> 00:03:15.000]  包括你和我
[00:03:15.000 --> 00:03:19.000]  上帝也很期待我們去到回應他
[00:03:19.000 --> 00:03:21.000]  這是上次第一講
[00:03:21.000 --> 00:03:23.000]  今天我們看第二講
[00:03:23.000 --> 00:03:24.000]  就是看另一個人物
[00:03:24.000 --> 00:03:25.000]  就是約書亞
[00:03:25.000 --> 00:03:27.000]  好 先問問大家
[00:03:27.000 --> 00:03:29.000]  你對約書亞有什麼認識
[00:03:29.000 --> 00:03:32.000]  大家對
[00:03:32.000 --> 00:03:35.000]  唯一進入迦南的人
[00:03:35.000 --> 00:03:37.000]  唯一一個
[00:03:37.000 --> 00:03:39.000]  是 差不多
[00:03:39.000 --> 00:03:40.000]  還有沒有其他
[00:03:40.000 --> 00:03:43.000]  你對約書亞Joshua這個人有什麼認識
[00:03:43.000 --> 00:03:44.000]  大家和他友好嗎
[00:03:44.000 --> 00:03:46.000]  (我帥)
[00:03:46.000 --> 00:03:48.000]  大聲一點
[00:03:48.000 --> 00:03:49.000]  帥 ok
[00:03:49.000 --> 00:03:50.000]  我不是很熟悉
[00:03:50.000 --> 00:03:51.000]  你和他很友好
[00:03:51.000 --> 00:03:53.000]  有沒有其他片段
[00:03:53.000 --> 00:03:56.000]  (Hebrew name for Jesus)
[00:03:56.000 --> 00:03:59.000]  原文
[00:03:59.000 --> 00:04:01.000]  Hebrew name for Jesus
[00:04:01.000 --> 00:04:02.000]  沒錯
[00:04:02.000 --> 00:04:03.000]  還有沒有其他
[00:04:03.000 --> 00:04:04.000]  叫出來如果有
[00:04:04.000 --> 00:04:05.000]  有沒有
[00:04:05.000 --> 00:04:07.000]  約書亞有什麼認識
[00:04:07.000 --> 00:04:09.000]  約書亞記
[00:04:09.000 --> 00:04:11.000]  大家可能比較熟悉
[00:04:11.000 --> 00:04:13.000]  大家比較熟悉的另一個片段
[00:04:13.000 --> 00:04:16.000]  應該就是12個探子
[00:04:16.000 --> 00:04:18.000]  今天我們看約書亞
[00:04:18.000 --> 00:04:19.000]  我不知道他帥不帥
[00:04:19.000 --> 00:04:20.000]  隨便吧
[00:04:20.000 --> 00:04:22.000]  反正他當時也不是這個樣子
[00:04:22.000 --> 00:04:25.000]  我們比較熟悉的片段
[00:04:25.000 --> 00:04:27.000]  就是12個探子的其中一位
[00:04:27.000 --> 00:04:28.000]  這個身份
[00:04:28.000 --> 00:04:31.000]  在文數記13章記載
[00:04:31.000 --> 00:04:35.000]  摩西派了約書亞和11個探子
[00:04:35.000 --> 00:04:38.000]  去到窺探迦南地
[00:04:38.000 --> 00:04:40.000]  然後他們回到這裡
[00:04:40.000 --> 00:04:42.000]  整個以色列去匯報
[00:04:42.000 --> 00:04:45.000]  當時大部分的人說什麼
