
[00:00:00.000 --> 00:00:02.000]  (字幕:陳志全)
[00:00:02.000 --> 00:00:07.240]  弟兄姐妹們 大家主內平安
[00:00:07.240 --> 00:00:10.880]  感恩我們又相聚在一起
[00:00:10.880 --> 00:00:13.680]  也謝謝剛才主席帶領大家
[00:00:13.680 --> 00:00:17.560]  把這一段比較複雜
[00:00:17.560 --> 00:00:20.720]  比較悶的經文也讀了下來
[00:00:20.720 --> 00:00:24.840]  我相信除了建築師 可能建築師也未必
[00:00:24.840 --> 00:00:29.640]  可能會差不多去想像一下這段經文的記載
[00:00:30.440 --> 00:00:35.240]  但是呢 從這個以希結書到了最後的時候
[00:00:35.240 --> 00:00:37.440]  透過這樣一個意象
[00:00:37.440 --> 00:00:41.120]  卻給了我們很重要的一個訊息
[00:00:41.120 --> 00:00:44.560]  不單是大家讀的剛才比較悶的那個經文啊
[00:00:44.560 --> 00:00:47.560]  盼望我們透過今天的訊息
[00:00:47.560 --> 00:00:49.880]  也把其中的祝福
[00:00:49.880 --> 00:00:53.080]  帶到我們弟兄姐妹的心目當中
[00:00:53.080 --> 00:00:57.240]  那麼正如同這幾次和大家講到的分享
[00:00:57.880 --> 00:00:59.760]  都講到神的名字
[00:00:59.760 --> 00:01:01.560]  那麼有很多啊
[00:01:01.560 --> 00:01:03.760]  特別今天要講的呢
[00:01:03.760 --> 00:01:07.280]  就是今天大家剛才讀的最後一節
[00:01:07.280 --> 00:01:11.640]  它就叫作《耶和華的所在》
[00:01:11.640 --> 00:01:13.480]  那麼按照原文呢
[00:01:13.480 --> 00:01:17.160]  它就是《耶和華沙瑪》
[00:01:17.160 --> 00:01:20.920]  那麼單看當時的這些啟示呢
[00:01:20.920 --> 00:01:24.360]  你可能覺得這個和建築學有關啊
[00:01:24.360 --> 00:01:26.600]  和他們的支派有關係啊
[00:01:27.360 --> 00:01:31.640]  但是如果你更深層次的了解當時
[00:01:31.640 --> 00:01:35.160]  這個以色列民族的命運的時候呢
[00:01:35.160 --> 00:01:38.120]  你會對當時的這番的景象
[00:01:38.120 --> 00:01:40.400]  更加的有觸動
[00:01:40.400 --> 00:01:43.640]  當時呢 以色列民呢
[00:01:43.640 --> 00:01:45.680]  他們離棄神
