
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹主內平安
[00:00:06.000 --> 00:00:10.000]  肥立比書來到尾聲
[00:00:10.000 --> 00:00:16.000]  基本上保羅對肥立比教會的教導已經說得差不多
[00:00:16.000 --> 00:00:18.000]  來到肥立比書最後的部分
[00:00:18.000 --> 00:00:21.000]  還有一件事保羅需要處理
[00:00:21.000 --> 00:00:24.000]  就是他在第二章曾經提過
[00:00:24.000 --> 00:00:27.000]  他在肥立比教會藉著以伯弗提這位弟兄
[00:00:27.000 --> 00:00:30.000]  收到肥立比教會的饋贈
[00:00:30.000 --> 00:00:34.000]  於是他在書信最後的部分
[00:00:34.000 --> 00:00:39.000]  就要表達對肥立比教會的致謝和祝福
[00:00:39.000 --> 00:00:43.000]  而今天說到的主要是會放在致謝的部分
[00:00:43.000 --> 00:00:48.000]  說到禮物或者是饋贈請客等等
[00:00:48.000 --> 00:00:50.000]  其實古代羅馬社會
[00:00:50.000 --> 00:00:53.000]  即是保羅身處的環境
[00:00:53.000 --> 00:00:56.000]  其實跟我們華人社會很相似
[00:00:56.000 --> 00:01:00.000]  禮物就不只是禮物那麼簡單
[00:01:00.000 --> 00:01:04.000]  有時候收到禮物我們不只是說他感謝就算了
[00:01:04.000 --> 00:01:06.000]  我們是要回禮的
[00:01:06.000 --> 00:01:09.000]  因為我們知道送禮或者是回禮
[00:01:09.000 --> 00:01:17.000]  是維持著一段友誼一段關係的元素
[00:01:17.000 --> 00:01:20.000]  所以如果有人在你生日或者過時過節
[00:01:20.000 --> 00:01:22.000]  送了一些很名貴的禮物給你
[00:01:22.000 --> 00:01:29.000]  例如送了一隻名貴手錶、手袋、紅酒
[00:01:29.000 --> 00:01:32.000]  你要去回禮的時候
[00:01:32.000 --> 00:01:39.000]  縱然我們廣福的口罩禮品裝是很名貴的
[00:01:39.000 --> 00:01:41.000]  但當時你拿去回禮
[00:01:41.000 --> 00:01:44.000]  你會覺得好像還是差一點點
[00:01:44.000 --> 00:01:49.000]  所以我們知道禮物就不只是禮物
[00:01:49.000 --> 00:01:51.000]  有時候吃飯也是
[00:01:51.000 --> 00:01:54.000]  請吃飯不是純粹聯誼
[00:01:54.000 --> 00:01:58.000]  當時羅馬的社會也是請吃飯不只是聯誼
[00:01:58.000 --> 00:02:02.000]  有時候我們吃完飯後會說這餐飯真的很難吃
[00:02:02.000 --> 00:02:04.000]  就不是說食物難吃
[00:02:04.000 --> 00:02:07.000]  而是說原來你去吃飯的時候
[00:02:07.000 --> 00:02:10.000]  人家是想你幫忙的有請求的
[00:02:10.000 --> 00:02:12.000]  你覺得很難做
[00:02:12.000 --> 00:02:14.000]  所以會這樣說
[00:02:14.000 --> 00:02:18.000]  而這種現象對禮物這種利益的關係
[00:02:18.000 --> 00:02:24.000]  在學者來說會稱為因主受助的關係
[00:02:24.000 --> 00:02:28.000]  因主和受助的關係是影響羅馬的社會
[00:02:28.000 --> 00:02:30.000]  他們如何和別人交往
[00:02:30.000 --> 00:02:34.000]  而我們在其他的書卷裡
[00:02:34.000 --> 00:02:37.000]  其實我們也看到保羅在傳福音的時候
[00:02:37.000 --> 00:02:41.000]  其實很受到這種因主受助的意識影響
[00:02:41.000 --> 00:02:43.000]  甚至他有時候會刻意迴避
[00:02:43.000 --> 00:02:46.000]  甚至他如何想他的事工策略的時候
[00:02:46.000 --> 00:02:48.000]  也會考慮到這一方面
[00:02:48.000 --> 00:02:51.000]  禮物當時不是可以隨便送的
[00:02:51.000 --> 00:02:52.000]  像現在這樣
[00:02:52.000 --> 00:02:53.000]  我們也有一句話
[00:02:53.000 --> 00:02:54.000]  無功不受祿
[00:02:54.000 --> 00:02:56.000]  所以當時的人
[00:02:56.000 --> 00:03:00.000]  好像保羅這種四圍傳道
[00:03:00.000 --> 00:03:01.000]  聚集了一群人
[00:03:01.000 --> 00:03:02.000]  建立了一個群體
[00:03:02.000 --> 00:03:03.000]  然後會對他有奉獻
[00:03:03.000 --> 00:03:05.000]  給錢這些行動
[00:03:05.000 --> 00:03:06.000]  對當時的人來說
[00:03:06.000 --> 00:03:12.000]  就會覺得這群人是一群騙吃騙喝的懶人
[00:03:12.000 --> 00:03:18.000]  保羅當時在貼薩羅尼加前後書跟我們說
[00:03:18.000 --> 00:03:21.000]  他就是為了避免傳福音的時候
[00:03:21.000 --> 00:03:24.000]  被教會以外的人說這種閒話
[00:03:24.000 --> 00:03:27.000]  於是他在貼薩羅尼加一直傳道的時候
[00:03:27.000 --> 00:03:29.000]  他有自己的工作
[00:03:29.000 --> 00:03:30.000]  有自己的收入
[00:03:30.000 --> 00:03:32.000]  縱然他也說過
[00:03:32.000 --> 00:03:35.000]  我有權柄用你們的奉獻去過活
[00:03:35.000 --> 00:03:37.000]  但為了我不成為你們的負擔
[00:03:37.000 --> 00:03:39.000]  不成為你們的負累
[00:03:39.000 --> 00:03:41.000]  我一邊工作一邊生活
[00:03:41.000 --> 00:03:45.000]  所以你看到那種因主受祿的文化
[00:03:45.000 --> 00:03:47.000]  很影響保羅
[00:03:47.000 --> 00:03:48.000]  但很可惜的是什麼呢
[00:03:48.000 --> 00:03:50.000]  就是當保羅去到另一個地方傳道
[00:03:50.000 --> 00:03:51.000]  哥林多教會
[00:03:51.000 --> 00:03:52.000]  他去到哥林多傳道
[00:03:52.000 --> 00:03:55.000]  他照用這種自給自足
[00:03:55.000 --> 00:03:58.000]  不想成為教會負擔的想法去做的時候
[00:03:58.000 --> 00:04:02.000]  反而就造成了哥林多教會的不滿
[00:04:02.000 --> 00:04:04.000]  他在哥林多後書也提到
[00:04:04.000 --> 00:04:08.000]  就是因為哥林多教會曾經想對保羅作出資助
[00:04:08.000 --> 00:04:10.000]  但保羅拒絕了他
[00:04:10.000 --> 00:04:12.000]  我們現今社會也明白
[00:04:12.000 --> 00:04:13.000]  別人送禮物給你
[00:04:13.000 --> 00:04:15.000]  你拒絕不要其實很沒禮貌
[00:04:15.000 --> 00:04:17.000]  那時候保羅就說
[00:04:17.000 --> 00:04:19.000]  收禮物就是收奉獻
[00:04:19.000 --> 00:04:22.000]  就被出街的人就搶他懶
[00:04:22.000 --> 00:04:23.000]  騙人吃
[00:04:23.000 --> 00:04:24.000]  不收了
[00:04:24.000 --> 00:04:25.000]  真的拒絕了
[00:04:25.000 --> 00:04:28.000]  又被哥林多教會造成了他們的不滿
[00:04:28.000 --> 00:04:29.000]  真的很難做
[00:04:29.000 --> 00:04:32.000]  所以現在大家明白
[00:04:32.000 --> 00:04:35.000]  保羅正在坐牢
[00:04:35.000 --> 00:04:37.000]  他收到禮物
[00:04:37.000 --> 00:04:41.000]  又要面對著這種恩主受助的文化
[00:04:41.000 --> 00:04:46.000]  會不會再一次造成破壞關係的舉動
[00:04:46.000 --> 00:04:49.000]  不小心影響了跟肥立比教會的關係
[00:04:49.000 --> 00:04:53.000]  所以到書信最後的部分
[00:04:53.000 --> 00:04:57.000]  你會看到保羅除了表達那份感激之情之外
[00:04:57.000 --> 00:05:00.000]  同時間他也把這些說話說得很清楚明白
[00:05:00.000 --> 00:05:05.000]  以免造成了這種恩主受助
[00:05:05.000 --> 00:05:09.000]  這個習俗影響了彼此之間的關係
[00:05:09.000 --> 00:05:13.000]  而保羅最後要處理兩個問題
[00:05:13.000 --> 00:05:16.000]  第一就是你收到禮物
[00:05:16.000 --> 00:05:18.000]  自然就要回禮
[00:05:18.000 --> 00:05:19.000]  但保羅哪有可能回禮呢
