
[00:00:00.000 --> 00:00:06.680]  那麼很高興來到你們當中
[00:00:06.680 --> 00:00:10.400]  其實我是非常期待你來到你們當中
[00:00:10.400 --> 00:00:13.160]  禮拜五我已經講了兩次
[00:00:13.160 --> 00:00:18.040]  這是我第三次在國語區裡面來分享
[00:00:18.040 --> 00:00:22.480]  接下來香港我是29號我到香港
[00:00:22.480 --> 00:00:25.440]  然後我這個禮拜五我就要回去了
[00:00:26.120 --> 00:00:30.080]  在這30多天當中隔離了14天
[00:00:30.080 --> 00:00:34.000]  有些人也知道我住醫院也住了4天
[00:00:34.000 --> 00:00:38.200]  那麼是從禮拜天剛剛過去禮拜天住到禮拜四
[00:00:38.200 --> 00:00:42.000]  禮拜四下午三點半才出院
[00:00:42.000 --> 00:00:45.400]  然後禮拜五早上我就來這裡國語區
[00:00:45.400 --> 00:00:48.040]  坐在那個椅子講了一堂
[00:00:48.040 --> 00:00:50.400]  然後在網上又講了第二堂
[00:00:50.400 --> 00:00:53.600]  今天好一點了我能站我希望我能站
[00:00:53.600 --> 00:00:55.840]  希望不用用那個椅子
[00:00:55.840 --> 00:00:57.960]  因為腰沒有那麼痛了
[00:00:57.960 --> 00:01:00.440]  那麼這也是我在港府堂
[00:01:00.440 --> 00:01:04.480]  我15號是第一堂在教會講到是在港府堂粵語堂
[00:01:04.480 --> 00:01:07.720]  那麼今天是我在教會最後一堂講到
[00:01:07.720 --> 00:01:12.240]  也是在港府堂的也是在國語區這裡來講
[00:01:12.240 --> 00:01:18.120]  那麼我想講就是說今天是你們猜拳聯會對嗎
[00:01:18.120 --> 00:01:20.400]  那我也是一個順教士
[00:01:20.400 --> 00:01:25.120]  我每一年都會從加拿大我要到中國好幾次
[00:01:25.120 --> 00:01:28.600]  那麼我跑中國跑了30多年了
[00:01:28.600 --> 00:01:33.520]  那麼我還記得有一年我到安徽省的時候
[00:01:33.520 --> 00:01:34.760]  我到了合肥
[00:01:34.760 --> 00:01:37.560]  其實從加拿大去中國不簡單了
[00:01:37.560 --> 00:01:39.520]  我們要坐飛機到了上海
[00:01:39.520 --> 00:01:42.440]  從上海坐火車進到合肥
[00:01:42.440 --> 00:01:44.600]  下了車還有一個弟兄來接我
[00:01:44.600 --> 00:01:46.480]  然後他接我到他的家
[00:01:46.480 --> 00:01:48.320]  進到那個家那個房間很小
[00:01:48.760 --> 00:01:51.280]  坐下來的時候他第一句話講什麼
[00:01:51.280 --> 00:01:53.960]  他說徐弟兄你乾嘛要來呢
[00:01:53.960 --> 00:01:57.400]  我不太明白他什麼意思
[00:01:57.400 --> 00:01:59.200]  然後他就講了
[00:01:59.200 --> 00:02:00.560]  我覺得你很累
[00:02:00.560 --> 00:02:02.880]  需要你來嗎
[00:02:02.880 --> 00:02:05.880]  我們中國那麼大那麼多的教會
[00:02:05.880 --> 00:02:08.400]  你來了你能講多少道呢
[00:02:08.400 --> 00:02:10.000]  講完還是要走的
[00:02:10.000 --> 00:02:10.840]  對吧
[00:02:10.840 --> 00:02:12.840]  你講不講有影響嗎
[00:02:12.840 --> 00:02:15.960]  我不知道如果你是我聽了你的感覺怎麼樣
[00:02:15.960 --> 00:02:17.640]  感謝主我就走了
[00:02:18.040 --> 00:02:18.760]  是嗎
[00:02:18.760 --> 00:02:19.440]  沒有
[00:02:19.440 --> 00:02:20.320]  沒有
[00:02:20.320 --> 00:02:21.400]  我沒有這樣子
[00:02:21.400 --> 00:02:22.520]  我想一想
[00:02:22.520 --> 00:02:27.800]  我覺得是神給我的一個智慧怎麼回答他
[00:02:27.800 --> 00:02:31.400]  我那個老弟兄姓吳的吳弟兄
[00:02:31.400 --> 00:02:32.400]  我說吳弟兄
[00:02:32.400 --> 00:02:33.640]  我舉個例
[00:02:33.640 --> 00:02:34.880]  我問你一個問題
[00:02:34.880 --> 00:02:37.120]  如果有一天我出海的時候
[00:02:37.120 --> 00:02:38.200]  做全出海
[00:02:38.200 --> 00:02:41.920]  放了300多人在海裡面
[00:02:41.920 --> 00:02:43.680]  需要拯救
[00:02:43.680 --> 00:02:45.040]  只有我一個人
[00:02:45.040 --> 00:02:47.080]  我就問他一個很簡單的問題
[00:02:47.400 --> 00:02:49.280]  我說我救還是不救
[00:02:49.280 --> 00:02:52.880]  我記得吳弟兄就坐在我對面
[00:02:52.880 --> 00:02:53.720]  其實很近的
[00:02:53.720 --> 00:02:54.920]  很近的
[00:02:54.920 --> 00:02:56.240]  他沒有回答我
[00:02:56.240 --> 00:02:58.240]  他站起來跟我握手
[00:02:58.240 --> 00:03:00.440]  他說徐弟兄
[00:03:00.440 --> 00:03:01.680]  歡迎你來
[00:03:01.680 --> 00:03:06.000]  你明白不是說需要我還是不需要我
[00:03:06.000 --> 00:03:08.920]  如果你真的問我為什麼要去宣教
[00:03:08.920 --> 00:03:11.520]  我是我們願意還是不願意
[00:03:11.520 --> 00:03:14.560]  有人覺得來一個不來一個沒有很大分別
[00:03:14.560 --> 00:03:16.800]  我跟你說完全有分別
[00:03:17.600 --> 00:03:18.920]  完全有分別
[00:03:18.920 --> 00:03:22.240]  禮拜五晚上的時候有一個弟兄叫Patrick
[00:03:22.240 --> 00:03:24.240]  他在這裡來了沒有今天
[00:03:24.240 --> 00:03:25.520]  不知道
[00:03:25.520 --> 00:03:29.240]  那麼他就在禮拜五的時候他就絕志了
[00:03:29.240 --> 00:03:32.320]  然後我在外面聽見我就進來
[00:03:32.320 --> 00:03:33.960]  我們還拍了照對嗎
[00:03:33.960 --> 00:03:36.200]  我說非常開心
[00:03:36.200 --> 00:03:39.080]  就是我看見有一個人絕志
[00:03:39.080 --> 00:03:42.040]  我覺得我這一次回來完全值得
[00:03:42.040 --> 00:03:45.720]  這次我回來絕志的總共有30個人
[00:03:45.760 --> 00:03:47.640]  30個人
[00:03:47.640 --> 00:03:50.360]  所以我是非常非常的開心
[00:03:50.360 --> 00:03:54.560]  我覺得真的不是說要不要有分別嗎
[00:03:54.560 --> 00:03:57.320]  你對我來講是完全有分別
[00:03:57.320 --> 00:03:59.040]  是非常有分別
[00:03:59.040 --> 00:04:01.680]  當我禮拜天進到醫院的時候
[00:04:01.680 --> 00:04:03.080]  我想到兩件事
[00:04:03.080 --> 00:04:04.760]  一個就是我太太的擔憂
[00:04:04.760 --> 00:04:08.160]  我真的很不想我太太擔憂
[00:04:08.160 --> 00:04:12.280]  她陪我陪到早上三點鐘她才回去
[00:04:12.280 --> 00:04:14.040]  我說你先回去
[00:04:14.040 --> 00:04:15.440]  你在醫院也沒有用
[00:04:15.480 --> 00:04:16.200]  你就回去吧
[00:04:16.200 --> 00:04:18.680]  第二就是教會的服侍
[00:04:18.680 --> 00:04:20.200]  當然我也明白
[00:04:20.200 --> 00:04:23.040]  林全道絕對不會勉強我講的
[00:04:23.040 --> 00:04:25.160]  我完全跟他說我不束縛不講
[00:04:25.160 --> 00:04:26.480]  他完全是同意的
[00:04:26.480 --> 00:04:29.000]  對你們來講可能沒有很大的分別
[00:04:29.000 --> 00:04:30.000]  可是對我來講
[00:04:30.000 --> 00:04:32.280]  我覺得如果神里容許我講
[00:04:32.280 --> 00:04:33.240]  我一定講
[00:04:33.240 --> 00:04:36.360]  所以我很感謝神
[00:04:36.360 --> 00:04:39.680]  在禮拜五早上講了討神喜悅的親子關係
[00:04:39.680 --> 00:04:43.480]  在禮拜五晚上講了討神喜悅的工作見證
[00:04:43.960 --> 00:04:46.960]  然後今天可以講見證耶穌的人生
[00:04:46.960 --> 00:04:49.080]  可是我還是自找麻煩
[00:04:49.080 --> 00:04:50.160]  你知道為什麼呢
[00:04:50.160 --> 00:04:51.880]  我昨天晚上把它改了
[00:04:51.880 --> 00:04:54.280]  內容完全改了
[00:04:54.280 --> 00:04:56.200]  本來是約翰福音第一章的
[00:04:56.200 --> 00:04:58.720]  我改了菲利比書第二章第五到第八節
[00:04:58.720 --> 00:05:00.280]  為什麼呢
[00:05:00.280 --> 00:05:02.400]  因為我在這幾天一直在想
[00:05:02.400 --> 00:05:04.560]  很多人在我們宣教也好
[00:05:04.560 --> 00:05:06.160]  我們在教會服侍
[00:05:06.160 --> 00:05:10.000]  如果你問我宣教裡面最最主要是什麼
[00:05:10.000 --> 00:05:12.040]  一個字就是愛
[00:05:13.320 --> 00:05:15.520]  沒有愛的話什麼都不用講了
[00:05:15.520 --> 00:05:17.440]  很多人跟我講
[00:05:17.440 --> 00:05:20.000]  徐弟兄你今天你這一次為什麼要去香港
[00:05:20.000 --> 00:05:21.640]  香港需要你嗎
[00:05:21.640 --> 00:05:23.400]  我說不是香港需要我
[00:05:23.400 --> 00:05:25.360]  是我需要香港你明白嗎
[00:05:25.360 --> 00:05:27.160]  當我當天我
[00:05:27.160 --> 00:05:30.520]  飛機到的時候我看著外面
[00:05:30.520 --> 00:05:32.160]  那個是早上四點多
[00:05:32.160 --> 00:05:33.840]  那些燈光
[00:05:33.840 --> 00:05:35.400]  我對我自己講
[00:05:35.400 --> 00:05:38.600]  燈光底下就是我的香港的同胞
[00:05:38.600 --> 00:05:40.760]  就是我的同胞
[00:05:40.760 --> 00:05:41.800]  我跟他們說
[00:05:41.800 --> 00:05:44.160]  你知道在某一個地鐵站寫了一句話
[00:05:44.160 --> 00:05:45.960]  Hong Kong we have arrived
[00:05:45.960 --> 00:05:48.080]  有沒有看過這個廣告
[00:05:48.080 --> 00:05:50.480]  我就對著燈火
[00:05:50.480 --> 00:05:52.040]  我回來了
[00:05:52.040 --> 00:05:55.080]  我非常雖然我回來以後
[00:05:55.080 --> 00:05:56.560]  馬上再去隔離走電
[00:05:56.560 --> 00:05:59.360]  14天窗也不能打開
[00:05:59.360 --> 00:06:00.320]  就這樣子
[00:06:00.320 --> 00:06:02.680]  可是我說那個感覺是沒得講的
[00:06:02.680 --> 00:06:04.160]  你知道為什麼
[00:06:04.160 --> 00:06:05.840]  就是一個字就是愛
[00:06:05.840 --> 00:06:07.840]  你說有分別嗎
