
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:00:02.160 --> 00:00:07.600]   We're right in the middle of this series.
[00:00:07.600 --> 00:00:10.900]   Don't let an enemy, don't let the enemy
[00:00:10.900 --> 00:00:12.800]   a seat at your table.
[00:00:12.800 --> 00:00:15.200]   And last week, Pastor John did a great job
[00:00:15.200 --> 00:00:18.100]   of telling us that God has our back
[00:00:18.100 --> 00:00:22.600]   in the midst of different difficulties in our life.
[00:00:22.600 --> 00:00:24.960]   God has our back.
[00:00:24.960 --> 00:00:28.400]   In the midst of lies that attack our minds,
[00:00:28.400 --> 00:00:31.400]   God has our back.
[00:00:31.400 --> 00:00:38.240]   A lot of times, there is a battle in our mind.
[00:00:38.240 --> 00:00:41.200]   Who's been watching the Olympics nowadays?
[00:00:41.200 --> 00:00:42.840]   Who's been watching the Olympics?
[00:00:42.840 --> 00:00:46.440]   They say, well, actually, I don't know exactly
[00:00:46.440 --> 00:00:49.900]   what the stats are, but that physical part
[00:00:49.900 --> 00:00:54.480]   of doing the Olympic sport, it's probably maybe 70%.
[00:00:54.480 --> 00:00:57.320]   You gotta prepare yourself, you gotta diet well,
[00:00:57.320 --> 00:01:02.120]   you gotta train yourself, but 30%, or maybe more,
[00:01:02.120 --> 00:01:04.160]   it's a mental preparation.
[00:01:04.160 --> 00:01:07.560]   You gotta prepare yourself mentally.
[00:01:07.560 --> 00:01:10.800]   It's the battle of the mind.
[00:01:10.800 --> 00:01:12.840]   I remember one of the athletes, they said,
[00:01:12.840 --> 00:01:15.060]   how did you win the scoring goal?
[00:01:15.060 --> 00:01:18.920]   A reporter asked him, and he said,
[00:01:18.920 --> 00:01:22.460]   I envisioned it in my mind before I did it.
[00:01:22.460 --> 00:01:26.080]   The battle of the mind.
[00:01:27.080 --> 00:01:31.480]   I remember a student, his name was Jay.
[00:01:31.480 --> 00:01:34.160]   And a lot of times, people call up,
[00:01:34.160 --> 00:01:36.620]   hey, Pastor Johnny, would you talk to my son
[00:01:36.620 --> 00:01:37.760]   or talk to my friend?
[00:01:37.760 --> 00:01:39.820]   He's going through something.
[00:01:39.820 --> 00:01:44.020]   And so I talked with my friend, this friend's friend.
[00:01:44.020 --> 00:01:46.180]   His name was Jay, and I quickly learned
[00:01:46.180 --> 00:01:48.960]   that he was feeling a little bit depressed.
[00:01:48.960 --> 00:01:53.780]   He had recently broken up with a girlfriend,
[00:01:53.780 --> 00:01:56.020]   and he's feeling really down.
[00:01:56.020 --> 00:01:58.740]   And he couldn't eat.
[00:01:58.740 --> 00:02:01.360]   He was studying and he couldn't study.
[00:02:01.360 --> 00:02:03.880]   He was in university, and he couldn't study.
[00:02:03.880 --> 00:02:09.000]   And the thing is, he kept bumping into her at university,
[00:02:09.000 --> 00:02:12.060]   and that made her even more depressed.
[00:02:12.060 --> 00:02:18.200]   It got so bad to a point where he wanted to commit suicide
[00:02:18.200 --> 00:02:21.640]   just to get her attention.
