
[00:00:00.000 --> 00:00:06.000]  希望姐妹平安,很開心很開心見到大家。
[00:00:06.000 --> 00:00:11.000]  我們能夠在一起敬拜神,真的不是必然的,
[00:00:11.000 --> 00:00:18.000]  不是一定會發生,原來是每一次星期一天我們在這裡都是神的恩典。
[00:00:18.000 --> 00:00:22.000]  感謝神我們能夠聚在一起,這樣來敬拜祂。
[00:00:22.000 --> 00:00:29.000]  盼望神繼續地祝福我們,讓我們能夠生命中經歷祂更多,更愛祂。
[00:00:29.000 --> 00:00:32.000]  開始的時候我想到一件事情,
[00:00:32.000 --> 00:00:37.000]  就是我想到我第一次去拿考車牌的那個經歷,
[00:00:37.000 --> 00:00:44.000]  就是去學車,拿駕駛試照,就要找一個交車師傅。
[00:00:44.000 --> 00:00:51.000]  那個時候我是在新加坡,朋友推薦就找了一個交車師傅。
[00:00:51.000 --> 00:00:53.000]  我不知道你沒有這樣的經驗,
[00:00:53.000 --> 00:01:00.000]  第一次坐上那個汽車駕駛員的位置,
[00:01:00.000 --> 00:01:09.000]  那邊要開始啓動引擎,你知道那個車要動了,心情非常的緊張。
[00:01:09.000 --> 00:01:13.000]  因為你不知道這樣一踩下去那個車會多快多慢,
[00:01:13.000 --> 00:01:16.000]  因為你沒有經驗嘛,你是從零經驗開始,
[00:01:16.000 --> 00:01:23.000]  然後你就知道這部機器曾經可能在路上有發生過意外,
[00:01:23.000 --> 00:01:29.000]  你會想會不會撞到樹,會不會撞到旁邊的車等等,
[00:01:29.000 --> 00:01:36.000]  這種東西你就會想,可是呢,你就會發現旁邊這個人很有經驗,
[00:01:36.000 --> 00:01:39.000]  他陪你在一起,你就依靠他了,對嗎?
[00:01:39.000 --> 00:01:43.000]  他就跟你說,我記得第一次他跟我說,
[00:01:43.000 --> 00:01:46.000]  你要記住一件事情,第一件事情,
[00:01:46.000 --> 00:01:50.000]  我把我的手拍在這裡,你馬上就要停。
[00:01:50.000 --> 00:01:54.000]  我就知道這是什麼意思了,就是我錯了。
[00:01:54.000 --> 00:01:58.000]  我錯的時候,他一把手拍在車板上的那邊,
[00:01:58.000 --> 00:02:02.000]  我就要馬上踩那個brake,停。
[00:02:02.000 --> 00:02:05.000]  我就知道我什麼都忘記都好,我就是要記住這個。
[00:02:05.000 --> 00:02:09.000]  他一拍我就知道問題來了,我就快點踩,
[00:02:09.000 --> 00:02:13.000]  所以我就記住這個。
[00:02:13.000 --> 00:02:21.000]  他的陪伴使我發現有經驗的人與你自己同行是非常重要的。
[00:02:21.000 --> 00:02:24.000]  今天我們要看明書記,
[00:02:24.000 --> 00:02:30.000]  那個題目是從明書記看上帝與人的同行。
[00:02:30.000 --> 00:02:35.000]  如果我們在生活中有一些的情況,
[00:02:35.000 --> 00:02:38.000]  有經驗的人與我們同行都那麼重要,
[00:02:38.000 --> 00:02:43.000]  我們人生中怎麼可能不需要上帝的同行呢?
[00:02:43.000 --> 00:02:46.000]  我們更需要上帝的同行。
[00:02:46.000 --> 00:02:49.000]  讓我們一起做個禱告。
[00:02:49.000 --> 00:02:54.000]  親愛的天父,我們滿心感謝贊美你。
[00:02:54.000 --> 00:03:00.000]  我們祈求你讓我們今天能夠從你的話語,
[00:03:00.000 --> 00:03:03.000]  聽到你要對我們的提醒。
[00:03:03.000 --> 00:03:08.000]  神就好像我們生命中有很多,
[00:03:08.000 --> 00:03:11.000]  我們生活中有很多的比我們資深的人,
[00:03:11.000 --> 00:03:17.000]  比我們有經驗的人,在不同的領域能夠與我們同行,
[00:03:17.000 --> 00:03:19.000]  我們知道那個寶貴。
[00:03:19.000 --> 00:03:26.000]  我們更看見神,我們的生命中不能沒有上帝,
[00:03:26.000 --> 00:03:28.000]  你與我們同行。
[00:03:28.000 --> 00:03:30.000]  上帝我們祈求你與我們同在,
[00:03:30.000 --> 00:03:35.000]  教導我們看見我們要學的功課是什麼。
[00:03:35.000 --> 00:03:37.000]  我們禱告奉主耶穌的名,祈求。
[00:03:37.000 --> 00:03:38.000]  Amen。
[00:03:38.000 --> 00:03:41.000]  我們簡單的再回顧一下,
