
[00:00:00.000 --> 00:00:02.600]  今天很高興可以來到你們當中
[00:00:02.600 --> 00:00:05.800]  我開心得穿上你們Explorer的衣服
[00:00:05.800 --> 00:00:11.080]  我希望有一天可以和你們面對面認識
[00:00:11.080 --> 00:00:15.200]  今天也很感謝Irene傳道特別邀請我來
[00:00:15.200 --> 00:00:17.000]  和大家分享一個訊息
[00:00:17.000 --> 00:00:19.680]  今天我要分享的訊息就是
[00:00:19.680 --> 00:00:22.480]  教會是基督的新娘
[00:00:22.480 --> 00:00:24.480]  教會是基督的新娘
[00:00:24.480 --> 00:00:26.480]  教會是基督的新娘
[00:00:26.480 --> 00:00:30.480]  講到基督的新娘或者教會
[00:00:30.480 --> 00:00:34.120]  其實好像和我們學清區有一點遙遠
[00:00:34.120 --> 00:00:36.000]  不過我相信我們一邊聽
[00:00:36.000 --> 00:00:37.600]  一邊看到經文的時候
[00:00:37.600 --> 00:00:41.800]  就會看到其實經文和我們都有很色切的關係
[00:00:41.800 --> 00:00:43.600]  我們首先開始
[00:00:43.600 --> 00:00:45.280]  我想問一問大家
[00:00:45.280 --> 00:00:48.400]  有沒有覺得好像讀書的時候
[00:00:48.400 --> 00:00:51.000]  無論你是學數學還是英文
[00:00:51.000 --> 00:00:53.880]  好像都是從小學到大
[00:00:53.880 --> 00:00:56.480]  可能幼稚園就開始學
[00:00:56.480 --> 00:00:58.480]  學到畢業
[00:00:58.480 --> 00:01:01.040]  甚至讀大學畢業的時候
[00:01:01.040 --> 00:01:03.360]  就預備出去做工
[00:01:03.360 --> 00:01:05.120]  好像整個過程
[00:01:05.120 --> 00:01:07.960]  其實都是不停地去預備自己
[00:01:07.960 --> 00:01:10.640]  有一份未來的工作
[00:01:10.640 --> 00:01:12.640]  接著是未來的生活
[00:01:12.640 --> 00:01:14.040]  但很奇怪
[00:01:14.040 --> 00:01:17.880]  好像做一個妻子或者做一個丈夫
[00:01:17.880 --> 00:01:20.040]  其實我們沒有什麼課可以上
[00:01:20.040 --> 00:01:22.040]  但是我們可以去學習
[00:01:22.040 --> 00:01:24.040]  有很多課可以上
[00:01:24.040 --> 00:01:26.040]  但是有一個
[00:01:26.040 --> 00:01:28.040]  我想都是一個期望
[00:01:28.040 --> 00:01:31.040]  就是當你結婚的時候
[00:01:31.040 --> 00:01:34.040]  你就會突然知道怎樣做妻子
[00:01:34.040 --> 00:01:36.040]  怎樣做丈夫
[00:01:36.040 --> 00:01:38.040]  所以好像很奇怪
[00:01:38.040 --> 00:01:41.040]  因為原本其他的所有東西
[00:01:41.040 --> 00:01:42.040]  在我們的生活裡面
[00:01:42.040 --> 00:01:44.040]  都是有一種預備
[00:01:44.040 --> 00:01:47.040]  甚至是一個很長時間的訓練
[00:01:47.040 --> 00:01:51.040]  但唯獨好像做妻子、做丈夫
[00:01:51.040 --> 00:01:53.040]  其實我們就沒有什麼訓練
[00:01:53.040 --> 00:01:56.040]  所以我們今天就想看一段經文
[00:01:56.040 --> 00:01:58.040]  其實它正正教導我們
[00:01:58.040 --> 00:02:00.040]  怎樣去預備自己
[00:02:00.040 --> 00:02:01.040]  以至於有一天
[00:02:01.040 --> 00:02:03.040]  我們真的進入婚姻的時候
[00:02:03.040 --> 00:02:05.040]  我們知道怎樣做妻子
[00:02:05.040 --> 00:02:07.040]  怎樣做丈夫
[00:02:07.040 --> 00:02:10.040]  同時我們也知道
[00:02:10.040 --> 00:02:13.040]  當我們等候耶穌基督回來的時候
[00:02:13.040 --> 00:02:15.040]  其實我們怎樣去預備自己
[00:02:15.040 --> 00:02:17.040]  作為祂的教會
[00:02:17.040 --> 00:02:19.040]  祂的新娘子
[00:02:19.040 --> 00:02:21.040]  我們現在一起來讀
[00:02:21.040 --> 00:02:26.040]  《已忽所書》第五章22至24節
[00:02:26.040 --> 00:02:28.040]  經文這樣記載
[00:02:28.040 --> 00:02:35.040]  作妻子的,你們要馴服自己的丈夫,如同馴服主
[00:02:35.040 --> 00:02:38.040]  因為丈夫是妻子的頭
[00:02:38.040 --> 00:02:41.040]  如同基督是教會的頭
[00:02:41.040 --> 00:02:44.040]  他又是這身體的救主
[00:02:44.040 --> 00:02:47.040]  教會怎樣馴服基督
[00:02:47.040 --> 00:02:52.040]  妻子也要怎樣凡事馴服丈夫
[00:02:52.040 --> 00:02:54.040]  我們看到這個經文
[00:02:54.040 --> 00:02:55.040]  我們會看到
[00:02:55.040 --> 00:02:57.040]  好像有不同的角色
[00:02:57.040 --> 00:02:59.040]  有妻子,有丈夫
[00:02:59.040 --> 00:03:01.040]  也有教會
[00:03:01.040 --> 00:03:03.040]  也有妻子的頭
[00:03:03.040 --> 00:03:05.040]  其實也有救主
[00:03:05.040 --> 00:03:07.040]  好像有點混亂
[00:03:07.040 --> 00:03:09.040]  但明明地又不是很明
[00:03:09.040 --> 00:03:11.040]  經文也是這樣
[00:03:11.040 --> 00:03:12.040]  明明地又不是很明
[00:03:12.040 --> 00:03:14.040]  我們首先來看看
[00:03:14.040 --> 00:03:16.040]  經文想跟我們說
[00:03:16.040 --> 00:03:18.040]  妻子這個角色
[00:03:18.040 --> 00:03:21.040]  我們先放下教會的層面
[00:03:21.040 --> 00:03:23.040]  其實這裡說的是
[00:03:23.040 --> 00:03:25.040]  妻子要馴服自己的丈夫
[00:03:25.040 --> 00:03:27.040]  不是別人的丈夫
[00:03:27.040 --> 00:03:28.040]  是自己的
[00:03:28.040 --> 00:03:31.040]  他說如同馴服主一樣
[00:03:31.040 --> 00:03:32.040]  我們就想
[00:03:32.040 --> 00:03:35.040]  其實我們是怎樣馴服主的呢?
[00:03:35.040 --> 00:03:38.040]  因為我們不知道怎樣馴服主
[00:03:38.040 --> 00:03:40.040]  又怎樣馴服丈夫呢?
[00:03:40.040 --> 00:03:44.040]  妻子也要怎樣凡事馴服丈夫
[00:03:44.040 --> 00:03:47.040]  其實我們在這裡看到
[00:03:47.040 --> 00:03:49.040]  經文是跟我們說
[00:03:49.040 --> 00:03:52.040]  妻子是要馴服丈夫
[00:03:52.040 --> 00:03:53.040]  我不知道你們
[00:03:53.040 --> 00:03:55.040]  有些人可能覺得
[00:03:55.040 --> 00:03:57.040]  要馴服丈夫
[00:03:57.040 --> 00:04:00.040]  其實現在已經是男女平等的年代
[00:04:00.040 --> 00:04:03.040]  為什麼我們還要馴服丈夫呢?
[00:04:03.040 --> 00:04:05.040]  其實經文很有趣
[00:04:05.040 --> 00:04:08.040]  因為丈夫是妻子的頭
[00:04:08.040 --> 00:04:11.040]  如同基督是教會的頭
