
[00:00:00.000 --> 00:00:02.000]  今天姐妹平安
[00:00:02.000 --> 00:00:07.180]  很感恩我們來到了瑞義門訓的系列講道的最後一講
[00:00:07.180 --> 00:00:10.960]  之前是講了兩講了
[00:00:10.960 --> 00:00:15.200]  我們這個講道系列是講門訓
[00:00:15.200 --> 00:00:18.000]  門訓每天教會都在做
[00:00:18.000 --> 00:00:21.200]  但是我們自己曾經也試過
[00:00:21.200 --> 00:00:25.360]  也發現有些時候不是那麼的成功
[00:00:25.360 --> 00:00:33.040]  後來我們就理解了瑞義門訓幫助我們更好地去瞭解
[00:00:33.040 --> 00:00:36.400]  我們上次是處理了兩個錯誤
[00:00:36.400 --> 00:00:42.000]  一個是怎麼理解門訓這件事情的錯誤
[00:00:42.000 --> 00:00:47.440]  第二講我們是怎麼理解目標的錯誤
[00:00:47.440 --> 00:00:48.640]  然後就糾正
[00:00:48.640 --> 00:00:51.200]  今天我們要講的是動力
[00:00:51.200 --> 00:00:55.600]  在上次兩次的講道
[00:00:55.600 --> 00:00:59.360]  一個是破解錯誤認知的迷思
[00:00:59.360 --> 00:01:03.040]  我們講道門訓不是順其自然的
[00:01:03.040 --> 00:01:04.800]  而是要瑞義的
[00:01:04.800 --> 00:01:06.800]  你不進則退
[00:01:06.800 --> 00:01:11.360]  第二就是門訓不是數靈人才需要做的
[00:01:11.360 --> 00:01:15.520]  上帝是希望我們人人都經歷這個門訓
[00:01:15.520 --> 00:01:19.040]  第三就是門訓不是不關己事
[00:01:19.040 --> 00:01:20.400]  而是整個整體的
[00:01:20.400 --> 00:01:22.400]  教會本來就是一個整體
[00:01:22.400 --> 00:01:24.240]  在我們第二講的時候
[00:01:24.240 --> 00:01:27.920]  我們講到破解錯誤目的的迷思
[00:01:27.920 --> 00:01:29.600]  目標的迷思
[00:01:29.600 --> 00:01:32.560]  門訓不是要建立參與的門徒
[00:01:32.560 --> 00:01:34.160]  凡事都是參與講道
[00:01:34.160 --> 00:01:35.040]  參與崇拜
[00:01:35.040 --> 00:01:37.040]  參與查經
[00:01:37.040 --> 00:01:38.320]  參與禱告
[00:01:38.320 --> 00:01:39.520]  不是參與
[00:01:39.520 --> 00:01:43.360]  是要建立生命能夠蛻變的門徒
[00:01:43.360 --> 00:01:45.280]  不只是參與而已
[00:01:45.280 --> 00:01:48.000]  這是我們的前面兩講
[00:01:48.000 --> 00:01:54.400]  而今天第三講是要破解錯誤的動力的迷思
[00:01:54.400 --> 00:01:57.600]  讓我們一起同心禱告
[00:01:57.600 --> 00:01:58.960]  親愛的天父上帝
[00:01:58.960 --> 00:02:01.680]  我們滿心感謝贊美你
[00:02:01.680 --> 00:02:03.600]  你是何等的信使
[00:02:03.600 --> 00:02:05.280]  每次我們親近你
[00:02:05.280 --> 00:02:06.880]  你就親近我們
[00:02:06.880 --> 00:02:09.840]  我要為我們這裡眾弟兄姐妹獻上感恩
[00:02:09.840 --> 00:02:11.760]  因為他們尊你為大
[00:02:11.760 --> 00:02:15.040]  願意在真的是你所設定的主日
[00:02:15.040 --> 00:02:17.200]  將一切的事情放下
[00:02:17.200 --> 00:02:19.600]  衷心的來崇拜
[00:02:19.600 --> 00:02:20.800]  來敬拜你
[00:02:20.800 --> 00:02:22.800]  主啊求禰預備我們的心
[00:02:22.800 --> 00:02:24.000]  讓禰眾兒女
[00:02:24.000 --> 00:02:24.720]  我們的心
[00:02:24.720 --> 00:02:27.280]  每一個人的心都能夠柔軟
[00:02:27.280 --> 00:02:28.640]  像一片好土
[00:02:28.640 --> 00:02:30.880]  以至禰的道的種子
[00:02:30.880 --> 00:02:31.920]  播下去的時候
[00:02:31.920 --> 00:02:33.840]  我們能夠真的是接收
[00:02:33.840 --> 00:02:37.440]  也長出30倍60倍100倍的果子
[00:02:37.440 --> 00:02:38.560]  我們感謝禰
[00:02:38.560 --> 00:02:40.240]  求禰榮耀禰的聖明
[00:02:40.240 --> 00:02:41.120]  我們感謝禰
[00:02:41.120 --> 00:02:43.600]  禱告奉耶穌基督聖明祈求
[00:02:43.600 --> 00:02:44.960]  Amen
[00:02:44.960 --> 00:02:48.480]  好,那麼我們講到門訓呢
[00:02:48.480 --> 00:02:49.760]  我們講到上一堂課
[00:02:49.760 --> 00:02:51.360]  我們是清楚了目標了
[00:02:51.360 --> 00:02:52.720]  要蛻變
[00:02:52.720 --> 00:02:54.960]  那麼我清楚我的目標了
[00:02:54.960 --> 00:02:57.840]  我要會努力成長的
[00:02:57.840 --> 00:02:58.960]  我們這樣講了
[00:02:58.960 --> 00:03:00.800]  然後呢
[00:03:00.800 --> 00:03:03.200]  事實是什麼呢
[00:03:03.200 --> 00:03:05.280]  我又失敗了
[00:03:05.280 --> 00:03:06.640]  一下子你會發現
[00:03:06.640 --> 00:03:09.280]  怎麼我又退步了
[00:03:09.280 --> 00:03:12.880]  我似乎無法持續的進步
[00:03:12.880 --> 00:03:17.200]  我好像缺乏動力
[00:03:17.200 --> 00:03:18.960]  那麼這個就是一些
[00:03:18.960 --> 00:03:21.840]  我們的很多弟兄姐妹的一些狀態
[00:03:21.840 --> 00:03:25.200]  我們今天就是希望上帝幫助我們
[00:03:25.200 --> 00:03:27.360]  從他的話語能夠瞭解
[00:03:27.360 --> 00:03:29.760]  要怎麼樣破解這個動力的迷失
[00:03:29.760 --> 00:03:32.080]  以至真理釋放我們
[00:03:32.080 --> 00:03:34.000]  好,那麼
[00:03:34.000 --> 00:03:36.640]  因為明白真正的動力
[00:03:36.640 --> 00:03:38.880]  才能正確的發力
[00:03:38.880 --> 00:03:41.760]  明白真正的動力才能適當的發力
[00:03:41.760 --> 00:03:46.240]  明白真正的動力才能準確的發力
[00:03:46.240 --> 00:03:49.440]  要適當、要正確、要準確
[00:03:49.440 --> 00:03:51.360]  你有看過一些小朋友
[00:03:51.360 --> 00:03:55.840]  他們有很好的教練在訓練他們打網球嗎
[00:03:55.840 --> 00:03:58.400]  他們個子那麼小
[00:03:58.400 --> 00:04:00.720]  比成年人好像沒那麼壯
[00:04:00.720 --> 00:04:02.480]  但是一揮拍呢
[00:04:02.480 --> 00:04:04.400]  那個球速很快
[00:04:04.400 --> 00:04:07.840]  因為他們懂得什麼時候旋轉
[00:04:07.840 --> 00:04:09.520]  什麼時候發力
[00:04:09.520 --> 00:04:11.360]  他們用的不只是手臂
[00:04:11.360 --> 00:04:12.640]  還要用腰力
[00:04:12.640 --> 00:04:14.160]  胯下怎麼樣一轉
[00:04:14.160 --> 00:04:15.520]  那個發力點一到
[00:04:15.520 --> 00:04:17.360]  他們不是全程都用力
[00:04:17.360 --> 00:04:20.320]  是在適當的時候才快速旋轉
[00:04:20.320 --> 00:04:24.160]  所以你懂得力量在哪裡
[00:04:24.160 --> 00:04:26.720]  你懂得怎麼樣站穩
[00:04:26.720 --> 00:04:28.640]  你才知道怎麼樣發力
[00:04:28.640 --> 00:04:32.480]  那麼日益門訓
[00:04:32.480 --> 00:04:35.040]  真正的動力在於什麼呢
[00:04:35.040 --> 00:04:37.760]  這是今天我們要一起想的
[00:04:37.760 --> 00:04:39.520]  聽眾姐妹,我很想你
[00:04:39.520 --> 00:04:44.000]  我知道你很想持續的穩定的成長
[00:04:44.000 --> 00:04:48.240]  但是你有時候會跌倒會失望
[00:04:48.240 --> 00:04:50.000]  我看了也很痛心
[00:04:50.000 --> 00:04:52.320]  我想跟大家一起來思考
[00:04:52.320 --> 00:04:54.320]  到底那真正的動力在哪裡
[00:04:54.320 --> 00:05:00.000]  以致我們先把這個發動機先瞭解清楚
[00:05:00.000 --> 00:05:03.840]  以致我們才知道把焦點放在哪裡
[00:05:03.840 --> 00:05:06.400]  我們就會發現
[00:05:06.400 --> 00:05:08.560]  聖經在詩篇講的
[00:05:08.560 --> 00:05:11.360]  如一棵樹栽在溪水旁
[00:05:11.360 --> 00:05:13.680]  真的是會按時候結果子的
