
[00:00:00.000 --> 00:00:05.000]  (片頭)
[00:00:05.000 --> 00:00:09.000]  以色列人聽了十個探子的回報
[00:00:09.000 --> 00:00:13.000]  覺得神帶領我們進入迦南地是很艱難的事情
[00:00:13.000 --> 00:00:14.000]  還是不去了
[00:00:14.000 --> 00:00:18.000]  然後他們知道神責怪他們
[00:00:18.000 --> 00:00:21.000]  然後神說我已經不和你們同在了
[00:00:21.000 --> 00:00:23.000]  但是他們就自己拿起兵器
[00:00:23.000 --> 00:00:26.000]  一鼓作氣就衝上迦南地這個地方
[00:00:26.000 --> 00:00:27.000]  結果被打敗
[00:00:29.000 --> 00:00:34.000]  於是以色列人在既悲傷又痛苦的心情底下
[00:00:34.000 --> 00:00:40.000]  經歷了四十年抗疫的漂流
[00:00:40.000 --> 00:00:47.000]  《大道新命記》摩西向這一群在抗疫中成長的第二代
[00:00:47.000 --> 00:00:49.000]  發出一個提醒
[00:00:49.000 --> 00:00:53.000]  他說你們要記得四十年來你們的流離失所
[00:00:53.000 --> 00:00:55.000]  不是因為神沒有能力
[00:00:55.000 --> 00:00:58.000]  不是你的神不行
[00:00:58.000 --> 00:01:02.000]  是因為你們父母輩的叛逆
[00:01:02.000 --> 00:01:06.000]  由摩西向這一代的以色列人說
[00:01:06.000 --> 00:01:09.000]  你們要重新確認
[00:01:09.000 --> 00:01:14.000]  就是神在荷列山是和你們的父母立了約
[00:01:14.000 --> 00:01:16.000]  在後面神說這個約不是和你們父母立的
[00:01:16.000 --> 00:01:17.000]  是和你們立的
[00:01:17.000 --> 00:01:19.000]  不要以為是和我父母的
[00:01:19.000 --> 00:01:20.000]  不和我無關的
[00:01:20.000 --> 00:01:21.000]  是傳遞下來的
[00:01:21.000 --> 00:01:22.000]  不是
[00:01:23.000 --> 00:01:29.000]  他期望這一代新的以色列人不要忘記他們的初心
[00:01:29.000 --> 00:01:35.000]  在未來的日子能夠堅定不移地向迦南地進發
[00:01:35.000 --> 00:01:40.000]  去拿神已經預備要給他們的迦南的美地
[00:01:40.000 --> 00:01:44.000]  然後摩西在第一篇講章
[00:01:44.000 --> 00:01:47.000]  就是《大道新命記》第一章第六節到四章四十節
[00:01:47.000 --> 00:01:50.000]  他和這群第二代的以色列人說
[00:01:50.000 --> 00:01:52.000]  循序渲染一點的歷史
[00:01:52.000 --> 00:01:55.000]  神將我們以色列人從埃及
[00:01:55.000 --> 00:01:57.000]  我們在裡面做奴隸的
[00:01:57.000 --> 00:02:00.000]  神就是在這樣的情況下將我們帶出來
[00:02:00.000 --> 00:02:03.000]  你看回歷史裡面從來沒有一個民族
[00:02:03.000 --> 00:02:07.000]  沒有一個國家是經歷過這麼大的神蹟
[00:02:07.000 --> 00:02:09.000]  而且出來之後
[00:02:09.000 --> 00:02:10.000]  由荷列山到摩亞平原
[00:02:10.000 --> 00:02:12.000]  神一直照顧我們
[00:02:12.000 --> 00:02:13.000]  一直祝福我們
[00:02:13.000 --> 00:02:14.000]  給我們食物
[00:02:14.000 --> 00:02:15.000]  給我們水喝
[00:02:15.000 --> 00:02:19.000]  甚至幫我們以色列人面對著當時兩個亞摩利王
[00:02:19.000 --> 00:02:21.000]  西王和鄂打仗的時候
[00:02:21.000 --> 00:02:23.000]  神已經幫我們戰勝
[00:02:23.000 --> 00:02:25.000]  但很可惜後來以色列人不相信神會帶領他們
[00:02:25.000 --> 00:02:26.000]  所以進不去
[00:02:26.000 --> 00:02:30.000]  然後第三個神向我們啟示他的心意
[00:02:30.000 --> 00:02:32.000]  就是要我們聽從他的說話
[00:02:32.000 --> 00:02:35.000]  不要加添也不要刪減
[00:02:35.000 --> 00:02:40.000]  神期望的就是我們好好地遵守他的命令
[00:02:40.000 --> 00:02:46.000]  然後第四他說神和我們以色列人是一個盟約
[00:02:46.000 --> 00:02:54.000]  這個盟約就說只有耶和華是我們以色列人獨一的神
[00:02:54.000 --> 00:02:56.000]  沒有其他偶像
[00:02:56.000 --> 00:03:01.000]  沒有任何其他的東西可以進入我們和這位耶和華神的中間
[00:03:01.000 --> 00:03:03.000]  或者代替我們的神
[00:03:03.000 --> 00:03:07.000]  然後到《新命記》四章44節到28章69節
[00:03:07.000 --> 00:03:09.000]  是摩西的第二篇講章
[00:03:09.000 --> 00:03:12.000]  或者叫第二篇演講詞
[00:03:12.000 --> 00:03:15.000]  這麼大篇的講章可以分為兩大部分
[00:03:15.000 --> 00:03:18.000]  五章一節到三十二節
[00:03:18.000 --> 00:03:22.000]  摩西呼籲所有第二代的以色列百姓
[00:03:22.000 --> 00:03:28.000]  讓我們信賴神和我們所立的聖約
[00:03:28.000 --> 00:03:33.000]  這個約是由亞伯拉罕開始一直來到這個地方
[00:03:33.000 --> 00:03:36.000]  如果我們看以色列的書
[00:03:36.000 --> 00:03:40.000]  我們會發覺以色列帶我們去明白
[00:03:40.000 --> 00:03:45.000]  這個聖約是聖者土地和聖民的關係
[00:03:45.000 --> 00:03:47.000]  我們能夠進入迦南地
[00:03:47.000 --> 00:03:49.000]  是因為我們和這位神有關係
[00:03:49.000 --> 00:03:50.000]  我們和這位神有關係
[00:03:50.000 --> 00:03:51.000]  我們才能夠進入迦南地當中
[00:03:51.000 --> 00:03:53.000]  如果我們和這位神的關係斷絕了
[00:03:53.000 --> 00:03:55.000]  我們就沒有了這個土地
[00:03:55.000 --> 00:03:57.000]  三者不能分割
[00:03:57.000 --> 00:04:00.000]  摩西在這段宣講的開始
[00:04:00.000 --> 00:04:01.000]  特別提醒以色列人
[00:04:01.000 --> 00:04:04.000]  他說神和我們先祖所立的約不是舊約
[00:04:04.000 --> 00:04:08.000]  他說這個約不只是和你們父母立的
[00:04:08.000 --> 00:04:09.000]  同樣是和我們的子女立的
[00:04:09.000 --> 00:04:11.000]  弟兄姊妹今天我們信了耶穌
[00:04:11.000 --> 00:04:13.000]  這個舊恩不是只給我們
[00:04:13.000 --> 00:04:16.000]  不是我們將我們的傳統傳遞下去
[00:04:16.000 --> 00:04:17.000]  而是我們要告訴他們
[00:04:17.000 --> 00:04:18.000]  這個約、這個舊恩
[00:04:18.000 --> 00:04:21.000]  神同樣是很想他們得到
[00:04:21.000 --> 00:04:24.000]  摩西強調這個約
[00:04:24.000 --> 00:04:27.000]  他說是神和當代的以色列人所立的
[00:04:27.000 --> 00:04:28.000]  他不想他們以為
[00:04:28.000 --> 00:04:32.000]  他們只不過是全城父母要做的事情
[00:04:32.000 --> 00:04:34.000]  所以新靈紀五章三節
[00:04:34.000 --> 00:04:37.000]  他說這約而不是與我們列祖立的
[00:04:37.000 --> 00:04:39.000]  而是與我們
[00:04:39.000 --> 00:04:43.000]  就是今天在這裡還活著的人立的
[00:04:43.000 --> 00:04:45.000]  透過這個提醒
[00:04:45.000 --> 00:04:47.000]  摩西激勵當代的以色列人
[00:04:47.000 --> 00:04:48.000]  他說你們要記得
