
[00:00:00.000 --> 00:00:03.000]  各位弟兄姐妹 大家主內平安
[00:00:03.000 --> 00:00:05.000]  非常感恩 在主日的時候
[00:00:05.000 --> 00:00:07.000]  我們又相聚在一起
[00:00:07.000 --> 00:00:10.000]  特別今天還是聖餐主日
[00:00:10.000 --> 00:00:13.000]  聖餐主日每次都是提醒我們
[00:00:13.000 --> 00:00:17.000]  主耶穌基督為我們成就的救贖
[00:00:17.000 --> 00:00:20.000]  今天要和大家一起來思考的題目
[00:00:20.000 --> 00:00:23.000]  叫做「上帝的大能」
[00:00:23.000 --> 00:00:25.000]  盼望透過聖餐的主日
[00:00:25.000 --> 00:00:28.000]  我們能夠成就祂的救贖
[00:00:28.000 --> 00:00:30.000]  上帝的大能
[00:00:30.000 --> 00:00:33.000]  盼望透過今天我們一起的思想
[00:00:33.000 --> 00:00:37.000]  更加明白上帝對我們的愛
[00:00:37.000 --> 00:00:39.000]  生命的引領
[00:00:39.000 --> 00:00:42.000]  我們一起同心禱告
[00:00:42.000 --> 00:00:44.000]  天父我們的主
[00:00:44.000 --> 00:00:49.000]  祢何等的帶領愛和祝福我們的群體
[00:00:49.000 --> 00:00:51.000]  祢讓我們得蒙救贖
[00:00:51.000 --> 00:00:54.000]  走在主祢的易路當中
[00:00:54.000 --> 00:00:56.000]  更在我們的生命道路當中
[00:00:56.000 --> 00:00:59.000]  顯現主祢各樣奇妙的作為
[00:00:59.000 --> 00:01:01.000]  就將祢的大能
[00:01:01.000 --> 00:01:04.000]  展現在我們的生命當中
[00:01:04.000 --> 00:01:07.000]  主啊 祢為要我們更多的認識祢
[00:01:07.000 --> 00:01:10.000]  更好地走我們的人生道路
[00:01:10.000 --> 00:01:14.000]  我們也將今天聆聽主祢真道的環節
[00:01:14.000 --> 00:01:16.000]  恭敬交託於主手中
[00:01:16.000 --> 00:01:19.000]  求主祢親自的引領和賜福
[00:01:19.000 --> 00:01:21.000]  讓我們更加的親近主
[00:01:21.000 --> 00:01:25.000]  明白主 給我們清晰的人生道路
[00:01:25.000 --> 00:01:26.000]  我們禱告
[00:01:26.000 --> 00:01:29.000]  奉主耶穌基督得勝的名而求
[00:01:29.000 --> 00:01:31.000]  Amen
[00:01:31.000 --> 00:01:34.000]  那麼講到上帝的大能呢
[00:01:34.000 --> 00:01:36.000]  大家可能很多畫面
[00:01:36.000 --> 00:01:39.000]  已經出現在了我們的眼前啊
[00:01:39.000 --> 00:01:41.000]  包括很多環節
[00:01:41.000 --> 00:01:44.000]  都是展現了主奇妙的作為
[00:01:44.000 --> 00:01:49.000]  比如說上帝他創天造地
[00:01:49.000 --> 00:01:52.000]  創造了世間的萬物
[00:01:52.000 --> 00:01:55.000]  主耶穌基督他叫死人復活
[00:01:55.000 --> 00:01:57.000]  他赦免別人的罪
[00:01:57.000 --> 00:02:01.000]  醫治各樣患病中的人
[00:02:01.000 --> 00:02:04.000]  我們很多聽到見證分享
[00:02:04.000 --> 00:02:06.000]  上帝奇妙的作為
[00:02:06.000 --> 00:02:11.000]  也時常在我們的身邊所發生
[00:02:11.000 --> 00:02:13.000]  我們就感嘆
[00:02:13.000 --> 00:02:16.000]  神啊 祢真的是那位行大能
[00:02:16.000 --> 00:02:19.000]  行其事的神
[00:02:19.000 --> 00:02:23.000]  當然今天的經文更加提醒我們
[00:02:23.000 --> 00:02:27.000]  神這些奇妙的作為他都會做
[00:02:27.000 --> 00:02:30.000]  他還把一樣特別的大作為
[00:02:30.000 --> 00:02:33.000]  放到了我們世界當中
[00:02:33.000 --> 00:02:36.000]  成就了我們基督徒的群體
[00:02:36.000 --> 00:02:41.000]  讓世人都有了永恆的盼望
[00:02:41.000 --> 00:02:44.000]  大家剛才讀過了經文就可以看到
[00:02:44.000 --> 00:02:47.000]  其中講到的上帝的大能
[00:02:47.000 --> 00:02:50.000]  直接講到的是福音
[00:02:50.000 --> 00:02:53.000]  得救的訊息
[00:02:53.000 --> 00:02:56.000]  保羅在寫給羅馬教會的書信裡面
[00:02:56.000 --> 00:03:01.000]  就講到了福音是上帝的大能
[00:03:01.000 --> 00:03:04.000]  這個福音就是你和我
[00:03:04.000 --> 00:03:06.000]  所接受所了解
[00:03:06.000 --> 00:03:09.000]  每次聖誕節也會特別去明白
[00:03:09.000 --> 00:03:12.000]  其中深刻的意義
[00:03:12.000 --> 00:03:14.000]  去紀念主奇妙的作為
[00:03:14.000 --> 00:03:16.000]  哪怕是聖餐的時候
[00:03:16.000 --> 00:03:21.000]  他提醒我們的就是那個好消息
[00:03:21.000 --> 00:03:23.000]  這個好消息就關於到
[00:03:23.000 --> 00:03:25.000]  耶穌基督
[00:03:25.000 --> 00:03:28.000]  祂作為神的愛子
[00:03:28.000 --> 00:03:30.000]  已經道成肉身
[00:03:30.000 --> 00:03:32.000]  降世為人
[00:03:32.000 --> 00:03:35.000]  來到了這個世界上和我們親近
[00:03:35.000 --> 00:03:37.000]  祂的門徒可以接觸祂
[00:03:37.000 --> 00:03:38.000]  聆聽祂
[00:03:38.000 --> 00:03:41.000]  明白祂所有的道理
[00:03:41.000 --> 00:03:43.000]  還沒有結束
[00:03:43.000 --> 00:03:45.000]  祂還為了所有世人
[00:03:45.000 --> 00:03:47.000]  為了我們的罪
[00:03:47.000 --> 00:03:49.000]  釘死在十字架上
[00:03:49.000 --> 00:03:51.000]  成就了救恩
[00:03:51.000 --> 00:03:53.000]  叫一切願意信祂的人
[00:03:53.000 --> 00:03:55.000]  不致滅亡
[00:03:55.000 --> 00:03:58.000]  反得永生
[00:03:58.000 --> 00:03:59.000]  將原來人和神之間
[00:03:59.000 --> 00:04:02.000]  阻隔的那個罪
[00:04:02.000 --> 00:04:03.000]  打開了
[00:04:03.000 --> 00:04:06.000]  人可以和神親密的
[00:04:06.000 --> 00:04:09.000]  再次連接在一起
[00:04:09.000 --> 00:04:10.000]  當然
[00:04:10.000 --> 00:04:12.000]  神有神的救恩
[00:04:12.000 --> 00:04:14.000]  還有祂的祝福
[00:04:14.000 --> 00:04:18.000]  世界上也會有很多的拉扯
[00:04:18.000 --> 00:04:21.000]  就像在伊甸園當中
[00:04:21.000 --> 00:04:24.000]  本來都出自於美好的時候
[00:04:24.000 --> 00:04:26.000]  卻還因著那惡者
[00:04:26.000 --> 00:04:28.000]  有一條蛇
[00:04:28.000 --> 00:04:30.000]  去做那破壞的工作
[00:04:30.000 --> 00:04:32.000]  那破壞的工作
[00:04:32.000 --> 00:04:36.000]  就要叫人背離上帝
[00:04:36.000 --> 00:04:39.000]  叫人放棄永生的生命
[00:04:39.000 --> 00:04:41.000]  遠離神
[00:04:41.000 --> 00:04:42.000]  神也說了
[00:04:42.000 --> 00:04:45.000]  你吃了那果子就必死
[00:04:45.000 --> 00:04:48.000]  罪就進入了這個世界
[00:04:48.000 --> 00:04:51.000]  罪的功架乃是死
[00:04:51.000 --> 00:04:53.000]  我們的世界同樣也會有
[00:04:53.000 --> 00:04:55.000]  各樣的屬靈征戰
[00:04:55.000 --> 00:04:57.000]  我們可以看到
[00:04:57.000 --> 00:04:59.000]  願意去親近神的
[00:04:59.000 --> 00:05:02.000]  世界要把我們拿開
[00:05:02.000 --> 00:05:05.000]  我們要去單單跟隨主的時候
[00:05:05.000 --> 00:05:07.000]  各樣的價值觀
[00:05:07.000 --> 00:05:10.000]  對我們會形成挑戰
[00:05:10.000 --> 00:05:12.000]  這個時候就像極了
[00:05:12.000 --> 00:05:14.000]  當時的羅馬
[00:05:14.000 --> 00:05:17.000]  當時的羅馬可謂像是
[00:05:17.000 --> 00:05:20.000]  這個世界的首都一樣
[00:05:20.000 --> 00:05:23.000]  寄居了各樣的財富
[00:05:23.000 --> 00:05:24.000]  智慧
[00:05:24.000 --> 00:05:26.000]  權柄
[00:05:26.000 --> 00:05:28.000]  曾經也有話叫做
[00:05:28.000 --> 00:05:30.000]  條條大路怎麼樣
[00:05:30.000 --> 00:05:32.000]  通羅馬
[00:05:32.000 --> 00:05:34.000]  可想而知
[00:05:34.000 --> 00:05:37.000]  當時羅馬在世界當中的地位
[00:05:37.000 --> 00:05:39.000]  但是所不好的就是
[00:05:39.000 --> 00:05:41.000]  在那個地方的人
[00:05:41.000 --> 00:05:44.000]  受到這些世俗價值觀的影響
[00:05:44.000 --> 00:05:47.000]  甚至在這些價值觀的時候
[00:05:47.000 --> 00:05:50.000]  怎麼還能講到一個
[00:05:50.000 --> 00:05:54.000]  被釘十字架的神呢
[00:05:54.000 --> 00:05:57.000]  所以保羅在這裡就要特別提醒了
