
[00:00:00.000 --> 00:00:03.000]  港府堂的弟兄姊妹 逐日早安
[00:00:03.000 --> 00:00:07.000]  非常的抱歉 我不會講廣東話
[00:00:07.000 --> 00:00:10.000]  所以麻煩各位了
[00:00:10.000 --> 00:00:13.000]  那今天呢 先代表世界華服中心
[00:00:13.000 --> 00:00:16.000]  謝謝港府堂一起來對華服運動的支持
[00:00:16.000 --> 00:00:21.000]  那今天要講的這個題目叫做 走一條新路
[00:00:21.000 --> 00:00:22.000]  我想問大家一下
[00:00:22.000 --> 00:00:26.000]  有多少人你是 如果可以選你喜歡走新路的
[00:00:26.000 --> 00:00:29.000]  可以舉一下你的手嗎 有嗎
[00:00:29.000 --> 00:00:33.000]  我是超愛的 但結婚之後
[00:00:33.000 --> 00:00:35.000]  當太太在旁邊的時候
[00:00:35.000 --> 00:00:40.000]  我就比較不敢走新路
[00:00:40.000 --> 00:00:44.000]  昨天收到林承鑫牧師的信息 他很貼心
[00:00:44.000 --> 00:00:47.000]  就問我說 董牧師今天來港府堂
[00:00:47.000 --> 00:00:50.000]  講到你知不知道怎麼走
[00:00:50.000 --> 00:00:53.000]  需不需要我派弟兄去接你
[00:00:53.000 --> 00:00:56.000]  其實我每一次來都是有人帶我來的
[00:00:56.000 --> 00:01:00.000]  但這一次我就想 我的題目叫做走一條新路
[00:01:00.000 --> 00:01:04.000]  那我就憑著信心跟林牧師說
[00:01:04.000 --> 00:01:06.000]  林牧師沒事的 我來過幾次
[00:01:06.000 --> 00:01:08.000]  應該可以 我自己來
[00:01:08.000 --> 00:01:11.000]  所以今天早上我就拎著我的行李箱
[00:01:11.000 --> 00:01:16.000]  從油麻地 就是走一條新路來到這裡
[00:01:16.000 --> 00:01:21.000]  很多人喜歡走舊路 因為舊路有安全感
[00:01:21.000 --> 00:01:23.000]  我們熟悉 我們知道
[00:01:23.000 --> 00:01:27.000]  有些人喜歡走新路 因為在新路當中
[00:01:27.000 --> 00:01:31.000]  似乎是有新鮮的事情發生
[00:01:31.000 --> 00:01:33.000]  但其實本質上
[00:01:33.000 --> 00:01:38.000]  我們都喜歡走比較安全的路
[00:01:38.000 --> 00:01:40.000]  如果我們覺得這條新路不安全
[00:01:40.000 --> 00:01:42.000]  我們大概不會走
[00:01:42.000 --> 00:01:45.000]  如果我們覺得這條舊路已經也不安全了
[00:01:45.000 --> 00:01:47.000]  我們可能也想找新路
[00:01:47.000 --> 00:01:50.000]  所以在新路跟舊路的背後
[00:01:50.000 --> 00:01:55.000]  我們的問題是 我們的安全感到底建立在什麼之上
[00:01:55.000 --> 00:01:57.000]  在我們今天讀的經文 明書記第九章
[00:01:57.000 --> 00:01:59.000]  講到的是以色列人
[00:01:59.000 --> 00:02:03.000]  他們在上帝的拯救下 離開了埃及
[00:02:03.000 --> 00:02:07.000]  他們要去到上帝應許他們的迦南美地
[00:02:07.000 --> 00:02:10.000]  他們要走一條他們沒有走過的路
[00:02:10.000 --> 00:02:12.000]  如果你打開地圖
[00:02:12.000 --> 00:02:15.000]  你會看到其實從埃及到迦南地
[00:02:15.000 --> 00:02:20.000]  就是今天的以色列 距離其實不太遠 還蠻近的
[00:02:20.000 --> 00:02:23.000]  我估計如果我來走
[00:02:23.000 --> 00:02:26.000]  一個月一定走得到
[00:02:26.000 --> 00:02:29.000]  就好像今天早上從油麻地走來這裡
[00:02:29.000 --> 00:02:32.000]  我估計如果有人可以走的通道的話
[00:02:32.000 --> 00:02:35.000]  應該一天一定走得到
[00:02:35.000 --> 00:02:38.000]  再怎麼慢 一天大概也走
[00:02:38.000 --> 00:02:42.000]  划船可能都可以 是來得到的
[00:02:42.000 --> 00:02:47.000]  可是上帝卻帶以色列百姓走了四十年
[00:02:47.000 --> 00:02:50.000]  上帝為什麼帶上帝的百姓
[00:02:50.000 --> 00:02:54.000]  繞到在曠野走了四十年呢
[00:02:54.000 --> 00:02:57.000]  在一個生活在講求效率的香港
[00:02:57.000 --> 00:02:59.000]  我想我們都很困惑對不對
[00:02:59.000 --> 00:03:02.000]  如果老闆交辦的事情一個月可以做完
[00:03:02.000 --> 00:03:04.000]  你做了四十年
