
[00:00:00.000 --> 00:00:02.000]  大家好 我是盧子樂
[00:00:02.000 --> 00:00:03.520]  英文名叫Michelle
[00:00:03.520 --> 00:00:05.520]  我是英語區的傳導
[00:00:05.520 --> 00:00:07.520]  所以可能沒有很多機會
[00:00:07.520 --> 00:00:09.520]  跟大家去接觸和交流
[00:00:09.520 --> 00:00:12.720]  我記得上一次在中文堂講道的時候
[00:00:12.720 --> 00:00:15.120]  原來已經是一年前的事了
[00:00:15.120 --> 00:00:17.120]  所以今天是特別興奮
[00:00:17.120 --> 00:00:19.120]  能夠再回來大家當中
[00:00:19.120 --> 00:00:21.120]  跟你分享今天的訊息
[00:00:21.120 --> 00:00:22.720]  今天的題目是
[00:00:22.720 --> 00:00:25.720]  「竭力做一個虔誠的信徒」
[00:00:25.720 --> 00:00:27.720]  今天我們會有兩位
[00:00:27.720 --> 00:00:30.720]  竭力做一個虔誠的信徒
[00:00:30.720 --> 00:00:32.720]  在開始之前
[00:00:32.720 --> 00:00:34.720]  其實我想問問大家
[00:00:34.720 --> 00:00:38.720]  你覺得自己是一個虔誠的信徒嗎?
[00:00:38.720 --> 00:00:40.720]  如果你覺得自己是一個虔誠的信徒
[00:00:40.720 --> 00:00:42.720]  可不可以舉手給我看看?
[00:00:42.720 --> 00:00:44.720]  舉手吧
[00:00:44.720 --> 00:00:46.720]  幸好牧師也有舉手
[00:00:46.720 --> 00:00:48.720]  有很多在後面
[00:00:48.720 --> 00:00:52.720]  其實你們是怎樣的呢?
[00:00:52.720 --> 00:00:54.720]  你們是最勇敢的那一批
[00:00:54.720 --> 00:00:56.720]  勇於承認自己是就是
[00:00:56.720 --> 00:01:01.720]  有沒有其他人覺得自己不是一個虔誠的信徒
[00:01:01.720 --> 00:01:03.720]  可以舉手給我看看?
[00:01:03.720 --> 00:01:06.720]  有些人還舉得很高
[00:01:06.720 --> 00:01:08.720]  你們是怎樣的呢?
[00:01:08.720 --> 00:01:10.720]  你們是最謹慎的那一批
[00:01:10.720 --> 00:01:13.720]  因為不知道自己有沒有漏了什麼
[00:01:13.720 --> 00:01:17.720]  或者自己已經知道有些是還差一點
[00:01:17.720 --> 00:01:22.720]  有沒有人覺得不知道自己是不是一個虔誠的信徒
[00:01:22.720 --> 00:01:24.720]  可以舉手給我看看?
[00:01:24.720 --> 00:01:26.720]  我看到有不少人
[00:01:26.720 --> 00:01:28.720]  好像很平均
[00:01:28.720 --> 00:01:30.720]  三分一
[00:01:30.720 --> 00:01:32.720]  你們又是怎樣的呢?
[00:01:32.720 --> 00:01:34.720]  你們是最聰明的人
[00:01:34.720 --> 00:01:37.720]  因為說自己是很虔誠
[00:01:37.720 --> 00:01:39.720]  又好像差一點
[00:01:39.720 --> 00:01:41.720]  說自己不是又好像很壞
[00:01:41.720 --> 00:01:43.720]  所以你們很聰明
[00:01:43.720 --> 00:01:46.720]  可能有些人是沒有舉手的
[00:01:46.720 --> 00:01:48.720]  也是中午時段
[00:01:48.720 --> 00:01:51.720]  不過我也知道也是時間尚早
[00:01:51.720 --> 00:01:53.720]  所以可能還在思考當中
[00:01:53.720 --> 00:01:55.720]  不要緊
[00:01:55.720 --> 00:01:58.720]  我們今天就考究這個問題
[00:01:58.720 --> 00:02:01.720]  其實這個問題是有點難回答的
[00:02:01.720 --> 00:02:02.720]  我有一點點不好
[00:02:02.720 --> 00:02:04.720]  因為也沒有告訴你
[00:02:04.720 --> 00:02:06.720]  什麼去量度這個問題
[00:02:06.720 --> 00:02:08.720]  就去問你
[00:02:08.720 --> 00:02:12.720]  但是我們是怎樣去看自己是否虔誠的呢?
[00:02:12.720 --> 00:02:14.720]  是否看我們讀了多少聖經
[00:02:14.720 --> 00:02:16.720]  上了多少教會
[00:02:16.720 --> 00:02:18.720]  還是有沒有殺人放火呢?
[00:02:18.720 --> 00:02:21.720]  我們如果用不同的量尺去量度的時候
[00:02:21.720 --> 00:02:24.720]  可能得出來的答案就不同了
[00:02:24.720 --> 00:02:27.720]  所以今天我們就會在聖經裏面
[00:02:27.720 --> 00:02:30.720]  看看神是怎樣說的
[00:02:30.720 --> 00:02:32.720]  還有今天我們要看的尤大書
[00:02:32.720 --> 00:02:37.720]  裏面是會說到什麼是不虔誠的信徒
[00:02:37.720 --> 00:02:41.720]  以致於我們可以在他們的反面教材裏面
[00:02:41.720 --> 00:02:44.720]  知道怎樣做一個虔誠的信徒
[00:02:44.720 --> 00:02:47.720]  所以今天看的書卷就是尤大書
[00:02:47.720 --> 00:02:49.720]  只有一章的經文
[00:02:49.720 --> 00:02:52.720]  我們會看到中間的第16節
[00:02:52.720 --> 00:02:54.720]  然後兩個星期後
[00:02:54.720 --> 00:02:57.720]  會有另一個講員和我們看下半節的
[00:02:57.720 --> 00:03:00.720]  這本書是比較少人看的
[00:03:00.720 --> 00:03:01.720]  為什麼呢?
[00:03:01.720 --> 00:03:04.720]  因為作者很多都是提醒和警告的
[00:03:04.720 --> 00:03:06.720]  不是那些敲打我們
[00:03:06.720 --> 00:03:09.720]  說神有多愛我們的經文
[00:03:09.720 --> 00:03:10.720]  所以很少人說
[00:03:10.720 --> 00:03:12.720]  我最喜歡的是尤大書
[00:03:12.720 --> 00:03:14.720]  真的沒有什麼人這樣說
[00:03:14.720 --> 00:03:18.720]  但是裏面其實有很豐富和寶貴的話語
[00:03:18.720 --> 00:03:20.720]  我們可以一起去學習
[00:03:20.720 --> 00:03:24.720]  所以我們一起來看第一至第三節
[00:03:24.720 --> 00:03:26.720]  作者說自己是哪一個呢?
[00:03:26.720 --> 00:03:29.720]  他是耶穌基督的僕人
[00:03:29.720 --> 00:03:30.720]  他叫什麼名字呢?
[00:03:30.720 --> 00:03:31.720]  叫做尤大
[00:03:31.720 --> 00:03:33.720]  是雅各的兄弟
[00:03:33.720 --> 00:03:37.720]  也就是耶穌的親弟弟
[00:03:37.720 --> 00:03:39.720]  他寫信給哪些人呢?
[00:03:39.720 --> 00:03:45.720]  就是那些被召、蒙神愛和耶穌保守的人
[00:03:45.720 --> 00:03:48.720]  這些其實是新約的信徒
[00:03:48.720 --> 00:03:51.720]  所以基本上和我們是一樣的
[00:03:51.720 --> 00:03:54.720]  這本書正正都是寫給信徒
[00:03:54.720 --> 00:03:55.720]  就是我們
[00:03:55.720 --> 00:03:57.720]  然後我們看下第二節
[00:03:57.720 --> 00:04:02.720]  願憐憫平安慈愛多多加給你們
[00:04:02.720 --> 00:04:07.720]  這個都是一般我們看到書信裏面會有的文案句
[00:04:07.720 --> 00:04:10.720]  然後第三節我們看到
[00:04:10.720 --> 00:04:13.720]  他寫信的目的是什麼呢?
[00:04:13.720 --> 00:04:19.720]  他一直是很迫切的寫信給他們
[00:04:19.720 --> 00:04:21.720]  原本是想講什麼呢?
[00:04:21.720 --> 00:04:23.720]  就是想講述救恩
[00:04:23.720 --> 00:04:26.720]  但是現在發覺他更加有一個迫切性
[00:04:26.720 --> 00:04:28.720]  要寫信去勸他們
[00:04:28.720 --> 00:04:30.720]  勸他們什麼呢?
[00:04:30.720 --> 00:04:34.720]  就是要竭力為真道去奮鬥
[00:04:34.720 --> 00:04:36.720]  為什麼無端端想講救恩
[00:04:36.720 --> 00:04:39.720]  就變成勸他們去奮鬥呢?
[00:04:39.720 --> 00:04:42.720]  我們可以在第四節看到
[00:04:42.720 --> 00:04:46.720]  因為有些人偷偷地進來了
[00:04:46.720 --> 00:04:47.720]  是什麼人呢?
[00:04:47.720 --> 00:04:52.720]  就是早就被判要受刑罰不認錢的人
[00:04:52.720 --> 00:04:55.720]  這裡想講的不是一個預定論
[00:04:55.720 --> 00:04:57.720]  有些人一早就預定是壞人
[00:04:57.720 --> 00:04:58.720]  不是這個意思
[00:04:58.720 --> 00:05:02.720]  而是無論是怎樣被審判
[00:05:02.720 --> 00:05:03.720]  或者什麼時候被審判都好
[00:05:03.720 --> 00:05:05.720]  我們可能不是有太多的資料
[00:05:05.720 --> 00:05:07.720]  但是重點作者想我們知道
[00:05:07.720 --> 00:05:10.720]  是這班偷偷地進來的人
[00:05:10.720 --> 00:05:12.720]  肯定不是懷疑
[00:05:12.720 --> 00:05:14.720]  肯定是不認錢的人
[00:05:14.720 --> 00:05:16.720]  不虔誠的
[00:05:16.720 --> 00:05:18.720]  他們究竟做了什麼呢?
[00:05:18.720 --> 00:05:20.720]  他第一個罪名就是
[00:05:20.720 --> 00:05:22.720]  我們看到經文說
[00:05:22.720 --> 00:05:25.720]  他們把我們神的恩典
[00:05:25.720 --> 00:05:28.720]  變為放縱情慾的機會
[00:05:28.720 --> 00:05:30.720]  原來這批人
[00:05:30.720 --> 00:05:33.720]  他們得到恩典之後放縱自己
[00:05:33.720 --> 00:05:35.720]  這個恩典其實可以解釋
[00:05:35.720 --> 00:05:37.720]  是不同神的恩惠
[00:05:37.720 --> 00:05:40.720]  但相信這裡講及的是救恩
[00:05:40.720 --> 00:05:43.720]  即是說這班不競錢的人
[00:05:43.720 --> 00:05:45.720]  不虔誠的人
[00:05:45.720 --> 00:05:47.720]  其實已經領受了神的恩典
[00:05:47.720 --> 00:05:50.720]  即是說相信耶穌基督是神的兒子
[00:05:50.720 --> 00:05:52.720]  為他們的罪而死去
[00:05:52.720 --> 00:05:55.720]  甚至補血已經洗淨了他們的罪
[00:05:55.720 --> 00:05:57.720]  但他們怎樣呢?
[00:05:57.720 --> 00:06:00.720]  當這個是免死金牌
[00:06:00.720 --> 00:06:02.720]  仍然可以不悔改
[00:06:02.720 --> 00:06:05.720]  跟著自己的情慾去行事
[00:06:05.720 --> 00:06:08.720]  其實我們也應該問問自己
[00:06:08.720 --> 00:06:12.720]  我們有沒有當救恩是一個免死金牌呢?
[00:06:12.720 --> 00:06:15.720]  拿了之後隨心所欲
[00:06:15.720 --> 00:06:17.720]  因為為什麼呢?
[00:06:17.720 --> 00:06:19.720]  也不會有人追究的嘛
[00:06:19.720 --> 00:06:21.720]  耶穌包底了
[00:06:21.720 --> 00:06:24.720]  我們又是否陷入同一個罪名呢?
[00:06:24.720 --> 00:06:26.720]  第二樣他們提到的就是
[00:06:26.720 --> 00:06:32.720]  「並且不認獨一的主宰,我們的主耶穌基督」
[00:06:32.720 --> 00:06:35.720]  在這裡我們看到他們不認耶穌基督
[00:06:35.720 --> 00:06:39.720]  我們相信他們不是不認耶穌是神的兒子
[00:06:39.720 --> 00:06:42.720]  因為上一段才說他們領受了這個恩典
[00:06:42.720 --> 00:06:44.720]  所以他們是認的
[00:06:44.720 --> 00:06:50.720]  只不過是不認祂是獨一的主宰
[00:06:50.720 --> 00:06:54.720]  即是說他們還是自己作主
[00:06:54.720 --> 00:06:57.720]  不是以神來做他們的主宰
[00:06:57.720 --> 00:06:58.720]  他們是哪些呢?
[00:06:58.720 --> 00:07:00.720]  他們是罪的牢獄
[00:07:00.720 --> 00:07:03.720]  而不是神的跟隨者
[00:07:03.720 --> 00:07:05.720]  所以我們也要問問自己
[00:07:05.720 --> 00:07:08.720]  其實我們領受了恩典之後
[00:07:08.720 --> 00:07:12.720]  我們有沒有將神當自己的主宰
[00:07:12.720 --> 00:07:14.720]  自己作主的那個人呢?
[00:07:14.720 --> 00:07:16.720]  所以第一點
[00:07:16.720 --> 00:07:20.720]  我們若果要做一個虔誠的信徒
[00:07:20.720 --> 00:07:22.720]  就是我們要在恩典裡
[00:07:22.720 --> 00:07:24.720]  不是放縱自己
[00:07:24.720 --> 00:07:26.720]  而是更加的馴服主
[00:07:26.720 --> 00:07:29.720]  在恩典裡更加馴服主
[00:07:29.720 --> 00:07:31.720]  恩典不是讓我們放縱
[00:07:31.720 --> 00:07:34.720]  反而是領受了恩典之後
[00:07:34.720 --> 00:07:37.720]  我們要存著感恩敬畏的心
[00:07:37.720 --> 00:07:39.720]  但是我們看到作者說
