
[00:00:00.000 --> 00:00:01.800]  兩姐妹平安!
[00:00:01.800 --> 00:00:06.520]  最近在數學和上帝的智慧的講道系列,
[00:00:06.520 --> 00:00:10.000]  我們都說了這個世界是極其不穩定的,
[00:00:10.000 --> 00:00:12.880]  各種的變化我們都趕不上。
[00:00:12.880 --> 00:00:17.540]  只有永恆不變的上帝才是人生真正的依靠。
[00:00:17.540 --> 00:00:21.520]  上帝的創造裡面,我們多次講了,
[00:00:21.520 --> 00:00:23.660]  數學是很特別的。
[00:00:23.660 --> 00:00:26.180]  所以有人說數學是最美的語言,
[00:00:26.180 --> 00:00:28.920]  因為它能夠有很清楚的規律。
[00:00:28.920 --> 00:00:32.300]  上帝的規律是清楚得不得了,
[00:00:32.300 --> 00:00:34.560]  有些是一加一等於二,
[00:00:34.560 --> 00:00:36.760]  這是鐵定的規律。
[00:00:36.760 --> 00:00:39.900]  我們就看見數學是由上帝的創造。
[00:00:39.900 --> 00:00:41.560]  在這個世界裡面的創造,
[00:00:41.560 --> 00:00:46.340]  也反映出世界裡面有很奇妙的神的智慧的創造。
[00:00:46.340 --> 00:00:49.640]  我們這個講道系列,前面講了幾講了。
[00:00:49.640 --> 00:00:53.520]  第一講,我們是說零加零等於零。
[00:00:53.520 --> 00:00:56.280]  這是數學的定律,零加零等於零。
[00:00:56.280 --> 00:01:01.820]  我們看到的經文是:人種的是什麼,收的也是什麼。
[00:01:01.820 --> 00:01:06.860]  你不要沒有付出,就想要得到成果。
[00:01:06.860 --> 00:01:10.600]  所以聖經說,人種的是什麼,收的是什麼。
[00:01:10.600 --> 00:01:16.040]  你要家裡有更多愛,你就要付出更多愛。
[00:01:16.040 --> 00:01:20.440]  第二講,我們就看到數學裡面的對等規律。
[00:01:20.440 --> 00:01:23.320]  A加B就等於B加A。
[00:01:23.320 --> 00:01:27.620]  只要那個數值是一樣的,那個秩序不重要。
[00:01:27.620 --> 00:01:29.560]  聖經告訴我們,
[00:01:29.560 --> 00:01:34.220]  耶穌說的變成一個黃金法律、法則,
[00:01:34.220 --> 00:01:40.260]  就是你們願意人怎樣待你們,你們也要怎樣待人。
[00:01:40.260 --> 00:01:45.000]  這裡我們看見主耶穌教導的這個非常非常重要的教導,
[00:01:45.000 --> 00:01:48.600]  已經讓很多人都受用不淺。
[00:01:48.600 --> 00:01:51.780]  我們就看到,你願意怎樣待人,
[00:01:51.780 --> 00:01:56.180]  我們就要想,我們是要得到怎樣怎樣的對待。
[00:01:56.180 --> 00:02:00.320]  我們自己有沒有想過,自己是怎樣待人的對等規律。
[00:02:00.320 --> 00:02:05.920]  我們看到上帝對我們的愛,是超過了對等的,超過了對等的。
[00:02:05.920 --> 00:02:09.600]  我們雖然對上帝不好,但上帝竟然是怎麼樣呢?
[00:02:09.600 --> 00:02:12.300]  竟然是以祂的恩典憐憫。
[00:02:12.300 --> 00:02:16.940]  然後我們又看到,基督徒之間如果有一個比較成熟的,
[00:02:16.940 --> 00:02:18.740]  有一個剛剛信主的,
[00:02:18.740 --> 00:02:22.400]  那個成熟的是比較有能力用神的恩典,
[00:02:22.400 --> 00:02:25.040]  來先踏出那一步的,用神的恩典,
[00:02:25.040 --> 00:02:29.920]  使到這個規律恢復平衡,不至於這個規律又失衡了。
[00:02:29.920 --> 00:02:34.360]  基督徒跟非基督徒之間,我覺得這句話是對基督徒說的,
[00:02:34.360 --> 00:02:40.320]  因為我們既然有神的愛,我們既然有神的智慧,有神的信心,
[00:02:40.320 --> 00:02:44.760]  如果我們跟別人的關係有個僵局,僵在那裡,
[00:02:44.760 --> 00:02:49.360]  誰比較有能力是走出那第一步呢?應該是信主的人。
[00:02:49.360 --> 00:02:55.640]  我們就要真的是破掉這個僵局,使到我們的關係回到一個對等。
[00:02:55.640 --> 00:03:01.160]  那麼第三講,我們是說這個數學定律裡面有正值乘以負值呢?
[00:03:01.160 --> 00:03:03.060]  還是乘以負值呢?
[00:03:03.060 --> 00:03:08.460]  不管你是不是有一百萬、一億什麼,你只要有一個負值,
[00:03:08.460 --> 00:03:12.080]  你所有的就變成了負數,對嗎?
[00:03:12.080 --> 00:03:16.800]  聖經裡面我們看見,它這麼說,你們這自誇是不好的,
[00:03:16.800 --> 00:03:22.000]  豈不知一點教,一點面教能使全團發起來嗎?
[00:03:22.000 --> 00:03:25.460]  這是保羅跟教會說的,保羅跟教會說,
[00:03:25.460 --> 00:03:30.600]  不要以為有這些罪惡,你們還要容忍,
[00:03:30.600 --> 00:03:34.280]  小小的罪惡會變成很大的罪惡,對嗎?
[00:03:34.280 --> 00:03:39.760]  所以我們就看到,你不要以為生命裡面一直有很多做對的事情,
[00:03:39.760 --> 00:03:42.600]  可是我們看見很多人的人生,
[00:03:42.600 --> 00:03:46.880]  一件事情它很糟糕地在那件事情上跌倒了,
[00:03:46.880 --> 00:03:49.960]  前面整個人生好像就垮了。
[00:03:49.960 --> 00:03:54.080]  所以聖經裡面看到我們,豈不知一點面教,
[00:03:54.080 --> 00:03:56.760]  就是全團發起來嗎?
[00:03:56.760 --> 00:03:59.240]  所以數學裡面的規律也讓我們看到,
[00:03:59.240 --> 00:04:02.120]  一個負數、一個負值影響很大的,
[00:04:02.120 --> 00:04:05.560]  不管你前面有多大的正值都沒有用,
[00:04:05.560 --> 00:04:10.960]  不只是一筆勾銷,而且可能還會造成更大的禍患。
[00:04:10.960 --> 00:04:14.280]  就比如說,很有領導能力的領袖,
[00:04:14.280 --> 00:04:20.120]  如果他有很嚴重的問題,他可能會影響更多的人,對嗎?
[00:04:20.120 --> 00:04:23.160]  我們看到一個不好的總統,就會帶來什麼呢?
[00:04:23.160 --> 00:04:25.880]  很大很大的混亂,對嗎?
[00:04:25.880 --> 00:04:28.640]  那麼今天我們要看第四講,
[00:04:28.640 --> 00:04:34.400]  從數學看神的智慧講到系列第四講,我們要講無限大。
[00:04:34.400 --> 00:04:39.240]  英文叫infinity,無限、永恆。
[00:04:39.240 --> 00:04:43.600]  所以今天看的經文是《出埃及記》的第三章十四節。
[00:04:43.600 --> 00:04:46.640]  這裡剛才大家一起跟主席讀了,
[00:04:46.640 --> 00:04:48.040]  神對摩西說:
[00:04:48.040 --> 00:04:52.120]  「我是自由擁有的,自由擁有,自己存在的。」
[00:04:52.120 --> 00:04:54.520]  自由擁有的,自己就存在了,
[00:04:54.520 --> 00:04:56.320]  不需要別人創造它的,
[00:04:56.320 --> 00:05:04.600]  自由,而且不是短暫存在,是永遠存在,永遠存在。
[00:05:04.600 --> 00:05:08.000]  祂說,要對以色列這麼說,對選民這麼說,
[00:05:08.000 --> 00:05:13.040]  那自由的,打發我到你們這裡來。
[00:05:13.040 --> 00:05:18.920]  好,那麼我們要看一樣東西,就是什麼呢?
[00:05:18.920 --> 00:05:23.360]  我們的特徵,這個是什麼?指紋。
[00:05:23.360 --> 00:05:30.280]  我們的特徵,人,人有什麼特徵呢?
[00:05:30.280 --> 00:05:36.000]  我們的特徵是我們有一種渴望,促使我們有所追求。
[00:05:36.000 --> 00:05:39.000]  不管你是什麼背景,不管你是什麼情況,
[00:05:39.000 --> 00:05:43.040]  每個人都有渴望,有些渴望,有些追求的。
[00:05:43.040 --> 00:05:46.160]  我用一個簡單的例子,是大家都很熟悉的,
[00:05:46.160 --> 00:05:48.000]  讀書的時候肯定讀過的,
[00:05:48.000 --> 00:05:51.920]  就是這個Marslow Hierarchy of Needs Theory,
[00:05:51.920 --> 00:05:56.120]  翻譯成什麼,失落的需求層級理論。
[00:05:56.120 --> 00:06:00.520]  他說,人類會有,每個人都會有不同的層面的理論,
[00:06:00.520 --> 00:06:07.600]  從最基本的,一直到最超越的,超然的追求,人的渴望。
[00:06:07.600 --> 00:06:09.840]  最低的是什麼呢?生理需求。
[00:06:09.840 --> 00:06:17.760]  他說,我要吃得飽,我餓了,我可能餓死了,生理需求。
[00:06:17.760 --> 00:06:20.280]  第二是什麼呢?安全需求。
[00:06:20.280 --> 00:06:22.640]  我要住在一個比較安全的地方,
[00:06:22.640 --> 00:06:28.280]  因為我最近看見附近的森林有老虎,很危險,
[00:06:28.280 --> 00:06:32.280]  我要住到安全一點,安全需求。
[00:06:32.280 --> 00:06:34.560]  人吃飽了,他會想安全。
[00:06:34.560 --> 00:06:39.640]  然後呢,安全的,我有愛,愛和歸屬的需求。
[00:06:39.640 --> 00:06:45.880]  我不只是吃飽,安全,我還有需要愛,第四,尊重。
[00:06:45.880 --> 00:06:48.760]  我除了愛,我還需要被尊重。
[00:06:48.760 --> 00:06:52.800]  然後呢,認知,我要有知識。
[00:06:52.800 --> 00:06:56.200]  然後還要審美,審美需求。
[00:06:56.200 --> 00:07:02.080]  那麼,自我實現需求,然後最後超越的需求。
[00:07:02.080 --> 00:07:06.400]  熟悉 Maslow Hierarchy of Needs 的弟兄姊妹,
[00:07:06.400 --> 00:07:10.280]  已經看到了這是一個進化版了,對嗎?
[00:07:10.280 --> 00:07:15.040]  那個普通版只有五個層面而已,對吧?五個層面而已,這個是進化版了。
