
[00:00:00.000 --> 00:00:05.500]  在上一次我一月頭的sermon裡面說的部分,我提過新和舊
[00:00:05.500 --> 00:00:13.000]  我也說我是老人家,因為我發現結婚後會被人當作是叫uncle
[00:00:13.000 --> 00:00:16.000]  我經常想,我都不是50歲的人被人叫uncle
[00:00:16.000 --> 00:00:22.000]  那些小朋友會叫你uncle,所以隨便吧
[00:00:22.000 --> 00:00:26.000]  我上次說我是老人家,但大家應該也是老人家
[00:00:26.000 --> 00:00:31.000]  我希望你會是,起碼你不會這麼快回到天家
[00:00:31.000 --> 00:00:36.000]  所以大概如果是這樣的話,我們往往是有一個struggle
[00:00:36.000 --> 00:00:42.000]  我們說新和舊,新和舊往往是有些對比
[00:00:42.000 --> 00:00:46.000]  上次我用了一幅圖作對比
[00:00:46.000 --> 00:00:51.000]  但我們去想,除了我們成長的時候,成長是沒有選擇的
[00:00:51.000 --> 00:00:56.000]  例如我們將會有人入大學,或者已經在大學的人
[00:00:56.000 --> 00:00:58.000]  你是被迫要接受一些新的東西
[00:00:58.000 --> 00:01:01.000]  但很多時候人也是被迫的
[00:01:01.000 --> 00:01:06.000]  我們人的習性是習慣的東西很舒服,你會不想變
[00:01:06.000 --> 00:01:10.000]  所以我想大家用三秒時間想一件事
[00:01:10.000 --> 00:01:12.000]  通常轉變有幾個原因
[00:01:12.000 --> 00:01:17.000]  第一個就是剛才說的升學,無論你是去外國讀書也好
[00:01:17.000 --> 00:01:22.000]  你去大學畢業出來職場,我們有些helper在當中
[00:01:22.000 --> 00:01:25.000]  你出來職場一段時間,或者你轉工
[00:01:25.000 --> 00:01:30.000]  我知道有些helper是轉過工,轉過幾次工
[00:01:30.000 --> 00:01:33.000]  但有時候是一些crisis,一些危機
[00:01:33.000 --> 00:01:37.000]  例如是情緒crisis,例如是關係crisis
[00:01:37.000 --> 00:01:41.000]  朋友關係也會有crisis,你不是只有拍拖或結婚才有crisis
[00:01:41.000 --> 00:01:44.000]  朋友也有,所以不要只說分手不分手
[00:01:44.000 --> 00:01:47.000]  但可以的,三十秒來幹什麼呢?
[00:01:47.000 --> 00:01:50.000]  我想你想一件事,直到你這一刻人生為止
[00:01:50.000 --> 00:01:54.000]  你覺得最對你來說是crisis moment
[00:01:54.000 --> 00:02:00.000]  你覺得,如果你說我跌了腳,斷了腳也是OK的
[00:02:00.000 --> 00:02:01.000]  因為可能對你來說是
[00:02:01.000 --> 00:02:06.000]  我給你三十秒時間去想你人生經歷過最crisis的moment
[00:02:06.000 --> 00:02:09.000]  然後跟你旁邊的那個分享一下
[00:02:09.000 --> 00:02:12.000]  當然你不要看旁邊的,如果沒有的就請你找個人分享
[00:02:12.000 --> 00:02:16.000]  如果沒有的就請你找個人分享
[00:02:16.000 --> 00:02:21.000]  我聽到有人分享,你可以再說一會,自己照
[00:02:21.000 --> 00:02:23.000]  但我會先照過這條
[00:02:23.000 --> 00:02:26.000]  我不知道crisis是什麼
[00:02:26.000 --> 00:02:30.000]  我聽到一些,我也是說的
[00:02:30.000 --> 00:02:35.000]  不是死了人那些才是crisis
[00:02:35.000 --> 00:02:38.000]  我們的人隨著年紀增長
[00:02:38.000 --> 00:02:41.000]  正常你會增長的,你知不知道也好,也要增長
[00:02:41.000 --> 00:02:45.000]  年紀越大你會發現,可能過往你覺得很大的事情
[00:02:45.000 --> 00:02:48.000]  其實後來看回不是很嚴重
[00:02:48.000 --> 00:02:52.000]  但人生每個階段總有些事情是你發現你面對不到
[00:02:52.000 --> 00:02:55.000]  或者你不知道怎樣去跨過
[00:02:55.000 --> 00:02:58.000]  好了,說完了,不好意思,因為時間關係說完了
[00:02:58.000 --> 00:03:02.000]  你可以在小組再分享這個問題
[00:03:02.000 --> 00:03:05.000]  我們crisis為什麼這麼重要
[00:03:05.000 --> 00:03:09.000]  中文叫危機,你有危就有機
[00:03:09.000 --> 00:03:16.000]  但如果你不懂得去面對危機,就不會變成機會
[00:03:16.000 --> 00:03:20.000]  所以今天我們去說,其實crisis往往就是一個
[00:03:20.000 --> 00:03:23.000]  讓我們想有什麼我們要繼續呢
[00:03:23.000 --> 00:03:27.000]  有什麼我們要改變呢
[00:03:27.000 --> 00:03:33.000]  新還是舊,所以上次說新舊不只是用什麼器材
[00:03:33.000 --> 00:03:35.000]  或者不是用什麼software
[00:03:35.000 --> 00:03:38.000]  我們人說的新舊可能是我們的mindset
[00:03:38.000 --> 00:03:41.000]  今天會看遠一點的歷史
[00:03:41.000 --> 00:03:44.000]  一段我們可能經常提到的,在雙文裡
[00:03:44.000 --> 00:03:47.000]  但其實到今天不會說很多detail
[00:03:47.000 --> 00:03:50.000]  但至少我們會有一點印象的事情
[00:03:50.000 --> 00:03:54.000]  在舊約和新約中間發生過一件事
[00:03:54.000 --> 00:03:56.000]  舊約的最後發生了一件事
[00:03:56.000 --> 00:03:59.000]  你看圖會不會想到是什麼事呢
[00:03:59.000 --> 00:04:01.000]  舊約發生過一件事
[00:04:01.000 --> 00:04:05.000]  是最後的部分,接近結尾的部分
[00:04:05.000 --> 00:04:10.000]  我聽到中文了,英文是XR
[00:04:10.000 --> 00:04:14.000]  我們有時會說英文的XR,中文是秘魯
[00:04:14.000 --> 00:04:16.000]  秘魯是什麼意思呢
[00:04:16.000 --> 00:04:21.000]  如果大家記得以色列人是在今天的以色列地
[00:04:21.000 --> 00:04:23.000]  但有一段時間他們不在那裡
[00:04:23.000 --> 00:04:26.000]  你知道有一段時間他們不在那裡
[00:04:26.000 --> 00:04:30.000]  有一段時間他們被移居到哪裡呢
[00:04:30.000 --> 00:04:33.000]  移居到今天你大概想到的伊朗那個地方
[00:04:33.000 --> 00:04:37.000]  什麼事呢,當然如果用歷史的角度就是打輸了
[00:04:37.000 --> 00:04:43.000]  所以你看到這幅圖是人們打輸了,被人強迫遷徙
[00:04:43.000 --> 00:04:48.000]  當然我們說以色列人這樣做是因為上帝罰他們去拜偶像
[00:04:48.000 --> 00:04:50.000]  今天我們不是討論這個位置
[00:04:50.000 --> 00:04:54.000]  我們討論他們去到那裡之後的事情
[00:04:54.000 --> 00:04:59.000]  當然你用今天來說,有沒有人真的去過以色列和伊朗呢
[00:04:59.000 --> 00:05:01.000]  我想知道有沒有人去過
[00:05:01.000 --> 00:05:04.000]  有,OK,應該以色列你不會去到
[00:05:04.000 --> 00:05:06.000]  現在可能去到,你剛剛停了火
[00:05:06.000 --> 00:05:08.000]  伊朗有沒有人去過呢
[00:05:08.000 --> 00:05:10.000]  我沒有,其實我沒有
[00:05:10.000 --> 00:05:14.000]  我沒有去過,我不知道有沒有機會去
[00:05:14.000 --> 00:05:17.000]  其實今天的路程,我上網去搜索
[00:05:17.000 --> 00:05:21.000]  其實由以色列,如果以你的資訊
[00:05:21.000 --> 00:05:24.000]  你知道現在以色列到伊朗中間是沒有什麼直航機的
[00:05:24.000 --> 00:05:28.000]  你不可以說直航機,基本上是沒有
[00:05:28.000 --> 00:05:32.000]  但是如果真的要坐飛機去飛,幾個小時的距離
[00:05:32.000 --> 00:05:34.000]  但是當年,這個是今天的距離
[00:05:34.000 --> 00:05:38.000]  今天我們有WhatsApp,我們有Zoom,我們有Online,我們有飛機
[00:05:38.000 --> 00:05:40.000]  當然很快
[00:05:40.000 --> 00:05:43.000]  但是對當時的人來說,你想像他們由以色列
[00:05:43.000 --> 00:05:46.000]  沒有網絡的那時候
[00:05:46.000 --> 00:05:48.000]  不是今天去旅行
[00:05:48.000 --> 00:05:51.000]  他們是被人強迫離開自己家
[00:05:51.000 --> 00:05:54.000]  去到他們心目中很遠的地方
[00:05:54.000 --> 00:05:56.000]  就是距離
[00:05:56.000 --> 00:06:00.000]  雖然今天距離,物理上距離很近
[00:06:00.000 --> 00:06:02.000]  但是你大概想像,就好像我們一些explorer
[00:06:02.000 --> 00:06:05.000]  去了exchange,甚至去了外國讀書
[00:06:05.000 --> 00:06:07.000]  那種距離,你這樣想
[00:06:07.000 --> 00:06:10.000]  當然我本來想,有時候有些難去到給一個例子
[00:06:10.000 --> 00:06:12.000]  關於這一類的crisis
[00:06:12.000 --> 00:06:16.000]  但是在上星期和一個explorer去吃飯的時候
[00:06:16.000 --> 00:06:19.000]  說起一件事,我就想起一件事可以類比一下
[00:06:19.000 --> 00:06:22.000]  不完全一樣的,但是性質是類似的
[00:06:22.000 --> 00:06:26.000]  你猜一下這些是什麼人?
[00:06:26.000 --> 00:06:28.000]  這個什麼文字?你猜一下
[00:06:28.000 --> 00:06:33.000]  西班牙文,這些是什麼人?你猜一下
[00:06:33.000 --> 00:06:36.000]  是,難民,什麼難民呢?
[00:06:36.000 --> 00:06:41.000]  是,猜不到正常人,因為沒有任何企業
[00:06:41.000 --> 00:06:46.000]  這張相片我看的新聞是報那些想進美國的難民
[00:06:46.000 --> 00:06:50.000]  我估計大家不是經常看新聞
[00:06:50.000 --> 00:06:54.000]  但是上星期和explorer吃飯,說起讀書等等
[00:06:54.000 --> 00:06:59.000]  他提到美國,如果你有留意
[00:06:59.000 --> 00:07:01.000]  美國現在是收緊了難民政策
[00:07:01.000 --> 00:07:05.000]  你知道某位仁兄上了台就會收緊
[00:07:05.000 --> 00:07:08.000]  我們不去討論那些對與錯的東西
[00:07:08.000 --> 00:07:12.000]  如果以今天的例子去想,就是難民
[00:07:12.000 --> 00:07:15.000]  我想比較容易一點,你今天會看到
[00:07:15.000 --> 00:07:18.000]  當然我們今天坐在這裡應該不是難民
[00:07:18.000 --> 00:07:21.000]  但是至少以色列人的狀況,你就這樣去想
[00:07:21.000 --> 00:07:23.000]  甚至比這些還要差
[00:07:23.000 --> 00:07:26.000]  我不是說他們很需要去幫助
[00:07:26.000 --> 00:07:30.000]  但是至少今天你會有一個媒體去告訴你這些人存在
[00:07:30.000 --> 00:07:33.000]  但是在聖經的年代是沒有這樣的media
[00:07:33.000 --> 00:07:36.000]  不會有人跟你說,是不是要照顧到他們的需要
[00:07:36.000 --> 00:07:39.000]  家庭的需要,各樣的人權的事情
[00:07:39.000 --> 00:07:43.000]  所以對以色列人來說是crisis
[00:07:43.000 --> 00:07:47.000]  正如你看到這個對他們來說,進不了美國是crisis
[00:07:47.000 --> 00:07:51.000]  這張相片我看到的就是他們在墨西哥邊境
[00:07:51.000 --> 00:07:53.000]  我理解的
[00:07:53.000 --> 00:07:56.000]  所以就是這樣的狀況
[00:07:56.000 --> 00:08:00.000]  所以今天我們說的比較簡單的問題
[00:08:00.000 --> 00:08:01.000]  他回答的是什麼呢
[00:08:01.000 --> 00:08:04.000]  在crisis的時候,在困難
[00:08:04.000 --> 00:08:07.000]  甚至是在我們挑戰的時候
[00:08:07.000 --> 00:08:10.000]  到底我怎樣去決定我未來的方向呢
[00:08:10.000 --> 00:08:12.000]  就是新和舊
[00:08:12.000 --> 00:08:15.000]  我們往往會覺得是不是要試一些新的方法呢
[00:08:15.000 --> 00:08:17.000]  是不是要試一些新的模式呢
[00:08:17.000 --> 00:08:20.000]  這個大概都是以色列人去想的東西
[00:08:20.000 --> 00:08:22.000]  所以今天第一個point是什麼呢
[00:08:22.000 --> 00:08:24.000]  今天我們主要說兩個point
[00:08:24.000 --> 00:08:26.000]  第一個point是我們
[00:08:26.000 --> 00:08:29.000]  沒錯,我們有些舊的東西我們是要
[00:08:29.000 --> 00:08:31.000]  用記得這個字
[00:08:31.000 --> 00:08:33.000]  其實也可以說堅持一些舊的東西
[00:08:33.000 --> 00:08:35.000]  但是這個舊
[00:08:35.000 --> 00:08:38.000]  有些東西我們可能是要學習放下的
[00:08:38.000 --> 00:08:40.000]  這樣說是有點複雜的
[00:08:40.000 --> 00:08:42.000]  所以我會直接進入我們今天看的經文
[00:08:42.000 --> 00:08:44.000]  今天會看兩段的經文
[00:08:44.000 --> 00:08:46.000]  都相信是出自於
[00:08:46.000 --> 00:08:51.000]  有一段是秘魯的其他經文
[00:08:51.000 --> 00:08:53.000]  以下看的這段以塞雅書
[00:08:53.000 --> 00:08:55.000]  其實都和他們有些關係
[00:08:55.000 --> 00:08:57.000]  和這些人有些關係
[00:08:57.000 --> 00:09:00.000]  我們今天看兩段的經文
[00:09:00.000 --> 00:09:04.000]  這段是以塞雅書43章18到19節
[00:09:04.000 --> 00:09:06.000]  我會列出中英文的
[00:09:06.000 --> 00:09:08.000]  但是我想大家讀中文的
[00:09:08.000 --> 00:09:10.000]  也讀一讀經文吧
[00:09:10.000 --> 00:09:12.000]  你讀不到也試一下吧
[00:09:12.000 --> 00:09:14.000]  1,2,3
[00:09:14.000 --> 00:09:16.000]  夜禍華如此說
[00:09:16.000 --> 00:09:18.000]  你們不要記念從前的事
[00:09:18.000 --> 00:09:20.000]  也不要思想古時的事
[00:09:20.000 --> 00:09:23.000]  看啊,我要做一件新事
[00:09:23.000 --> 00:09:25.000]  如今要發言
[00:09:25.000 --> 00:09:27.000]  你們豈不知道嗎
[00:09:27.000 --> 00:09:29.000]  我必在曠野開道路
[00:09:29.000 --> 00:09:31.000]  在沙漠開江河
[00:09:31.000 --> 00:09:35.000]  通常人在危機中
[00:09:35.000 --> 00:09:37.000]  或者在一些困難中
[00:09:37.000 --> 00:09:39.000]  通常會做一件事
[00:09:39.000 --> 00:09:41.000]  不知道你們有沒有做過
[00:09:41.000 --> 00:09:43.000]  第一就是
[00:09:43.000 --> 00:09:45.000]  如果我這樣就好了
[00:09:45.000 --> 00:09:47.000]  如果我不怎樣就好了
[00:09:47.000 --> 00:09:49.000]  有沒有人想過這件事
[00:09:49.000 --> 00:09:51.000]  在危機的時候
[00:09:51.000 --> 00:09:53.000]  大家不想的嗎
[00:09:53.000 --> 00:09:55.000]  大家這麼正面的嗎
[00:09:55.000 --> 00:09:57.000]  第二個就是
[00:09:57.000 --> 00:09:59.000]  會不會有人敢去幫我
[00:09:59.000 --> 00:10:01.000]  過往有人敢去幫我
[00:10:01.000 --> 00:10:03.000]  過往有人敢去做OK
[00:10:03.000 --> 00:10:05.000]  有沒有人想過這件事
[00:10:05.000 --> 00:10:07.000]  好像沒有
[00:10:07.000 --> 00:10:09.000]  好像沒有危機
[00:10:09.000 --> 00:10:11.000]  這段經文裡面說了一件事
[00:10:11.000 --> 00:10:13.000]  我高亮了一些字眼
[00:10:13.000 --> 00:10:15.000]  神去對一群這樣的人
[00:10:15.000 --> 00:10:17.000]  一群難民
[00:10:17.000 --> 00:10:19.000]  我用難民去形容
[00:10:19.000 --> 00:10:21.000]  祂說你們不要去記念
[00:10:21.000 --> 00:10:23.000]  從前的事
[00:10:23.000 --> 00:10:25.000]  也不要思想古時的事
[00:10:25.000 --> 00:10:27.000]  其實你不明白這段是說什麼古時的事
[00:10:27.000 --> 00:10:29.000]  就是過往的什麼事
[00:10:29.000 --> 00:10:33.000]  其實這個要借上一兩節去回答
[00:10:33.000 --> 00:10:35.000]  其實以賽亞書43
[00:10:35.000 --> 00:10:37.000]  前兩節說的內容是說什麼呢
[00:10:37.000 --> 00:10:39.000]  我讀這次
[00:10:39.000 --> 00:10:41.000]  他說夜和華在滄海中開道
[00:10:41.000 --> 00:10:43.000]  在大水中開路
[00:10:43.000 --> 00:10:47.000]  使車兩馬匹軍兵用士都出來
[00:10:47.000 --> 00:10:49.000]  一同躺下不再起來
[00:10:49.000 --> 00:10:53.000]  他們滅沒好像熄滅的燈火
[00:10:53.000 --> 00:10:55.000]  好
[00:10:55.000 --> 00:10:57.000]  問問大家
[00:10:57.000 --> 00:10:59.000]  你覺得這段說什麼
[00:10:59.000 --> 00:11:01.000]  紅海
[00:11:01.000 --> 00:11:03.000]  是
[00:11:03.000 --> 00:11:05.000]  紅海
[00:11:05.000 --> 00:11:07.000]  為什麼會有這段
[00:11:07.000 --> 00:11:09.000]  為什麼剛才那段
[00:11:09.000 --> 00:11:11.000]  說古時的事前面有這個呢
[00:11:11.000 --> 00:11:13.000]  大概一個可能的原因是
[00:11:13.000 --> 00:11:15.000]  對以色列人來說
[00:11:15.000 --> 00:11:17.000]  他們就想
[00:11:17.000 --> 00:11:19.000]  好像上帝這樣做過
[00:11:19.000 --> 00:11:21.000]  不好意思,這裡有些黑
[00:11:21.000 --> 00:11:23.000]  他這樣做過
[00:11:23.000 --> 00:11:25.000]  他可不可以再來一次呢
[00:11:25.000 --> 00:11:27.000]  他可不可以重複呢
[00:11:27.000 --> 00:11:29.000]  我們人的慣性是
[00:11:29.000 --> 00:11:31.000]  那樣東西是可行的
[00:11:31.000 --> 00:11:33.000]  那你就再做一次
[00:11:33.000 --> 00:11:35.000]  你就再做一次這樣的方法
[00:11:35.000 --> 00:11:37.000]  當然對以色列來說
[00:11:37.000 --> 00:11:39.000]  可能是什麼呢
[00:11:39.000 --> 00:11:41.000]  就是你直接帶我們回去
[00:11:41.000 --> 00:11:43.000]  你就直接去打這些壞人
[00:11:43.000 --> 00:11:45.000]  他拐了我們去
[00:11:45.000 --> 00:11:47.000]  你就帶我們回去
[00:11:47.000 --> 00:11:49.000]  這個是當時以色列人
[00:11:49.000 --> 00:11:51.000]  的情況
[00:11:51.000 --> 00:11:53.000]  危機裡面
[00:11:53.000 --> 00:11:55.000]  我們往往容易想一些
[00:11:55.000 --> 00:11:57.000]  我們熟習的模式
[00:11:57.000 --> 00:11:59.000]  我們的下意識
[00:11:59.000 --> 00:12:01.000]  我們可能會下意識去想
[00:12:01.000 --> 00:12:03.000]  我們有一些的回應
[00:12:03.000 --> 00:12:05.000]  但是在經文裡面
[00:12:05.000 --> 00:12:07.000]  說什麼呢
[00:12:07.000 --> 00:12:09.000]  你們不要去紀念
[00:12:09.000 --> 00:12:11.000]  也不要去思想古時的事
[00:12:11.000 --> 00:12:13.000]  是
[00:12:13.000 --> 00:12:15.000]  經文說什麼
[00:12:15.000 --> 00:12:17.000]  他說你要去到
[00:12:17.000 --> 00:12:19.000]  你要知道一件新的事情
[00:12:19.000 --> 00:12:21.000]  當然今天我們未必下這麼大的危機
[00:12:21.000 --> 00:12:23.000]  但是如果我們想
[00:12:23.000 --> 00:12:25.000]  例如我們的
[00:12:25.000 --> 00:12:27.000]  我不知道你有沒有試過信仰上的危機
[00:12:27.000 --> 00:12:29.000]  我不知道,可能有人還沒有
[00:12:29.000 --> 00:12:31.000]  可能我年紀還不夠大
[00:12:31.000 --> 00:12:33.000]  我不知道會不會有時候會覺得
[00:12:33.000 --> 00:12:35.000]  其實聖經說的東西對不對呢
[00:12:35.000 --> 00:12:37.000]  我祈禱有沒有人聽呢
[00:12:37.000 --> 00:12:39.000]  為什麼我祈的東西得不到呢
[00:12:39.000 --> 00:12:41.000]  我一直
[00:12:41.000 --> 00:12:43.000]  有時候那個危機可以是這樣來的
[00:12:43.000 --> 00:12:45.000]  你好像覺得很小的事情,但是危機可以這樣出現
[00:12:45.000 --> 00:12:47.000]  這個時候就會去
[00:12:47.000 --> 00:12:49.000]  看到底我們的古時的事是什麼呢
[00:12:49.000 --> 00:12:51.000]  可能今天
[00:12:51.000 --> 00:12:53.000]  對我們來說
[00:12:53.000 --> 00:12:55.000]  古時的事可以是一些我們很開心的
[00:12:55.000 --> 00:12:57.000]  經驗
[00:12:57.000 --> 00:12:59.000]  我想我們這個世代
[00:12:59.000 --> 00:13:01.000]  比較重視我們的情感
[00:13:01.000 --> 00:13:03.000]  我們的感覺
[00:13:03.000 --> 00:13:05.000]  但是感覺我會說是重要的
[00:13:05.000 --> 00:13:07.000]  因為信仰不只是一個
[00:13:07.000 --> 00:13:09.000]  知識,我經常說
[00:13:09.000 --> 00:13:11.000]  信仰是我們整個人的生命的頭
[00:13:11.000 --> 00:13:13.000]  但是有時候我們
[00:13:13.000 --> 00:13:15.000]  很容易會想
