
[00:00:00.000 --> 00:00:03.000]  各位弟兄姐妹 大家平安
[00:00:03.000 --> 00:00:06.000]  Shalom
[00:00:06.000 --> 00:00:09.000]  大家在主內都有主阿賴的平安
[00:00:09.000 --> 00:00:12.000]  那麼很感恩 今天是聖餐主日
[00:00:12.000 --> 00:00:15.000]  也是我們相聚的日子
[00:00:15.000 --> 00:00:18.000]  特別能夠來到教會大家庭裡面
[00:00:18.000 --> 00:00:21.000]  我們要一起思想的主題呢
[00:00:21.000 --> 00:00:24.000]  就帶出了剛才的這節的問候語
[00:00:24.000 --> 00:00:27.000]  我們要一起思想的主題呢
[00:00:27.000 --> 00:00:30.000]  我們要一起思想的主題呢
[00:00:30.000 --> 00:00:33.000]  也是耶和華他特別的一個
[00:00:33.000 --> 00:00:36.000]  這個複合的名字
[00:00:36.000 --> 00:00:39.000]  耶和華沙龍
[00:00:39.000 --> 00:00:42.000]  那麼在過往和大家的分享當中
[00:00:42.000 --> 00:00:45.000]  分別講到了耶和華他不同的
[00:00:45.000 --> 00:00:48.000]  而且我們常會見到的複合的名字
[00:00:48.000 --> 00:00:51.000]  分別會有耶和華以樂
[00:00:51.000 --> 00:00:54.000]  讓我們看到耶和華必預備
[00:00:54.000 --> 00:00:57.000]  耶和華寧息 神是驚奇
[00:00:57.000 --> 00:01:00.000]  也就是得勝的標記
[00:01:00.000 --> 00:01:03.000]  還有就是耶和華拉法
[00:01:03.000 --> 00:01:06.000]  神是醫治我們的
[00:01:06.000 --> 00:01:09.000]  包括今天的耶和華沙龍
[00:01:09.000 --> 00:01:12.000]  神是賜平安的神
[00:01:12.000 --> 00:01:15.000]  那麼就如同剛才和大家的問候一樣
[00:01:15.000 --> 00:01:18.000]  沙龍就是希伯來文的Shalom
[00:01:18.000 --> 00:01:21.000]  那麼他的意思就是平安的意思
[00:01:21.000 --> 00:01:24.000]  這個也是在猶太人的傳統裡面
[00:01:24.000 --> 00:01:27.000]  他們互相問安的一句話語
[00:01:27.000 --> 00:01:30.000]  他們互相問安的一句話語
[00:01:30.000 --> 00:01:33.000]  大家見面就會像我們大家見面一樣
[00:01:33.000 --> 00:01:36.000]  大家平安他們就會問Shalom
[00:01:36.000 --> 00:01:39.000]  代表著平安與我們同在
[00:01:39.000 --> 00:01:42.000]  代表著平安與我們同在
[00:01:42.000 --> 00:01:45.000]  那麼在分享這個主題的時候呢
[00:01:45.000 --> 00:01:48.000]  也邀請大家我們一起來禱告
[00:01:48.000 --> 00:01:51.000]  天父我們感謝你
[00:01:51.000 --> 00:01:54.000]  你的愛與我們同在
[00:01:54.000 --> 00:01:57.000]  當在你的愛中的時候
[00:01:57.000 --> 00:02:00.000]  我們就明白有主的平安是何等的寶貴
[00:02:00.000 --> 00:02:03.000]  我們也把今天聆聽主你真道的時間
[00:02:03.000 --> 00:02:06.000]  恭敬的交託在主的手中
[00:02:06.000 --> 00:02:09.000]  拋完主你的話語
[00:02:09.000 --> 00:02:12.000]  帶著主你的平安
[00:02:12.000 --> 00:02:15.000]  就進入到我們的生命裡面
[00:02:15.000 --> 00:02:18.000]  祝福十五天的福分
[00:02:18.000 --> 00:02:21.000]  更多榮耀我們的主
[00:02:21.000 --> 00:02:24.000]  願我口中的話語
[00:02:24.000 --> 00:02:27.000]  眾弟兄姊妹的心懷意念
[00:02:27.000 --> 00:02:30.000]  都得蒙天父上帝你的願啊
[00:02:30.000 --> 00:02:33.000]  同心禱告奉主明求
[00:02:33.000 --> 00:02:36.000]  好 那麼大家剛才在主席的帶領下
[00:02:36.000 --> 00:02:39.000]  讀了詩詩記
[00:02:39.000 --> 00:02:42.000]  這個也是我們讀經計畫四月
[00:02:42.000 --> 00:02:45.000]  那麼講到的呢
[00:02:45.000 --> 00:02:48.000]  就是講到了其中的一位詩詩
[00:02:48.000 --> 00:02:51.000]  積澱 那麼在十一節以前呢
[00:02:51.000 --> 00:02:54.000]  交代了整個故事的起因啊
[00:02:54.000 --> 00:02:57.000]  事件的起因
[00:02:57.000 --> 00:03:00.000]  一開始就有交代
[00:03:00.000 --> 00:03:03.000]  以色列人誘行耶和華
[00:03:03.000 --> 00:03:06.000]  眼中看為惡的事
[00:03:06.000 --> 00:03:09.000]  所以我們就明白整個的標準
[00:03:09.000 --> 00:03:12.000]  是在這裡的
[00:03:12.000 --> 00:03:15.000]  神也把他所有的誡命
[00:03:15.000 --> 00:03:18.000]  吩咐給了他的子民
[00:03:18.000 --> 00:03:21.000]  可惜他的子民呢
[00:03:21.000 --> 00:03:24.000]  一錯再錯 錯而呢
[00:03:24.000 --> 00:03:27.000]  又陷入到了罪惡當中
[00:03:27.000 --> 00:03:30.000]  以至耶和華就把整個的以色列民
[00:03:30.000 --> 00:03:33.000]  交在了米殿人手裡邊
[00:03:33.000 --> 00:03:36.000]  七年 以至於這七年當中啊
[00:03:36.000 --> 00:03:39.000]  要躲避米殿人的攻擊啊
[00:03:39.000 --> 00:03:42.000]  在山中呢 要挖穴 挖洞
[00:03:42.000 --> 00:03:45.000]  建造營寨來躲避啊
[00:03:45.000 --> 00:03:48.000]  非常的苦
[00:03:48.000 --> 00:03:51.000]  而且呢 因著這個起因呢
[00:03:51.000 --> 00:03:54.000]  還引致了後果啊
[00:03:54.000 --> 00:03:57.000]  這個時候呢 不單是米殿人啦
[00:03:57.000 --> 00:04:00.000]  還有亞馬利人 這個東方的人呢
[00:04:00.000 --> 00:04:03.000]  都來攻打他們
[00:04:03.000 --> 00:04:06.000]  還不算啊 還帶著營寨來了
[00:04:06.000 --> 00:04:09.000]  住在他們那裡啊
[00:04:09.000 --> 00:04:12.000]  搶掠他們每逢收到的果子
[00:04:12.000 --> 00:04:15.000]  收到的收種 收種之後
[00:04:15.000 --> 00:04:18.000]  把他收 把他搶走
[00:04:18.000 --> 00:04:21.000]  以至於呢 他們的所住的地方呢
[00:04:21.000 --> 00:04:24.000]  受到了摧毀啊
[00:04:24.000 --> 00:04:27.000]  有經文在形容這些外敵來犯的時候呢
[00:04:27.000 --> 00:04:30.000]  甚至像蝗蟲那樣多啊
[00:04:30.000 --> 00:04:33.000]  人和駱駝呢
[00:04:33.000 --> 00:04:36.000]  無數 數不清楚
[00:04:36.000 --> 00:04:39.000]  可以看到人數又多
[00:04:39.000 --> 00:04:42.000]  破壞力呢 又大
[00:04:42.000 --> 00:04:45.000]  那麼在接下來呢 我特別呢
[00:04:45.000 --> 00:04:48.000]  想用三個方面啊
[00:04:48.000 --> 00:04:51.000]  就代表了當時
[00:04:51.000 --> 00:04:54.000]  以色列民還有基店
[00:04:54.000 --> 00:04:57.000]  他們的人生經歷和認知的過程
[00:04:57.000 --> 00:05:00.000]  來怎麼樣來看他們理解的
[00:05:00.000 --> 00:05:03.000]  神的平安的
[00:05:03.000 --> 00:05:06.000]  首先呢 第一點
[00:05:06.000 --> 00:05:09.000]  在他們屈居困境中呢
[00:05:09.000 --> 00:05:12.000]  他們渴望平安
[00:05:12.000 --> 00:05:15.000]  在那個時候啊 經文記載
[00:05:15.000 --> 00:05:18.000]  印著彼殿人的緣故 急起窮乏
[00:05:18.000 --> 00:05:21.000]  想要平安啦 找到一個方法
[00:05:21.000 --> 00:05:24.000]  趕快的來呼求耶和華
[00:05:24.000 --> 00:05:27.000]  那時候呢 在十節
[00:05:27.000 --> 00:05:30.000]  我們可以看到啊 六節的時候是呼求
[00:05:30.000 --> 00:05:33.000]  在第十節呢 神對他們有回應
[00:05:33.000 --> 00:05:36.000]  其實也對他們的以色列民是一個教導啊
[00:05:36.000 --> 00:05:39.000]  你們之所以這樣
[00:05:39.000 --> 00:05:42.000]  是有原因啊
[00:05:42.000 --> 00:05:45.000]  我是耶和華 你們的上帝
[00:05:45.000 --> 00:05:48.000]  你們住在亞摩利人的地
[00:05:48.000 --> 00:05:51.000]  不可敬畏他們的神啊
[00:05:51.000 --> 00:05:54.000]  你們有神啊
[00:05:54.000 --> 00:05:57.000]  你們認識的這位神 是掌管天地萬有的神
[00:05:57.000 --> 00:06:00.000]  帶領你們經歷了如此多的神蹟
[00:06:00.000 --> 00:06:03.000]  帶你們進入到了應許之地以後
[00:06:03.000 --> 00:06:06.000]  你們卻拜了一般人
[00:06:06.000 --> 00:06:09.000]  外般人的神
[00:06:09.000 --> 00:06:12.000]  以至於遭受到了這樣的苦況
[00:06:12.000 --> 00:06:15.000]  你們竟不聽從我的話
[00:06:15.000 --> 00:06:18.000]  所以呢 我們在這節看到啊
[00:06:18.000 --> 00:06:21.000]  人有呼求 神有回應
[00:06:21.000 --> 00:06:24.000]  教導 以至於呢
[00:06:24.000 --> 00:06:27.000]  接下來 神有他的幫助
[00:06:27.000 --> 00:06:30.000]  當時的以色列民 他們處於苦況當中
[00:06:30.000 --> 00:06:33.000]  對於我們今天的基督徒
[00:06:33.000 --> 00:06:36.000]  也會處於各樣的苦景裡邊
[00:06:36.000 --> 00:06:39.000]  我們在各樣的境況裡邊
[00:06:39.000 --> 00:06:42.000]  都還會有人尋找平安的方法
[00:06:42.000 --> 00:06:45.000]  有的人他沒有認識耶和華
[00:06:45.000 --> 00:06:48.000]  他沒有認識耶和華
[00:06:48.000 --> 00:06:51.000]  他沒有認識耶和華
[00:06:51.000 --> 00:06:54.000]  他好像求一個平安符
[00:06:54.000 --> 00:06:57.000]  掛在車裡啊 掛在包上啊
[00:06:57.000 --> 00:07:00.000]  好像就代表了我有平安了
[00:07:00.000 --> 00:07:03.000]  有的人呢 他的平安呢
[00:07:03.000 --> 00:07:06.000]  要來自於外在的一些的安全感
[00:07:06.000 --> 00:07:09.000]  好像我可以拿得住 可以支配
[00:07:09.000 --> 00:07:12.000]  可以安身之所
[00:07:12.000 --> 00:07:15.000]  這是我平安的來源
[00:07:15.000 --> 00:07:18.000]  就像當時的以色列民一樣
[00:07:18.000 --> 00:07:23.000]  他們進入了亞茉莉人的地的時候呢
[00:07:23.000 --> 00:07:27.000]  又認識到他們外邦人的一些的神啊
[00:07:27.000 --> 00:07:32.000]  其中就包括了巴力和亞瑟拉
[00:07:32.000 --> 00:07:35.000]  在外邦人的傳統裡邊去呢
[00:07:35.000 --> 00:07:38.000]  這兩位神呢 分別代表了
[00:07:38.000 --> 00:07:41.000]  豐收 土壤 肥沃
