
[00:00:00.000 --> 00:00:04.000]  (自上次會議舉行至今發出的資料文件)
[00:00:04.240 --> 00:00:05.720]  各位大兄姊妹平安
[00:00:05.720 --> 00:00:07.920]  真是好 可以見到大家
[00:00:07.920 --> 00:00:09.880]  上次有幾次講到
[00:00:09.880 --> 00:00:12.240]  下面都沒有人的 只是錄影
[00:00:12.240 --> 00:00:17.680]  今天是聖餐門訓主日
[00:00:17.680 --> 00:00:19.200]  我們會看的經文是
[00:00:19.200 --> 00:00:21.720]  新命記十四章全章
[00:00:21.720 --> 00:00:27.120]  信息題目是神聖的子民
[00:00:27.120 --> 00:00:28.960]  因為這個名字
[00:00:29.400 --> 00:00:34.720]  出現在今天的經文中的第二和第二十一節
[00:00:34.720 --> 00:00:36.960]  大家一定會看到
[00:00:36.960 --> 00:00:41.120]  經文也講到神聖子民要遵守的規條
[00:00:41.120 --> 00:00:45.200]  不知道大家聽到這個
[00:00:45.200 --> 00:00:49.040]  神聖子民的名稱有什麼感覺呢
[00:00:49.040 --> 00:00:52.600]  這個名字大家可能會想到
[00:00:52.600 --> 00:00:54.560]  在彼得前書二章九節
[00:00:54.560 --> 00:00:57.680]  講到基督徒是被揀選的族類
[00:00:58.640 --> 00:01:00.640]  有君尊的祭司
[00:01:00.640 --> 00:01:02.040]  聖義的國度
[00:01:02.040 --> 00:01:03.760]  屬神的子民
[00:01:03.760 --> 00:01:06.840]  這篇經文
[00:01:06.840 --> 00:01:10.480]  使基督徒認為自己信了主之後
[00:01:10.480 --> 00:01:12.720]  就有祭司的身份
[00:01:12.720 --> 00:01:18.920]  和與牧師傳道人平等的屬靈權利
[00:01:18.920 --> 00:01:22.840]  更加有監督他們的責任
[00:01:22.840 --> 00:01:27.040]  我在美國的時候認識一個牧師
[00:01:28.200 --> 00:01:30.440]  他開設在美國一間教會牧會的時候
[00:01:30.440 --> 00:01:35.120]  執事會要求他每天將所做過的事情
[00:01:35.120 --> 00:01:39.040]  在什麼時候做過什麼
[00:01:39.040 --> 00:01:41.520]  列在表上記下來
[00:01:41.520 --> 00:01:44.560]  除了在教會的工作
[00:01:44.560 --> 00:01:48.360]  在家裡什麼時候刷牙
[00:01:48.360 --> 00:01:50.680]  什麼時候吃飯等等時間
[00:01:50.680 --> 00:01:52.960]  都要列在表上
[00:01:52.960 --> 00:01:57.520]  之後就要告訴相關的執事
[00:01:58.400 --> 00:01:59.080]  為什麼
[00:01:59.080 --> 00:02:00.880]  因為他們認為
[00:02:00.880 --> 00:02:04.080]  信徒和牧師是平等的
[00:02:04.080 --> 00:02:05.680]  也覺得
[00:02:05.680 --> 00:02:09.160]  要對弟兄姊妹的奉獻負責
[00:02:09.160 --> 00:02:13.760]  就要監督牧師所用的時間
[00:02:13.760 --> 00:02:17.960]  這位牧師聽了之後沒有說什麼
[00:02:17.960 --> 00:02:19.360]  接著就做
[00:02:19.360 --> 00:02:21.280]  每天記下所有的事情
[00:02:21.280 --> 00:02:23.800]  過了幾個月之後
[00:02:25.000 --> 00:02:27.600]  執事會都覺得自己做得不對
[00:02:27.600 --> 00:02:30.560]  再沒有這個要求
[00:02:30.560 --> 00:02:34.200]  大家不用擔心
[00:02:34.200 --> 00:02:38.040]  港府執事會對牧師傳人很好
[00:02:38.040 --> 00:02:40.120]  都很信任我們
[00:02:40.120 --> 00:02:41.440]  沒有這個要求
[00:02:41.440 --> 00:02:45.520]  以上可能是一個比較極端的例子
[00:02:45.520 --> 00:02:47.680]  但在信徒裡面
[00:02:47.680 --> 00:02:49.320]  有不少人
[00:02:49.320 --> 00:02:50.480]  以為信了
[00:02:50.480 --> 00:02:52.800]  就已經成為一個聖潔的人
[00:02:54.360 --> 00:02:56.720]  比非基督徒更加聖潔
[00:02:56.720 --> 00:02:59.280]  就看不起他們
[00:02:59.280 --> 00:03:01.520]  言行舉止裡面
[00:03:01.520 --> 00:03:03.920]  真的覺得他們高高在上
[00:03:03.920 --> 00:03:05.920]  神聖幫我執法
[00:03:05.920 --> 00:03:09.040]  另外有些信徒
[00:03:09.040 --> 00:03:10.760]  在教會服侍一會兒
[00:03:10.760 --> 00:03:13.720]  修過一些神學的課程
[00:03:13.720 --> 00:03:17.560]  就覺得自己比其他基督徒更加淑靈
[00:03:17.560 --> 00:03:20.200]  就批評其他人懶散
[00:03:20.200 --> 00:03:23.800]  不工作等等
[00:03:24.800 --> 00:03:26.800]  這些行為和態度
[00:03:26.800 --> 00:03:30.800]  是和神聖的子民的認知有關
[00:03:30.800 --> 00:03:34.800]  神聖的子民是什麼呢?
[00:03:34.800 --> 00:03:39.800]  我們會從今天經裡面
[00:03:39.800 --> 00:03:41.800]  思考神聖的子民的三個方面
[00:03:41.800 --> 00:03:44.800]  第一至二節
[00:03:44.800 --> 00:03:47.800]  我們會看什麼是神聖的子民
[00:03:47.800 --> 00:03:49.800]  三至二十九節
[00:03:49.800 --> 00:03:52.800]  神聖的子民要做什麼呢?
[00:03:52.800 --> 00:03:53.800]  最後
[00:03:53.800 --> 00:03:58.800]  為什麼神會選人成為神聖的子民?
[00:03:58.800 --> 00:04:01.800]  讓我們一起祈禱
[00:04:01.800 --> 00:04:05.800]  請愛父神
[00:04:05.800 --> 00:04:07.800]  感謝祢賜下祢的話語
[00:04:07.800 --> 00:04:10.800]  讓我們能夠更多認識祢
[00:04:10.800 --> 00:04:13.800]  在以下信息裡
[00:04:13.800 --> 00:04:15.800]  求祢的聖靈與我們同在
[00:04:15.800 --> 00:04:18.800]  讓說的聽的
[00:04:18.800 --> 00:04:20.800]  都能夠更多明白祢的心意
[00:04:21.800 --> 00:04:23.800]  讓我們的生命
[00:04:23.800 --> 00:04:26.800]  能更多地隨遇於祢
[00:04:26.800 --> 00:04:28.800]  禱告感恩
[00:04:28.800 --> 00:04:30.800]  是奉靠祢獨身來自耶穌基督
[00:04:30.800 --> 00:04:32.800]  寶貴的名字
[00:04:32.800 --> 00:04:33.800]  阿們
[00:04:33.800 --> 00:04:37.800]  讓我們在第一和第二節裡
[00:04:37.800 --> 00:04:38.800]  看看
[00:04:38.800 --> 00:04:41.800]  神聖的子民是什麼
[00:04:41.800 --> 00:04:43.800]  讓我們一起讀
[00:04:43.800 --> 00:04:46.800]  你們是耶路華
[00:04:46.800 --> 00:04:48.800]  你們神的兒女
[00:04:49.800 --> 00:04:51.800]  不可為了死人
[00:04:51.800 --> 00:04:53.800]  割化自己
[00:04:53.800 --> 00:04:56.800]  也不可使額上光禿
[00:04:56.800 --> 00:04:59.800]  因為你是屬耶華
[00:04:59.800 --> 00:05:01.800]  屬耶華
[00:05:01.800 --> 00:05:02.800]  你神
[00:05:02.800 --> 00:05:03.800]  神聖的子民
[00:05:03.800 --> 00:05:06.800]  耶華從地面上的萬民中
[00:05:06.800 --> 00:05:07.800]  揀選了你
[00:05:07.800 --> 00:05:10.800]  作自己寶貴的子民
[00:05:10.800 --> 00:05:13.800]  從這兩節經文裡
[00:05:13.800 --> 00:05:14.800]  我們可以看到
[00:05:14.800 --> 00:05:16.800]  神聖子民的身份
[00:05:16.800 --> 00:05:18.800]  他們是神的兒女
[00:05:18.800 --> 00:05:20.800]  是屬於神的
[00:05:20.800 --> 00:05:24.800]  是神在萬民中揀選出來
[00:05:24.800 --> 00:05:26.800]  作自己寶貴的子民
[00:05:26.800 --> 00:05:28.800]  這樣
[00:05:28.800 --> 00:05:30.800]  什麼才算神聖呢
[00:05:30.800 --> 00:05:33.800]  神聖
[00:05:33.800 --> 00:05:36.800]  希伯來的原文是Kadosh
[00:05:36.800 --> 00:05:38.800]  其實有兩個意思
[00:05:38.800 --> 00:05:39.800]  第一個
[00:05:39.800 --> 00:05:40.800]  是聖潔
[00:05:40.800 --> 00:05:42.800]  英文是Sacred
[00:05:42.800 --> 00:05:44.800]  神聖
[00:05:44.800 --> 00:05:45.800]  是值得崇敬的意思
[00:05:46.800 --> 00:05:48.800]  好像在會幕裡的致勝所
[00:05:48.800 --> 00:05:50.800]  Holy of Holies
[00:05:50.800 --> 00:05:53.800]  是猶太教最聖義的地方
[00:05:53.800 --> 00:05:56.800]  所以和學本將Kadosh
[00:05:56.800 --> 00:05:58.800]  翻譯為聖潔
[00:05:58.800 --> 00:06:01.800]  和修本的翻譯
[00:06:01.800 --> 00:06:03.800]  我們今天用的經文
[00:06:03.800 --> 00:06:04.800]  是相近的神聖
[00:06:04.800 --> 00:06:08.800]  但是希伯來文Kadosh
[00:06:08.800 --> 00:06:10.800]  還有另一個意思
[00:06:10.800 --> 00:06:12.800]  就是分別為聖
[00:06:12.800 --> 00:06:13.800]  英文是
[00:06:13.800 --> 00:06:16.800]  To set apart as holy
[00:06:16.800 --> 00:06:18.800]  呂鎮忠譯本是
[00:06:18.800 --> 00:06:20.800]  最接近這個意思的中文譯本
[00:06:20.800 --> 00:06:22.800]  將Kadosh
[00:06:22.800 --> 00:06:24.800]  翻譯為聖潔
[00:06:24.800 --> 00:06:27.800]  全句的翻譯是
[00:06:27.800 --> 00:06:30.800]  因為你是聖潔的子民
[00:06:30.800 --> 00:06:32.800]  屬永恆主
[00:06:32.800 --> 00:06:34.800]  你的上帝
[00:06:34.800 --> 00:06:36.800]  這個和
[00:06:36.800 --> 00:06:39.800]  New Living Translation的翻譯相同
[00:06:39.800 --> 00:06:42.800]  You have been set apart as holy
[00:06:42.800 --> 00:06:44.800]  to the Lord your God
[00:06:44.800 --> 00:06:45.800]  就是說
[00:06:45.800 --> 00:06:47.800]  以色列人
[00:06:47.800 --> 00:06:49.800]  是神所分別出來
[00:06:49.800 --> 00:06:50.800]  成為聖的人
[00:06:50.800 --> 00:06:52.800]  但是
[00:06:52.800 --> 00:06:54.800]  當神揀選以色列人
[00:06:54.800 --> 00:06:57.800]  成為神聖的子民的時候
[00:06:57.800 --> 00:07:01.800]  他們是不是已經成了聖呢?
[00:07:01.800 --> 00:07:03.800]  或者
[00:07:03.800 --> 00:07:04.800]  這個成聖
[00:07:04.800 --> 00:07:06.800]  是將來的事呢?
[00:07:06.800 --> 00:07:09.800]  你還沒記寫一章
[00:07:09.800 --> 00:07:11.800]  45節
[00:07:12.800 --> 00:07:14.800]  神對以色列人說
[00:07:14.800 --> 00:07:16.800]  你們要成為聖
[00:07:16.800 --> 00:07:18.800]  因為我是
[00:07:18.800 --> 00:07:19.800]  神聖的
[00:07:19.800 --> 00:07:20.800]  就是說
[00:07:20.800 --> 00:07:22.800]  那時候
[00:07:22.800 --> 00:07:24.800]  他們還沒成聖
[00:07:24.800 --> 00:07:28.800]  英文的翻譯更加清楚
[00:07:28.800 --> 00:07:30.800]  You shall be holy
[00:07:30.800 --> 00:07:32.800]  所以
[00:07:32.800 --> 00:07:33.800]  成為聖
[00:07:33.800 --> 00:07:35.800]  是一個將來事態的動詞
[00:07:35.800 --> 00:07:38.800]  所以
[00:07:38.800 --> 00:07:40.800]  當神揀選以色列人
