
[00:00:00.000 --> 00:00:02.000]  謝謝,早安
[00:00:02.000 --> 00:00:08.000]  很榮幸能在香港與你一起
[00:00:08.000 --> 00:00:13.000]  特別是從伯特爾罕來到這裡
[00:00:13.000 --> 00:00:17.000]  我所在的地區是基督的國土
[00:00:17.000 --> 00:00:22.000]  我所在的地區是基督的國土
[00:00:22.000 --> 00:00:29.000]  我所在的地區是基督的國土
[00:00:29.000 --> 00:00:33.000]  我帶給你們的是基督教教會的招待
[00:00:33.000 --> 00:00:37.000]  我曾經在這裡服務
[00:00:37.000 --> 00:00:40.000]  從耶穌救了我到現在
[00:00:40.000 --> 00:00:45.000]  我還帶給你們的是基督教教會的招待
[00:00:45.000 --> 00:00:47.000]  我不知道你們有多少人知道
[00:00:47.000 --> 00:00:49.000]  但在巴勒斯坦有一個教會
[00:00:49.000 --> 00:00:51.000]  在加沙有一個教會
[00:00:51.000 --> 00:00:54.000]  在基督教教會有一個教會
[00:00:54.000 --> 00:00:56.000]  他們今天早上跟我們一樣
[00:00:56.000 --> 00:00:58.000]  其實是幾個小時前
[00:00:58.000 --> 00:01:02.000]  香港和耶路撒冷的六小時之差
[00:01:02.000 --> 00:01:03.000]  他們就像我們一樣
[00:01:03.000 --> 00:01:05.000]  在幾個小時內聚集在一起
[00:01:05.000 --> 00:01:06.000]  來參拜
[00:01:06.000 --> 00:01:08.000]  他們唱著相似的歌曲
[00:01:08.000 --> 00:01:11.000]  你們唱的歌曲大多都是阿拉伯文
[00:01:11.000 --> 00:01:12.000]  你們知道嗎
[00:01:12.000 --> 00:01:14.000]  你們知道阿拉伯文
[00:01:14.000 --> 00:01:18.000]  也會用來教會、說話、祈禱嗎
[00:01:18.000 --> 00:01:20.000]  你們知道嗎
[00:01:20.000 --> 00:01:22.000]  你們知道阿拉伯文
[00:01:22.000 --> 00:01:24.000]  是那天聖經日
[00:01:24.000 --> 00:01:28.000]  是聖經日
[00:01:28.000 --> 00:01:30.000]  你們知道嗎
[00:01:30.000 --> 00:01:32.000]  我的國家巴勒斯坦
[00:01:32.000 --> 00:01:38.000]  已經有兩千年了
[00:01:38.000 --> 00:01:40.000]  它從來沒有離開
[00:01:40.000 --> 00:01:42.000]  它一直在那裡
[00:01:42.000 --> 00:01:44.000]  也許它變成了傳統
[00:01:44.000 --> 00:01:45.000]  或是一般的
[00:01:45.000 --> 00:01:47.000]  在那些年代
[00:01:47.000 --> 00:01:48.000]  但巴勒斯坦的教會
[00:01:48.000 --> 00:01:50.000]  一直存在
[00:01:50.000 --> 00:01:53.000]  面對所有的困難
[00:01:53.000 --> 00:01:55.000]  面對所有的情況
[00:01:55.000 --> 00:01:58.000]  那國家一直在經歷
[00:01:58.000 --> 00:02:01.000]  但有一個小小的
[00:02:01.000 --> 00:02:02.000]  信徒
[00:02:02.000 --> 00:02:04.000]  像你們一樣愛耶穌
[00:02:04.000 --> 00:02:05.000]  你們也愛耶穌嗎
[00:02:05.000 --> 00:02:08.000]  我們也愛耶穌
[00:02:08.000 --> 00:02:11.000]  我們也在祈禱祂
[00:02:11.000 --> 00:02:14.000]  我們也在唱著相似的歌曲
[00:02:14.000 --> 00:02:16.000]  因為在這段時間
[00:02:16.000 --> 00:02:19.000]  特別是在這段時間
[00:02:19.000 --> 00:02:21.000]  我們的國家和我們的人民
[00:02:21.000 --> 00:02:23.000]  都在經歷著
[00:02:23.000 --> 00:02:27.000]  最艱難的時刻
[00:02:27.000 --> 00:02:29.000]  確實
[00:02:29.000 --> 00:02:31.000]  這六個月
[00:02:31.000 --> 00:02:34.000]  都很艱難
[00:02:34.000 --> 00:02:37.000]  歷史上最黑暗的時刻
[00:02:37.000 --> 00:02:42.000]  是一段幾十年
[00:02:42.000 --> 00:02:44.000]  或更多的痛苦
[00:02:44.000 --> 00:02:47.000]  特別是對巴勒斯坦人民
[00:02:47.000 --> 00:02:50.000]  和對那些在那裡的教會
[00:02:50.000 --> 00:02:52.000]  都很痛苦
[00:02:52.000 --> 00:02:53.000]  但很遺憾
[00:02:53.000 --> 00:02:55.000]  因為在我國家
[00:02:55.000 --> 00:02:58.000]  經歷著艱難的時刻
[00:02:58.000 --> 00:03:02.000]  很多的基督徒都離開了
[00:03:02.000 --> 00:03:06.000]  從我們在1948年
[00:03:06.000 --> 00:03:08.000]  10%以前的地步
[00:03:08.000 --> 00:03:09.000]  基督徒今天
[00:03:09.000 --> 00:03:10.000]  甚至不再是
[00:03:10.000 --> 00:03:12.000]  巴勒斯坦和以色列的
[00:03:12.000 --> 00:03:14.000]  總人口的1%
[00:03:14.000 --> 00:03:16.000]  他們需要你們的祈禱
[00:03:16.000 --> 00:03:18.000]  這是我為了
[00:03:18.000 --> 00:03:20.000]  在香港和你們的教會
[00:03:20.000 --> 00:03:22.000]  和其他地方
[00:03:22.000 --> 00:03:25.000]  在這週會談的原因
[00:03:25.000 --> 00:03:29.000]  就是要請香港和其他地方的基督徒
[00:03:29.000 --> 00:03:32.000]  為巴勒斯坦教會祈禱
[00:03:32.000 --> 00:03:34.000]  請你們為我們祈禱
[00:03:34.000 --> 00:03:36.000]  請你們在我們面前
[00:03:36.000 --> 00:03:37.000]  領著天主的寶血
[00:03:37.000 --> 00:03:39.000]  讓主會繼續給我們
[00:03:39.000 --> 00:03:41.000]  我們需要的力量
[00:03:41.000 --> 00:03:43.000]  因為有時候
[00:03:43.000 --> 00:03:45.000]  當有戰爭和困難的時候
[00:03:45.000 --> 00:03:47.000]  我們會失去希望
[00:03:47.000 --> 00:03:49.000]  有時候我們會被迫
[00:03:49.000 --> 00:03:50.000]  很多時候
[00:03:50.000 --> 00:03:52.000]  我們只想去別的地方
[00:03:52.000 --> 00:03:53.000]  更加和平的地方
[00:03:53.000 --> 00:03:55.000]  也許來香港
[00:03:55.000 --> 00:03:56.000]  我不知道
[00:03:56.000 --> 00:03:57.000]  這裡和平嗎?
[00:03:57.000 --> 00:03:58.000]  是的
[00:03:58.000 --> 00:04:01.000]  我們祈求你們會繼續和平
[00:04:01.000 --> 00:04:03.000]  讓你們繼續為了耶穌
[00:04:03.000 --> 00:04:05.000]  在香港的生活
[00:04:05.000 --> 00:04:07.000]  我非常感謝你們的祈禱
[00:04:07.000 --> 00:04:09.000]  我也想向你們致謝
[00:04:09.000 --> 00:04:11.000]  所有的基督徒
[00:04:11.000 --> 00:04:12.000]  我代表的
[00:04:12.000 --> 00:04:14.000]  特別是在我領導的教會
[00:04:14.000 --> 00:04:16.000]  是巴勒斯坦教會
[00:04:16.000 --> 00:04:18.000]  巴勒斯坦教會
[00:04:18.000 --> 00:04:20.000]  在巴勒斯坦開始
[00:04:20.000 --> 00:04:22.000]  大概45年前
[00:04:22.000 --> 00:04:24.000]  為教會工作訓練
[00:04:24.000 --> 00:04:26.000]  巴勒斯坦男女
[00:04:26.000 --> 00:04:28.000]  然後我們一直
[00:04:28.000 --> 00:04:30.000]  為教會提供訓練
[00:04:30.000 --> 00:04:32.000]  讓人們了解
[00:04:32.000 --> 00:04:33.000]  神的話
[00:04:33.000 --> 00:04:34.000]  和聖經
[00:04:34.000 --> 00:04:35.000]  在所有層面
[00:04:35.000 --> 00:04:36.000]  在畢業
[00:04:36.000 --> 00:04:37.000]  畢業生
[00:04:37.000 --> 00:04:38.000]  碩士學位
[00:04:38.000 --> 00:04:40.000]  下一年我們會開始
[00:04:40.000 --> 00:04:42.000]  我們的PhD課程
[00:04:42.000 --> 00:04:44.000]  所以感謝你們為我們祈禱
[00:04:44.000 --> 00:04:45.000]  讓我們繼續
[00:04:45.000 --> 00:04:47.000]  信仰我們的呼喚
[00:04:47.000 --> 00:04:48.000]  這是我們的呼喚
[00:04:48.000 --> 00:04:50.000]  為基督徒訓練
[00:04:50.000 --> 00:04:53.000]  為教會工作訓練男女
[00:04:53.000 --> 00:04:55.000]  讓他們成為光芒
[00:04:55.000 --> 00:04:57.000]  無論他們在哪裡
[00:04:57.000 --> 00:04:59.000]  他們會在自己的境界
[00:04:59.000 --> 00:05:00.000]  照耀耶穌的光芒
[00:05:00.000 --> 00:05:02.000]  這是我們的心
[00:05:02.000 --> 00:05:03.000]  這就是我來這裡
[00:05:03.000 --> 00:05:05.000]  我被領導的
[00:05:05.000 --> 00:05:06.000]  你們的教會
[00:05:06.000 --> 00:05:09.000]  在EFCC
[00:05:09.000 --> 00:05:12.000]  Kung Fok教會
[00:05:12.000 --> 00:05:15.000]  要說一段非常重要的文章
[00:05:15.000 --> 00:05:17.000]  在神神神
[00:05:17.000 --> 00:05:18.000]  這段文章
[00:05:18.000 --> 00:05:23.000]  是1 Thessalonians 5:1-11
[00:05:23.000 --> 00:05:26.000]  這確實是一個美麗的
[00:05:26.000 --> 00:05:29.000]  文章
[00:05:29.000 --> 00:05:30.000]  這確實是一個美麗的文章
[00:05:30.000 --> 00:05:32.000]  讓我們勇敢
[00:05:32.000 --> 00:05:35.000]  幫助我們成為光芒
[00:05:35.000 --> 00:05:38.000]  在我們周圍的一切中
[00:05:38.000 --> 00:05:40.000]  我來自一個
[00:05:40.000 --> 00:05:42.000]  非常艱難的境界
[00:05:42.000 --> 00:05:44.000]  非常艱難的國家
[00:05:44.000 --> 00:05:45.000]  一個地方
[00:05:45.000 --> 00:05:47.000]  只有
[00:05:47.000 --> 00:05:48.000]  我會說
[00:05:48.000 --> 00:05:49.000]  只有在這種情況下
[00:05:49.000 --> 00:05:52.000]  在壓迫基督徒
[00:05:52.000 --> 00:05:54.000]  要麼失去信仰
[00:05:54.000 --> 00:05:56.000]  要麼離開
[00:05:56.000 --> 00:05:58.000]  很遺憾地
[00:05:58.000 --> 00:05:59.000]  我總是擔心
[00:05:59.000 --> 00:06:01.000]  我們離開這些國家
[00:06:01.000 --> 00:06:03.000]  離開這些艱難的地方
[00:06:03.000 --> 00:06:05.000]  誰會繼續
[00:06:05.000 --> 00:06:07.000]  在這種黑暗中
[00:06:07.000 --> 00:06:09.000]  燈光和耶穌的光芒
[00:06:09.000 --> 00:06:10.000]  照耀我們
[00:06:10.000 --> 00:06:11.000]  所以我想請你們
[00:06:11.000 --> 00:06:13.000]  為我們祈禱
[00:06:13.000 --> 00:06:17.000]  我們面前這段重要的文章
[00:06:17.000 --> 00:06:19.000]  是一段文章
[00:06:19.000 --> 00:06:21.000]  專注於我們
[00:06:21.000 --> 00:06:24.000]  為什麼我們在這裡
[00:06:24.000 --> 00:06:25.000]  為什麼我們在這裡
[00:06:25.000 --> 00:06:27.000]  所以讓我先
[00:06:27.000 --> 00:06:29.000]  跟你們一起讀這段文章
[00:06:29.000 --> 00:06:32.000]  然後我會反思
[00:06:32.000 --> 00:06:35.000]  一些這段文章
