
[00:00:00.000 --> 00:00:01.480]  早安各位
[00:00:01.480 --> 00:00:05.440]  在今天開始我們講道之前
[00:00:05.440 --> 00:00:06.800]  我想有個禱告
[00:00:06.800 --> 00:00:08.920]  我們一起低頭祈禱
[00:00:08.920 --> 00:00:09.960]  天父我們多謝祢
[00:00:09.960 --> 00:00:11.680]  求祢打開我們每一個人的心
[00:00:11.680 --> 00:00:13.360]  也打開孩子的口
[00:00:13.360 --> 00:00:18.520]  求神讓你賜智慧和能力給孩子
[00:00:18.520 --> 00:00:20.280]  讓祢說出主耶利華語
[00:00:20.280 --> 00:00:21.520]  也讓我們每一個人
[00:00:21.520 --> 00:00:23.400]  今天都有尋求祢的心意
[00:00:23.400 --> 00:00:24.800]  主耶利華求祢讓我們
[00:00:24.800 --> 00:00:27.760]  今天的耳朵聽到神對我們每一個人的說話
[00:00:27.760 --> 00:00:29.160]  感謝祢讚美祢
[00:00:29.160 --> 00:00:30.880]  以信禱告奉主耶穌基督
[00:00:30.880 --> 00:00:32.040]  得勝至求
[00:00:32.040 --> 00:00:32.840]  Amen
[00:00:32.840 --> 00:00:33.200]  好
[00:00:33.200 --> 00:00:35.080]  我今天的題目就是
[00:00:35.080 --> 00:00:36.960]  態度決定深度
[00:00:36.960 --> 00:00:38.400]  這個深度是什麼呢
[00:00:38.400 --> 00:00:41.680]  在開始之前我想給大家看看這段影片
[00:00:41.680 --> 00:00:58.280]  什麼AI我聽到
[00:00:58.280 --> 00:01:00.360]  嘩 你是不是覺得是AI呢
[00:01:00.360 --> 00:01:01.400]  其實不是
[00:01:01.400 --> 00:01:03.360]  是不是Discovery Channel呢
[00:01:03.360 --> 00:01:04.480]  其實也不是
[00:01:04.480 --> 00:01:06.160]  是因為我去了潛水
[00:01:06.160 --> 00:01:07.800]  我在暑假
[00:01:07.800 --> 00:01:11.880]  在潛水裏面我有一個領會
[00:01:11.880 --> 00:01:14.520]  原來在潛水裏面我要有好的意識
[00:01:14.520 --> 00:01:16.840]  例如我要知道自己潛得有多深
[00:01:16.840 --> 00:01:19.240]  我要保持自己有多少氧氣
[00:01:19.240 --> 00:01:20.560]  我要有好的預備
[00:01:20.560 --> 00:01:21.840]  做好和我的buddy
[00:01:21.840 --> 00:01:22.840]  做好buddy chat
[00:01:22.840 --> 00:01:24.280]  我們才知道下水
[00:01:24.280 --> 00:01:27.280]  我們不要突然間掉下BCD
[00:01:27.280 --> 00:01:28.880]  掉下了一些鉛
[00:01:28.880 --> 00:01:30.840]  也要有好的training
[00:01:30.840 --> 00:01:33.680]  我們要找到一個適合我們的教練
[00:01:33.680 --> 00:01:35.840]  也不只是像踩娃娃那樣
[00:01:35.840 --> 00:01:37.120]  去
[00:01:37.120 --> 00:01:38.680]  就這樣下水
[00:01:38.680 --> 00:01:41.320]  而這件事是令我可以保持警覺
[00:01:41.320 --> 00:01:44.880]  有反應的能力在水底面對突發的事
[00:01:44.880 --> 00:01:48.240]  如果我今天怠慢地面對去預備潛水
[00:01:48.240 --> 00:01:50.760]  相對潛水發生的意外
[00:01:50.760 --> 00:01:53.240]  這個風險就會增加
[00:01:53.240 --> 00:01:54.280]  同樣道理
[00:01:54.280 --> 00:01:57.960]  我覺得我們基督徒當人處事都很有這個
