
[00:00:00.000 --> 00:00:06.000]  大家平安
[00:00:06.000 --> 00:00:12.000]  不經不覺我們已經到了生命記十二章
[00:00:12.000 --> 00:00:16.000]  我們今年的經文都是看生命記
[00:00:16.000 --> 00:00:19.000]  之前十一章說的是什麼呢
[00:00:19.000 --> 00:00:28.000]  就是以色列人和他們的神耶和華
[00:00:28.000 --> 00:00:31.000]  去納約是怎樣的呢
[00:00:31.000 --> 00:00:38.000]  記載了他們在出埃及之後的生命
[00:00:38.000 --> 00:00:42.000]  神如何和他們在西奈山納約
[00:00:42.000 --> 00:00:45.000]  然後到今天十二章
[00:00:45.000 --> 00:00:48.000]  十二章其實是第二大段
[00:00:48.000 --> 00:00:53.000]  摩西直接重新講解
[00:00:53.000 --> 00:00:59.000]  神的重要性和如何去做成就律法
[00:00:59.000 --> 00:01:11.000]  我們來看看吧
[00:01:11.000 --> 00:01:14.000]  有句經文我想和大家分享
[00:01:14.000 --> 00:01:18.000]  十誡第一誡
[00:01:18.000 --> 00:01:21.000]  原來在生命記的五章七節
[00:01:21.000 --> 00:01:26.000]  除了我以外你不可有別神
[00:01:26.000 --> 00:01:29.000]  為什麼我會講這句經文呢
[00:01:29.000 --> 00:01:35.000]  原來是講我們今天十二章的經文
[00:01:35.000 --> 00:01:38.000]  納完約之後
[00:01:38.000 --> 00:01:41.000]  摩西都很想這些以色列人
[00:01:41.000 --> 00:01:44.000]  清楚如何去守這條解命
[00:01:44.000 --> 00:01:46.000]  不是講完就算
[00:01:46.000 --> 00:01:49.000]  也是清清楚楚的
[00:01:49.000 --> 00:01:52.000]  除了我以外你不可有別的神
[00:01:52.000 --> 00:01:53.000]  是怎樣做的呢
[00:01:53.000 --> 00:01:57.000]  以色列人是不可以有其他神
[00:01:57.000 --> 00:02:06.000]  意思是以色列人和神之間沒有別神
[00:02:06.000 --> 00:02:09.000]  今天的經文我會直接進去
[00:02:09.000 --> 00:02:14.000]  原來十二章分了三個段落
[00:02:14.000 --> 00:02:16.000]  然後有個總結
[00:02:16.000 --> 00:02:19.000]  第一個是要毀壞一切別神
[00:02:19.000 --> 00:02:25.000]  第二個是要到神所揀選的地方去敬拜
[00:02:25.000 --> 00:02:29.000]  第三個就是要持續敬拜耶和華
[00:02:29.000 --> 00:02:31.000]  最後的總結就是
[00:02:31.000 --> 00:02:37.000]  行耶和華眼中看為正的事
[00:02:37.000 --> 00:02:41.000]  在進入經文之先我們有一個簡單的祈禱
[00:02:41.000 --> 00:02:44.000]  參與主你就是那位自由永久的主
[00:02:44.000 --> 00:02:47.000]  你那位獨一的真神
[00:02:47.000 --> 00:02:49.000]  求你打開我們的心
[00:02:49.000 --> 00:02:52.000]  打開我們的眼
