
[00:00:00.000 --> 00:00:02.000]  各位Explorer,早安
[00:00:02.000 --> 00:00:07.520]  我們這麼快就進入聖誕季節了
[00:00:07.520 --> 00:00:08.520]  快速揮手
[00:00:08.520 --> 00:00:11.040]  誰最喜歡的季節是聖誕節?
[00:00:11.040 --> 00:00:13.680]  哇,也不是很多人
[00:00:13.680 --> 00:00:15.400]  OK,也不要緊
[00:00:15.400 --> 00:00:18.320]  可能有人喜歡夏天,有人喜歡春天
[00:00:18.320 --> 00:00:21.160]  對了,剛才舉手的人
[00:00:21.160 --> 00:00:23.680]  為甚麼你們會這麼喜歡聖誕節
[00:00:23.680 --> 00:00:25.760]  你們喜歡聖誕節的哪一部分呢?
[00:00:25.760 --> 00:00:27.720]  可以叫出來嗎?
[00:00:28.240 --> 00:00:30.080]  我看到Rita剛才舉手了
[00:00:30.080 --> 00:00:31.720]  你最喜歡聖誕節的甚麼
[00:00:31.720 --> 00:00:34.720]  標準答案當然是要預備
[00:00:34.720 --> 00:00:36.480]  耶穌基督的彌林
[00:00:36.480 --> 00:00:40.000]  不標準答案就是商場、購物
[00:00:40.000 --> 00:00:41.280]  薑餅人
[00:00:41.280 --> 00:00:45.960]  對了,Rita最喜歡做曲奇
[00:00:45.960 --> 00:00:47.040]  先看看這邊
[00:00:47.040 --> 00:00:50.160]  還有剛才有人舉手嗎?Elias
[00:00:50.160 --> 00:00:51.160]  Elias
[00:00:51.160 --> 00:00:52.840]  你最喜歡聖誕節的甚麼
[00:00:52.840 --> 00:00:54.000]  去滑雪
[00:00:54.000 --> 00:00:57.160]  去滑雪,好
[00:00:57.200 --> 00:00:58.640]  誰會滑雪?
[00:00:58.640 --> 00:01:03.160]  哇,這是高難度的運動,很厲害
[00:01:03.160 --> 00:01:05.440]  我們也聽到
[00:01:05.440 --> 00:01:08.400]  大家對聖誕節也有些雀躍
[00:01:08.400 --> 00:01:12.160]  我們也進入了章林期
[00:01:12.160 --> 00:01:15.200]  章林期是甚麼呢?考考大家
[00:01:15.200 --> 00:01:17.040]  章林期我們紀念誰呢?
[00:01:17.040 --> 00:01:18.440]  大家應該也知道
[00:01:18.440 --> 00:01:21.600]  好像不太清楚,紀念誰呢?
[00:01:21.600 --> 00:01:23.480]  耶穌,對了
[00:01:23.560 --> 00:01:27.400]  紀念耶穌第一次降臨
[00:01:27.400 --> 00:01:29.920]  其實除了紀念祂第一次降臨
[00:01:29.920 --> 00:01:35.200]  也紀念祂下一輪第二次回來
[00:01:35.200 --> 00:01:37.880]  誰很期待耶穌回來?先看看
[00:01:37.880 --> 00:01:40.920]  沒有人很期待耶穌回來
[00:01:40.920 --> 00:01:42.240]  怎麼辦
[00:01:42.240 --> 00:01:45.640]  好,原來也有的
[00:01:45.640 --> 00:01:47.120]  對,非常好
[00:01:47.840 --> 00:01:49.640]  其實我們今天會看看
[00:01:49.640 --> 00:01:54.480]  有兩個小朋友來到這個世界
[00:01:54.480 --> 00:01:58.240]  我們會看看他們的原生家庭是怎樣
[00:01:58.240 --> 00:01:59.840]  他們的父母做了甚麼
[00:01:59.840 --> 00:02:02.400]  又怎樣來到這裡
[00:02:02.400 --> 00:02:05.360]  先問問,還有沒有表哥、表姐
[00:02:05.360 --> 00:02:07.960]  你們是表姨或表舅父
[00:02:07.960 --> 00:02:11.880]  可能表姐、表哥是有小朋友的
[00:02:11.880 --> 00:02:13.800]  也不是很多
[00:02:13.800 --> 00:02:15.240]  也有一點
[00:02:15.280 --> 00:02:17.800]  一點,也不是很多
[00:02:17.800 --> 00:02:21.360]  但也不要緊,因為大家年輕
[00:02:21.360 --> 00:02:24.480]  表哥、表姐也很年輕
[00:02:24.480 --> 00:02:28.240]  但我自己也是表姨、表舅父
[00:02:28.240 --> 00:02:32.520]  當你看到寶寶的照片時
[00:02:32.520 --> 00:02:34.000]  你就會看到
[00:02:34.000 --> 00:02:37.440]  其實生命來到是很奇妙的
[00:02:37.440 --> 00:02:39.800]  你也很想摸摸他的頭
[00:02:39.800 --> 00:02:42.200]  擠擠他的小腳
[00:02:42.200 --> 00:02:43.400]  類似這樣
