
[00:00:00.000 --> 00:00:02.000]  (掌聲)
[00:00:02.000 --> 00:00:06.000]  那麼弟兄姊妹
[00:00:06.000 --> 00:00:11.000]  今天要跟大家分享的題目是一個臨時的感動
[00:00:11.000 --> 00:00:14.000]  本來我一直在講馬可福音的講道系列
[00:00:14.000 --> 00:00:16.000]  那麼今年是五週年
[00:00:16.000 --> 00:00:17.000]  就有感而發
[00:00:17.000 --> 00:00:22.000]  就想跟大家分享這個侍奉生命的攻防策略
[00:00:22.000 --> 00:00:28.000]  那麼在2016年8月21號
[00:00:28.000 --> 00:00:30.000]  是我們第一篇講道
[00:00:30.000 --> 00:00:32.000]  也就是在這裡
[00:00:32.000 --> 00:00:35.000]  那麼我們那時候是選了四篇
[00:00:35.000 --> 00:00:37.000]  一百三十二篇
[00:00:37.000 --> 00:00:39.000]  講的題目是建立聖殿
[00:00:39.000 --> 00:00:41.000]  其中有兩節
[00:00:41.000 --> 00:00:42.000]  我記得很清楚
[00:00:42.000 --> 00:00:46.000]  是說我要使其中的糧食豐滿
[00:00:46.000 --> 00:00:48.000]  使其中的窮人飽足
[00:00:48.000 --> 00:00:50.000]  我要使祭司披上舊恩
[00:00:50.000 --> 00:00:53.000]  聖明大聲歡呼
[00:00:53.000 --> 00:00:54.000]  那時候我們說
[00:00:54.000 --> 00:00:58.000]  大衛他很想為上帝建立聖殿
[00:00:58.000 --> 00:00:59.000]  上帝對大衛說
[00:00:59.000 --> 00:01:02.000]  我來建立你的家世
[00:01:02.000 --> 00:01:04.000]  我來建立你的國度
[00:01:04.000 --> 00:01:07.000]  我要祝福你的群體
[00:01:07.000 --> 00:01:09.000]  我要使其中糧食豐滿
[00:01:09.000 --> 00:01:11.000]  使其中的窮人飽足
[00:01:11.000 --> 00:01:13.000]  我要使祭司披上舊恩
[00:01:13.000 --> 00:01:15.000]  聖明大聲歡呼
[00:01:15.000 --> 00:01:18.000]  所以在五年前我們說
[00:01:18.000 --> 00:01:21.000]  普通話崇拜將是上帝自己建立的
[00:01:21.000 --> 00:01:24.000]  確確實實上帝在過去五年
[00:01:24.000 --> 00:01:26.000]  將很多很多他所愛的人
[00:01:26.000 --> 00:01:29.000]  從五湖四海招居到這邊
[00:01:29.000 --> 00:01:33.000]  我們在這邊很多人都還沒信主
[00:01:33.000 --> 00:01:35.000]  我們就上啟發課程
[00:01:35.000 --> 00:01:36.000]  在啟發課程的過程中
[00:01:36.000 --> 00:01:38.000]  很多有心被上帝感動
[00:01:38.000 --> 00:01:40.000]  去了解真理的
[00:01:40.000 --> 00:01:41.000]  慢慢的去掙扎
[00:01:41.000 --> 00:01:43.000]  到底這信仰是怎麼一回事
[00:01:43.000 --> 00:01:46.000]  我一輩子就是一個無神論者
[00:01:46.000 --> 00:01:48.000]  突然間要我去了解這個上帝
[00:01:48.000 --> 00:01:49.000]  到底是怎麼一回事
[00:01:49.000 --> 00:01:51.000]  但是我又感受到身邊的人
[00:01:51.000 --> 00:01:54.000]  這麼的真誠又這麼多的愛
[00:01:54.000 --> 00:01:57.000]  慢慢的一個一個的認識了主耶穌
[00:01:57.000 --> 00:01:58.000]  然後就加入了團體
[00:01:58.000 --> 00:02:00.000]  然後就參加了洗禮班
[00:02:00.000 --> 00:02:03.000]  很多都在我們當中受洗了
[00:02:03.000 --> 00:02:05.000]  接下來我們在9月12號的時候
[00:02:05.000 --> 00:02:08.000]  又會有一班人要受洗了
[00:02:08.000 --> 00:02:11.000]  是上帝自己滿滿的祝福了這個群體
[00:02:11.000 --> 00:02:13.000]  而這個群體裡面也有很多的愛
[00:02:13.000 --> 00:02:16.000]  我們不只是在講這個事功成就
[00:02:16.000 --> 00:02:17.000]  那個事功成就
[00:02:17.000 --> 00:02:18.000]  這些都不是太重要
[00:02:18.000 --> 00:02:20.000]  這些都是上帝的榮耀
[00:02:20.000 --> 00:02:22.000]  但是什麼才是最重要呢
[00:02:22.000 --> 00:02:23.000]  我們學會了愛
[00:02:23.000 --> 00:02:25.000]  我們學會了彼此相愛
[00:02:25.000 --> 00:02:26.000]  在這個群體裡面
[00:02:26.000 --> 00:02:29.000]  我們明白上帝為什麼把我們招聚在一起
[00:02:29.000 --> 00:02:31.000]  所以弟兄姊妹
[00:02:31.000 --> 00:02:33.000]  這個是我們五年前的第一篇講道
[00:02:33.000 --> 00:02:37.000]  詩篇132篇建立聖殿
[00:02:37.000 --> 00:02:39.000]  在今天的講道
[00:02:39.000 --> 00:02:42.000]  我們要講的是
[00:02:42.000 --> 00:02:44.000]  我們港福堂國語之家
[00:02:44.000 --> 00:02:47.000]  五週年的特別的一個講題
[00:02:47.000 --> 00:02:50.000]  侍奉生命的攻防策略
[00:02:50.000 --> 00:02:53.000]  那麼這段經文來自尼西米記
[00:02:53.000 --> 00:02:55.000]  第四章第一到二十三節
[00:02:55.000 --> 00:02:58.000]  就是主席帶領我們大家讀的那段經文
[00:02:58.000 --> 00:03:02.000]  好不好我們現在一起同心禱告
[00:03:02.000 --> 00:03:07.000]  天主上帝我們真的是要滿心感謝讚美你
[00:03:07.000 --> 00:03:13.000]  因為真的是只有你才能夠使到我們所做的事情成就
[00:03:13.000 --> 00:03:17.000]  我們知道我們在意的也不是那個人數
[00:03:17.000 --> 00:03:19.000]  雖然你已經祝福了我們很多
[00:03:19.000 --> 00:03:22.000]  我們看見的是每個生命真正的愛你
[00:03:22.000 --> 00:03:24.000]  真正的轉化
[00:03:24.000 --> 00:03:27.000]  真正的是能夠在真理上的知識
[00:03:27.000 --> 00:03:30.000]  在生命上的薰陶
[00:03:30.000 --> 00:03:34.000]  能夠越來越立志願意改變
[00:03:34.000 --> 00:03:35.000]  願意討神喜悅
[00:03:35.000 --> 00:03:37.000]  上帝我看見
[00:03:37.000 --> 00:03:40.000]  我看見你就真的是把這樣的寶貴的生命
[00:03:40.000 --> 00:03:42.000]  放在我們的群體當中
[00:03:42.000 --> 00:03:46.000]  我看見每一個朋友變成弟兄姐妹
[00:03:46.000 --> 00:03:48.000]  我感謝讚美你
[00:03:48.000 --> 00:03:50.000]  神啊我願你的名得榮耀
[00:03:50.000 --> 00:03:53.000]  願你今天在我們的講道中
[00:03:53.000 --> 00:03:54.000]  你教導我們
[00:03:54.000 --> 00:03:56.000]  你今天要跟我們分享的信息
