
[00:00:00.000 --> 00:00:02.000]  好 各位弟兄姊妹平安
[00:00:02.000 --> 00:00:04.020]  很久沒見了
[00:00:04.020 --> 00:00:07.100]  剛才那個照片到哪裡去了
[00:00:07.100 --> 00:00:09.040]  剛才那個
[00:00:09.040 --> 00:00:11.500]  可以再打出來嗎
[00:00:11.500 --> 00:00:14.060]  對啊 你看這個是我嗎
[00:00:14.060 --> 00:00:17.860]  我比這個年輕一點
[00:00:17.860 --> 00:00:22.080]  去年我回來
[00:00:22.080 --> 00:00:24.600]  也回國了 然後坦白說
[00:00:24.600 --> 00:00:28.320]  去年我最後一堂是在這裡講的
[00:00:28.820 --> 00:00:31.300]  講完以後 我真的以為
[00:00:31.300 --> 00:00:33.140]  可能是我最後一次
[00:00:33.140 --> 00:00:36.020]  如果去年你們在 你們應該知道
[00:00:36.020 --> 00:00:38.920]  我回國之前已經發現我的腰
[00:00:38.920 --> 00:00:41.420]  有一個瘤 那個瘤已經是
[00:00:41.420 --> 00:00:43.920]  10公分乘6公分乘6公分
[00:00:43.920 --> 00:00:47.040]  我一直在疼 在我回來之前已經疼
[00:00:47.040 --> 00:00:50.040]  回國也疼 可是我答應了學生
[00:00:50.040 --> 00:00:52.960]  我要回去 等了有3年多沒回去了
[00:00:52.960 --> 00:00:54.800]  所以我也很想回去
[00:00:54.800 --> 00:00:56.800]  所以醫生的允許
[00:00:56.800 --> 00:00:59.180]  我太太也同意 我就回去了
[00:00:59.180 --> 00:01:01.840]  在中國應該講了35堂吧
[00:01:01.840 --> 00:01:04.240]  然後每一堂我記得
[00:01:04.240 --> 00:01:06.240]  我真的當時心態是這樣子
[00:01:06.240 --> 00:01:07.840]  我覺得我每一堂
[00:01:07.840 --> 00:01:09.840]  可能就是我最後一堂
[00:01:09.840 --> 00:01:12.080]  所以每天起來就禱告
[00:01:12.080 --> 00:01:14.080]  求神幫我當天能講完
[00:01:14.080 --> 00:01:15.580]  當天要講得到
[00:01:15.580 --> 00:01:17.580]  感謝神就是35堂
[00:01:17.580 --> 00:01:19.580]  完全講完 然後回來
[00:01:19.580 --> 00:01:21.580]  就在國語區
[00:01:21.580 --> 00:01:23.280]  禮拜五兩個團期講到
[00:01:23.280 --> 00:01:25.580]  然後禮拜天講到 然後就走了
[00:01:25.580 --> 00:01:27.580]  當天 當年
[00:01:27.580 --> 00:01:29.580]  去年我走的時候我在想
[00:01:29.580 --> 00:01:31.580]  還會回來香港嗎
[00:01:31.580 --> 00:01:33.580]  我真的不知道
[00:01:33.580 --> 00:01:35.580]  你看見我現在回來了 就表示我
[00:01:35.580 --> 00:01:37.580]  應該是好了
[00:01:37.580 --> 00:01:39.580]  簡單來講吧 去年回去以後
[00:01:39.580 --> 00:01:41.580]  就是圍多倫多以後
[00:01:41.580 --> 00:01:43.580]  發現那個腰那個瘤
[00:01:43.580 --> 00:01:45.580]  一直在大
[00:01:45.580 --> 00:01:47.580]  到1月11號
[00:01:47.580 --> 00:01:49.580]  就是差不多2個月走之後
[00:01:49.580 --> 00:01:53.580]  那個瘤從10公分乘6公分乘6公分
[00:01:53.580 --> 00:01:57.580]  到了20公分乘12公分乘11公分
[00:01:57.580 --> 00:01:59.580]  所以是很大的一個瘤在哪裡
[00:01:59.580 --> 00:02:02.580]  那麼當時我在醫院也好
[00:02:02.580 --> 00:02:03.580]  在家裡也好
[00:02:03.580 --> 00:02:06.580]  我一直在想可能我今生到此為止了
[00:02:06.580 --> 00:02:08.580]  差不多了
[00:02:08.580 --> 00:02:10.580]  活了60多年 差不多了
[00:02:10.580 --> 00:02:11.580]  我也沒有埋怨
[00:02:11.580 --> 00:02:13.580]  我覺得以後要走就走
[00:02:13.580 --> 00:02:15.580]  也沒有什麼埋怨
[00:02:15.580 --> 00:02:17.580]  感謝神到上月份的時候
[00:02:17.580 --> 00:02:20.580]  其實一直醫生找不出那個問題在哪裡
[00:02:20.580 --> 00:02:22.580]  那個瘤一直在大
[00:02:22.580 --> 00:02:24.580]  但是完全檢查沒有
[00:02:24.580 --> 00:02:26.580]  CT scan, PET scan, biopsy
[00:02:26.580 --> 00:02:28.580]  什麼都做了
[00:02:28.580 --> 00:02:30.580]  找不出什麼問題
[00:02:30.580 --> 00:02:31.580]  所以沒有動手術
[00:02:31.580 --> 00:02:32.580]  也沒有做化療
[00:02:32.580 --> 00:02:33.580]  沒有電療
[00:02:33.580 --> 00:02:34.580]  沒有吃藥
[00:02:34.580 --> 00:02:35.580]  什麼都沒有
[00:02:35.580 --> 00:02:37.580]  到上月份的時候再去叫CT scan
[00:02:37.580 --> 00:02:39.580]  就只有3公分
[00:02:39.580 --> 00:02:41.580]  然後6月12號最後一次叫CT scan
[00:02:41.580 --> 00:02:43.580]  只有一公分
[00:02:43.580 --> 00:02:44.580]  就完全沒有了
[00:02:44.580 --> 00:02:46.580]  基本就完全沒有了
[00:02:46.580 --> 00:02:48.580]  明年上月份
[00:02:48.580 --> 00:02:50.580]  明年上月份再去叫
[00:02:50.580 --> 00:02:51.580]  可能是最後的一次
[00:02:51.580 --> 00:02:53.580]  可能只有一個點
[00:02:53.580 --> 00:02:55.580]  可能就這個
[00:02:55.580 --> 00:02:57.580]  他們就要結束了
[00:02:57.580 --> 00:02:58.580]  就是close file
[00:02:58.580 --> 00:03:00.580]  他們也不想再見我了
[00:03:00.580 --> 00:03:02.580]  我去醫院去了很多次
[00:03:02.580 --> 00:03:04.580]  所以感謝神
[00:03:04.580 --> 00:03:06.580]  我真的覺得人生
[00:03:06.580 --> 00:03:08.580]  不知道明天的
[00:03:08.580 --> 00:03:09.580]  所以我常常說一句話
[00:03:09.580 --> 00:03:11.580]  我們只能數算過去
[00:03:11.580 --> 00:03:13.580]  不能數算將來
[00:03:13.580 --> 00:03:14.580]  對不對
[00:03:14.580 --> 00:03:16.580]  所以每天都要珍惜
[00:03:16.580 --> 00:03:18.580]  我們所有的每一天
[00:03:18.580 --> 00:03:19.580]  每一天
[00:03:19.580 --> 00:03:21.580]  所以今天我跟你們分享
[00:03:21.580 --> 00:03:23.580]  今生來世
[00:03:23.580 --> 00:03:25.580]  我12歲的時候
[00:03:25.580 --> 00:03:27.580]  就已經聽過有關耶穌
[00:03:27.580 --> 00:03:29.580]  很年輕聽過有關耶穌
[00:03:29.580 --> 00:03:30.580]  我記得有人
[00:03:30.580 --> 00:03:31.580]  這個有點回應
[00:03:31.580 --> 00:03:32.580]  對嗎
[00:03:32.580 --> 00:03:33.580]  行嗎
[00:03:33.580 --> 00:03:34.580]  可以
[00:03:34.580 --> 00:03:35.580]  沒有
[00:03:35.580 --> 00:03:36.580]  我聽到有聲音
[00:03:36.580 --> 00:03:38.580]  我耳朵有點問題
[00:03:38.580 --> 00:03:40.580]  那麼聽過耶穌
[00:03:40.580 --> 00:03:41.580]  我還記得也是一個教會
[00:03:41.580 --> 00:03:42.580]  有人請我去
[00:03:42.580 --> 00:03:43.580]  我就上去
[00:03:43.580 --> 00:03:44.580]  在二樓
[00:03:44.580 --> 00:03:45.580]  其實我是要去買菜
[00:03:45.580 --> 00:03:47.580]  可是有人在中途
[00:03:47.580 --> 00:03:48.580]  把我停下來
[00:03:48.580 --> 00:03:49.580]  他說小弟弟
[00:03:49.580 --> 00:03:50.580]  要不要來聽耶穌
[00:03:50.580 --> 00:03:51.580]  聽耶穌
[00:03:51.580 --> 00:03:52.580]  我都不知道什麼書
[00:03:52.580 --> 00:03:53.580]  我都不知道
[00:03:53.580 --> 00:03:54.580]  然後我就去了
[00:03:54.580 --> 00:03:55.580]  我就去
[00:03:55.580 --> 00:03:56.580]  當時很年輕
[00:03:56.580 --> 00:03:57.580]  就去了
[00:03:57.580 --> 00:03:58.580]  然後就聽了
[00:03:58.580 --> 00:03:59.580]  聽了講了一個小時
[00:03:59.580 --> 00:04:00.580]  我真的不知道他在講什麼
[00:04:00.580 --> 00:04:02.580]  一大堆的東西都沒聽過的
[00:04:02.580 --> 00:04:03.580]  到最後他就問了
[00:04:03.580 --> 00:04:05.580]  有誰要信耶穌的
[00:04:05.580 --> 00:04:06.580]  請你舉手
[00:04:06.580 --> 00:04:08.580]  我第一個舉手
[00:04:08.580 --> 00:04:09.580]  其實我不是舉手要信耶穌
[00:04:09.580 --> 00:04:11.580]  我舉手要回家
[00:04:11.580 --> 00:04:12.580]  都聽了一個小時
[00:04:12.580 --> 00:04:13.580]  那麼長了我要回家
[00:04:13.580 --> 00:04:14.580]  買菜不回家
[00:04:14.580 --> 00:04:15.580]  媽媽會擔心的
[00:04:15.580 --> 00:04:16.580]  我就舉手
[00:04:16.580 --> 00:04:17.580]  舉手以後她說
[00:04:17.580 --> 00:04:18.580]  也不能走啊
[00:04:18.580 --> 00:04:19.580]  她給我一張紙
[00:04:19.580 --> 00:04:20.580]  你要寫你的名字
[00:04:20.580 --> 00:04:21.580]  電話地址
[00:04:21.580 --> 00:04:22.580]  我說還要寫嗎
[00:04:22.580 --> 00:04:23.580]  我信了耶穌還要寫嗎
[00:04:23.580 --> 00:04:24.580]  她說要寫的啊
[00:04:24.580 --> 00:04:25.580]  要寫的啊
[00:04:25.580 --> 00:04:26.580]  我就寫了
[00:04:26.580 --> 00:04:27.580]  寫了我表哥的名字
[00:04:27.580 --> 00:04:28.580]  寫了我表姐的地址
[00:04:28.580 --> 00:04:30.580]  寫了我表弟的電話
[00:04:30.580 --> 00:04:31.580]  我說我可以走了嗎
[00:04:31.580 --> 00:04:32.580]  她說可以走
[00:04:32.580 --> 00:04:33.580]  我就走了
[00:04:33.580 --> 00:04:35.580]  這就是我對基督教的一個印象
[00:04:35.580 --> 00:04:36.580]  就是說
[00:04:36.580 --> 00:04:37.580]  讓我信耶穌
[00:04:37.580 --> 00:04:38.580]  然後讓我寫地址
[00:04:38.580 --> 00:04:39.580]  我就這樣子
[00:04:39.580 --> 00:04:40.580]  然後過了很多年很多年
[00:04:40.580 --> 00:04:43.580]  一直都對信仰沒有興趣
[00:04:43.580 --> 00:04:44.580]  我當時
[00:04:44.580 --> 00:04:45.580]  我是16歲左右
[00:04:45.580 --> 00:04:46.580]  我就過來加拿大了
[00:04:46.580 --> 00:04:49.580]  所以16 17歲我就過來加拿大
[00:04:49.580 --> 00:04:50.580]  我當時十幾歲的時候
[00:04:50.580 --> 00:04:52.580]  我覺得人生沒有很簡單
[00:04:52.580 --> 00:04:53.580]  人生很簡單
[00:04:53.580 --> 00:04:55.580]  來了就好好享受
[00:04:55.580 --> 00:04:56.580]  享受完了就走了
[00:04:56.580 --> 00:04:57.580]  就是這樣子
[00:04:57.580 --> 00:04:59.580]  沒有沒有障礙的
[00:04:59.580 --> 00:05:00.580]  我覺得就是這樣子
[00:05:00.580 --> 00:05:02.580]  我從很小的時候
[00:05:02.580 --> 00:05:04.580]  就覺得只有今生沒有來世的
[00:05:04.580 --> 00:05:05.580]  沒有的我覺得
[00:05:05.580 --> 00:05:07.580]  那麼為什麼以前我不信
[00:05:07.580 --> 00:05:08.580]  現在信主呢
[00:05:08.580 --> 00:05:10.580]  我今天就跟你們分享這個題目
[00:05:10.580 --> 00:05:12.580]  大概講一講
[00:05:12.580 --> 00:05:13.580]  其實我來加拿大之前
[00:05:13.580 --> 00:05:15.580]  我在香港的時候讀書
[00:05:15.580 --> 00:05:16.580]  我很不喜歡讀書
[00:05:16.580 --> 00:05:18.580]  我覺得讀書很浪費時間
[00:05:18.580 --> 00:05:19.580]  對嗎
[00:05:19.580 --> 00:05:20.580]  簡簡單單
[00:05:20.580 --> 00:05:23.580]  就是能有飯吃就行了
[00:05:23.580 --> 00:05:24.580]  讀那麼多書幹嘛
[00:05:24.580 --> 00:05:25.580]  那麼累要考試
[00:05:25.580 --> 00:05:26.580]  所以我讀書
[00:05:26.580 --> 00:05:28.580]  我可以說是無性上學
[00:05:28.580 --> 00:05:30.580]  遊手好閒吧
[00:05:30.580 --> 00:05:31.580]  我就這樣一個人
[00:05:31.580 --> 00:05:32.580]  我每一年
[00:05:32.580 --> 00:05:35.580]  我可以通過呢
[00:05:35.580 --> 00:05:37.580]  就是剛剛緊緊的
[00:05:37.580 --> 00:05:38.580]  比方說50分
[00:05:38.580 --> 00:05:40.580]  我就55分吧
[00:05:40.580 --> 00:05:41.580]  大概這樣子
[00:05:41.580 --> 00:05:42.580]  我要求不高
[00:05:42.580 --> 00:05:43.580]  我說不要那麼多
[00:05:43.580 --> 00:05:44.580]  能通過就算了
[00:05:44.580 --> 00:05:45.580]  我就是這樣子
[00:05:45.580 --> 00:05:46.580]  我一般來講
[00:05:46.580 --> 00:05:49.580]  那麼多年在中學都是這樣子
[00:05:49.580 --> 00:05:51.580]  我的排名
[00:05:51.580 --> 00:05:58.580]  都是倒數五名之內
[00:05:58.580 --> 00:05:59.580]  五名之內
[00:05:59.580 --> 00:06:00.580]  我常常說考第幾
[00:06:00.580 --> 00:06:01.580]  我說第四名
[00:06:01.580 --> 00:06:03.580]  倒數第四名
[00:06:03.580 --> 00:06:04.580]  都是這樣子
[00:06:04.580 --> 00:06:05.580]  我爸爸媽媽沒我辦法
[00:06:05.580 --> 00:06:07.580]  所以到1973年
[00:06:07.580 --> 00:06:08.580]  他們覺得沒辦法
[00:06:08.580 --> 00:06:09.580]  就把我送到加拿大
[00:06:09.580 --> 00:06:11.580]  希望換一個環境好一點
[00:06:11.580 --> 00:06:12.580]  你想想看
[00:06:12.580 --> 00:06:14.580]  我到了加拿大有沒有好一點
[00:06:14.580 --> 00:06:17.580]  沒有
[00:06:17.580 --> 00:06:18.580]  我不喜歡讀書
[00:06:18.580 --> 00:06:19.580]  我就是這樣子
[00:06:19.580 --> 00:06:20.580]  我覺得去了加拿大
[00:06:20.580 --> 00:06:22.580]  爸媽不在旁邊更好
[00:06:22.580 --> 00:06:23.580]  我就可以隨意
[00:06:23.580 --> 00:06:25.580]  我喜歡什麼時候睡覺
[00:06:25.580 --> 00:06:27.580]  什麼時候起來
[00:06:27.580 --> 00:06:29.580]  我太開心了
[00:06:29.580 --> 00:06:30.580]  開心了一年以後
[00:06:30.580 --> 00:06:32.580]  我覺得我很自由
[00:06:32.580 --> 00:06:34.580]  可是我一點都不開心
[00:06:34.580 --> 00:06:36.580]  我覺得我真的沒有滿足
[00:06:36.580 --> 00:06:37.580]  起初以為很開心
[00:06:37.580 --> 00:06:38.580]  後來發覺到沒有
[00:06:38.580 --> 00:06:39.580]  真的沒有
[00:06:39.580 --> 00:06:41.580]  到1975年1月2號
[00:06:41.580 --> 00:06:43.580]  我信耶穌了
[00:06:43.580 --> 00:06:45.580]  很大很大的改變
[00:06:45.580 --> 00:06:46.580]  真的很大的改變
[00:06:46.580 --> 00:06:47.580]  我爸媽
[00:06:47.580 --> 00:06:48.580]  我們只有
[00:06:48.580 --> 00:06:49.580]  我有一個哥哥
[00:06:49.580 --> 00:06:52.580]  我們有兩個兒子
[00:06:52.580 --> 00:06:54.580]  都不喜歡讀書
[00:06:54.580 --> 00:06:55.580]  都不喜歡讀書
[00:06:55.580 --> 00:06:56.580]  信主以後
[00:06:56.580 --> 00:06:58.580]  我這個人真的變了
[00:06:58.580 --> 00:06:59.580]  我第一
[00:06:59.580 --> 00:07:02.580]  我覺得我要對得起我的爸媽
[00:07:02.580 --> 00:07:03.580]  所以我回去讀書
[00:07:03.580 --> 00:07:05.580]  就進了多倫多大學
[00:07:05.580 --> 00:07:06.580]  很感謝神
[00:07:06.580 --> 00:07:08.580]  我非常拼命地讀書
[00:07:08.580 --> 00:07:09.580]  真的很拼命
[00:07:09.580 --> 00:07:11.580]  我從倒數第五名
[00:07:11.580 --> 00:07:13.580]  到了前五名
[00:07:13.580 --> 00:07:17.580]  我的平均分數是86分
[00:07:17.580 --> 00:07:18.580]  我覺得挺高的
[00:07:18.580 --> 00:07:19.580]  多倫多大學土木工程
[00:07:19.580 --> 00:07:21.580]  那80幾分是很難的
[00:07:21.580 --> 00:07:23.580]  我很用功去讀
[00:07:23.580 --> 00:07:24.580]  我爸媽看見我真的改變
[00:07:24.580 --> 00:07:26.580]  我姐姐看見我改變
[00:07:26.580 --> 00:07:28.580]  我是全家第一個信主
[00:07:28.580 --> 00:07:30.580]  所以後來我回來讀神學
[00:07:30.580 --> 00:07:31.580]  我爸媽說
[00:07:31.580 --> 00:07:33.580]  其實我媽媽是覺得
[00:07:33.580 --> 00:07:34.580]  有點難過
[00:07:34.580 --> 00:07:35.580]  你讀了四年大學
[00:07:35.580 --> 00:07:37.580]  拿了土木工程
[00:07:37.580 --> 00:07:39.580]  可以做這個土木工程
[00:07:39.580 --> 00:07:40.580]  為什麼要去讀神學呢
[00:07:40.580 --> 00:07:42.580]  她覺得很浪費
[00:07:42.580 --> 00:07:43.580]  我記得跟我媽媽說
[00:07:43.580 --> 00:07:44.580]  我要讀神學
[00:07:44.580 --> 00:07:45.580]  她問我為什麼
[00:07:45.580 --> 00:07:47.580]  我說媽你不記得
[00:07:47.580 --> 00:07:50.580]  當年你的兒子不讀書
[00:07:50.580 --> 00:07:51.580]  不知道到哪裡去
[00:07:51.580 --> 00:07:53.580]  是耶穌把他找回來
[00:07:53.580 --> 00:07:54.580]  所以現在我要讀神學
[00:07:54.580 --> 00:07:56.580]  把別人的孩子找回來
[00:07:56.580 --> 00:07:58.580]  我媽媽當時她同意
[00:07:58.580 --> 00:07:59.580]  然後我說我跟爸爸講
[00:07:59.580 --> 00:08:01.580]  你知道我爸爸在我媽媽旁邊
[00:08:01.580 --> 00:08:02.580]  他就講了一句
[00:08:02.580 --> 00:08:03.580]  我聽到他在講
[00:08:03.580 --> 00:08:04.580]  他說沒什麼好講的
[00:08:04.580 --> 00:08:06.580]  掛了吧
[00:08:06.580 --> 00:08:07.580]  你想想看
[00:08:07.580 --> 00:08:09.580]  爸媽看見我這樣子很失望
[00:08:09.580 --> 00:08:11.580]  可是後來他們移民過來
[00:08:11.580 --> 00:08:12.580]  跟我一起住
[00:08:12.580 --> 00:08:13.580]  我當時已經是在教會
[00:08:13.580 --> 00:08:15.580]  是全道人
[00:08:15.580 --> 00:08:16.580]  我爸爸看見我生活挺好的
[00:08:16.580 --> 00:08:18.580]  也沒什麼
[00:08:18.580 --> 00:08:20.580]  他有一次去看一個綜藝
[00:08:20.580 --> 00:08:21.580]  他怎麼講呢
[00:08:21.580 --> 00:08:23.580]  他就人很奇怪的
[00:08:23.580 --> 00:08:24.580]  就是很喜歡知道
[00:08:24.580 --> 00:08:27.580]  你幹什麼工作的
[00:08:27.580 --> 00:08:28.580]  他就問我爸
[00:08:28.580 --> 00:08:29.580]  你兒子幹什麼的
[00:08:29.580 --> 00:08:30.580]  我爸講了兩句話
[00:08:30.580 --> 00:08:31.580]  第一句話他說
[00:08:31.580 --> 00:08:34.580]  我兒子這個工作沒有前途
[00:08:34.580 --> 00:08:35.580]  完全沒前途
[00:08:35.580 --> 00:08:36.580]  然後第二句話講
[00:08:36.580 --> 00:08:38.580]  我聽了很開心的
[00:08:38.580 --> 00:08:40.580]  可是他的工作很有意思
[00:08:40.580 --> 00:08:43.580]  當時我爸媽還沒信主
[00:08:43.580 --> 00:08:44.580]  還沒信主
[00:08:44.580 --> 00:08:45.580]  可是他知道我在幹什麼
[00:08:45.580 --> 00:08:47.580]  後來我爸媽信主了
[00:08:47.580 --> 00:08:49.580]  在2001年兩個信主了
[00:08:49.580 --> 00:08:51.580]  所以很感謝神
[00:08:51.580 --> 00:08:52.580]  他們看在眼中
