
[00:00:00.000 --> 00:00:02.000]  各位姐妹早晨
[00:00:02.000 --> 00:00:07.420]  今天跟大家繼續講彼得前書
[00:00:07.420 --> 00:00:11.240]  接續上星期李文耀博士跟我們分享到
[00:00:11.240 --> 00:00:19.080]  教會在地上的身份和工作是帶著使命的
[00:00:19.080 --> 00:00:21.880]  如果我們今天仍然相信
[00:00:21.880 --> 00:00:25.240]  你的人生不只是個人
[00:00:25.240 --> 00:00:28.400]  是包括神所揀選的教會
[00:00:28.400 --> 00:00:34.720]  我們在地上的群體應該怎樣彰顯上帝的心意
[00:00:34.720 --> 00:00:37.320]  我用一個題目
[00:00:37.320 --> 00:00:41.600]  「異鄉人如何跟隨主的腳踵行」
[00:00:41.600 --> 00:00:43.840]  甚麼是異鄉人呢?
[00:00:43.840 --> 00:00:47.360]  如果以簡單的查字典定義
[00:00:47.360 --> 00:00:49.320]  不是本鄉的居民
[00:00:49.320 --> 00:00:52.800]  或者是住在他鄉的遊子
[00:00:52.800 --> 00:00:56.360]  包括今天有些人移民到海外
[00:00:56.360 --> 00:01:00.000]  或者是去海外讀書的留學生
[00:01:00.000 --> 00:01:04.880]  但他們原居地不是別的地方
[00:01:04.880 --> 00:01:07.440]  他們可以說他們有時思故鄉
[00:01:07.440 --> 00:01:10.560]  他們就會稱自己為異鄉人
[00:01:10.560 --> 00:01:15.120]  法國有個很著名的存在主義小說家
[00:01:15.120 --> 00:01:17.120]  叫做卡繆
[00:01:17.120 --> 00:01:20.520]  他在1942年出版了這本書
[00:01:20.520 --> 00:01:22.040]  叫做「異鄉人」
[00:01:22.040 --> 00:01:25.880]  之後慢慢得到更多人的關注
[00:01:25.880 --> 00:01:29.520]  是因為沙特
[00:01:29.520 --> 00:01:33.240]  是一個存在主義哲學家
[00:01:33.240 --> 00:01:37.280]  把這本小說寫了一篇文章
[00:01:37.280 --> 00:01:39.280]  叫做「分析異鄉人」
[00:01:39.280 --> 00:01:43.080]  所以吸引了很多人看這本小說
[00:01:43.080 --> 00:01:45.560]  後來更加是1957年
[00:01:45.560 --> 00:01:50.680]  獲得諾貝爾文學獎的作品
[00:01:50.680 --> 00:01:55.520]  他成為20世紀存在主義文學的經典
[00:01:55.520 --> 00:01:58.480]  為何這本小說這麼出名呢?
[00:01:58.480 --> 00:02:02.880]  有作者曾經來分析認為
[00:02:02.880 --> 00:02:09.880]  異鄉人是寫了描述現代人的孤獨狀況
[00:02:09.880 --> 00:02:12.000]  以及他跟社會的疏離
[00:02:12.000 --> 00:02:14.760]  因為這本小說一開始的第一句
[00:02:14.760 --> 00:02:16.760]  是講述這個主角
[00:02:16.760 --> 00:02:18.360]  這個男主角
[00:02:18.360 --> 00:02:21.720]  他說「今日我媽媽死了」
[00:02:21.720 --> 00:02:24.720]  「也許是昨天 我都不能確定」
[00:02:24.720 --> 00:02:27.560]  是用一個很冷淡的漠視
[00:02:27.560 --> 00:02:32.240]  去描寫這個主角莫塞
[00:02:32.240 --> 00:02:34.600]  他的心理狀況
[00:02:34.600 --> 00:02:38.280]  甚至有些人評擊這個主角
[00:02:38.280 --> 00:02:40.280]  說他這個人很得意
[00:02:40.280 --> 00:02:42.280]  他的性情很孤僻
[00:02:42.280 --> 00:02:44.560]  他甚至在他媽媽的喪禮裏面
[00:02:44.560 --> 00:02:46.560]  一滴眼淚都沒有流過
[00:02:46.560 --> 00:02:49.560]  他們覺得這個人很奇特
[00:02:49.560 --> 00:02:53.240]  其實作者是想描述
[00:02:53.240 --> 00:02:57.440]  他的內心和現實有很多的衝突
[00:02:57.440 --> 00:02:59.440]  甚至在社會上
[00:02:59.440 --> 00:03:02.960]  他被人邊緣化了
[00:03:02.960 --> 00:03:05.960]  社會上人與人的關係
[00:03:05.960 --> 00:03:10.960]  在作者想描述是一種虛偽
[00:03:10.960 --> 00:03:16.160]  很多的行為都是一些不是自主而是荒謬
[00:03:16.160 --> 00:03:20.960]  主角因為無法擺脫自己獨立個人的困境
[00:03:20.960 --> 00:03:24.560]  他就注定了他要與這個社會疏離
[00:03:24.560 --> 00:03:29.960]  甚至被社會一般人看他為局外人
[00:03:29.960 --> 00:03:34.560]  你可以說他這個人好像都買不到堆
[00:03:34.560 --> 00:03:36.560]  很奇特
[00:03:36.560 --> 00:03:43.960]  我們中國唐朝有一個很著名的詞學家
[00:03:43.960 --> 00:03:45.160]  他叫偉莊
[00:03:45.160 --> 00:03:47.160]  他寫了《河葉碑》
[00:03:47.160 --> 00:03:50.960]  其實有上下兩首的詞
[00:03:50.960 --> 00:03:55.360]  我現在引述這個就是他下的部分的詞
[00:03:55.360 --> 00:03:58.560]  其實他講述他怎樣懷念
[00:03:58.560 --> 00:04:02.760]  他起初邂逅的那位情人
[00:04:02.760 --> 00:04:04.760]  可以說是傾國傾城
[00:04:04.760 --> 00:04:07.360]  但是因為某些原因
[00:04:07.360 --> 00:04:09.360]  他們後來就要分離
[00:04:09.360 --> 00:04:11.360]  所以在離別的時候
[00:04:11.360 --> 00:04:13.360]  他就寫了這句說話
[00:04:13.360 --> 00:04:15.360]  分別從此隔陰塵
[00:04:15.360 --> 00:04:20.160]  如此驅使異鄉人相見更無恩
[00:04:20.160 --> 00:04:26.560]  更無恩的意思是更沒有機會
[00:04:26.560 --> 00:04:30.160]  其實他是一種懷念
[00:04:30.160 --> 00:04:34.960]  無論是法國小說家所講的
[00:04:34.960 --> 00:04:40.360]  這種奇特的在社會比較疏離的邊緣人
[00:04:40.360 --> 00:04:45.360]  或者唐朝這位詩人所描述的
[00:04:45.360 --> 00:04:51.960]  與他傾慕的一個邂逅的情人的分離
[00:04:51.960 --> 00:04:54.960]  其實我們看回聖經所講的
[00:04:54.960 --> 00:04:57.960]  異鄉人就是要講述
[00:04:57.960 --> 00:05:01.760]  我們今天其實在基督徒
[00:05:01.760 --> 00:05:04.160]  在現世我們的身份
[00:05:04.160 --> 00:05:05.960]  我們只不過是過客
[00:05:05.960 --> 00:05:10.760]  我們真正的家鄉就是永存在天上的
[00:05:10.760 --> 00:05:13.160]  永恆的家鄉
[00:05:13.160 --> 00:05:17.360]  基督徒的身份是面向一個永恆的家鄉
[00:05:17.360 --> 00:05:22.960]  但在地上我們是追求一個聖潔和充滿愛的生活
[00:05:22.960 --> 00:05:26.560]  因為我們要仍然履行我們在地上
[00:05:26.560 --> 00:05:29.560]  作為一個地上公民的責任
[00:05:29.560 --> 00:05:31.560]  我們要信服上帝
[00:05:31.560 --> 00:05:36.560]  預備面對世間各樣的試煉和苦難
[00:05:36.560 --> 00:05:38.560]  這個正正就是第一世紀
[00:05:38.560 --> 00:05:42.160]  彼得所寫的彼得前書的時候
[00:05:42.160 --> 00:05:44.760]  他當時的社會環境
[00:05:44.760 --> 00:05:47.960]  他要面對一個很嚴峻的考驗
[00:05:47.960 --> 00:05:51.560]  當時的皇帝就是羅馬極其殘暴
[00:05:51.560 --> 00:05:54.960]  也可以說是最極權的尼祿王
[00:05:54.960 --> 00:05:58.760]  他甚至是假借罪名
[00:05:58.760 --> 00:06:01.760]  說他燒耶路撒冷
[00:06:01.760 --> 00:06:03.760]  其實有很多人都懷疑是他自己燒的
[00:06:03.760 --> 00:06:05.760]  但他就嫁禍給了基督徒
[00:06:05.760 --> 00:06:08.360]  所以很多基督徒甚至被人抓去
[00:06:08.360 --> 00:06:10.760]  就被綁在石柱上
[00:06:10.760 --> 00:06:12.160]  活生生地燒死
[00:06:12.160 --> 00:06:13.760]  很多人殉道
[00:06:13.760 --> 00:06:16.960]  奧古斯丁曾經在他的著作裏面
[00:06:16.960 --> 00:06:18.960]  一個可以說是最著名的
[00:06:18.960 --> 00:06:20.960]  就是《上帝之城》
