
[00:00:00.000 --> 00:00:03.880]  「我們是否能夠在這次疫情中保持健康」
[00:00:03.880 --> 00:00:05.480]  各位弟兄姊妹平安
[00:00:05.480 --> 00:00:07.600]  希望在這次疫情中
[00:00:07.600 --> 00:00:10.640]  願神保守我們眾人身體健康
[00:00:10.640 --> 00:00:13.000]  心靈健壯
[00:00:13.000 --> 00:00:17.520]  今天我們會繼續《約翰一書》門訓系列的講道
[00:00:17.520 --> 00:00:19.160]  而今天我們講到的經文
[00:00:19.160 --> 00:00:24.000]  就是在約翰一書二章第十八至二十七節
[00:00:24.000 --> 00:00:26.160]  其實這段段落
[00:00:26.160 --> 00:00:31.040]  環繞的重點之一是講到當時的教會
[00:00:31.040 --> 00:00:33.760]  群體裏面有一班假教師
[00:00:33.760 --> 00:00:36.280]  所以在題目上有少許微調
[00:00:36.280 --> 00:00:40.680]  去強調今天我們所討論的主題
[00:00:40.680 --> 00:00:43.600]  其實假教師無論在昔日的教會
[00:00:43.600 --> 00:00:44.600]  即是二端
[00:00:44.600 --> 00:00:48.400]  以至今日其實我們身邊都有很多這樣的情況
[00:00:48.400 --> 00:00:51.120]  正如我記得在這段疫情期間
[00:00:51.120 --> 00:00:52.520]  我們有不少同工
[00:00:52.520 --> 00:00:54.240]  很多弟兄姊妹有提過
[00:00:54.240 --> 00:00:57.200]  他們家中的信箱
[00:00:57.200 --> 00:00:59.080]  很多時候收到一些手寫的信
[00:00:59.080 --> 00:01:00.080]  即是手寫的信
[00:01:00.080 --> 00:01:02.760]  是耶和華見證的手寫的信
[00:01:02.760 --> 00:01:05.280]  即是見到無論假教師
[00:01:05.280 --> 00:01:07.400]  或者無論一些有差異
[00:01:07.400 --> 00:01:09.080]  有錯誤的教導
[00:01:09.080 --> 00:01:12.720]  從古時到今日都是一直的存在
[00:01:12.720 --> 00:01:15.120]  所以約翰一書這段的提醒
[00:01:15.120 --> 00:01:19.240]  很可能對我們今天都有很多的啟發和提醒
[00:01:19.240 --> 00:01:21.760]  如果我們看看這段落的部分
[00:01:21.760 --> 00:01:24.080]  其實可以簡單分為兩組
[00:01:24.080 --> 00:01:25.640]  不同的對比
[00:01:25.640 --> 00:01:28.680]  約翰一書二章十八至二十七節裏面
[00:01:28.680 --> 00:01:33.800]  其實有兩組對假教師和真信徒之間的對比
[00:01:33.800 --> 00:01:36.560]  第一組就是十八至二十一節
[00:01:36.560 --> 00:01:40.120]  約翰首先提到這班假教師
[00:01:40.120 --> 00:01:42.160]  他們有什麼表現
[00:01:42.160 --> 00:01:45.360]  而第二組對比就是二十二至二十七節
[00:01:45.360 --> 00:01:48.440]  去提到這班假教師的知識
[00:01:48.440 --> 00:01:51.880]  他們所相信的有什麼問題
[00:01:51.880 --> 00:01:53.000]  而對比之下
[00:01:53.000 --> 00:01:55.440]  約翰一書的讀者們
[00:01:55.440 --> 00:01:57.920]  其實他們已經得到真理
[00:01:57.920 --> 00:02:01.080]  他們應該去看到假教師的問題
[00:02:01.080 --> 00:02:06.440]  在這裏其實約翰很強調
[00:02:06.440 --> 00:02:08.880]  假教師的問題之一
[00:02:08.880 --> 00:02:11.560]  是去到否定耶穌的權威
[00:02:11.560 --> 00:02:12.720]  什麼意思呢
[00:02:12.720 --> 00:02:16.120]  他們不是在信仰一些比較細微
[00:02:16.120 --> 00:02:19.720]  或者一些比較次要的事情上有錯誤
[00:02:19.720 --> 00:02:22.800]  他們是在最重要的事情上出現了錯誤
[00:02:22.800 --> 00:02:25.160]  就是否定耶穌的權威
[00:02:25.160 --> 00:02:27.080]  所以約翰在這一段的核心
[00:02:27.080 --> 00:02:29.280]  就是要強調這班假教師
[00:02:29.280 --> 00:02:32.280]  他們已經不再擁有教導的資格
[00:02:32.280 --> 00:02:37.400]  而真正的信徒應該能夠分辨到這些假教師
[00:02:37.400 --> 00:02:38.160]  在開始之前
[00:02:38.160 --> 00:02:41.120]  或者我們看看這一段經文一開始的句子
[00:02:41.120 --> 00:02:44.000]  就是約翰一書二章十八節
[00:02:44.000 --> 00:02:47.240]  約翰就去到對那班信徒裏面說
[00:02:47.240 --> 00:02:50.520]  「小子們啊 如今已經是末時了
[00:02:50.520 --> 00:02:53.560]  因為你們曾經聽過有狄基督的要來
[00:02:53.560 --> 00:02:56.080]  現在都已經有一些狄基督出來了
[00:02:56.080 --> 00:02:59.840]  所以我們知道如今就是末世的時候」
[00:02:59.840 --> 00:03:02.880]  狄基督這個字很多時候引起我們很多的
[00:03:02.880 --> 00:03:04.440]  中二猜測
[00:03:04.440 --> 00:03:07.440]  因為很多時候我們想到狄基督的時候
[00:03:07.440 --> 00:03:09.240]  第一個是會想到某些
[00:03:09.240 --> 00:03:11.160]  是不是邪惡的人物呢
[00:03:11.160 --> 00:03:12.720]  是不是以往可能有一些
[00:03:12.720 --> 00:03:15.560]  幾十年間有不少的信徒可能會覺得
[00:03:15.560 --> 00:03:16.920]  某些國家
[00:03:16.920 --> 00:03:17.960]  某些人物
[00:03:17.960 --> 00:03:21.000]  某些事物會不會就是代表狄基督呢
[00:03:21.000 --> 00:03:24.760]  這個是我們人很喜歡去推測和猜測的
[00:03:24.760 --> 00:03:28.800]  但如果我們回到約翰一書的脈絡的話
[00:03:28.800 --> 00:03:30.120]  我們會留意到
[00:03:30.120 --> 00:03:32.320]  約翰所提到的這些狄基督
[00:03:32.320 --> 00:03:34.240]  是有很少的狄基督
[00:03:34.240 --> 00:03:35.680]  就是一個眾數
[00:03:35.680 --> 00:03:37.080]  不是一個單數
[00:03:37.080 --> 00:03:39.240]  不是說只是某些人
[00:03:39.240 --> 00:03:40.960]  而是說一批人
[00:03:40.960 --> 00:03:42.800]  而且按照脈絡來說
[00:03:42.800 --> 00:03:44.520]  這些所謂的狄基督
[00:03:44.520 --> 00:03:48.160]  應該是約翰和那些讀者都認識的
[00:03:48.160 --> 00:03:50.720]  換言之約翰所處理的問題
[00:03:50.720 --> 00:03:52.760]  不是幫我們去做預言
[00:03:52.760 --> 00:03:55.240]  不是滿足我們的好奇心去猜測
[00:03:55.240 --> 00:03:58.120]  到底末世有什麼預兆
[00:03:58.120 --> 00:04:01.240]  預言或者一些未來會出現的東西
[00:04:01.240 --> 00:04:02.960]  他是在處理很真實
[00:04:02.960 --> 00:04:05.680]  在當時教會裡面對教義
[00:04:05.680 --> 00:04:10.560]  和對信仰核心紛爭的實際問題
[00:04:10.560 --> 00:04:11.680]  所以在這裡
[00:04:11.680 --> 00:04:14.400]  其實狄基督之後的論述是更加明確的
[00:04:14.400 --> 00:04:17.400]  他們是曾經在教會裡面做教導的人
[00:04:17.400 --> 00:04:19.880]  但是他們已經離開了信仰群體
[00:04:19.880 --> 00:04:24.240]  所以約翰就說他們不再有資格去做教導
[00:04:24.240 --> 00:04:26.080]  而正如剛才開始所說
[00:04:26.080 --> 00:04:27.760]  其實就算在今天
[00:04:27.760 --> 00:04:30.320]  我們都找到很多打著教師
[00:04:30.320 --> 00:04:36.120]  或者在基督教裡面去打著權威教導的人
[00:04:36.120 --> 00:04:38.400]  但是可能他們所教導的事情
[00:04:38.400 --> 00:04:42.040]  或者信仰的內容是有錯謀
[00:04:42.040 --> 00:04:44.400]  所以為什麼不受這種信仰的迷惑
[00:04:44.400 --> 00:04:46.480]  而去到堅持所受的真理
[00:04:46.480 --> 00:04:50.480]  就是約翰和我們今天都需要學習的功課
[00:04:50.480 --> 00:04:54.520]  其實約翰也指出這群假教師有兩方面的錯謀
[00:04:54.520 --> 00:04:57.200]  第一方面就是他們的表現
[00:04:57.200 --> 00:05:01.680]  就是利用他們教導的地位去迷惑人
[00:05:01.680 --> 00:05:04.680]  約翰在二章十九節就這樣形容這群人
[00:05:04.680 --> 00:05:07.440]  他說他們從我們中間出去
[00:05:07.440 --> 00:05:09.480]  但是就不屬於我們
[00:05:09.480 --> 00:05:13.800]  因為如果屬於我們就一定仍然和我們同在
[00:05:13.800 --> 00:05:18.440]  那麼這群假教師其實從哪裡冒出來的呢
[00:05:18.440 --> 00:05:21.200]  約翰一書去形容的段落
[00:05:21.200 --> 00:05:25.600]  在書信裡面開始提到有一群他們的人
[00:05:25.600 --> 00:05:27.440]  就是很明確指到某一些人
[00:05:27.440 --> 00:05:29.880]  他們從我們中間出去
[00:05:29.880 --> 00:05:33.600]  這裡要問一問我們是指什麼
[00:05:33.600 --> 00:05:37.360]  因為在這段裡面他們和我們的對比是很強烈的
[00:05:37.360 --> 00:05:39.600]  約翰在這裡畫一條界線
[00:05:39.600 --> 00:05:43.320]  去嘗試指出他所要去抨擊的是什麼人
[00:05:43.320 --> 00:05:46.200]  而其實在之後的經文
[00:05:46.200 --> 00:05:48.800]  第二十到二十一節的經文裡面
[00:05:48.800 --> 00:05:50.360]  我們稍後會看到
[00:05:50.360 --> 00:05:54.520]  約翰對那群教會的讀者是用「你們」去稱呼的
[00:05:54.520 --> 00:05:57.880]  所以十九節這裡的「我們」
[00:05:57.880 --> 00:06:02.000]  其實比較大可能是指由約翰和一群使徒
[00:06:02.000 --> 00:06:04.680]  就是當時的使徒和教師
[00:06:04.680 --> 00:06:07.320]  可能是很早時期去接觸過耶穌
[00:06:07.320 --> 00:06:09.200]  聽過耶穌道理的人
[00:06:09.200 --> 00:06:12.200]  那所組成有教導權柄的群體
[00:06:12.200 --> 00:06:15.880]  如果我們是他們這樣的詮釋的話
[00:06:15.880 --> 00:06:20.560]  原來這一群離開的人其實曾經有教導權柄的
[00:06:20.560 --> 00:06:22.720]  所以他們先被約翰的讀者
[00:06:22.720 --> 00:06:25.760]  就是當時教會的信徒所去認識
[00:06:25.760 --> 00:06:28.360]  以至約翰可以直接去指斥這群人
[00:06:28.360 --> 00:06:33.560]  但他們假教師的問題就不僅僅因為出去
[00:06:33.560 --> 00:06:34.880]  我們不要誤會
[00:06:34.880 --> 00:06:38.160]  以為因為他們離開了教會就等於他們是假教師
[00:06:38.160 --> 00:06:42.320]  約翰去解釋這一群人為何為之為假教師
[00:06:42.320 --> 00:06:45.560]  就是因為他們去傳講錯謬的信息
[00:06:45.560 --> 00:06:50.240]  如果按照二章十八至二十七節的內容
[00:06:50.240 --> 00:06:56.200]  剛才提過這些謬誤是在信仰傳統最根本的事情上
[00:06:56.200 --> 00:06:58.360]  其實在約翰的書裡面
[00:06:58.360 --> 00:07:02.120]  很多段落都提到這一群人是說謊言
[00:07:02.120 --> 00:07:03.800]  就是說謊話
[00:07:03.800 --> 00:07:05.680]  他們的謊話包括什麼呢?
[00:07:05.680 --> 00:07:09.960]  他們的謊話可能是包括說自己沒有犯罪
[00:07:09.960 --> 00:07:12.960]  說自己不認耶穌為基督
[00:07:12.960 --> 00:07:16.120]  說自己愛神但不打算去愛人
[00:07:16.120 --> 00:07:21.680]  這一群人甚至很可能是當他們以往
[00:07:21.680 --> 00:07:24.320]  跟約翰一樣有類似的權柄的時候
[00:07:24.320 --> 00:07:28.240]  他們可能是高舉某種屬靈的得著和感動
[00:07:28.240 --> 00:07:30.200]  以至他們覺得自己是完美的
[00:07:30.200 --> 00:07:32.000]  我不需要信耶穌
[00:07:32.000 --> 00:07:33.920]  也不需要依靠耶穌去工作
[00:07:33.920 --> 00:07:37.840]  我就可以得到更加高超的知識
[00:07:37.840 --> 00:07:43.240]  而其實最危險的事情是這一群人有教導的權柄
[00:07:43.240 --> 00:07:46.400]  這一群人不只是普通教會裡面的弟兄姊妹
[00:07:46.400 --> 00:07:49.560]  或者只是某一些信錯了道理的人
[00:07:49.560 --> 00:07:52.880]  他們甚至是在用他們的權柄去說話
[00:07:52.880 --> 00:07:55.920]  換言之多數是有些口才或者魅力
[00:07:55.920 --> 00:07:57.440]  因為都很容易去想像
[00:07:57.440 --> 00:07:59.320]  如果你沒有一定的口才
[00:07:59.320 --> 00:08:00.600]  你沒有魅力
[00:08:00.600 --> 00:08:03.080]  你沒有能夠去講解清楚的能力
[00:08:03.080 --> 00:08:07.320]  你未必會被人選擇去做一位老師或者教師
[00:08:07.320 --> 00:08:10.360]  最起碼要有一些基本的條件
[00:08:10.360 --> 00:08:13.520]  而約翰就形容這一群人是很懂得吸引人的
[00:08:13.520 --> 00:08:15.720]  約翰一書四章五節就提到
[00:08:15.720 --> 00:08:19.360]  這群假教師其實他們可以說很多吸引的話
[00:08:19.360 --> 00:08:22.720]  所以世人都去聽從他們
[00:08:22.720 --> 00:08:26.400]  即是吸引力是存在的 是真實的
[00:08:26.400 --> 00:08:28.240]  而約翰也要強調
[00:08:28.240 --> 00:08:32.040]  就算吸引力有多大也好
[00:08:32.040 --> 00:08:35.200]  當他們在信仰核心的事情上出錯
[00:08:35.200 --> 00:08:39.280]  他們就自動失去了這個權柄
[00:08:39.280 --> 00:08:41.200]  所以回到二章十九節
[00:08:41.200 --> 00:08:43.440]  約翰指出他們的離開
[00:08:43.440 --> 00:08:47.760]  不是因為他們離開才代表他們是假教師
[00:08:47.760 --> 00:08:50.400]  是因為他們本身所相信的已經錯誤
[00:08:50.400 --> 00:08:53.320]  或者更重要的是他們濫用自己的權柄
[00:08:53.320 --> 00:08:55.120]  他們全說錯誤的信息
[00:08:55.120 --> 00:09:01.440]  去到分離才顯示他們不再有資格成為信徒的領袖
[00:09:01.440 --> 00:09:05.360]  而用口才、用地位、用能力去吸引人的領袖
[00:09:05.360 --> 00:09:09.280]  其實從古到今都一直存在
[00:09:09.280 --> 00:09:14.080]  特別當一個社會裡面去強調的就是要觀感的刺激
[00:09:14.080 --> 00:09:16.000]  情感的氾濫的時候
[00:09:16.000 --> 00:09:19.600]  很多時候要去到吸引人大約有兩個途徑
[00:09:19.600 --> 00:09:21.840]  在這裡我們會大概看到第一種途徑
[00:09:21.840 --> 00:09:24.240]  就是一些說只有我
