
[00:00:00.000 --> 00:00:03.000]  主耶穌我們滿心感謝贊美禰
[00:00:03.000 --> 00:00:04.500]  我們相信主啊
[00:00:04.500 --> 00:00:06.800]  禰的道被傳開的時候
[00:00:06.800 --> 00:00:10.800]  主啊我們就會真的是明白禰是誰
[00:00:10.800 --> 00:00:12.500]  主耶穌我們求禰
[00:00:12.500 --> 00:00:16.700]  在這個時候也使我們的心成為一塊好土
[00:00:16.700 --> 00:00:19.500]  以致我們是一顆謙卑受教的心
[00:00:19.500 --> 00:00:21.800]  來領受禰自己的話語
[00:00:21.800 --> 00:00:23.800]  禱告奉主耶穌的名祈求
[00:00:23.800 --> 00:00:24.800]  Amen
[00:00:24.800 --> 00:00:25.800]  Amen
[00:00:25.800 --> 00:00:34.800]  那麼上一回呢我們講的是耶穌解釋神的誡命和人的道理的分別
[00:00:34.800 --> 00:00:36.300]  如果大家記得的話
[00:00:36.300 --> 00:00:39.800]  那個時候法利塞人就來挑戰耶穌
[00:00:39.800 --> 00:00:41.800]  說他們的門徒沒有洗手
[00:00:41.800 --> 00:00:43.800]  基本上耶穌就指出了
[00:00:43.800 --> 00:00:46.800]  他們就用了很多人的傳統
[00:00:46.800 --> 00:00:48.800]  偏離了神的心意
[00:00:48.800 --> 00:00:51.800]  使到很多人因為做不到這些事情
[00:00:51.800 --> 00:00:53.800]  根本就對信仰沒有興趣
[00:00:53.800 --> 00:00:55.800]  這個是很危險的
[00:00:55.800 --> 00:00:58.800]  然後呢這個也是很可惜的一件事情
[00:00:58.800 --> 00:01:02.800]  就算到今天的信仰的問題呢也是一樣
[00:01:02.800 --> 00:01:04.800]  當我們離開了信仰的本質
[00:01:04.800 --> 00:01:07.300]  不知道信仰原來是講關係
[00:01:07.300 --> 00:01:08.800]  是講人與神的關係
[00:01:08.800 --> 00:01:09.800]  是講愛
[00:01:09.800 --> 00:01:11.800]  是講我們是神的孩子
[00:01:11.800 --> 00:01:13.300]  神是我們的父親
[00:01:13.300 --> 00:01:15.800]  我們把它很多很多的制度化
[00:01:15.800 --> 00:01:17.800]  本來制度是講愛
[00:01:17.800 --> 00:01:19.800]  但是我們現在是講了
[00:01:19.800 --> 00:01:21.800]  很多很多的制度化
[00:01:21.800 --> 00:01:22.800]  本來制度是有需要的
[00:01:22.800 --> 00:01:26.800]  因為要處理很多很多的行政的方便等等
[00:01:26.800 --> 00:01:29.800]  要怎麼樣子使很多人能夠聚在一個地方
[00:01:29.800 --> 00:01:30.800]  然後有什麼的規矩
[00:01:30.800 --> 00:01:31.800]  本來是
[00:01:31.800 --> 00:01:32.800]  但是如果呢
[00:01:32.800 --> 00:01:34.800]  把制度絕對化的時候呢
[00:01:34.800 --> 00:01:36.800]  就變成很多事情呢
[00:01:36.800 --> 00:01:37.800]  也做不來
[00:01:37.800 --> 00:01:39.800]  如果我們再把一些相對的東西
[00:01:39.800 --> 00:01:40.800]  變成絕對化呢
[00:01:40.800 --> 00:01:42.800]  就使到很多人就
[00:01:42.800 --> 00:01:44.800]  不想來認識這位神
[00:01:44.800 --> 00:01:45.800]  當時的情況就是這樣
[00:01:45.800 --> 00:01:47.800]  所以上次呢我們講的時候呢
[00:01:47.800 --> 00:01:49.800]  我們學習了幾樣的功課
[00:01:49.800 --> 00:01:51.800]  第一就是人的傳統呢
[00:01:51.800 --> 00:01:52.800]  不是不好
[00:01:52.800 --> 00:01:54.800]  但是傳統不是神的真理
[00:01:54.800 --> 00:01:56.800]  第二就是有些人呢
[00:01:56.800 --> 00:01:59.800]  熟悉聖經就好像那些法利賽的那樣
[00:01:59.800 --> 00:02:00.800]  但是呢
[00:02:00.800 --> 00:02:02.800]  他們並非熟悉真理
[00:02:02.800 --> 00:02:04.800]  第三就是人的傳統呢
[00:02:04.800 --> 00:02:06.800]  只是人的智慧
[00:02:06.800 --> 00:02:07.800]  是用人的方法呢
[00:02:07.800 --> 00:02:09.800]  來滿足人的需要
[00:02:09.800 --> 00:02:10.800]  第四就是
[00:02:10.800 --> 00:02:13.800]  如果我們不守住自己的心呢
[00:02:13.800 --> 00:02:15.800]  罪惡會誤會我們的生命
[00:02:15.800 --> 00:02:18.800]  耶穌說從裡面出來的才會誤會人
[00:02:18.800 --> 00:02:22.800]  裡面各種的邪情私慾才能夠誤會人
[00:02:22.800 --> 00:02:23.800]  那麼第五就是什麼呢
[00:02:23.800 --> 00:02:25.800]  唯有積極保守自己的心呢
[00:02:25.800 --> 00:02:28.800]  才能夠心口如意的敬拜神
[00:02:28.800 --> 00:02:29.800]  那麼今天呢
[00:02:29.800 --> 00:02:31.800]  我們要看下一段經文呢
[00:02:31.800 --> 00:02:35.800]  是在馬可福音的第七章24到34節
[00:02:35.800 --> 00:02:38.800]  就是我們上次看的下面那一段經文
[00:02:38.800 --> 00:02:40.800]  今天我要跟大家分享的是
[00:02:40.800 --> 00:02:43.800]  耶穌與希臘婦人的一個對話
[00:02:43.800 --> 00:02:45.800]  那麼剛才呢
[00:02:45.800 --> 00:02:47.800]  主席帶我們以一個起因的方式
[00:02:47.800 --> 00:02:49.800]  把經文讀一遍了
[00:02:49.800 --> 00:02:50.800]  故事很簡單啊
[00:02:50.800 --> 00:02:52.800]  就是耶穌去到一個地方
[00:02:52.800 --> 00:02:54.800]  那個地方是一個外邦人的地方
[00:02:54.800 --> 00:02:55.800]  然後呢
[00:02:55.800 --> 00:02:57.800]  有一個婦女來求耶穌
[00:02:57.800 --> 00:02:58.800]  求耶穌
[00:02:58.800 --> 00:02:59.800]  發生什麼事呢
[00:02:59.800 --> 00:03:01.800]  因為她的女兒被鬼俘了
[00:03:01.800 --> 00:03:02.800]  那麼基本上呢
[00:03:02.800 --> 00:03:03.800]  耶穌的回答呢
[00:03:03.800 --> 00:03:04.800]  跟這個婦女的回答呢
[00:03:04.800 --> 00:03:06.800]  都讓我們有點驚訝
[00:03:06.800 --> 00:03:09.800]  到底我們可以從這段經文
[00:03:09.800 --> 00:03:10.800]  學到什麼功課呢
[00:03:10.800 --> 00:03:12.800]  我要告訴弟兄姐妹
[00:03:12.800 --> 00:03:13.800]  這段功課裡面呢
[00:03:13.800 --> 00:03:15.800]  有很多很多重要的東西
[00:03:15.800 --> 00:03:16.800]  需要我們學習的
[00:03:16.800 --> 00:03:17.800]  不過
[00:03:17.800 --> 00:03:18.800]  讓我們在進入
[00:03:18.800 --> 00:03:20.800]  要學習的功課之前呢
[00:03:20.800 --> 00:03:22.800]  瞭解一下經文是怎麼說的
[00:03:22.800 --> 00:03:23.800]  24節呢
[00:03:23.800 --> 00:03:24.800]  一開始呢
[00:03:24.800 --> 00:03:27.800]  就說耶穌從那裡起來
[00:03:27.800 --> 00:03:29.800]  記得前面發生什麼事情嗎
[00:03:29.800 --> 00:03:30.800]  前面在那裡的時候
[00:03:30.800 --> 00:03:33.800]  很多法利塞人要來抓他的把柄
[00:03:33.800 --> 00:03:34.800]  要來控告他
[00:03:34.800 --> 00:03:37.800]  要從他的門徒不洗手的這件事情呢
[00:03:37.800 --> 00:03:39.800]  來控告耶穌
[00:03:39.800 --> 00:03:41.800]  但是耶穌在那邊解釋完了之後呢
[00:03:41.800 --> 00:03:43.800]  他不跟他們糾纏了
[00:03:43.800 --> 00:03:45.800]  他就從那裡起身
[00:03:45.800 --> 00:03:46.800]  耶穌不跟他們糾纏
[00:03:46.800 --> 00:03:48.800]  因為耶穌有自己的使命
[00:03:48.800 --> 00:03:49.800]  他自己知道呢
[00:03:49.800 --> 00:03:50.800]  要做什麼
[00:03:50.800 --> 00:03:52.800]  他就在那裡起身
[00:03:52.800 --> 00:03:54.800]  去到了推羅西頓
[00:03:54.800 --> 00:03:55.800]  推羅西頓
[00:03:55.800 --> 00:03:58.800]  就是離開那個地方
[00:03:58.800 --> 00:04:01.800]  相約有50公里的地方
[00:04:01.800 --> 00:04:02.800]  那基本上呢
[00:04:02.800 --> 00:04:04.800]  就是北部
[00:04:04.800 --> 00:04:06.800]  現在的敘利亞那邊
[00:04:06.800 --> 00:04:10.800]  斐尼基人的文化的起源地那邊
[00:04:10.800 --> 00:04:12.800]  就境內去了
[00:04:12.800 --> 00:04:15.800]  那邊很明顯是一個外邦人的地方
[00:04:15.800 --> 00:04:18.800]  因為下一段的經文呢
[00:04:18.800 --> 00:04:20.800]  下一節的經文給我們看一遍
[00:04:20.800 --> 00:04:23.800]  他說耶穌就進了一個家
[00:04:23.800 --> 00:04:24.800]  進了一個家呢
[00:04:24.800 --> 00:04:25.800]  你有沒有留意到呢
[00:04:25.800 --> 00:04:27.800]  他聖經寫什麼呢
[00:04:27.800 --> 00:04:29.800]  不願意人知道
[00:04:29.800 --> 00:04:31.800]  卻隱藏不住
[00:04:31.800 --> 00:04:34.800]  這裡大家肯定會留意到
[00:04:34.800 --> 00:04:37.800]  為什麼耶穌去到那裡不願意人知道呢
[00:04:37.800 --> 00:04:38.800]  為什麼呢
[00:04:38.800 --> 00:04:40.800]  因為呢
[00:04:40.800 --> 00:04:42.800]  他要去到一個地方呢
[00:04:42.800 --> 00:04:47.800]  是猶太人跟外邦人不應該相往來的地方
[00:04:47.800 --> 00:04:50.800]  猶太人應該是分別為勝的
[00:04:50.800 --> 00:04:51.800]  但是呢
[00:04:51.800 --> 00:04:52.800]  在之前呢
[00:04:52.800 --> 00:04:54.800]  耶穌是處理了
[00:04:54.800 --> 00:04:59.800]  不是你吃進去的東西會污穢身體
[00:04:59.800 --> 00:05:03.800]  是你裡面的內心的邪情私慾
[00:05:03.800 --> 00:05:05.800]  會污穢你的整個人
[00:05:05.800 --> 00:05:07.800]  所以他把吃什麼
