
[00:00:00.000 --> 00:00:03.880]  我們今天會一起去看「鐵紮羅尼加」後書
[00:00:03.880 --> 00:00:07.180]  大家看今天的講道題目
[00:00:07.180 --> 00:00:10.940]  你大概會留意到有提及末世
[00:00:10.940 --> 00:00:15.040]  其實關於末世的課題或主在來
[00:00:15.040 --> 00:00:17.840]  自從我們開始「鐵紮羅尼加」前書
[00:00:17.840 --> 00:00:20.840]  其實已經連續提及了好幾次
[00:00:20.840 --> 00:00:23.540]  如果你真的有回來就會留意到
[00:00:23.540 --> 00:00:26.040]  實在是「鐵紮羅尼加」前後書
[00:00:26.040 --> 00:00:29.940]  兩卷很短的書卷
[00:00:29.940 --> 00:00:32.940]  即是十張都不夠,兩卷加起來
[00:00:32.940 --> 00:00:36.540]  其實至少這次
[00:00:36.540 --> 00:00:41.040]  四次都有相當長的段落
[00:00:41.040 --> 00:00:47.140]  來教導或講述關於主在來不同方面
[00:00:47.140 --> 00:00:49.540]  信徒需要知道的事情
[00:00:49.540 --> 00:00:54.140]  我們之前看過「鐵紮羅尼加」前書四章的下半段
[00:00:54.140 --> 00:00:56.640]  前書五章的上半段
[00:00:56.640 --> 00:00:59.940]  以至上一次梁sir跟我們講
[00:00:59.940 --> 00:01:02.940]  「鐵紮羅尼加」後書的第一章
[00:01:02.940 --> 00:01:08.240]  其實都是講主在來會是怎樣
[00:01:08.240 --> 00:01:14.940]  特別是講到懲罰和主在聖徒身上得榮耀
[00:01:14.940 --> 00:01:18.540]  來到後書第二章
[00:01:18.540 --> 00:01:21.040]  今天同樣會講主在來
[00:01:21.040 --> 00:01:24.540]  我猜在「鐵紮羅尼加」前後書
[00:01:24.540 --> 00:01:26.340]  這個突出的主題
[00:01:26.340 --> 00:01:28.540]  大概都有它的原因
[00:01:28.540 --> 00:01:32.340]  都和當時這班弟兄姊妹的處境
[00:01:32.340 --> 00:01:36.140]  都有很重要的關係
[00:01:36.140 --> 00:01:38.140]  我們知道
[00:01:38.140 --> 00:01:40.740]  「鐵紮羅尼加」的弟兄姊妹
[00:01:40.740 --> 00:01:42.840]  當他們聽到
[00:01:42.840 --> 00:01:46.840]  明白了保羅向他們所傳的福音的時候
[00:01:46.840 --> 00:01:50.640]  哪怕他們當中很多都是希臘人
[00:01:50.640 --> 00:01:53.240]  大概第一次來接觸
[00:01:53.240 --> 00:01:56.540]  其實都充滿了不少
[00:01:56.540 --> 00:02:00.940]  猶太教本身的色彩的信仰
[00:02:00.940 --> 00:02:03.940]  他們沒有當是人間的道理
[00:02:03.940 --> 00:02:06.740]  他們就當是神的道
[00:02:06.740 --> 00:02:08.940]  這樣來接受了
[00:02:08.940 --> 00:02:13.540]  他們知道這個真的會兌現
[00:02:13.540 --> 00:02:15.140]  不是猜測的
[00:02:15.140 --> 00:02:19.040]  保羅在前後書都有幾次提到
[00:02:19.040 --> 00:02:21.540]  其實關於主在來末世的事
[00:02:21.540 --> 00:02:23.340]  我不用再寫了
[00:02:23.340 --> 00:02:24.840]  當時你們都知道
[00:02:24.840 --> 00:02:26.640]  因為我和你們說過
[00:02:26.640 --> 00:02:29.240]  很大機會保羅其實是把
[00:02:29.240 --> 00:02:33.840]  耶穌曾經向門徒教導過
[00:02:33.840 --> 00:02:38.340]  關於祂在來末世的情況
[00:02:38.340 --> 00:02:40.740]  保羅都去教導
[00:02:40.740 --> 00:02:42.740]  讓這班弟兄姊妹知道
[00:02:42.740 --> 00:02:45.840]  耶穌的教導在《馬太福音》24章
[00:02:45.840 --> 00:02:47.840]  在《馬可福音》13章
[00:02:47.840 --> 00:02:49.940]  在《路加福音》21章
[00:02:49.940 --> 00:02:54.140]  那裏有相當長篇幅的一個技術
[00:02:54.140 --> 00:02:56.640]  貼上羅尼加信徒的「好信」
[00:02:56.640 --> 00:02:59.340]  真的會這樣發生
[00:02:59.340 --> 00:03:02.540]  並且他們正在期待
[00:03:02.540 --> 00:03:05.240]  而令他們如此願意去期待
[00:03:05.240 --> 00:03:08.440]  我猜亦都一個很重要的原因是因為
[00:03:08.440 --> 00:03:10.940]  他們由信耶穌那一刻
[00:03:10.940 --> 00:03:14.640]  以至現在領受書信的那一刻
[00:03:14.640 --> 00:03:16.240]  他們都離不開
[00:03:16.240 --> 00:03:21.440]  遭受很大因為信仰而來的迫害、迫拍
[00:03:21.440 --> 00:03:24.240]  政治的力量
[00:03:24.240 --> 00:03:27.240]  然後宗教那班猶太人
[00:03:27.240 --> 00:03:28.740]  甚至在社會上
[00:03:28.740 --> 00:03:31.440]  他們都成為受杯葛的人
[00:03:31.440 --> 00:03:37.540]  他們在主在來裏面看到
[00:03:37.540 --> 00:03:40.240]  原來將來會有不同的
[00:03:40.240 --> 00:03:43.740]  他們不聚焦於今生
[00:03:43.740 --> 00:03:45.540]  我們都明白的
[00:03:45.540 --> 00:03:47.140]  往往在安逸的時候
[00:03:47.140 --> 00:03:49.440]  我們就覺得自己現在都很好
[00:03:49.440 --> 00:03:54.640]  不用太期望主在來扭轉的日子
[00:03:54.640 --> 00:03:59.040]  另外為何保羅要如此密集地
[00:03:59.040 --> 00:04:02.940]  向他們提主在來末世的真理
[00:04:02.940 --> 00:04:05.540]  亦都是因為保羅當時
[00:04:05.540 --> 00:04:08.440]  有機會向他們牧羊教導的時間
[00:04:08.440 --> 00:04:09.840]  實在是有限
[00:04:09.840 --> 00:04:12.340]  因為那班反對的力量
[00:04:12.340 --> 00:04:14.740]  實在是如狼似虎
[00:04:14.740 --> 00:04:17.340]  以致保羅要匆匆離開
[00:04:17.340 --> 00:04:19.840]  貼撒羅尼加弟兄姊妹聽完
[00:04:19.840 --> 00:04:22.840]  大概有不少不明白的地方
[00:04:22.840 --> 00:04:25.840]  然後又沒有機會再問保羅
[00:04:25.840 --> 00:04:29.440]  很大機會在提摩太探訪的時候
[00:04:29.440 --> 00:04:32.140]  就發現他們很多的疑問
[00:04:32.140 --> 00:04:35.840]  或者很多偏差了的理解
[00:04:35.840 --> 00:04:37.240]  所以今天來到
[00:04:37.240 --> 00:04:39.840]  貼撒羅尼加後書的第二章
[00:04:39.840 --> 00:04:42.840]  都是繼續關於主在來
[00:04:42.840 --> 00:04:45.240]  這次保羅要回應的問題
[00:04:45.240 --> 00:04:47.240]  是因為他發現
[00:04:47.240 --> 00:04:52.040]  原來在他離開不久之後
[00:04:52.040 --> 00:04:54.440]  第一封信才剛剛到
[00:04:54.440 --> 00:04:57.040]  他就意識到原來
[00:04:57.040 --> 00:05:00.240]  當時已經在貼撒羅尼加教會當中
[00:05:00.240 --> 00:05:01.440]  有一些人
[00:05:01.440 --> 00:05:04.640]  來到跟這班剛剛信主的弟兄姊妹說
[00:05:04.640 --> 00:05:08.240]  喂!主耶穌已經來了
[00:05:08.240 --> 00:05:10.640]  明天很快很快就來了
[00:05:10.640 --> 00:05:12.640]  不是明天就是下星期了
[00:05:12.640 --> 00:05:15.240]  來了!令他們很驚訝
[00:05:15.240 --> 00:05:15.940]  這麼快?
[00:05:15.940 --> 00:05:18.640]  我剛剛信主沒多久還沒預備節目
[00:05:18.640 --> 00:05:22.240]  那我是不是已經預備好主在來?
[00:05:22.240 --> 00:05:24.440]  於是無論是理智上
[00:05:24.440 --> 00:05:27.840]  心情上都完全是
[00:05:27.840 --> 00:05:30.240]  搞得亂七八糟
[00:05:30.240 --> 00:05:33.640]  保羅很重視這個情況
[00:05:33.640 --> 00:05:35.640]  但他又不知道是什麼原因
[00:05:35.640 --> 00:05:38.040]  以致他自己去表達的時候說
[00:05:38.040 --> 00:05:40.840]  我估計不到是什麼原因
[00:05:40.840 --> 00:05:42.240]  因為沒有足足的資料
[00:05:42.240 --> 00:05:44.640]  但無論是在你們當中
[00:05:44.640 --> 00:05:46.440]  有些人冒我的名字
[00:05:46.440 --> 00:05:48.440]  寫了一些東西告訴你
[00:05:48.440 --> 00:05:51.040]  抑或是有些人自己宣稱
[00:05:51.040 --> 00:05:53.640]  我領受了聖靈的感動
[00:05:53.640 --> 00:05:56.040]  耶穌說沒多久就來了
[00:05:56.040 --> 00:05:58.240]  就算我不知道主的日子何時來
[00:05:58.240 --> 00:06:01.040]  但是聖靈給我很迫切的感動
[00:06:01.040 --> 00:06:02.840]  來了來了
[00:06:02.840 --> 00:06:04.440]  或者其他渠道
[00:06:04.440 --> 00:06:06.440]  你都不要相信
[00:06:06.440 --> 00:06:09.440]  保羅就在第二章那裡
[00:06:09.440 --> 00:06:12.640]  很鄭重地向他們澄清
[00:06:12.640 --> 00:06:14.640]  在主再來之前
[00:06:14.640 --> 00:06:17.240]  其實我不是和你們提過
[00:06:17.240 --> 00:06:20.240]  會有一些事必須要出現
[00:06:20.240 --> 00:06:22.840]  會有一些人物必須會出現
[00:06:22.840 --> 00:06:25.040]  就是那個不法的人
[00:06:25.040 --> 00:06:26.640]  要首先出現
[00:06:26.640 --> 00:06:30.040]  然後主才來到
[00:06:30.040 --> 00:06:32.040]  由於這個不法的人
[00:06:32.040 --> 00:06:35.840]  他的來臨是一個很關鍵的記認
[00:06:35.840 --> 00:06:38.040]  因為當他出現的時候
[00:06:38.040 --> 00:06:41.040]  主就真的很近
[00:06:41.040 --> 00:06:44.640]  所以保羅在我們今天讀的經文
[00:06:44.640 --> 00:06:47.640]  其實花了很長很長的篇幅
[00:06:47.640 --> 00:06:50.640]  都是來描述或者形容
[00:06:50.640 --> 00:06:54.640]  這個不法的人有什麼記認
[00:06:54.640 --> 00:06:57.040]  讓我們一同來看看
[00:06:57.040 --> 00:06:58.240]  在我們今天的講道
[00:06:58.240 --> 00:07:00.040]  都會比較多花時間
[00:07:00.040 --> 00:07:02.440]  一起來認識這個不法的人
[00:07:02.440 --> 00:07:03.640]  有什麼特別
[00:07:03.640 --> 00:07:05.640]  如果大家好像我這樣
[00:07:05.640 --> 00:07:06.640]  不是那麼熟
[00:07:06.640 --> 00:07:08.640]  都很值得花這個時間
[00:07:08.640 --> 00:07:09.640]  我們一同認識一下
[00:07:09.640 --> 00:07:12.640]  待會我都會邀請大家一同讀經文
[00:07:12.640 --> 00:07:14.640]  但當你遇到灰色字
[00:07:14.640 --> 00:07:16.640]  不論是中文字還是英文字
[00:07:16.640 --> 00:07:18.640]  你跳過就可以了
[00:07:18.640 --> 00:07:20.640]  因為我夾了幾個譯本
[00:07:20.640 --> 00:07:22.640]  又可能補充了一些字
[00:07:22.640 --> 00:07:25.640]  一些少少直譯的翻譯
[00:07:25.640 --> 00:07:27.640]  希望大家一路讀的時候
[00:07:27.640 --> 00:07:30.640]  不會有少少不太明白
[00:07:30.640 --> 00:07:33.640]  因為他本身的原文結構都比較亂
[00:07:33.640 --> 00:07:35.640]  我不可以說亂
[00:07:35.640 --> 00:07:38.640]  因為我斷句可能會很心急回應
[00:07:38.640 --> 00:07:41.640]  都邀請大家一同讀
[00:07:41.640 --> 00:07:43.640]  我們三聲之後
[00:07:43.640 --> 00:07:44.640]  1、2、3
[00:07:44.640 --> 00:08:11.640]  (念念不忘)
[00:08:11.640 --> 00:08:40.640]  (念念不忘)
[00:08:40.640 --> 00:08:42.640]  (廣東話)
[00:08:42.640 --> 00:08:44.640]  (廣東話)
[00:08:44.640 --> 00:08:46.640]  (廣東話)
[00:08:46.640 --> 00:08:48.640]  (廣東話)
[00:08:48.640 --> 00:08:50.640]  (廣東話)
[00:08:50.640 --> 00:08:52.640]  (廣東話)
[00:08:52.640 --> 00:08:54.640]  (廣東話)
[00:08:54.640 --> 00:08:59.640]  (廣東話)
[00:08:59.640 --> 00:09:04.640]  (廣東話)
[00:09:05.640 --> 00:09:10.640]  (廣東話)
[00:09:10.640 --> 00:09:15.640]  (廣東話)
[00:09:15.640 --> 00:09:20.640]  (廣東話)
[00:09:20.640 --> 00:09:26.640]  (廣東話)
[00:09:26.640 --> 00:09:32.640]  (廣東話)
[00:09:32.640 --> 00:09:38.640]  (廣東話)
[00:09:38.640 --> 00:09:44.640]  (廣東話)
[00:09:44.640 --> 00:09:49.640]  (廣東話)
[00:09:49.640 --> 00:09:55.640]  (廣東話)
[00:09:55.640 --> 00:09:59.640]  (廣東話)
