
[00:00:00.000 --> 00:00:02.000]  好 頂姐妹早安
[00:00:02.000 --> 00:00:06.000]  今天繼續講彼得候書
[00:00:06.000 --> 00:00:08.000]  上星期如果大家有印象
[00:00:08.000 --> 00:00:10.000]  講到有一班假的教師
[00:00:10.000 --> 00:00:15.000]  他們不知如何混入了修信人裡面
[00:00:15.000 --> 00:00:19.000]  偷偷引進使人滅亡的疑端
[00:00:19.000 --> 00:00:22.000]  以至彼得要用整整一章的經文
[00:00:22.000 --> 00:00:25.000]  來回應責備他們
[00:00:25.000 --> 00:00:30.000]  當我們聽到一些錯誤的訊息
[00:00:30.000 --> 00:00:34.000]  會使人滅亡的疑端的時候
[00:00:34.000 --> 00:00:37.000]  教會要有勇氣去回應
[00:00:37.000 --> 00:00:43.000]  否則會滲透到整間教會裡面
[00:00:43.000 --> 00:00:47.000]  彼得用了一章的經文來回應他們
[00:00:47.000 --> 00:00:48.000]  上星期我們開了頭
[00:00:48.000 --> 00:00:51.000]  今天繼續看下去
[00:00:51.000 --> 00:00:54.000]  頂姐妹教會裡面有假的教師
[00:00:54.000 --> 00:00:55.000]  有假的教導
[00:00:55.000 --> 00:00:58.000]  其實都不是一些很新奇的事
[00:00:58.000 --> 00:01:01.000]  由門徒奉主差遣出去傳福音的時候
[00:01:01.000 --> 00:01:04.000]  已經有很多不同的假的教師
[00:01:04.000 --> 00:01:07.000]  假的教導跟著他們
[00:01:07.000 --> 00:01:11.000]  譬如有些人說信耶穌一定要受割禮
[00:01:11.000 --> 00:01:15.000]  如果不按照摩西的規矩受割禮
[00:01:15.000 --> 00:01:16.000]  他們就不得救
[00:01:16.000 --> 00:01:18.000]  有些人說信了耶穌之後
[00:01:18.000 --> 00:01:20.000]  怎樣生活都可以
[00:01:20.000 --> 00:01:24.000]  不再受律法的約束和綑綁
[00:01:24.000 --> 00:01:28.000]  有些人說主的日子已經到了
[00:01:28.000 --> 00:01:31.000]  有些人說主永遠都不會再來
[00:01:31.000 --> 00:01:33.000]  有很多不同的教導
[00:01:33.000 --> 00:01:35.000]  有很多不同的資訊
[00:01:35.000 --> 00:01:38.000]  存留在教會裡面
[00:01:38.000 --> 00:01:39.000]  有些是正確
[00:01:39.000 --> 00:01:42.000]  有些就不是很正確
[00:01:42.000 --> 00:01:43.000]  真真假假
[00:01:43.000 --> 00:01:46.000]  我們其實都不容易去分辨
[00:01:46.000 --> 00:01:47.000]  頂姐妹
[00:01:47.000 --> 00:01:49.000]  越是騙到人的東西是怎樣的?
[00:01:49.000 --> 00:01:52.000]  越是說得很真
[00:01:52.000 --> 00:01:53.000]  越是做得很真
[00:01:53.000 --> 00:01:54.000]  不容易分辨
[00:01:54.000 --> 00:01:58.000]  於是教會需要有人按照聖經的正義
[00:01:58.000 --> 00:02:02.000]  來回應、澄清、糾正
[00:02:02.000 --> 00:02:06.000]  怎樣去判斷一件事是真是假?
[00:02:06.000 --> 00:02:08.000]  大概有兩個途徑
[00:02:08.000 --> 00:02:12.000]  一是採取專業的判斷
[00:02:12.000 --> 00:02:14.000]  你看到一幅畫或一塊玉
[00:02:14.000 --> 00:02:16.000]  你不知道是真是假
[00:02:16.000 --> 00:02:19.000]  所以就找專家去鑑定
[00:02:19.000 --> 00:02:22.000]  專家會不會出錯?
[00:02:22.000 --> 00:02:24.000]  當然會
[00:02:24.000 --> 00:02:27.000]  不過對我們這些沒有專業知識的人來說
[00:02:27.000 --> 00:02:29.000]  他們出錯的機會就會少很多
[00:02:29.000 --> 00:02:32.000]  除了找專家去鑑定
[00:02:32.000 --> 00:02:35.000]  第二個途徑就是運用常識去判斷
[00:02:35.000 --> 00:02:37.000]  什麼叫運用常識?
[00:02:37.000 --> 00:02:39.000]  就是說就著說話的人
[00:02:39.000 --> 00:02:41.000]  買那件物件的人
[00:02:41.000 --> 00:02:42.000]  他的為人是怎樣
[00:02:42.000 --> 00:02:45.000]  我們做一個人格的判斷
[00:02:45.000 --> 00:02:47.000]  一個人如果不老實
[00:02:47.000 --> 00:02:49.000]  經常說話去騙人
[00:02:49.000 --> 00:02:51.000]  我們會不會相信他?
[00:02:51.000 --> 00:02:53.000]  即使他這次說的話是真的
[00:02:53.000 --> 00:02:55.000]  他賣的東西是真的
[00:02:55.000 --> 00:02:57.000]  我們都不會輕易相信
[00:02:57.000 --> 00:03:00.000]  面對假的教導
[00:03:00.000 --> 00:03:03.000]  我們如果有足夠的聖經和神學知識
[00:03:03.000 --> 00:03:06.000]  大概一聽一看就知道
[00:03:06.000 --> 00:03:10.000]  不過弟兄姊妹很可能未受過專業的神學訓練
[00:03:10.000 --> 00:03:13.000]  於是我們要採取第二個途徑
[00:03:13.000 --> 00:03:16.000]  憑著教導聖經的人是怎樣
[00:03:16.000 --> 00:03:17.000]  他的為人是怎樣
[00:03:17.000 --> 00:03:20.000]  他的人格是怎樣來做判斷
[00:03:20.000 --> 00:03:22.000]  主耶穌曾經說過一句話
[00:03:22.000 --> 00:03:24.000]  好樹不會結壞的果子
[00:03:24.000 --> 00:03:27.000]  壞樹也不會結好的果子
[00:03:27.000 --> 00:03:30.000]  憑著他們的果子就可以認出
[00:03:30.000 --> 00:03:32.000]  誰是真的先知
[00:03:32.000 --> 00:03:34.000]  誰是假的先知
[00:03:34.000 --> 00:03:37.000]  哪些是假的先知
[00:03:37.000 --> 00:03:40.000]  哪些是假的教師
[00:03:40.000 --> 00:03:42.000]  我們可以看看他怎樣做人
[00:03:42.000 --> 00:03:45.000]  他的人格是怎樣來做判斷
[00:03:45.000 --> 00:03:47.000]  順著這個邏輯
[00:03:47.000 --> 00:03:51.000]  彼得在二章十節
[00:03:51.000 --> 00:03:55.000]  說出了假教師有一個顯著的特質
[00:03:55.000 --> 00:03:57.000]  二章十節說到
[00:03:57.000 --> 00:03:59.000]  這群人是隨從肉體
[00:03:59.000 --> 00:04:01.000]  放縱污穢的情慾
[00:04:01.000 --> 00:04:03.000]  藐視主的權威
[00:04:03.000 --> 00:04:05.000]  和膽大任性
[00:04:05.000 --> 00:04:08.000]  這群人膽大任性
[00:04:08.000 --> 00:04:10.000]  他們怎樣膽大任性
[00:04:10.000 --> 00:04:14.000]  接著彼得舉出了一個例子
[00:04:14.000 --> 00:04:16.000]  他們膽大任性
[00:04:16.000 --> 00:04:19.000]  無懼地去誹謗眾尊榮者
[00:04:19.000 --> 00:04:20.000]  十一節
[00:04:20.000 --> 00:04:23.000]  就是天使雖然力量權能更大
[00:04:23.000 --> 00:04:26.000]  在對他們宣告重組來審判的時候
[00:04:26.000 --> 00:04:30.000]  還不用誹謗的話
[00:04:30.000 --> 00:04:35.000]  猶大書第九節提到一個事件
[00:04:35.000 --> 00:04:38.000]  猶大書九節提到天使長米加勒
[00:04:38.000 --> 00:04:42.000]  為了摩西的屍首和魔鬼爭辯
[00:04:42.000 --> 00:04:46.000]  在那時候天使米加勒
[00:04:46.000 --> 00:04:50.000]  都不敢用誹謗的話去責備魔鬼
[00:04:50.000 --> 00:04:54.000]  大概彼得後書這裡的經文
[00:04:54.000 --> 00:04:56.000]  就是在說猶大書九節
[00:04:56.000 --> 00:04:57.000]  這件事件
[00:04:57.000 --> 00:04:59.000]  應該是同一件事件
[00:04:59.000 --> 00:05:02.000]  這群假教師有多膽大
[00:05:02.000 --> 00:05:04.000]  他們有多隨從肉體
[00:05:04.000 --> 00:05:07.000]  多任性
[00:05:07.000 --> 00:05:11.000]  彼得這裡引用了一個典故
[00:05:11.000 --> 00:05:15.000]  典故說到那群天使不敢說的話
[00:05:15.000 --> 00:05:18.000]  那群天使都不敢做的事
[00:05:18.000 --> 00:05:21.000]  這群假教師通通都說出來
[00:05:21.000 --> 00:05:23.000]  做出來
[00:05:23.000 --> 00:05:26.000]  為什麼他們膽子這麼大呢
[00:05:26.000 --> 00:05:28.000]  我們看回上文
[00:05:28.000 --> 00:05:29.000]  看回上面
[00:05:29.000 --> 00:05:30.000]  看看怎麼說
[00:05:30.000 --> 00:05:33.000]  上面二章四到九節
[00:05:33.000 --> 00:05:36.000]  彼得說了好幾個事件
[00:05:36.000 --> 00:05:40.000]  這幾個事件都和上帝的審判有關
[00:05:40.000 --> 00:05:42.000]  對於那些不公義
[00:05:42.000 --> 00:05:43.000]  那些不敬虔的人
[00:05:43.000 --> 00:05:45.000]  上帝一定會有審判
[00:05:45.000 --> 00:05:47.000]  即使天使犯罪
[00:05:47.000 --> 00:05:50.000]  上帝都不會寬容
[00:05:50.000 --> 00:05:51.000]  二章四節
[00:05:51.000 --> 00:05:55.000]  既然上帝沒有寬容犯了罪的天使
[00:05:55.000 --> 00:05:58.000]  反而將他們丟在地獄裡
[00:05:58.000 --> 00:06:02.000]  囚禁在黑暗裡等候審判
[00:06:02.000 --> 00:06:05.000]  這裡說的是哪一個事件呢
[00:06:05.000 --> 00:06:07.000]  深水清的弟兄姊妹
[00:06:07.000 --> 00:06:11.000]  馬上想到創世紀第六章一到四節
[00:06:11.000 --> 00:06:13.000]  那裡說到上帝的兒子們
[00:06:13.000 --> 00:06:15.000]  看到人的女子美貌
[00:06:15.000 --> 00:06:18.000]  就隨意挑選取來為妻
[00:06:18.000 --> 00:06:21.000]  跟著和這群女子結合
[00:06:21.000 --> 00:06:25.000]  就生了一些勇士出來
[00:06:25.000 --> 00:06:29.000]  弟兄姊妹可能會問
[00:06:29.000 --> 00:06:32.000]  其實創世紀第六章是說兒子們
[00:06:32.000 --> 00:06:34.000]  為什麼這裡說天使呢
[00:06:34.000 --> 00:06:39.000]  因為彼得引用了典外的文獻
[00:06:39.000 --> 00:06:41.000]  其實在初期教會
[00:06:41.000 --> 00:06:43.000]  引用一些猶太文獻
[00:06:43.000 --> 00:06:44.000]  一些典外文獻
[00:06:44.000 --> 00:06:48.000]  其實是經常會發生的事
[00:06:48.000 --> 00:06:52.000]  大概學者指出彼得引用了以諾一書
[00:06:52.000 --> 00:06:55.000]  以諾一書說到創世紀第六章的時候
[00:06:55.000 --> 00:06:57.000]  就說到這群上帝的兒子們
[00:06:57.000 --> 00:06:58.000]  就是叛逆的天使
[00:06:58.000 --> 00:07:02.000]  他們的結局就是被上帝囚禁在地獄裡
[00:07:02.000 --> 00:07:05.000]  等候最後的審判
[00:07:05.000 --> 00:07:08.000]  彼得在這裡引用了一個猶太人
[00:07:08.000 --> 00:07:10.000]  都很熟悉的故事
[00:07:10.000 --> 00:07:11.000]  一個典故
[00:07:11.000 --> 00:07:13.000]  來突出這群假教師
[00:07:13.000 --> 00:07:16.000]  他們有多膽大任性
[00:07:16.000 --> 00:07:19.000]  他們有多膽大任性
[00:07:19.000 --> 00:07:23.000]  就是人人都聽過的故事
[00:07:23.000 --> 00:07:27.000]  人人都知道上帝會審判罪惡
[00:07:27.000 --> 00:07:28.000]  人人都知道的
[00:07:28.000 --> 00:07:30.000]  我們大概都知道的
[00:07:30.000 --> 00:07:34.000]  不過那群假教師好像什麼都不知道
[00:07:34.000 --> 00:07:38.000]  他們好像不知道上帝會審判罪惡
[00:07:38.000 --> 00:07:41.000]  他們亂說上帝的話語
[00:07:41.000 --> 00:07:44.000]  亂說道理
[00:07:44.000 --> 00:07:47.000]  使人陷入罪惡
[00:07:47.000 --> 00:07:49.000]  他們不害怕嗎
[00:07:49.000 --> 00:07:52.000]  他們不懼怕上帝嗎
[00:07:52.000 --> 00:07:54.000]  說完天使的犯罪
[00:07:54.000 --> 00:07:55.000]  接著說什麼
[00:07:55.000 --> 00:07:58.000]  接著說洪水的事件
[00:07:58.000 --> 00:07:59.000]  二章五節
[00:07:59.000 --> 00:08:02.000]  既然上帝也沒有寬容上古的世界
[00:08:02.000 --> 00:08:07.000]  曾叫洪水淋到不敬虔的世界裡
[00:08:07.000 --> 00:08:12.000]  這裡是在說創世紀第六到第八章的故事
[00:08:12.000 --> 00:08:14.000]  相信大家都很有印象
[00:08:14.000 --> 00:08:17.000]  為什麼會有洪水出現呢
[00:08:17.000 --> 00:08:20.000]  創世紀第六章五節說到耶和華
[00:08:20.000 --> 00:08:22.000]  見人在地上罪大惡極
[00:08:22.000 --> 00:08:26.000]  終日心裡所想的盡都是惡
[00:08:26.000 --> 00:08:30.000]  於是上帝用洪水毀滅大地
[00:08:30.000 --> 00:08:33.000]  上帝真的會有審判
[00:08:33.000 --> 00:08:36.000]  並且上帝的審判也很恐怖
[00:08:36.000 --> 00:08:40.000]  整個大地都被上帝審判
[00:08:40.000 --> 00:08:44.000]  不過上帝也有恩典有憐憫
[00:08:44.000 --> 00:08:46.000]  因為在洪水的事件裡
[00:08:46.000 --> 00:08:48.000]  上帝拯救了羅亞一家
[00:08:48.000 --> 00:08:50.000]  上帝為什麼要拯救他們呢
[00:08:50.000 --> 00:08:54.000]  因為創世紀第六章九節說到
[00:08:54.000 --> 00:08:57.000]  羅亞在上帝眼中是一個異人
[00:08:57.000 --> 00:08:59.000]  是一個完全人
[00:08:59.000 --> 00:09:01.000]  上帝一定會審判罪惡
[00:09:01.000 --> 00:09:04.000]  並且可以出手很厲害很可怕
[00:09:04.000 --> 00:09:07.000]  不過上帝也會對那些異人
[00:09:07.000 --> 00:09:10.000]  完全人上帝有答究
