
[00:00:00.000 --> 00:00:04.000]  早安
[00:00:04.000 --> 00:00:07.000]  跟你們旁邊的那個打招呼吧
[00:00:07.000 --> 00:00:10.000]  看他起了身沒有
[00:00:10.000 --> 00:00:14.000]  OK 好
[00:00:14.000 --> 00:00:25.000]  OK 我們現在是在說什麼系列呢
[00:00:25.000 --> 00:00:27.000]  這個系列是叫做Back to the Basics
[00:00:27.000 --> 00:00:30.000]  不是Back to the Future 是Back to the Basics
[00:00:30.000 --> 00:00:33.000]  Pinky 誰在這裡的
[00:00:33.000 --> 00:00:36.000]  聽過Pinky說兩個禮拜之前
[00:00:36.000 --> 00:00:38.000]  沒有嗎 有幾個
[00:00:38.000 --> 00:00:41.000]  他說什麼 神是我們什麼
[00:00:41.000 --> 00:00:43.000]  是我們的爸爸
[00:00:43.000 --> 00:00:46.000]  今天是什麼日子
[00:00:46.000 --> 00:00:48.000]  知道是什麼嗎
[00:00:48.000 --> 00:00:49.000]  什麼日子
[00:00:49.000 --> 00:00:51.000]  Father's Day
[00:00:51.000 --> 00:00:52.000]  我們請一些父親起來
[00:00:52.000 --> 00:00:54.000]  我們給他們一個掌聲
[00:00:54.000 --> 00:00:55.000]  有沒有
[00:00:55.000 --> 00:00:57.000]  還有誰 一個而已
[00:00:57.000 --> 00:00:59.000]  Muncle Maurice
[00:00:59.000 --> 00:01:03.000]  還有 還有兩個
[00:01:03.000 --> 00:01:06.000]  媽媽呢 媽媽在嗎
[00:01:06.000 --> 00:01:08.000]  上次我們Mother's Day沒有在
[00:01:08.000 --> 00:01:10.000]  我們也起來吧
[00:01:10.000 --> 00:01:11.000]  給他們一個掌聲
[00:01:11.000 --> 00:01:14.000]  Mother's Day
[00:01:14.000 --> 00:01:18.000]  這麼辛苦養我們
[00:01:18.000 --> 00:01:20.000]  要給他們一個掌聲
[00:01:20.000 --> 00:01:22.000]  上個禮拜我們說什麼
[00:01:22.000 --> 00:01:24.000]  神是我們的什麼
[00:01:24.000 --> 00:01:26.000]  神是我們的朋友
[00:01:26.000 --> 00:01:27.000]  Pastor Irene跟我們說
[00:01:27.000 --> 00:01:28.000]  神是我們的朋友
[00:01:28.000 --> 00:01:31.000]  誰覺得神是我們的朋友
