
[00:00:00.000 --> 00:00:03.000]  (字幕由Amara.org社区提供)
[00:00:03.800 --> 00:00:05.800]  Hi,各位早晨
[00:00:05.800 --> 00:00:09.400]  今天大家在這個星期日的早上
[00:00:09.400 --> 00:00:11.200]  能夠看到這條片
[00:00:11.200 --> 00:00:13.200]  我要為你去感恩
[00:00:13.200 --> 00:00:15.800]  我相信你今天來到這個鏡頭
[00:00:15.800 --> 00:00:18.000]  這個螢幕的面前
[00:00:18.000 --> 00:00:20.200]  可能不外乎有兩個原因
[00:00:20.200 --> 00:00:21.600]  第一個原因
[00:00:21.600 --> 00:00:23.400]  可能你因為太悶
[00:00:23.400 --> 00:00:25.200]  做功課做到很悶
[00:00:25.200 --> 00:00:27.400]  就不經意點了這條鏈接
[00:00:27.400 --> 00:00:28.600]  第二個原因
[00:00:28.600 --> 00:00:30.400]  可能是父母迫你
[00:00:31.000 --> 00:00:33.800]  不過如果你是第三個原因
[00:00:33.800 --> 00:00:35.800]  你是真的很想
[00:00:35.800 --> 00:00:37.800]  很想來到神的面前
[00:00:37.800 --> 00:00:39.200]  去崇拜
[00:00:39.200 --> 00:00:40.400]  去聽道
[00:00:40.400 --> 00:00:42.600]  我更加要為你
[00:00:42.600 --> 00:00:45.800]  這班學青去感恩
[00:00:45.800 --> 00:00:49.000]  我都很想在開始之前
[00:00:49.000 --> 00:00:50.800]  一齊去祈禱
[00:00:50.800 --> 00:00:53.400]  差天父很感恩
[00:00:53.400 --> 00:00:55.000]  謝謝你給我們有這個機會
[00:00:55.000 --> 00:00:58.000]  一同去到上帝的面前
[00:00:58.600 --> 00:01:00.600]  雖然這個環境
[00:01:00.600 --> 00:01:02.600]  外在的環境是非常困難
[00:01:02.600 --> 00:01:05.200]  但主要知道你仍然與我們同在
[00:01:05.200 --> 00:01:06.400]  你看顧我們
[00:01:06.400 --> 00:01:08.400]  每一個留在家裡的
[00:01:08.400 --> 00:01:10.400]  每一位青少年人
[00:01:10.400 --> 00:01:11.600]  你看顧我們
[00:01:11.600 --> 00:01:12.600]  知道我們
[00:01:12.600 --> 00:01:13.800]  數算過我們的頭髮
[00:01:13.800 --> 00:01:15.600]  你都知道我們在想什麼
[00:01:15.600 --> 00:01:16.600]  天父願意你
[00:01:16.600 --> 00:01:17.600]  給每一個
[00:01:17.600 --> 00:01:20.400]  每一個所聽見這個訊息的時候
[00:01:20.400 --> 00:01:22.400]  都能夠被
[00:01:22.400 --> 00:01:24.600]  刺熱到
[00:01:24.600 --> 00:01:26.200]  都能夠被鼓勵、激勵
