
[00:00:00.000 --> 00:00:02.720]  感謝神讓我們一起來崇拜
[00:00:02.720 --> 00:00:04.300]  上一回我們上次講到
[00:00:04.300 --> 00:00:07.060]  在崇拜的主要的
[00:00:07.060 --> 00:00:08.880]  怎麼樣影響我們的生活
[00:00:08.880 --> 00:00:10.860]  那麼今天我們要講的是
[00:00:10.860 --> 00:00:13.460]  學習道歉
[00:00:13.460 --> 00:00:15.940]  首先先問弟兄姊妹一個問題
[00:00:15.940 --> 00:00:20.040]  你覺得道歉容易嗎?
[00:00:20.040 --> 00:00:22.940]  有些人馬上說不容易
[00:00:22.940 --> 00:00:25.400]  很坦白啊 很誠實
[00:00:25.400 --> 00:00:29.960]  你是一個容易道歉的人嗎?
[00:00:29.960 --> 00:00:32.960]  要看對誰了
[00:00:32.960 --> 00:00:34.460]  對不對
[00:00:34.460 --> 00:00:38.460]  那麼這是一個很重要的功課
[00:00:38.460 --> 00:00:40.960]  我們要一起來學習
[00:00:40.960 --> 00:00:43.960]  所以今天聖經的經文
[00:00:43.960 --> 00:00:45.960]  我選了這一題
[00:00:45.960 --> 00:00:48.460]  這是一個專題講到
[00:00:48.460 --> 00:00:51.460]  那麼我會從方方面面來看
[00:00:51.460 --> 00:00:53.460]  關於道歉的功課
[00:00:53.460 --> 00:00:56.460]  那麼我們一起看這段經文
[00:00:56.460 --> 00:00:58.460]  聖經說
[00:00:58.460 --> 00:01:01.960]  所以你們要彼此認罪
[00:01:01.960 --> 00:01:03.460]  互相代求
[00:01:03.460 --> 00:01:05.960]  使你們可以得醫治
[00:01:05.960 --> 00:01:07.960]  有人可能會好奇了
[00:01:07.960 --> 00:01:11.460]  這個彼此認罪
[00:01:11.460 --> 00:01:14.460]  互相代求跟醫治
[00:01:14.460 --> 00:01:16.460]  有什麼關係
[00:01:16.460 --> 00:01:18.460]  基本上
[00:01:18.460 --> 00:01:21.460]  在當時候的觀念
[00:01:21.460 --> 00:01:27.460]  罪跟一個人生病是有關係
[00:01:27.460 --> 00:01:28.960]  所以當時候
[00:01:28.960 --> 00:01:29.960]  你記得的話
[00:01:29.960 --> 00:01:30.960]  在福音書
[00:01:30.960 --> 00:01:33.460]  有人來問耶穌
[00:01:33.460 --> 00:01:38.960]  這個人他從小就是一個瞎子
[00:01:38.960 --> 00:01:40.960]  到底是他犯了罪
[00:01:40.960 --> 00:01:43.960]  還是他的父母犯了罪
[00:01:43.960 --> 00:01:46.460]  結果耶穌給他的回答
[00:01:46.460 --> 00:01:47.960]  告訴我們
[00:01:47.960 --> 00:01:51.460]  實際的情況不是那麼的簡單
[00:01:51.460 --> 00:01:52.960]  耶穌就說
[00:01:52.960 --> 00:01:54.960]  不是他犯了罪
[00:01:54.960 --> 00:01:57.960]  也不是他的父母犯了罪
[00:01:57.960 --> 00:02:02.960]  那麼當然耶穌之後告訴這個人
[00:02:02.960 --> 00:02:07.960]  上帝可以使用這個人的瞎眼
[00:02:07.960 --> 00:02:09.960]  來榮耀上帝
[00:02:09.960 --> 00:02:12.960]  所以他說是為了榮耀上帝
[00:02:12.960 --> 00:02:17.960]  所以這個世界有很多很多的疾病
[00:02:17.960 --> 00:02:19.460]  最有可能的原因是
[00:02:19.460 --> 00:02:23.960]  人類用自己自私的方式來管理上帝
[00:02:23.960 --> 00:02:25.960]  我們管理的世界
[00:02:25.960 --> 00:02:30.960]  過量的砍伐、過量的捕捉、過量的焚燒
[00:02:30.960 --> 00:02:33.960]  使到這個世界
[00:02:33.960 --> 00:02:37.960]  不是起初上帝讓亞當用那種
[00:02:37.960 --> 00:02:41.960]  全然的上帝的智慧來管理
[00:02:41.960 --> 00:02:43.960]  所以各樣的疾病也會發生
[00:02:43.960 --> 00:02:45.960]  各樣的問題也會發生
[00:02:45.960 --> 00:02:50.960]  但是這個是讓我們看見
[00:02:50.960 --> 00:02:55.960]  有些人的病也跟罪有關
[00:02:55.960 --> 00:02:59.960]  耶穌說那個瞎子的情況不是這樣
[00:02:59.960 --> 00:03:02.960]  但是有些情況也確實那樣
[00:03:02.960 --> 00:03:04.960]  今天當我們看到
[00:03:04.960 --> 00:03:08.960]  當你跟一些人的關係有了矛盾
[00:03:08.960 --> 00:03:09.960]  有了傷害
[00:03:09.960 --> 00:03:12.960]  你不能夠解決那個傷害的過程
[00:03:12.960 --> 00:03:15.960]  心裡的那個鬱悶
[00:03:15.960 --> 00:03:17.960]  變成一種的痛苦
[00:03:17.960 --> 00:03:20.460]  有些人就因為情緒受傷了
[00:03:20.460 --> 00:03:22.960]  患很多的病
[00:03:22.960 --> 00:03:24.960]  所以聖經這裡提到
[00:03:24.960 --> 00:03:27.460]  你們要彼此認罪、互相代求
[00:03:27.460 --> 00:03:28.960]  使你們可以得醫治
[00:03:28.960 --> 00:03:30.960]  後面那一句是講什麼呢?
[00:03:30.960 --> 00:03:35.960]  一人祈禱所發的力量是大有功效的
[00:03:35.960 --> 00:03:37.960]  這節在這裡怎麼理解呢?
[00:03:37.960 --> 00:03:42.960]  基本上聖經有一個教導是很清楚的
[00:03:42.960 --> 00:03:46.960]  希望每一個愛禱告的基督徒留意
[00:03:46.960 --> 00:03:47.960]  就是什麼呢?
[00:03:47.960 --> 00:03:49.960]  就是聖經說
[00:03:49.960 --> 00:03:52.960]  如果我的心還懷著罪孽
[00:03:52.960 --> 00:03:56.960]  上帝不會垂聽我的禱告
[00:03:56.960 --> 00:03:58.960]  就是說你不可以一方面
[00:03:58.960 --> 00:04:01.960]  還是想過一個犯罪的生活
[00:04:01.960 --> 00:04:05.460]  另一方面還想求上帝來幫助你
[00:04:05.460 --> 00:04:07.460]  處理其他的問題
[00:04:07.460 --> 00:04:09.960]  這個很矛盾跟虛偽對不對?
[00:04:09.960 --> 00:04:14.460]  我們的上帝不是鼓勵我們過一個虛偽的生活
[00:04:14.460 --> 00:04:15.460]  所以聖經說
[00:04:15.460 --> 00:04:18.460]  如果我們的心還懷著一些的
[00:04:18.460 --> 00:04:21.460]  或是還嚮往一些的罪惡
[00:04:21.460 --> 00:04:24.460]  上帝不聽我們的禱告
[00:04:24.460 --> 00:04:26.960]  所以這裡說一人祈禱所發的力量
[00:04:26.960 --> 00:04:28.460]  是大有功效的
[00:04:28.460 --> 00:04:30.960]  當兩個人彼此認罪的時候
[00:04:30.960 --> 00:04:35.460]  他們認了罪成了一人
[00:04:35.460 --> 00:04:37.460]  他禱告就大有功效
[00:04:37.460 --> 00:04:39.460]  並得醫治
[00:04:39.460 --> 00:04:41.460]  這個病廣義的來說
[00:04:41.460 --> 00:04:44.460]  是各樣的不足
[00:04:44.460 --> 00:04:47.460]  各樣的限制跟情況
[00:04:47.460 --> 00:04:51.460]  那麼聖經在這裡還講到
[00:04:51.460 --> 00:04:54.460]  所以你在祭壇上獻祭的時候
[00:04:54.460 --> 00:04:57.460]  若想起有弟兄向你懷願
[00:04:57.460 --> 00:04:58.460]  留意喔
[00:04:58.460 --> 00:05:00.960]  是別人向你懷願
[00:05:00.960 --> 00:05:05.460]  這裡講到在祭壇上獻禮物的時候
[00:05:05.460 --> 00:05:08.960]  這件事情對我們來說不是很重要
[00:05:08.960 --> 00:05:10.460]  但是對猶太人來說
[00:05:10.460 --> 00:05:12.460]  這是一件很重要的事情
[00:05:12.460 --> 00:05:15.460]  在當時猶太人在當時候
