
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹 大家主內平安
[00:00:03.000 --> 00:00:05.540]  感恩我們又再一次的
[00:00:05.540 --> 00:00:08.540]  主日當中一起相聚
[00:00:08.540 --> 00:00:11.540]  為道同心來榮耀我們的神
[00:00:11.540 --> 00:00:14.540]  那麼 照著我們約書亞紀的講道系列
[00:00:14.540 --> 00:00:17.540]  今天來到了第21章
[00:00:17.540 --> 00:00:20.540]  也謝謝弟兄姊妹 還有主席
[00:00:20.540 --> 00:00:23.540]  剛才一起同心合一的讀了
[00:00:23.540 --> 00:00:26.540]  這些的經文 看到了給立委人的
[00:00:26.540 --> 00:00:29.540]  分享 也感謝各位
[00:00:29.540 --> 00:00:32.540]  分地 然後成就在
[00:00:32.540 --> 00:00:35.540]  以色列族群當中的應許
[00:00:35.540 --> 00:00:38.540]  每一句都已經應驗了
[00:00:38.540 --> 00:00:41.540]  所以今天要帶領大家共同思想的一個主題
[00:00:41.540 --> 00:00:44.540]  就是 經歷
[00:00:44.540 --> 00:00:47.540]  上帝的信事
[00:00:47.540 --> 00:00:50.540]  那麼 跟隨我們講道系列的
[00:00:50.540 --> 00:00:53.540]  弟兄姊妹一定不會陌生
[00:00:53.540 --> 00:00:56.540]  今天來到了21章 之前我們曾經
[00:00:56.540 --> 00:00:59.540]  講道20章的時候
[00:00:59.540 --> 00:01:02.540]  是設立了陶城 大家還記得嗎
[00:01:02.540 --> 00:01:05.540]  記得 陶城有多少座
[00:01:05.540 --> 00:01:08.540]  很好
[00:01:08.540 --> 00:01:11.540]  還是記得 有6座的陶城
[00:01:11.540 --> 00:01:14.540]  那麼如果我們看到地圖所顯示
[00:01:14.540 --> 00:01:17.540]  很均勻的分佈在
[00:01:17.540 --> 00:01:20.540]  神賜給以色列民的應許之地的當中
[00:01:20.540 --> 00:01:23.540]  分別約旦河的西和東
[00:01:23.540 --> 00:01:26.540]  各有3座
[00:01:26.540 --> 00:01:29.540]  今天的經文就在
[00:01:29.540 --> 00:01:32.540]  設立了陶城之後
[00:01:32.540 --> 00:01:35.540]  陶城對於今天賜予立委族群的
[00:01:35.540 --> 00:01:38.540]  這些誠意也是重要
[00:01:38.540 --> 00:01:41.540]  因為之前的6座陶城
[00:01:41.540 --> 00:01:44.540]  也是神要分配給立委人的誠意
[00:01:44.540 --> 00:01:47.540]  都是給他們的
[00:01:47.540 --> 00:01:50.540]  陶城要讓他們居住的 讓那些霧山的人
[00:01:50.540 --> 00:01:53.540]  可以暫時的避到陶城當中去
[00:01:53.540 --> 00:01:56.540]  處理族群當中
[00:01:56.540 --> 00:01:59.540]  可能會發生的一些的紛爭
[00:01:59.540 --> 00:02:02.540]  或者是消化其中的仇恨
[00:02:02.540 --> 00:02:05.540]  那麼來到這裡 除了設立了陶城以外
[00:02:05.540 --> 00:02:08.540]  還有剛才提到的
[00:02:08.540 --> 00:02:11.540]  立委人這樣一個族群
[00:02:11.540 --> 00:02:14.540]  很重要的一個支派 還沒有著落
[00:02:14.540 --> 00:02:17.540]  在這一章 21章當中
[00:02:17.540 --> 00:02:20.540]  就在講神的心意是怎麼樣的
[00:02:20.540 --> 00:02:23.540]  怎麼樣來安排這樣一個支派
[00:02:23.540 --> 00:02:26.540]  所以來到這一章的時候
[00:02:26.540 --> 00:02:29.540]  我們就看到
[00:02:29.540 --> 00:02:32.540]  到第41節的時候
[00:02:32.540 --> 00:02:35.540]  立委人在以色列的第一頁當中
[00:02:35.540 --> 00:02:38.540]  所得的這些誠就共有
[00:02:38.540 --> 00:02:41.540]  多少座啊 48座
[00:02:41.540 --> 00:02:44.540]  48座還包含了
[00:02:44.540 --> 00:02:47.540]  6座陶城
[00:02:47.540 --> 00:02:50.540]  6座陶城再加其他的
[00:02:50.540 --> 00:02:53.540]  42座的誠意 共有多少座啊
[00:02:53.540 --> 00:02:56.540]  48座的誠
[00:02:56.540 --> 00:02:59.540]  是分給了立委人所居住的誠意
[00:02:59.540 --> 00:03:02.540]  就是在我們今天的
[00:03:02.540 --> 00:03:05.540]  要和大家一起思想的訊息當中
[00:03:05.540 --> 00:03:08.540]  要分享的一個主題
[00:03:08.540 --> 00:03:11.540]  邀請大家我們在進入這樣一個主題的時候
[00:03:11.540 --> 00:03:14.540]  我們一起來禱告
[00:03:14.540 --> 00:03:17.540]  天父上帝我們
[00:03:17.540 --> 00:03:20.540]  滿心的感恩感謝你
[00:03:20.540 --> 00:03:23.540]  是你的恩典帶領以色列民
[00:03:23.540 --> 00:03:26.540]  在各樣的人生境況當中
[00:03:26.540 --> 00:03:29.540]  在一個族群的發展裡邊
[00:03:29.540 --> 00:03:32.540]  充充滿滿的 激勵了主你的恩典
[00:03:32.540 --> 00:03:35.540]  帶領 甚至是管教
[00:03:35.540 --> 00:03:38.540]  主啊 當他們得到應許之地了以後
[00:03:38.540 --> 00:03:41.540]  主你還有心意
[00:03:41.540 --> 00:03:44.540]  要在這個群體當中 彰顯你的作為
[00:03:44.540 --> 00:03:47.540]  主 不單是透過
[00:03:47.540 --> 00:03:50.540]  聖經的記載 約書亞記裡面的記載
[00:03:50.540 --> 00:03:53.540]  還有我們在日常當中
[00:03:53.540 --> 00:03:56.540]  和你呼應的關係當中
[00:03:56.540 --> 00:03:59.540]  我們都清清楚楚的認識到
[00:03:59.540 --> 00:04:02.540]  主啊 你就是那位又真又活的神
[00:04:02.540 --> 00:04:05.540]  主啊 我們也在生命當中
[00:04:05.540 --> 00:04:08.540]  要不斷的來精力主你的信事
[00:04:08.540 --> 00:04:11.540]  求主 你就藉由今天
[00:04:11.540 --> 00:04:14.540]  你安排給立位人誠意的記載
[00:04:14.540 --> 00:04:17.540]  也就向我們說話
[00:04:17.540 --> 00:04:20.540]  讓我們更清楚的明白
[00:04:20.540 --> 00:04:23.540]  如何精力主
[00:04:23.540 --> 00:04:26.540]  精力主你的帶領 精力主你的慈愛
[00:04:26.540 --> 00:04:29.540]  精力主你的信事
[00:04:29.540 --> 00:04:32.540]  天父啊 我們把以下要聆聽主你
[00:04:32.540 --> 00:04:35.540]  的真道的時間 恭敬的交託在主你的手中
