
[00:00:00.000 --> 00:00:04.000]  (影片即將開始,請點擊「訂閱」、「按讚」,並且「分享」)
[00:00:04.000 --> 00:00:09.000]  感謝讚美神讓我們再次來到祂的面前
[00:00:09.000 --> 00:00:13.000]  一起來思想祂今天要賜給我們的話語
[00:00:13.000 --> 00:00:17.000]  今天我們要講的就是剛才主席為我們念的
[00:00:17.000 --> 00:00:22.000]  馬可福音第八章二十二節到三十八節的經文
[00:00:22.000 --> 00:00:28.000]  我們一直都在馬可福音的講道系列
[00:00:28.000 --> 00:00:33.000]  上一回我們是提到耶穌行七餅和幾條小魚的神蹟
[00:00:33.000 --> 00:00:35.000]  相信很多人都記得
[00:00:35.000 --> 00:00:42.000]  我們回顧一下我們在上一次提到的時候學的幾行功課
[00:00:42.000 --> 00:00:47.000]  第一我們看到神愛世人的愛是無微不至的愛
[00:00:47.000 --> 00:00:51.000]  記得耶穌怎麼樣想起這些人肚子餓了
[00:00:51.000 --> 00:00:56.000]  可能走得遠沒東西吃,是憐憫他們
[00:00:56.000 --> 00:01:01.000]  第二就是世人是受惠於天父的祝福
[00:01:01.000 --> 00:01:04.000]  第三就是儘管經歷過神
[00:01:04.000 --> 00:01:09.000]  如果我們只注目問題就只有問題,好像門徒一樣
[00:01:09.000 --> 00:01:14.000]  第四就是主仍然願意耐心教導我們信心的功課
[00:01:14.000 --> 00:01:18.000]  即使門徒看了五餅二魚的神蹟之後
[00:01:18.000 --> 00:01:23.000]  來到這個神蹟之前他們還是沒有學會那個功課
[00:01:23.000 --> 00:01:27.000]  但是主仍然是用同樣的方法來教導他們
[00:01:27.000 --> 00:01:29.000]  主對我們是很有耐心的
[00:01:29.000 --> 00:01:33.000]  第五就是不願意降伏於主的人是不會經歷神的
[00:01:33.000 --> 00:01:38.000]  我們看到那些宗教領袖他們真的是看到了各樣的神蹟
[00:01:38.000 --> 00:01:44.000]  他們還要找藉口說不如你從天上顯個神蹟來給我們看
[00:01:44.000 --> 00:01:48.000]  所以你如果不願意降伏主是不會經歷神的
[00:01:48.000 --> 00:01:52.000]  第六就是我們要避免自己變成心硬的人
[00:01:52.000 --> 00:01:56.000]  心硬的人就是法利賽人的教
[00:01:56.000 --> 00:01:59.000]  我們犀利的教
[00:01:59.000 --> 00:02:03.000]  所以主耶穌一直在警告門徒不要成為一個心硬的人
[00:02:03.000 --> 00:02:07.000]  最後我們上次學習到就是要繼續經歷神
[00:02:07.000 --> 00:02:14.000]  就要明白和記得神的作為
[00:02:14.000 --> 00:02:19.000]  那麼今天我們要一起來看耶穌醫治瞎子
[00:02:19.000 --> 00:02:23.000]  以耶穌的預言就是剛才主席為我們讀的這段經文
[00:02:23.000 --> 00:02:25.000]  讓我們做一個簡單的禱告
[00:02:25.000 --> 00:02:28.000]  天父上帝我們把你的話語打開
[00:02:28.000 --> 00:02:32.000]  我們祈求你幫助我們明白你的真理
[00:02:32.000 --> 00:02:36.000]  讓你的真理建立我們奉主耶穌基督的聖名
[00:02:36.000 --> 00:02:38.000]  祈求阿們
[00:02:38.000 --> 00:02:41.000]  那麼今天這段經文蠻長的
[00:02:41.000 --> 00:02:45.000]  不過它基本上內容分成三段
[00:02:45.000 --> 00:02:50.000]  第一段是講到耶穌醫治一個瞎子
[00:02:50.000 --> 00:02:54.000]  那麼在這段經文裡面剛才大家都聽到了
[00:02:54.000 --> 00:02:56.000]  一起讀過了
[00:02:56.000 --> 00:02:58.000]  看到一個瞎子來博塞大那邊的
[00:02:58.000 --> 00:03:01.000]  那麼他得到耶穌的醫治
[00:03:01.000 --> 00:03:04.000]  耶穌的醫治這次比較特別
[00:03:04.000 --> 00:03:07.000]  第一次他看的時候看不清楚的
[00:03:07.000 --> 00:03:09.000]  後來他又看見了
[00:03:09.000 --> 00:03:12.000]  第二段是講到關於耶穌的身份的
[00:03:12.000 --> 00:03:15.000]  耶穌主動的問門徒說
[00:03:15.000 --> 00:03:19.000]  這裡的人這些人認為我是誰
[00:03:19.000 --> 00:03:22.000]  然後又問門徒你們認為我是誰
[00:03:22.000 --> 00:03:26.000]  然後就讓彼得講出了他是基督
[00:03:26.000 --> 00:03:28.000]  這樣的一句話
[00:03:28.000 --> 00:03:31.000]  然後就跟他們解釋他的身份的問題
[00:03:31.000 --> 00:03:34.000]  第三段是講到主耶穌就開始
[00:03:34.000 --> 00:03:37.000]  向門徒來做教導的功課
[00:03:37.000 --> 00:03:41.000]  就教導他們要怎樣做一個真正的門徒
[00:03:41.000 --> 00:03:44.000]  所以弟兄姊妹我們今天會一起來看
[00:03:44.000 --> 00:03:48.000]  這三段的經文給我們的有幾樣重要的功課
[00:03:48.000 --> 00:03:53.000]  第一個功課我們要學習的是
[00:03:53.000 --> 00:03:58.000]  我們不但要看見更要看得準
[00:03:58.000 --> 00:04:01.000]  不但要看見更要看得準
[00:04:01.000 --> 00:04:05.000]  你知道這個世上很多人都看見很多東西
[00:04:05.000 --> 00:04:09.000]  有些人是看整個局勢是怎樣
[00:04:09.000 --> 00:04:11.000]  但是看不看得準呢
[00:04:11.000 --> 00:04:14.000]  那就是把你分辨出來了
[00:04:14.000 --> 00:04:16.000]  你是不是真的是懂得看
[00:04:16.000 --> 00:04:18.000]  人生也是這樣啊
[00:04:18.000 --> 00:04:21.000]  有很多事情你都看得見別人也看得見
[00:04:21.000 --> 00:04:24.000]  但是到底你看不看得準是另外一回事
[00:04:24.000 --> 00:04:26.000]  在這段經文裡面
[00:04:26.000 --> 00:04:30.000]  這個被醫治的瞎子的記載
[00:04:30.000 --> 00:04:32.000]  讓我們看見非常有意思
[00:04:32.000 --> 00:04:35.000]  當然耶穌的行神記醫治瞎子
[00:04:35.000 --> 00:04:37.000]  不只是這段經文
[00:04:37.000 --> 00:04:40.000]  所以我們看到聖經用了不同的方法
[00:04:40.000 --> 00:04:45.000]  讓我們看到耶穌有不同的醫治的方式
[00:04:45.000 --> 00:04:49.000]  讓我們先回去這段經文了解它的重點
[00:04:49.000 --> 00:04:55.000]  這裡你看到耶穌首先問瞎子
[00:04:55.000 --> 00:04:58.000]  在他身上做了一些事情之後
[00:04:58.000 --> 00:05:03.000]  他就問他你看見了什麼
[00:05:03.000 --> 00:05:07.000]  這是第一次醫治他的時候
[00:05:07.000 --> 00:05:09.000]  問他你看見了什麼
[00:05:09.000 --> 00:05:12.000]  那麼瞎子就說
[00:05:12.000 --> 00:05:13.000]  說什麼呢
[00:05:13.000 --> 00:05:15.000]  他說我看見了人
[00:05:15.000 --> 00:05:17.000]  他說他看見了人
[00:05:17.000 --> 00:05:20.000]  但是他不只是這麼說
[00:05:20.000 --> 00:05:21.000]  他還說什麼呢
[00:05:21.000 --> 00:05:25.000]  他們好像樹木並且行走
[00:05:25.000 --> 00:05:27.000]  意思就是說他看見人
[00:05:27.000 --> 00:05:30.000]  但是他知道是人
[00:05:30.000 --> 00:05:34.000]  但是他卻又覺得他們像樹木
[00:05:34.000 --> 00:05:37.000]  並且是會走動的樹木
[00:05:37.000 --> 00:05:39.000]  但是他知道那不是樹木
[00:05:39.000 --> 00:05:40.000]  他知道那是人
[00:05:40.000 --> 00:05:42.000]  非常有趣
[00:05:42.000 --> 00:05:45.000]  那麼在這裡意思就是說
[00:05:45.000 --> 00:05:48.000]  他看得清楚不清楚
[00:05:48.000 --> 00:05:51.000]  看不清楚
[00:05:51.000 --> 00:05:54.000]  那麼我們不管是第一次開始近視
[00:05:54.000 --> 00:05:56.000]  或者第一次開始老化
[00:05:56.000 --> 00:05:58.000]  都有這樣的經歷
[00:05:58.000 --> 00:05:59.000]  你知道是什麼
[00:05:59.000 --> 00:06:01.000]  但是你就看不清楚
[00:06:01.000 --> 00:06:05.000]  那麼在這裡比較年輕的可能不大明白
[00:06:05.000 --> 00:06:08.000]  不要緊以後你就會明白了
[00:06:08.000 --> 00:06:09.000]  那麼在這裡
[00:06:09.000 --> 00:06:14.000]  看見人就是好像樹木一樣
[00:06:14.000 --> 00:06:16.000]  這一點我再繼續講下去之前
[00:06:16.000 --> 00:06:20.000]  我曾經在這篇經文有一個特別的體會
[00:06:20.000 --> 00:06:27.000]  就是有時候我們人生太忙碌的時候
[00:06:27.000 --> 00:06:29.000]  在街上走的時候
[00:06:29.000 --> 00:06:33.000]  來來匆匆來去匆匆
[00:06:33.000 --> 00:06:34.000]  很忙碌
[00:06:34.000 --> 00:06:39.000]  我們根本都不知道誰經過我們身邊
[00:06:39.000 --> 00:06:42.000]  人群就如流水那樣的
[00:06:42.000 --> 00:06:45.000]  在我們的身邊這樣走來走去
[00:06:45.000 --> 00:06:49.000]  那我們能夠看得見人嗎
[00:06:49.000 --> 00:06:52.000]  我想我們好像也看不見人
[00:06:52.000 --> 00:06:56.000]  那有一次跟一些人分享過
[00:06:56.000 --> 00:06:59.000]  就是我就刻意的想要那一天
[00:06:59.000 --> 00:07:01.000]  回神學院的時候
[00:07:01.000 --> 00:07:05.000]  刻意的去定睛看每一個人
[00:07:05.000 --> 00:07:10.000]  別擔心我不是很沒有禮貌的盯著人家看
[00:07:10.000 --> 00:07:14.000]  我是專心的用耶穌的心來看著每個人
[00:07:14.000 --> 00:07:18.000]  真的是讓我有一個大發現
[00:07:18.000 --> 00:07:22.000]  然後就看見這個人他在上班
[00:07:22.000 --> 00:07:24.000]  他應該是趕著去上班
[00:07:24.000 --> 00:07:26.000]  這個人可能他去上學
[00:07:26.000 --> 00:07:27.000]  然後就開始想
[00:07:27.000 --> 00:07:30.000]  不知道他的家庭背景是怎樣的
[00:07:30.000 --> 00:07:33.000]  不知道他生活上是有沒有遇到困難
[00:07:33.000 --> 00:07:36.000]  不知道他認識主耶穌了沒有
[00:07:36.000 --> 00:07:38.000]  然後就經過一條街道
[00:07:38.000 --> 00:07:42.000]  就看到幾個修路工人在修路
[00:07:42.000 --> 00:07:44.000]  然後我就專心的看
[00:07:44.000 --> 00:07:47.000]  看他們的樣子
[00:07:47.000 --> 00:07:48.000]  他們的表情
[00:07:48.000 --> 00:07:50.000]  他們在流汗
[00:07:50.000 --> 00:07:55.000]  看他們被太陽曬黑了的皮膚
[00:07:55.000 --> 00:08:01.000]  我真的發現真的是要定睛的看
[00:08:01.000 --> 00:08:03.000]  才能夠看得清楚
[00:08:03.000 --> 00:08:06.000]  那麼在我們的生命中
[00:08:06.000 --> 00:08:07.000]  弟兄姊妹
[00:08:07.000 --> 00:08:11.000]  我們有時候也不要讓太快的生活節奏
[00:08:11.000 --> 00:08:14.000]  使到我們的生命也看不準
[00:08:14.000 --> 00:08:16.000]  不只是看人
[00:08:16.000 --> 00:08:17.000]  看我們自己的生命
[00:08:17.000 --> 00:08:20.000]  有時候也看不準在發生什麼事情
[00:08:20.000 --> 00:08:22.000]  有時候真的是很值得
[00:08:22.000 --> 00:08:26.000]  很值得放慢下來
[00:08:26.000 --> 00:08:28.000]  放慢下來檢討一下
[00:08:28.000 --> 00:08:30.000]  過去發生的事情
[00:08:30.000 --> 00:08:36.000]  我做的決定是有什麼的推動力在引導我
[00:08:36.000 --> 00:08:40.000]  以致我們自己的人生也先看得準
[00:08:40.000 --> 00:08:43.000]  還有就是把自己也看準一點
[00:08:43.000 --> 00:08:46.000]  不要想像自己是一個怎樣的人
[00:08:46.000 --> 00:08:48.000]  要回到神面前
[00:08:48.000 --> 00:08:50.000]  做一個禱告
[00:08:50.000 --> 00:08:51.000]  求神幫助
[00:08:51.000 --> 00:08:55.000]  幫助自己能夠更客觀的
[00:08:55.000 --> 00:08:59.000]  更準確的從神的角度來看自己
[00:08:59.000 --> 00:09:01.000]  當然這裡有兩個極端
[00:09:01.000 --> 00:09:05.000]  有些人是看得自己過高
[00:09:05.000 --> 00:09:08.000]  那麼覺得自己總是了不起
[00:09:08.000 --> 00:09:11.000]  但是如果願意謙卑的來到神面前
[00:09:11.000 --> 00:09:15.000]  可能神讓你看到你確實是有很多恩賜
[00:09:15.000 --> 00:09:17.000]  但是神也可能會看到
[00:09:17.000 --> 00:09:19.000]  你需要進步的空間
[00:09:19.000 --> 00:09:22.000]  你需要改變的
[00:09:22.000 --> 00:09:23.000]  有改善的空間
[00:09:23.000 --> 00:09:24.000]  因為祂愛你
[00:09:24.000 --> 00:09:25.000]  另外一個極端就是
[00:09:25.000 --> 00:09:27.000]  有些人把自己看得很差
[00:09:27.000 --> 00:09:28.000]  很自卑
[00:09:28.000 --> 00:09:31.000]  旁邊的人不斷的說你很了不起
[00:09:31.000 --> 00:09:33.000]  但是你就是不相信
[00:09:33.000 --> 00:09:34.000]  你就是無法接受
[00:09:34.000 --> 00:09:35.000]  無法相信
[00:09:35.000 --> 00:09:38.000]  你總是覺得別人就是想要鼓勵你
[00:09:38.000 --> 00:09:40.000]  想要安慰你
[00:09:40.000 --> 00:09:42.000]  想要支持你
[00:09:42.000 --> 00:09:44.000]  祂不是說真的
[00:09:44.000 --> 00:09:48.000]  不如找一天好好的安靜在神面前
[00:09:48.000 --> 00:09:50.000]  向神禱告
[00:09:50.000 --> 00:09:53.000]  讓神藉著祂的聖靈來幫助你
[00:09:53.000 --> 00:09:57.000]  看到上帝看中你生命中的寶貴
[00:09:57.000 --> 00:09:59.000]  真的我們需要神的意志
[00:09:59.000 --> 00:10:02.000]  我們不要只停在要看見東西
[00:10:02.000 --> 00:10:04.000]  我們要看得準
[00:10:04.000 --> 00:10:06.000]  看得準是非常重要的
[00:10:06.000 --> 00:10:11.000]  因為它會影響你怎麼樣待人處事
[00:10:11.000 --> 00:10:13.000]  你怎麼樣接納自己
[00:10:13.000 --> 00:10:16.000]  能夠健康的接納自己
[00:10:16.000 --> 00:10:19.000]  才能夠健康的與人相處
[00:10:19.000 --> 00:10:23.000]  這是一個很自然的規律
[00:10:23.000 --> 00:10:27.000]  一個人不能夠接納自己的本相
[00:10:27.000 --> 00:10:30.000]  根本就是很難與人相處的
[00:10:30.000 --> 00:10:32.000]  有時候會將自己的不滿
[00:10:32.000 --> 00:10:34.000]  影射在他人身上
[00:10:34.000 --> 00:10:37.000]  有時候會因為自己的不滿
[00:10:37.000 --> 00:10:39.000]  而對別人的要求特別高
[00:10:39.000 --> 00:10:43.000]  所以基本上我們需要
[00:10:43.000 --> 00:10:48.000]  有一顆看得很準確事情的眼睛
[00:10:48.000 --> 00:10:51.000]  有一對看事情很準確的眼睛
[00:10:51.000 --> 00:10:53.000]  求神幫助我們
[00:10:53.000 --> 00:10:54.000]  你願意的話
[00:10:54.000 --> 00:10:56.000]  今天崇拜之後
[00:10:56.000 --> 00:10:58.000]  好好的找一個角落
[00:10:58.000 --> 00:11:00.000]  下午沒有事情做的話
[00:11:00.000 --> 00:11:02.000]  就好好的禱告
[00:11:02.000 --> 00:11:05.000]  求神讓你看見
[00:11:05.000 --> 00:11:08.000]  第二個我們要學習的功課
[00:11:08.000 --> 00:11:11.000]  是我們即使看不見
[00:11:11.000 --> 00:11:14.000]  也可以求主使我們看見
[00:11:14.000 --> 00:11:17.000]  有些人說我怎麼看都是看不見
[00:11:17.000 --> 00:11:19.000]  求神使你看得見
[00:11:19.000 --> 00:11:21.000]  神可能可以藉著他的話語
[00:11:21.000 --> 00:11:23.000]  可能可以藉著你身邊的
[00:11:23.000 --> 00:11:26.000]  愛你的比較成熟的弟兄姐妹
[00:11:26.000 --> 00:11:30.000]  幫你了解你的事情
[00:11:30.000 --> 00:11:33.000]  神可能可以直接的告訴你
[00:11:33.000 --> 00:11:34.000]  怎麼樣可以看得見
[00:11:34.000 --> 00:11:37.000]  這段經文有個很特別的地方
[00:11:37.000 --> 00:11:40.000]  可能大家需要了解一些背景
[00:11:40.000 --> 00:11:44.000]  首先經文一開始就提到一個地方
[00:11:44.000 --> 00:11:46.000]  他們來到博塞大
[00:11:46.000 --> 00:11:48.000]  博塞大這個地方
[00:11:48.000 --> 00:11:50.000]  在聖經裡面
[00:11:50.000 --> 00:11:55.000]  曾經被耶穌咒詛
[00:11:55.000 --> 00:12:02.000]  因為這裡的人特別的不相信上帝
[00:12:02.000 --> 00:12:05.000]  特別的心硬
[00:12:05.000 --> 00:12:09.000]  你現在看這段經文的一個場景
[00:12:09.000 --> 00:12:12.000]  他開始的時候就在講一個地方
[00:12:12.000 --> 00:12:15.000]  是一個不信主的地方
[00:12:15.000 --> 00:12:18.000]  我們可以想像就是在中東某個地方
[00:12:18.000 --> 00:12:24.000]  可能非常極端的反對基督教的一個地方
[00:12:24.000 --> 00:12:28.000]  會把宣教士殺死的地方
[00:12:28.000 --> 00:12:30.000]  就是一個心硬的地方
[00:12:30.000 --> 00:12:32.000]  博塞大
[00:12:32.000 --> 00:12:35.000]  耶穌說以後你有禍了
[00:12:35.000 --> 00:12:37.000]  所以這個等的地方就是不信的
[00:12:37.000 --> 00:12:40.000]  然後這段經文讓我們看見一件事情
[00:12:40.000 --> 00:12:43.000]  可能有些弟兄姐妹感到有點好奇的
[00:12:43.000 --> 00:12:48.000]  因為耶穌他準備醫治這個瞎子的時候
[00:12:48.000 --> 00:12:50.000]  他是先拉他的手
[00:12:50.000 --> 00:12:54.000]  領他到村外去
[00:12:54.000 --> 00:12:58.000]  然後把他醫治好了之後
[00:12:58.000 --> 00:12:59.000]  是怎樣呢
[00:12:59.000 --> 00:13:02.000]  還打發他回家
[00:13:02.000 --> 00:13:03.000]  但是說什麼呢
[00:13:03.000 --> 00:13:09.000]  說連著村子你也不要進去
[00:13:09.000 --> 00:13:11.000]  那你就會想為什麼
[00:13:11.000 --> 00:13:14.000]  為什麼耶穌會這麼說呢
[00:13:14.000 --> 00:13:18.000]  因為這裡是一個非常非常不相信上帝的地方
[00:13:18.000 --> 00:13:20.000]  耶穌醫治了這個瞎子
[00:13:20.000 --> 00:13:23.000]  基本上可能很多人會好奇
[00:13:23.000 --> 00:13:26.000]  想要知道這個是誰醫治的
[00:13:26.000 --> 00:13:31.000]  可能他們就來想要知道這耶穌是誰
[00:13:31.000 --> 00:13:34.000]  但是他們的心是心硬的
[00:13:34.000 --> 00:13:36.000]  那麼耶穌自己知道
[00:13:36.000 --> 00:13:41.000]  他的時間還沒到
[00:13:41.000 --> 00:13:42.000]  他不要讓人家以為
[00:13:42.000 --> 00:13:45.000]  祂是那位只是醫治人的神
[00:13:45.000 --> 00:13:50.000]  所以祂是願意醫治這個有需要的人
[00:13:50.000 --> 00:13:53.000]  所以即使在一個非常非常心硬的地方
[00:13:53.000 --> 00:13:55.000]  一個心硬的環境
[00:13:55.000 --> 00:13:58.000]  只要有人願意
[00:13:58.000 --> 00:14:02.000]  只要有人願意去接受耶穌的幫助
[00:14:02.000 --> 00:14:05.000]  耶穌還是願意幫助的
[00:14:05.000 --> 00:14:10.000]  所以我們不要先入為主的放棄了
[00:14:10.000 --> 00:14:11.000]  我知道有些弟兄姐妹
