
[00:00:00.000 --> 00:00:03.300]  今天和大家繼續接續上一堂
[00:00:03.300 --> 00:00:07.980]  黃牧師在當中和大家分享了13章的前半章
[00:00:07.980 --> 00:00:11.300]  是講到海裡上來的獸
[00:00:11.300 --> 00:00:14.780]  我今天會講低箱上來的獸
[00:00:14.780 --> 00:00:17.980]  上一堂講的海裡上來的獸
[00:00:17.980 --> 00:00:24.120]  是很清楚揭示了狄基督的身份
[00:00:24.120 --> 00:00:26.120]  是有聖經的根據的
[00:00:26.120 --> 00:00:29.380]  今天我們要看地裡上來的獸
[00:00:29.380 --> 00:00:31.380]  他是誰呢
[00:00:31.380 --> 00:00:35.860]  如果有些人翻查一些資料
[00:00:35.860 --> 00:00:36.860]  你會找到
[00:00:36.860 --> 00:00:43.960]  在古代的傳統提及有兩隻遠古的怪獸
[00:00:43.960 --> 00:00:49.440]  這個來自《兩藥聖經》裡面的一些所謂刺經
[00:00:49.440 --> 00:00:51.840]  以下在書60章提及的
[00:00:51.840 --> 00:00:55.900]  住在海中深淵的利維亞坦
[00:00:55.900 --> 00:00:58.180]  這個就是海獸
[00:00:58.180 --> 00:01:03.220]  而這個是住在荒蕪曠野地的地獸
[00:01:03.220 --> 00:01:05.220]  這個叫比希莫
[00:01:05.220 --> 00:01:07.220]  這是中文的翻譯
[00:01:07.220 --> 00:01:10.420]  很想大家了解一件事
[00:01:10.420 --> 00:01:14.760]  你聽名字很少聽到
[00:01:14.760 --> 00:01:15.760]  當然了
[00:01:15.760 --> 00:01:20.260]  因為這個不是聖經要我們去熟習的
[00:01:20.260 --> 00:01:22.760]  這個反而其實要告訴我們
[00:01:22.760 --> 00:01:29.060]  究竟約翰在十三章所說的地獸的身份
[00:01:29.060 --> 00:01:35.060]  我相信不是從這些傳說或者神話來說的
[00:01:35.060 --> 00:01:39.760]  是以經解經的角度我們一起探索解釋
[00:01:39.760 --> 00:01:45.260]  上一堂說的海獸是來自《但以利書》第七章的四個角度
[00:01:45.260 --> 00:01:50.760]  而到最後第四個角度出現是說羅馬古羅馬帝國
[00:01:50.760 --> 00:01:55.560]  古羅馬帝國是代表著迪基督的勢力
[00:01:55.560 --> 00:02:00.760]  因為當時羅馬的皇帝是要求人們去敬拜他
[00:02:00.760 --> 00:02:04.060]  這個有很準確的歷史背景
[00:02:04.060 --> 00:02:08.560]  也有很充足的聖經經文去支持
[00:02:08.560 --> 00:02:13.260]  而背後其實迪基督是要叫人去拜那個龍
[00:02:13.260 --> 00:02:15.260]  這個龍就是十二章所說的
[00:02:15.260 --> 00:02:16.960]  那個大紅龍古蛇
[00:02:16.960 --> 00:02:21.260]  就是我們聖經由《創世紀》講到《啟示錄》都提及的
[00:02:21.260 --> 00:02:23.760]  這個就是魔鬼殺死了他自己
[00:02:23.760 --> 00:02:25.660]  今天說這個地獸
[00:02:25.660 --> 00:02:30.960]  我們都很清楚可以看到他的代表性的人物
[00:02:30.960 --> 00:02:32.960]  是說一個假先知
[00:02:32.960 --> 00:02:36.260]  記住這裡不是說一堆的假先知
[00:02:36.260 --> 00:02:38.960]  在歷世歷代耶穌都說過
[00:02:38.960 --> 00:02:43.160]  將來是會有假基督假先知出現
[00:02:43.160 --> 00:02:45.760]  而且可以行很多的神蹟騎士
[00:02:45.760 --> 00:02:49.260]  甚至連選民都會被利用來迷惑
[00:02:49.260 --> 00:02:51.260]  但我們要知道
[00:02:51.260 --> 00:02:53.960]  在這裡十三章所說的
[00:02:53.960 --> 00:02:55.460]  這個是單數的
[00:02:55.460 --> 00:02:57.460]  迪基督是說一個人
[00:02:57.460 --> 00:03:00.660]  他是代表了背後一個勢力
[00:03:00.660 --> 00:03:08.260]  這個勢力是要叫人要離棄上帝去敬拜鬼魔那種價值觀
[00:03:08.260 --> 00:03:11.260]  而地獸這個是假先知
[00:03:11.260 --> 00:03:14.760]  亦都叫人去拜這個海獸的像
[00:03:14.760 --> 00:03:16.160]  就是這個迪基督
[00:03:16.160 --> 00:03:18.160]  我們今天會說的
[00:03:18.160 --> 00:03:21.760]  這個行動是在表達一些東西的
[00:03:21.760 --> 00:03:24.760]  正是這個所謂一龍二獸
[00:03:24.760 --> 00:03:28.160]  他是想來去扮演
[00:03:28.160 --> 00:03:30.260]  好像聖經裡頭所描述的
[00:03:30.260 --> 00:03:32.760]  聖父、聖子、聖靈一樣
[00:03:32.760 --> 00:03:36.460]  聖父是授權告給聖子
[00:03:36.460 --> 00:03:39.960]  將天上地下一切權並賜給他
[00:03:39.960 --> 00:03:43.560]  來到這個世上就是要各地各方各民
[00:03:43.560 --> 00:03:47.360]  都能夠來歸入神的角度
[00:03:47.360 --> 00:03:48.560]  光明的角度
[00:03:48.560 --> 00:03:50.860]  但魔鬼撒旦是很狡猾的
[00:03:50.860 --> 00:03:54.860]  他是要來去透過這個迪基督
[00:03:54.860 --> 00:03:57.460]  那些歷世歷代的假基督
[00:03:57.460 --> 00:03:59.260]  去到末世的末期
[00:03:59.260 --> 00:04:01.860]  迪基督這個人就會出現
[00:04:01.860 --> 00:04:05.860]  他的出現就是一樣行很多的神蹟騎士
[00:04:05.860 --> 00:04:07.860]  但他要迷惑眾生
[00:04:07.860 --> 00:04:11.360]  就是要來到不要敬拜上帝
[00:04:11.360 --> 00:04:13.660]  離開上帝的價值觀
[00:04:13.660 --> 00:04:16.360]  你們的生活就會墮落敗壞
[00:04:16.360 --> 00:04:21.760]  我引用已故的一個很出名的聖經學者
[00:04:21.760 --> 00:04:22.860]  F.F.Bruce
[00:04:22.860 --> 00:04:24.060]  在他的研究裡面
[00:04:24.060 --> 00:04:26.060]  他說得很好的一件事就是
[00:04:26.060 --> 00:04:30.960]  聖靈是來去榮耀聖子耶穌的
[00:04:30.960 --> 00:04:33.360]  但我們今天所說的這個假先知
[00:04:33.360 --> 00:04:34.360]  這個地的獸
[00:04:34.360 --> 00:04:37.260]  是要叫人去拜這個海的獸
[00:04:37.260 --> 00:04:39.460]  就是迪基督的像
[00:04:39.460 --> 00:04:41.960]  是要榮耀迪基督的
[00:04:41.960 --> 00:04:45.160]  記住不是來到去
[00:04:45.160 --> 00:04:47.660]  他所構成的這個圖畫
[00:04:47.660 --> 00:04:49.760]  就是三一神觀
[00:04:49.760 --> 00:04:52.860]  但他這個三個都是污穢的靈
[00:04:52.860 --> 00:04:55.360]  這個來自黑暗的角度
[00:04:55.360 --> 00:04:59.360]  也是神已經在啟述錄十二章
[00:04:59.360 --> 00:05:01.160]  透過約翰跟我們說到
[00:05:01.160 --> 00:05:03.460]  魔鬼在天上已經沒有地位
[00:05:03.460 --> 00:05:06.260]  他已經被摔到地上
[00:05:06.260 --> 00:05:10.060]  聖父、聖子、聖靈是真的聖結三一真神
[00:05:10.060 --> 00:05:13.160]  但一龍二獸是假的不結的
[00:05:13.160 --> 00:05:14.760]  是三個邪靈
[00:05:14.760 --> 00:05:16.460]  這個不是段古
[00:05:16.460 --> 00:05:19.060]  這個是完全有三段的經文
[00:05:19.060 --> 00:05:20.460]  都很清楚告訴我們
[00:05:20.460 --> 00:05:22.760]  首先在啟述錄十六章說到
[00:05:22.760 --> 00:05:24.660]  有三個污穢的靈
[00:05:24.660 --> 00:05:25.860]  很像青蛙
[00:05:25.860 --> 00:05:28.160]  從龍的口、獸的口
[00:05:28.160 --> 00:05:30.660]  和假先知的口出來
[00:05:30.660 --> 00:05:33.160]  所以我們這裡是有根據
[00:05:33.160 --> 00:05:34.360]  不是猜的
[00:05:34.360 --> 00:05:37.760]  而是十六章後文有提及到
[00:05:37.760 --> 00:05:42.560]  一龍二獸這個第二隻獸是假先知
[00:05:42.560 --> 00:05:44.260]  他們做什麼呢?
[00:05:44.260 --> 00:05:45.560]  他們都是鬼魔的靈
[00:05:45.560 --> 00:05:46.660]  是私人騎士
[00:05:46.660 --> 00:05:50.960]  到普天下要來到眾王那裡
[00:05:50.960 --> 00:05:53.860]  召集他們在全能者神的大日子
[00:05:53.860 --> 00:05:54.960]  來作戰
[00:05:54.960 --> 00:05:56.560]  這個就是預言到將來
[00:05:56.560 --> 00:05:58.760]  在末世的末期的時候
[00:05:58.760 --> 00:06:02.060]  列國是要來到去混雜一起
[00:06:02.060 --> 00:06:03.960]  去攻擊以色列
[00:06:03.960 --> 00:06:06.460]  這個最後一場的大戰
[00:06:06.460 --> 00:06:08.260]  哈米吉多頓大戰
[00:06:08.260 --> 00:06:10.760]  在後文我們會有交代
[00:06:10.760 --> 00:06:13.260]  但這裡讓我們清楚看到
[00:06:13.260 --> 00:06:15.360]  這個是虛假的
[00:06:15.360 --> 00:06:18.260]  所謂三個邪靈
[00:06:18.260 --> 00:06:20.260]  他想去假裝
[00:06:20.260 --> 00:06:21.760]  假裝神
[00:06:21.760 --> 00:06:23.860]  假裝基督
[00:06:23.860 --> 00:06:25.960]  假裝先知
[00:06:25.960 --> 00:06:27.360]  但全部都是虛假的
[00:06:27.360 --> 00:06:29.460]  我們來看看
[00:06:29.460 --> 00:06:31.760]  這個一龍二獸的結局
[00:06:31.760 --> 00:06:33.760]  在啟示錄十九章提到
[00:06:33.760 --> 00:06:36.160]  是假先知和獸
[00:06:36.160 --> 00:06:37.560]  就是說的這個狄基督
[00:06:37.560 --> 00:06:38.760]  被擒拿之後
[00:06:38.760 --> 00:06:40.960]  這裡說到他們
[00:06:40.960 --> 00:06:44.860]  是被困在永遠的火壺裡面
[00:06:44.860 --> 00:06:50.060]  然後十九章二十章十節就說到魔鬼
[00:06:50.060 --> 00:06:54.060]  在一千年那個國度完了之後
[00:06:54.060 --> 00:06:57.760]  他也都會被困到永遠的火壺
[00:06:57.760 --> 00:06:59.960]  和那個獸和假先知
[00:06:59.960 --> 00:07:02.260]  是一起在地獄裡面
[00:07:02.260 --> 00:07:03.860]  永永遠遠
[00:07:03.860 --> 00:07:09.560]  接受上帝最後的審判和懲罰
[00:07:09.560 --> 00:07:11.760]  而在另外
[00:07:11.760 --> 00:07:13.660]  我們今天要看的經文
[00:07:13.660 --> 00:07:14.760]  我們先來看
[00:07:14.760 --> 00:07:17.260]  地獸的特徵是什麼
[00:07:17.260 --> 00:07:19.560]  外表是像像基督
[00:07:19.560 --> 00:07:22.160]  但內裡根本就是像魔鬼
[00:07:22.160 --> 00:07:23.760]  我們一起來讀
[00:07:23.760 --> 00:07:26.160]  我又看見另一隻獸
[00:07:26.160 --> 00:07:27.660]  從地裡上來
[00:07:27.660 --> 00:07:28.860]  他有兩個角
[00:07:28.860 --> 00:07:30.060]  如同羔羊
[00:07:30.060 --> 00:07:31.960]  說話好像龍
[00:07:31.960 --> 00:07:34.260]  他在第一隻獸面前
[00:07:34.260 --> 00:07:37.060]  施行第一隻獸所有的權柄
[00:07:37.060 --> 00:07:40.060]  並且使地和住在地上的人
[00:07:40.060 --> 00:07:44.060]  拜那自命相庇醫好了的第一隻獸
[00:07:44.060 --> 00:07:46.660]  這隻獸又行大騎士
[00:07:46.660 --> 00:07:48.560]  甚至在人面前
[00:07:48.560 --> 00:07:52.360]  使火從天降在地上
[00:07:52.360 --> 00:07:53.060]  好了
[00:07:53.060 --> 00:07:56.160]  這個另一隻獸從地裡上來的
[00:07:56.160 --> 00:07:59.260]  有些聖經學者說到
[00:07:59.260 --> 00:08:05.960]  這是在以色列出現的假先知
[00:08:05.960 --> 00:08:08.160]  他要來迷惑人
[00:08:08.160 --> 00:08:12.360]  來跟隨敵基督
[00:08:12.360 --> 00:08:16.860]  海獸所代表的敵基督
[00:08:16.860 --> 00:08:20.260]  他的特徵是褻瀆神
[00:08:20.260 --> 00:08:21.860]  上一課我們提過
[00:08:21.860 --> 00:08:25.360]  他全身的名號都是褻瀆上帝
[00:08:25.360 --> 00:08:29.160]  但這個地獸的特徵
[00:08:29.160 --> 00:08:30.560]  就不是褻瀆
[00:08:30.560 --> 00:08:33.260]  他把這些褻瀆的名號
[00:08:33.260 --> 00:08:35.260]  轉變成行動
[00:08:35.260 --> 00:08:36.560]  具體的行動
[00:08:36.560 --> 00:08:39.260]  他要輔助主腦
[00:08:39.260 --> 00:08:41.060]  就是敵基督
[00:08:41.060 --> 00:08:43.060]  要迷惑眾生
[00:08:43.060 --> 00:08:44.260]  迷惑他們做什麼呢
[00:08:44.260 --> 00:08:45.860]  第一件事他要他們做的
[00:08:45.860 --> 00:08:48.360]  就是拜敵基督
[00:08:48.360 --> 00:08:50.560]  拜不是拜真神
[00:08:50.560 --> 00:08:54.560]  是拜假的基督
[00:08:54.560 --> 00:08:57.360]  我們看到
[00:08:57.360 --> 00:09:00.360]  他更加要用一個大神跡
[00:09:00.360 --> 00:09:02.660]  但這些大神跡
[00:09:02.660 --> 00:09:03.760]  亦提醒我們
[00:09:03.760 --> 00:09:06.960]  今天我們不要被地上的
[00:09:06.960 --> 00:09:10.060]  有些人說他能夠行神跡
[00:09:10.060 --> 00:09:12.060]  是否一定是真先知呢
[00:09:12.060 --> 00:09:15.560]  《生命記》很清楚告訴他們
[00:09:15.560 --> 00:09:17.760]  摩西對他的子民
[00:09:17.760 --> 00:09:18.960]  神的子民說
[00:09:18.960 --> 00:09:22.260]  不要見到神跡就以為一定是先知
[00:09:22.260 --> 00:09:25.260]  你要看這個先知說的話
[00:09:25.260 --> 00:09:27.660]  是否符合神的話
[00:09:27.660 --> 00:09:31.060]  是否來自神的靈的感動
[00:09:31.060 --> 00:09:32.760]  而他所發的預言
[00:09:32.760 --> 00:09:34.260]  是要應驗的
[00:09:34.260 --> 00:09:36.060]  但虛假的先知
[00:09:36.060 --> 00:09:40.160]  他們其實裡頭是被魔鬼的靈充滿
[00:09:40.160 --> 00:09:41.860]  而他們所說的話
[00:09:41.860 --> 00:09:44.560]  是離開上帝的本意
[00:09:44.560 --> 00:09:47.660]  甚至是扭曲歪曲神的道
[00:09:47.660 --> 00:09:49.860]  所以今天歷代都有
[00:09:49.860 --> 00:09:52.060]  基督教
[00:09:52.060 --> 00:09:53.660]  天主教等等
[00:09:53.660 --> 00:09:55.860]  都有異端和邪教
[00:09:55.860 --> 00:09:57.860]  所以我們必須要提防
[00:09:57.860 --> 00:10:00.060]  這裡說這個假先知
[00:10:00.060 --> 00:10:02.060]  是單數的
[00:10:02.060 --> 00:10:04.560]  和《馬太福音》24章24節
[00:10:04.560 --> 00:10:07.560]  耶穌說有假基督有假先知
[00:10:07.560 --> 00:10:10.560]  將要起來顯大神跡大騎士
[00:10:10.560 --> 00:10:13.060]  連選民都被迷惑
[00:10:13.060 --> 00:10:17.260]  那裡說的假基督假先知是中數的
[00:10:17.260 --> 00:10:19.260]  所以不是說這裡
[00:10:19.260 --> 00:10:22.360]  是說歷代都會有假基督假先知
[00:10:22.360 --> 00:10:24.360]  是說在天上的火
[00:10:24.360 --> 00:10:25.960]  降到地上
[00:10:25.960 --> 00:10:28.360]  而不是說在地上的火
[00:10:28.360 --> 00:10:29.960]  降到地上
[00:10:29.960 --> 00:10:31.960]  而是說在天上的火
[00:10:31.960 --> 00:10:33.460]  降到地上
[00:10:33.460 --> 00:10:35.460]  所以我們要注意
[00:10:35.460 --> 00:10:37.460]  在這個假先知的出現
[00:10:37.460 --> 00:10:39.460]  是要有一個很大的奇蹟
[00:10:39.460 --> 00:10:41.460]  就是在天上的火
[00:10:41.460 --> 00:10:43.460]  降到地上
[00:10:43.460 --> 00:10:45.460]  而不是說在地上的火
[00:10:45.460 --> 00:10:47.460]  降到地上
[00:10:47.460 --> 00:10:49.460]  而是說在天上的火
[00:10:49.460 --> 00:10:51.460]  降到地上
[00:10:51.460 --> 00:10:53.460]  降到地上
[00:10:53.460 --> 00:10:55.460]  以利亞
[00:10:55.460 --> 00:10:57.460]  熟讀舊約
[00:10:57.460 --> 00:10:59.460]  以利亞在哪裡叫火
[00:10:59.460 --> 00:11:01.460]  從天降下來
[00:11:01.460 --> 00:11:04.460]  在加勒山
[00:11:04.460 --> 00:11:06.460]  面對那450個
[00:11:06.460 --> 00:11:09.460]  拜巴力的假先知
[00:11:09.460 --> 00:11:12.460]  他為了要證明給神的子民知道
[00:11:12.460 --> 00:11:14.460]  這些是假的先知
[00:11:14.460 --> 00:11:17.460]  他們用刀來傷自己的身體
[00:11:17.460 --> 00:11:19.460]  在那裡晝夜呼喊
[00:11:19.460 --> 00:11:21.460]  巴力假神
[00:11:21.460 --> 00:11:23.460]  一點動靜都沒有
[00:11:23.460 --> 00:11:25.460]  但是他一祈禱
[00:11:25.460 --> 00:11:29.460]  開口靠神降火
[00:11:29.460 --> 00:11:31.460]  而且他身上的祭物
[00:11:31.460 --> 00:11:33.460]  已經被水濕透
[00:11:33.460 --> 00:11:36.460]  濕透竟然可以消透
[00:11:36.460 --> 00:11:38.460]  這證明神的能力
[00:11:38.460 --> 00:11:41.460]  和要顯明這是真正的先知
[00:11:41.460 --> 00:11:43.460]  以利亞
[00:11:43.460 --> 00:11:47.460]  不過你們要告訴大家
[00:11:47.460 --> 00:11:50.460]  他也不是真正的先知
[00:11:50.460 --> 00:11:52.460]  因為聖經怎樣形容他
[00:11:52.460 --> 00:11:54.460]  他外表好像羔羊
[00:11:54.460 --> 00:11:56.460]  但是說話像誰
[00:11:56.460 --> 00:11:58.460]  十一節說
[00:11:58.460 --> 00:12:00.460]  他像誰
[00:12:00.460 --> 00:12:02.460]  像龍
[00:12:02.460 --> 00:12:04.460]  像魔鬼
[00:12:04.460 --> 00:12:07.460]  魔鬼是說方者之人的父
[00:12:07.460 --> 00:12:10.460]  魔鬼最喜歡的
[00:12:10.460 --> 00:12:12.460]  就是要我們去迷惑
[00:12:12.460 --> 00:12:14.460]  受迷惑
[00:12:14.460 --> 00:12:16.460]  我們要給自己很多藉口
[00:12:16.460 --> 00:12:17.460]  去犯罪
[00:12:17.460 --> 00:12:19.460]  這就是魔鬼要人
[00:12:19.460 --> 00:12:22.460]  掉進他的網羅裡
[00:12:22.460 --> 00:12:24.460]  魔鬼也是這樣要試探
[00:12:24.460 --> 00:12:27.460]  我們的阿當 夏娃 始祖
[00:12:27.460 --> 00:12:29.460]  他說是不是真的
[00:12:29.460 --> 00:12:31.460]  神真的要你吃金果
[00:12:31.460 --> 00:12:34.460]  你就必定死
[00:12:34.460 --> 00:12:36.460]  上帝是說必定死
[00:12:36.460 --> 00:12:38.460]  但是魔鬼怎樣說
[00:12:38.460 --> 00:12:40.460]  你不一定死
[00:12:40.460 --> 00:12:43.460]  張神說稍微變一變
[00:12:43.460 --> 00:12:46.460]  夏娃就很順口
