
[00:00:00.000 --> 00:00:01.000]   Good night, everyone.
[00:00:01.000 --> 00:00:02.000]   Good night.
[00:00:02.000 --> 00:00:03.000]   I almost wanted to say, all right, good night, we're done.
[00:00:03.000 --> 00:00:04.000]   All right, let's do it again.
[00:00:04.000 --> 00:00:05.000]   Good evening, everyone.
[00:00:05.000 --> 00:00:06.000]   All right, not yet nighttime, but it is nighttime.
[00:00:06.000 --> 00:00:07.000]   I'm so excited to be sharing the word of God with you tonight.
[00:00:07.000 --> 00:00:08.000]   Now, you know one thing that can really damage us is how we feel about ourselves.
[00:00:08.000 --> 00:00:09.000]   Now, we can't be happy about ourselves.
[00:00:09.000 --> 00:00:10.000]   We can't be happy about ourselves.
[00:00:10.000 --> 00:00:11.000]   We can't be happy about ourselves.
[00:00:11.000 --> 00:00:12.000]   We can't be happy about ourselves.
[00:00:12.000 --> 00:00:13.000]   We can't be happy about ourselves.
[00:00:13.000 --> 00:00:14.000]   We can't be happy about ourselves.
[00:00:14.000 --> 00:00:15.000]   We can't be happy about ourselves.
[00:00:15.000 --> 00:00:16.000]   We can't be happy about ourselves.
[00:00:16.000 --> 00:00:17.000]   We can't be happy about ourselves.
[00:00:17.000 --> 00:00:18.000]   We can't be happy about ourselves.
[00:00:18.000 --> 00:00:19.000]   We can't be happy about ourselves.
[00:00:19.000 --> 00:00:30.000]   We can't be happy about ourselves.
[00:00:30.000 --> 00:00:31.000]   We can't be happy about ourselves.
[00:00:31.000 --> 00:00:32.000]   We can't be happy about ourselves.
[00:00:32.000 --> 00:00:33.000]   We can't be happy about ourselves.
[00:00:33.000 --> 00:00:34.000]   We can't be happy about ourselves.
[00:00:34.000 --> 00:00:35.000]   We can't be happy about ourselves.
[00:00:35.000 --> 00:00:36.000]   We can't be happy about ourselves.
[00:00:36.000 --> 00:00:37.000]   We can't be happy about ourselves.
[00:00:37.000 --> 00:00:38.000]   We can't be happy about ourselves.
[00:00:38.000 --> 00:00:39.000]   We can't be happy about ourselves.
[00:00:39.000 --> 00:00:40.000]   We can't be happy about ourselves.
[00:00:40.000 --> 00:00:41.000]   We can't be happy about ourselves.
[00:00:41.000 --> 00:00:42.000]   We can't be happy about ourselves.
[00:00:42.000 --> 00:00:43.000]   We can't be happy about ourselves.
[00:00:43.000 --> 00:00:44.000]   We can't be happy about ourselves.
[00:00:44.000 --> 00:00:45.000]   We can't be happy about ourselves.
[00:00:45.000 --> 00:00:46.000]   We can't be happy about ourselves.
[00:00:46.000 --> 00:00:47.000]   We can't be happy about ourselves.
[00:00:47.000 --> 00:00:48.000]   We can't be happy about ourselves.
[00:00:48.000 --> 00:00:49.000]   We can't be happy about ourselves.
[00:00:49.000 --> 00:00:50.000]   We can't be happy about ourselves.
[00:00:50.000 --> 00:00:51.000]   We can't be happy about ourselves.
[00:00:51.000 --> 00:00:52.000]   We can't be happy about ourselves.
[00:00:52.000 --> 00:00:53.000]   We can't be happy about ourselves.
[00:00:53.000 --> 00:00:54.000]   We can't be happy about ourselves.
[00:00:54.000 --> 00:00:55.000]   We can't be happy about ourselves.
[00:00:55.000 --> 00:00:56.000]   We can't be happy about ourselves.
[00:00:56.000 --> 00:00:57.000]   We can't be happy about ourselves.
[00:00:57.000 --> 00:00:58.000]   We can't be happy about ourselves.
[00:00:58.000 --> 00:00:59.000]   We can't be happy about ourselves.
[00:00:59.000 --> 00:01:00.000]   We can't be happy about ourselves.
[00:01:00.000 --> 00:01:01.000]   We can't be happy about ourselves.
[00:01:01.000 --> 00:01:02.000]   We can't be happy about ourselves.
[00:01:02.000 --> 00:01:03.000]   We can't be happy about ourselves.
[00:01:03.000 --> 00:01:04.000]   We can't be happy about ourselves.
[00:01:04.000 --> 00:01:05.000]   We can't be happy about ourselves.
[00:01:05.000 --> 00:01:06.000]   We can't be happy about ourselves.
[00:01:06.000 --> 00:01:07.000]   We can't be happy about ourselves.
[00:01:07.000 --> 00:01:08.000]   We can't be happy about ourselves.
[00:01:08.000 --> 00:01:09.000]   We can't be happy about ourselves.
[00:01:09.000 --> 00:01:10.000]   We can't be happy about ourselves.
[00:01:10.000 --> 00:01:11.000]   We can't be happy about ourselves.
[00:01:11.000 --> 00:01:12.000]   We can't be happy about ourselves.
[00:01:12.000 --> 00:01:13.000]   We can't be happy about ourselves.
[00:01:13.000 --> 00:01:14.000]   We can't be happy about ourselves.
[00:01:14.000 --> 00:01:15.000]   We can't be happy about ourselves.
[00:01:15.000 --> 00:01:16.000]   We can't be happy about ourselves.
[00:01:16.000 --> 00:01:17.000]   We can't be happy about ourselves.
[00:01:17.000 --> 00:01:18.000]   We can't be happy about ourselves.
[00:01:18.000 --> 00:01:19.000]   We can't be happy about ourselves.
[00:01:19.000 --> 00:01:20.000]   We can't be happy about ourselves.
[00:01:20.000 --> 00:01:21.000]   We can't be happy about ourselves.
[00:01:21.000 --> 00:01:22.000]   We can't be happy about ourselves.
[00:01:22.000 --> 00:01:23.000]   We can't be happy about ourselves.
[00:01:23.000 --> 00:01:24.000]   We can't be happy about ourselves.
[00:01:24.000 --> 00:01:25.000]   We can't be happy about ourselves.
[00:01:25.000 --> 00:01:26.000]   We can't be happy about ourselves.
[00:01:26.000 --> 00:01:27.000]   We can't be happy about ourselves.
[00:01:27.000 --> 00:01:28.000]   We can't be happy about ourselves.
[00:01:28.000 --> 00:01:29.000]   We can't be happy about ourselves.
[00:01:29.000 --> 00:01:30.000]   We can't be happy about ourselves.
[00:01:30.000 --> 00:01:31.000]   We can't be happy about ourselves.
[00:01:31.000 --> 00:01:32.000]   We can't be happy about ourselves.
[00:01:33.000 --> 00:01:34.000]   We can't be happy about ourselves.
[00:01:34.000 --> 00:01:35.000]   We can't be happy about ourselves.
[00:01:35.000 --> 00:01:36.000]   We can't be happy about ourselves.
[00:01:36.000 --> 00:01:37.000]   We can't be happy about ourselves.
[00:01:37.000 --> 00:01:38.000]   We can't be happy about ourselves.
[00:01:38.000 --> 00:01:39.000]   We can't be happy about ourselves.
[00:01:39.000 --> 00:01:40.000]   We can't be happy about ourselves.
[00:01:40.000 --> 00:01:41.000]   We can't be happy about ourselves.
[00:01:41.000 --> 00:01:42.000]   We can't be happy about ourselves.
[00:01:42.000 --> 00:01:43.000]   We can't be happy about ourselves.
[00:01:43.000 --> 00:01:44.000]   We can't be happy about ourselves.
[00:01:44.000 --> 00:01:45.000]   We can't be happy about ourselves.
[00:01:45.000 --> 00:01:46.000]   We can't be happy about ourselves.
[00:01:46.000 --> 00:01:47.000]   We can't be happy about ourselves.
[00:01:47.000 --> 00:01:48.000]   We can't be happy about ourselves.
[00:01:48.000 --> 00:01:49.000]   We can't be happy about ourselves.
[00:01:49.000 --> 00:01:50.000]   We can't be happy about ourselves.
[00:01:50.000 --> 00:01:51.000]   We can't be happy about ourselves.
[00:01:51.000 --> 00:01:52.000]   We can't be happy about ourselves.
[00:01:52.000 --> 00:01:53.000]   We can't be happy about ourselves.
[00:01:53.000 --> 00:01:54.000]   We can't be happy about ourselves.
[00:01:54.000 --> 00:01:55.000]   We can't be happy about ourselves.
[00:01:55.000 --> 00:01:56.000]   We can't be happy about ourselves.
[00:01:56.000 --> 00:01:57.000]   We can't be happy about ourselves.
[00:01:57.000 --> 00:01:58.000]   We can't be happy about ourselves.
[00:01:58.000 --> 00:01:59.000]   We can't be happy about ourselves.
[00:01:59.000 --> 00:02:00.000]   We can't be happy about ourselves.
[00:02:00.000 --> 00:02:01.000]   We can't be happy about ourselves.
[00:02:01.000 --> 00:02:02.000]   We can't be happy about ourselves.
[00:02:02.000 --> 00:02:03.000]   We can't be happy about ourselves.
[00:02:03.000 --> 00:02:04.000]   We can't be happy about ourselves.
[00:02:04.000 --> 00:02:05.000]   We can't be happy about ourselves.
[00:02:05.000 --> 00:02:06.000]   We can't be happy about ourselves.
[00:02:06.000 --> 00:02:07.000]   We can't be happy about ourselves.
[00:02:07.000 --> 00:02:08.000]   We can't be happy about ourselves.
[00:02:08.000 --> 00:02:09.000]   We can't be happy about ourselves.
[00:02:09.000 --> 00:02:10.000]   We can't be happy about ourselves.
[00:02:10.000 --> 00:02:11.000]   We can't be happy about ourselves.
[00:02:11.000 --> 00:02:12.000]   We can't be happy about ourselves.
[00:02:12.000 --> 00:02:13.000]   We can't be happy about ourselves.
[00:02:13.000 --> 00:02:14.000]   We can't be happy about ourselves.
[00:02:14.000 --> 00:02:15.000]   We can't be happy about ourselves.
[00:02:15.000 --> 00:02:16.000]   We can't be happy about ourselves.
[00:02:16.000 --> 00:02:17.000]   We can't be happy about ourselves.
[00:02:18.000 --> 00:02:21.760]   It's judgmental, it's critical, it's finger pointing.
[00:02:21.760 --> 00:02:25.840]   And yet, this is not the world that God wants for us.
[00:02:25.840 --> 00:02:28.160]   What is God's kingdom for us?
[00:02:28.160 --> 00:02:32.680]   Is for acceptance and grace in the midst of our imperfections.
[00:02:32.680 --> 00:02:36.120]   And that's why we need Jesus.
[00:02:36.120 --> 00:02:42.480]   And so today we're going to look at Mary Magdalene and how Jesus interacted with her so that
[00:02:42.480 --> 00:02:44.080]   we can understand.
[00:02:44.080 --> 00:02:50.880]   How is it that he has accepted her so that we can be accepted by him as well and that
[00:02:50.880 --> 00:02:55.280]   we can extend that acceptance to other people around us.
[00:02:55.280 --> 00:02:57.360]   Now who is Mary Magdalene anyways?
[00:02:57.360 --> 00:03:01.760]   Well, she has appeared in the gospel for 12 times.
[00:03:01.760 --> 00:03:06.080]   And she was most likely called Magdalene because she lived in Magdala.
[00:03:06.080 --> 00:03:07.920]   And it is in the western side.
[00:03:07.920 --> 00:03:11.040]   If you like, here's a map for those who like maps.
[00:03:11.040 --> 00:03:14.480]   It's on the western shore of the Sea of Galilee.
[00:03:14.480 --> 00:03:19.680]   And people used to call themselves by where they live so that we can differentiate which
[00:03:19.680 --> 00:03:20.720]   Mary it is.
[00:03:20.720 --> 00:03:23.340]   And there are quite a few in the Bible.
[00:03:23.340 --> 00:03:30.840]   And so from Luke 8, let's look at it together where the beginning of when we hear about
[00:03:30.840 --> 00:03:31.840]   Mary.
[00:03:31.840 --> 00:03:39.040]   Now in Luke 8 verse 1 to 3 it says here, "Jesus traveled about from one town and village to
[00:03:39.040 --> 00:03:43.320]   another, proclaiming the good news of the kingdom of God.
[00:03:43.320 --> 00:03:51.320]   The 12 were with him and also some women who had been cured of evil spirits and diseases.
[00:03:51.320 --> 00:03:56.760]   Mary called Magdalene from whom seven demons had come out.
[00:03:56.760 --> 00:04:02.800]   Joanna, the wife of Chuza, and the manager of Harold's household.
[00:04:02.800 --> 00:04:04.760]   Susanna and many others.
[00:04:04.760 --> 00:04:08.800]   These women were helping to support them out of their own means."
[00:04:08.800 --> 00:04:15.000]   Now interesting to note that Jesus actually didn't always just traveled with his disciples.
[00:04:15.000 --> 00:04:18.440]   In this case, he traveled with a bunch of women as well.
[00:04:18.440 --> 00:04:19.440]   And who are these women?
[00:04:19.440 --> 00:04:26.760]   They have been healed and delivered from Jesus of demons or different diseases.
[00:04:26.760 --> 00:04:31.480]   But none of them were spelled out except the one that Mary Magdalene.
[00:04:31.480 --> 00:04:35.120]   And she was possessed by seven demons.
[00:04:35.120 --> 00:04:37.360]   That's what we know about her.
[00:04:37.360 --> 00:04:41.000]   Now they were not there just to watch and learn from Jesus.
[00:04:41.000 --> 00:04:44.280]   They were there actually to provide for him.
[00:04:44.280 --> 00:04:46.500]   And Mary Magdalene was one of them.
[00:04:46.500 --> 00:04:52.120]   Now can you imagine, does anybody have any idea what it's like to be demon possessed?
[00:04:52.120 --> 00:04:54.000]   Okay.
