
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹早安
[00:00:02.000 --> 00:00:05.000]  不知道大家有沒有留意
[00:00:05.000 --> 00:00:07.000]  其實剛才有三位博士站在這裡
[00:00:07.000 --> 00:00:09.000]  站在這邊
[00:00:09.000 --> 00:00:11.000]  頭上有個帽子的就是了
[00:00:11.000 --> 00:00:14.000]  我就先講道
[00:00:14.000 --> 00:00:17.000]  我有一首歌想放給大家聽
[00:00:17.000 --> 00:00:20.000]  聽完之後我才開始講道
[00:00:21.000 --> 00:00:25.000]  《一半樂事》
[00:00:25.000 --> 00:00:29.000]  詞:陳曦 曲:陳曦
[00:00:29.000 --> 00:00:36.000]  懷念過去常陶醉
[00:00:36.000 --> 00:00:43.000]  一半樂事一半令人流淚
[00:00:43.000 --> 00:00:50.000]  夢與人生快樂永記取
[00:00:50.000 --> 00:00:55.000]  被負深刻錯骨碎
[00:00:55.000 --> 00:01:01.000]  笑或許四季暗中追隨
[00:01:01.000 --> 00:01:05.000]  逝去了的都已逝去
[00:01:09.000 --> 00:01:13.000]  誰見明月掛天邊
[00:01:13.000 --> 00:01:21.000]  每當變幻視見只是過去
[00:01:21.000 --> 00:01:38.000]  懷念過去常陶醉
[00:01:38.000 --> 00:01:45.000]  想到舊時歡笑面上流淚
[00:01:45.000 --> 00:01:51.000]  夢與人生思問誰能了
[00:01:51.000 --> 00:01:57.000]  舍求他朝聖飛翠
[00:01:57.000 --> 00:02:03.000]  而情侶你我有心追隨
[00:02:03.000 --> 00:02:07.000]  遇到半點風雨便撕退
[00:02:07.000 --> 00:02:10.000]  啊……
[00:02:10.000 --> 00:02:14.000]  誰見紅日照東方
[00:02:14.000 --> 00:02:23.000]  每當見夕陽見只是過去
[00:02:23.000 --> 00:02:46.000]  (音樂)
[00:02:46.000 --> 00:02:51.000]  而情侶你我有心追隨
[00:02:51.000 --> 00:02:55.000]  遇到半點風雨便撕退
[00:02:55.000 --> 00:02:59.000]  啊……
[00:02:59.000 --> 00:03:03.000]  誰見明月掛天邊
[00:03:03.000 --> 00:03:10.000]  每當變幻視
[00:03:14.000 --> 00:03:28.000]  便知是過去
[00:03:28.000 --> 00:03:34.000]  (音樂)
[00:03:34.000 --> 00:03:37.000]  我心目中有多少人聽過這首歌?
[00:03:37.000 --> 00:03:39.000]  都很多喔!
