
[00:00:00.000 --> 00:00:02.640]  在各個灘我們看到的是受苦的主
[00:00:02.640 --> 00:00:04.840]  今日的經文告訴我們
[00:00:04.840 --> 00:00:09.080]  祂已經坐在寶座上接受我們對祂的敬拜
[00:00:09.080 --> 00:00:11.240]  我們看到寶座
[00:00:11.240 --> 00:00:13.200]  威嚴
[00:00:13.200 --> 00:00:14.920]  慈愛
[00:00:14.920 --> 00:00:16.360]  充滿
[00:00:16.360 --> 00:00:18.160]  《神禮啟事錄》第二、第三章
[00:00:18.160 --> 00:00:21.400]  透過寫給七間教會的書信
[00:00:21.400 --> 00:00:23.280]  讓我們明白
[00:00:23.280 --> 00:00:27.080]  當時的教會經歷著很多的試探
[00:00:27.080 --> 00:00:30.000]  衝擊和逼迫
[00:00:30.000 --> 00:00:33.200]  當時的教會處於困苦的處境中
[00:00:33.200 --> 00:00:40.200]  而教會也同樣面對著缺乏愛心
[00:00:40.200 --> 00:00:42.440]  錯誤的教導
[00:00:42.440 --> 00:00:44.400]  屬靈的奸淫
[00:00:44.400 --> 00:00:46.280]  靈命的墮落
[00:00:46.280 --> 00:00:51.840]  和不冷不熱的問題中
[00:00:51.840 --> 00:00:54.440]  我們不要以為很接近耶穌
[00:00:54.440 --> 00:00:56.440]  開始教會就一定充滿愛
[00:00:56.440 --> 00:00:58.760]  原來並不是
[00:00:58.760 --> 00:01:02.160]  這些教會充滿很多的問題
[00:01:02.160 --> 00:01:04.320]  但當然神亦在七封書信當中
[00:01:04.320 --> 00:01:07.480]  向他的教會很清楚地顯示
[00:01:07.480 --> 00:01:13.040]  基督是那位勝過死亡、復活、海船
[00:01:13.040 --> 00:01:16.280]  並且與父神一起坐在寶座上
[00:01:16.280 --> 00:01:21.840]  那位的主
[00:01:21.840 --> 00:01:24.440]  當教會面對著這一切
[00:01:24.440 --> 00:01:27.040]  內憂外患、裡面有自己的問題
[00:01:27.040 --> 00:01:31.920]  外面面對當時很多的逼迫難處的時候
[00:01:31.920 --> 00:01:33.920]  當教會面對困難
[00:01:33.920 --> 00:01:37.200]  活在盼望的邊緣
[00:01:37.200 --> 00:01:40.080]  神就帶領他的愛徒約翰
[00:01:40.080 --> 00:01:43.360]  見到天上的景象
[00:01:43.360 --> 00:01:46.000]  讓約翰很清楚知道歷史的真相和終局
[00:01:46.000 --> 00:01:47.240]  即是神告訴約翰
[00:01:47.240 --> 00:01:49.080]  不要將你的眼目放在地上
[00:01:49.080 --> 00:01:50.520]  現在見到的困難
[00:01:50.520 --> 00:01:52.240]  要仰望那位天上的主
[00:01:52.240 --> 00:01:55.040]  將來是一個榮耀神系
[00:01:55.040 --> 00:02:01.520]  至宗德勝的那一位
[00:02:01.520 --> 00:02:02.480]  透過書信
[00:02:02.480 --> 00:02:05.000]  約翰告訴當時的信徒
[00:02:05.000 --> 00:02:06.840]  亦告訴我們
[00:02:06.840 --> 00:02:10.040]  創造的神和救贖的主
[00:02:10.040 --> 00:02:13.240]  才是最終的答案和出路
[00:02:13.240 --> 00:02:15.160]  不是地上的苦難
[00:02:15.160 --> 00:02:18.240]  不是地上的逃難
[00:02:18.240 --> 00:02:21.720]  神用這個場景向他的教會說
[00:02:21.720 --> 00:02:24.440]  無論我們在地上處於什麼樣的境況
[00:02:24.440 --> 00:02:28.720]  都要仰望和注目那位創造的神
[00:02:28.720 --> 00:02:32.360]  和救贖的主
[00:02:32.360 --> 00:02:33.920]  所以約翰領受了神的命令
[00:02:33.920 --> 00:02:35.040]  寫信給親人教會之後
[00:02:35.040 --> 00:02:37.360]  神就帶他離開地上的世界
[00:02:37.360 --> 00:02:41.360]  引導他的目光注目天上的場景
[00:02:41.360 --> 00:02:43.000]  我們一起讀這節經文
[00:02:43.000 --> 00:02:45.640]  「鄭聲一時耳後我觀看
[00:02:45.640 --> 00:02:48.240]  看見天上有一道門開著
[00:02:48.240 --> 00:02:52.960]  我頭一次聽見的那好像吹號的聲音對我說
[00:02:52.960 --> 00:02:54.360]  你上這裏來
[00:02:54.360 --> 00:02:58.480]  我要把此後必須發生的事指示你」
[00:02:58.480 --> 00:03:02.920]  如果我們參考啟示錄一章十節和十二到十六節
[00:03:02.920 --> 00:03:03.960]  那段經文是這樣說的
[00:03:03.960 --> 00:03:04.480]  它說
[00:03:04.480 --> 00:03:06.160]  「有一主日我被聖靈感動
[00:03:06.160 --> 00:03:09.080]  聽見在我後面有大聲音如吹號
[00:03:09.080 --> 00:03:10.120]  我轉過身來
[00:03:10.120 --> 00:03:12.920]  要看看是誰的聲音在跟我說話
[00:03:12.920 --> 00:03:13.840]  我一轉過來
[00:03:13.840 --> 00:03:15.880]  看見有七個金燈台
[00:03:15.880 --> 00:03:18.760]  在燈台中間有一位好像人子的
[00:03:18.760 --> 00:03:20.880]  身穿睡到腳的長袍
[00:03:20.880 --> 00:03:22.560]  胸間束著金帶
[00:03:22.560 --> 00:03:24.280]  他的頭與髮皆白
[00:03:24.280 --> 00:03:26.040]  與白羊毛如雪
[00:03:26.040 --> 00:03:28.040]  他的眼睛好像火焰
[00:03:28.040 --> 00:03:31.080]  雙腳好像在爐中鍛鍊得發亮的銅
[00:03:31.080 --> 00:03:33.240]  聲音好像中水的聲音
[00:03:33.240 --> 00:03:35.280]  他右手拿著七顆星
[00:03:35.280 --> 00:03:38.360]  從他口中吐出一把兩人的利劍
[00:03:38.360 --> 00:03:40.760]  面貌好像烈日放光」
[00:03:40.760 --> 00:03:42.880]  如果我們看回第一章這幾節的經文
[00:03:42.880 --> 00:03:43.760]  我們就知道
[00:03:43.760 --> 00:03:46.600]  這個吹號的聲音就是人子
[00:03:46.600 --> 00:03:48.160]  就是耶穌基督
[00:03:48.160 --> 00:03:48.880]  就是說
[00:03:48.880 --> 00:03:51.680]  耶穌基督將約翰的眼目
[00:03:51.680 --> 00:03:53.800]  從見到地上教會很多問題
[00:03:53.800 --> 00:03:55.720]  地上很多的迫不難處
[00:03:55.720 --> 00:03:58.520]  來離開這個世界
[00:03:58.520 --> 00:04:02.480]  轉而來見到天上的榮耀
[00:04:02.480 --> 00:04:04.440]  當約翰聽到耶穌的說話
[00:04:04.440 --> 00:04:07.720]  他立刻就見到天上的景象
[00:04:07.720 --> 00:04:08.960]  我們一起讀吧
[00:04:08.960 --> 00:04:11.160]  「我立刻被聖靈感動
[00:04:11.160 --> 00:04:14.120]  見有一個寶座安置在天上
[00:04:14.120 --> 00:04:16.200]  有一位坐在寶座上
[00:04:16.200 --> 00:04:19.960]  那坐著的好像碧玉和紅寶石
[00:04:19.960 --> 00:04:22.280]  又有彩虹圍著寶座
[00:04:22.280 --> 00:04:24.600]  剛才好像綠寶石
[00:04:24.600 --> 00:04:26.840]  (好像綠寶石)
[00:04:26.840 --> 00:04:27.960]  在寶座上
[00:04:27.960 --> 00:04:30.960]  他的衣裳下擺滿聖殿」
[00:04:30.960 --> 00:04:32.560]  好了
[00:04:32.560 --> 00:04:35.520]  多謝大家讀完以賽亞書那段
[00:04:35.520 --> 00:04:36.200]  真的
[00:04:36.200 --> 00:04:38.880]  原來約翰在這裡所見到的景象
[00:04:38.880 --> 00:04:41.840]  和以賽亞的記載很相近
[00:04:41.840 --> 00:04:43.400]  其實在舊約不單以賽亞
[00:04:43.400 --> 00:04:46.440]  有記載這個影像
[00:04:46.440 --> 00:04:48.240]  在《先知以西傑》當中
[00:04:48.240 --> 00:04:50.320]  以西傑那段的描述
[00:04:50.320 --> 00:04:52.440]  我們看下去的時候很神秘
[00:04:52.440 --> 00:04:54.680]  很難解讀
[00:04:54.680 --> 00:04:55.480]  但無論如何
[00:04:55.480 --> 00:04:58.680]  這兩個從新舊約的描述
[00:04:58.680 --> 00:04:59.360]  我們可以知道
[00:04:59.360 --> 00:05:02.120]  這位坐在寶座上的是神
[00:05:02.120 --> 00:05:04.360]  坐在寶座上
[00:05:04.360 --> 00:05:05.840]  是表示
[00:05:05.840 --> 00:05:09.480]  這位神是天地的主宰
[00:05:09.480 --> 00:05:13.520]  是天地真正的掌權者
[00:05:13.520 --> 00:05:19.040]  不是那些當時信徒面對著的羅馬的兵丁
[00:05:19.040 --> 00:05:19.960]  不是
[00:05:19.960 --> 00:05:22.240]  真正天地的主宰
[00:05:22.240 --> 00:05:24.920]  真正的掌權者是神自己
[00:05:24.920 --> 00:05:27.560]  就好像舊約《先知以賽亞》和以賽傑一樣
[00:05:27.560 --> 00:05:29.960]  約翰都沒有辦法用人的文字
[00:05:29.960 --> 00:05:32.720]  很清楚地表達出神究竟是什麼樣
[00:05:32.720 --> 00:05:34.160]  雖然我們剛才已經讀了
[00:05:34.160 --> 00:05:35.520]  他用了很多的意象
[00:05:35.520 --> 00:05:38.240]  試圖給我們一個圖畫神是怎樣的
[00:05:38.240 --> 00:05:39.600]  不過始終是沒有辦法寫出來
[00:05:39.600 --> 00:05:41.000]  因為神不是一個物質
[00:05:41.000 --> 00:05:42.680]  神是一個靈
[00:05:42.680 --> 00:05:45.040]  所以約翰用碧玉、紅寶石、綠寶石
[00:05:45.040 --> 00:05:47.560]  來形容這位的神
[00:05:47.560 --> 00:05:48.240]  有學者說
[00:05:48.240 --> 00:05:50.280]  他說約翰的用語
[00:05:50.280 --> 00:05:52.720]  是在表達他所見的神
[00:05:52.720 --> 00:05:56.800]  這位的神是聖潔、毫無瑕疵
[00:05:56.800 --> 00:05:59.560]  不會改變、信實
[00:05:59.560 --> 00:06:02.200]  而又充滿恩典的神
[00:06:02.200 --> 00:06:03.280]  他說約翰很想我們知道
[00:06:03.280 --> 00:06:04.560]  這位他所見到的神
[00:06:04.560 --> 00:06:05.600]  當時他的感覺就是
[00:06:05.600 --> 00:06:07.480]  這位是聖潔、毫無瑕疵
[00:06:07.480 --> 00:06:09.440]  不會改變、信實
[00:06:09.440 --> 00:06:11.840]  也充滿恩典的神
[00:06:11.840 --> 00:06:13.640]  這樣描述告訴我們
[00:06:13.640 --> 00:06:16.320]  約翰嘗試用這些比喻來描述神
[00:06:16.320 --> 00:06:18.120]  是超乎一切的榮耀
[00:06:18.120 --> 00:06:20.520]  是超過人能夠用的字眼
[00:06:20.520 --> 00:06:22.400]  能夠描述的用語
[00:06:22.400 --> 00:06:25.480]  來描述這位的靈
[00:06:25.480 --> 00:06:28.240]  因為實在沒有任何人間的字
[00:06:28.240 --> 00:06:31.760]  能夠將祂完全地表達出來
[00:06:31.760 --> 00:06:33.640]  第一姐妹如果你和約翰一樣
[00:06:33.640 --> 00:06:35.800]  見到這位超乎一切榮耀的神
[00:06:35.800 --> 00:06:40.080]  你心裏面在想什麼呢?
[00:06:40.080 --> 00:06:42.760]  我們常常說笑
[00:06:42.760 --> 00:06:43.800]  見到神的時候
[00:06:43.800 --> 00:06:46.800]  有些人會問他各種神學問題
[00:06:46.800 --> 00:06:48.000]  現在解不開的
[00:06:48.000 --> 00:06:50.200]  問他為什麼
[00:06:50.200 --> 00:06:51.000]  有些人說
[00:06:51.000 --> 00:06:52.920]  我生命實在太多苦難了
[00:06:52.920 --> 00:06:53.920]  請神解釋一下
[00:06:53.920 --> 00:06:55.280]  為什麼在我生命當中
[00:06:55.280 --> 00:06:58.000]  各種各樣不如意的事情
[00:06:58.000 --> 00:06:59.760]  還是我們會向祂發出感恩
[00:06:59.760 --> 00:07:03.400]  讚美歌頌和敬拜
[00:07:03.400 --> 00:07:04.080]  同樣地第一姐妹
[00:07:04.080 --> 00:07:05.520]  今天我們來到神面前敬拜的時候
[00:07:05.520 --> 00:07:08.880]  你的心裏面在想什麼呢?
[00:07:08.880 --> 00:07:12.280]  我待會在一間小教會侍奉
[00:07:12.280 --> 00:07:14.880]  每次我講到最後
[00:07:14.880 --> 00:07:15.880]  他們都猜到了
[00:07:15.880 --> 00:07:18.200]  因為大家都猜到了
[00:07:18.200 --> 00:07:20.200]  我聽到電話開的聲音
[00:07:20.200 --> 00:07:22.400]  電話開是會有聲音的
[00:07:22.400 --> 00:07:23.920]  然後我還沒下台
[00:07:23.920 --> 00:07:24.560]  差不多還沒下台
[00:07:24.560 --> 00:07:25.000]  我聽到
[00:07:25.000 --> 00:07:26.480]  喂 完了 牧師講完
[00:07:26.480 --> 00:07:27.320]  轉到講完到了
[00:07:27.320 --> 00:07:30.640]  快點去辦位吃飯
[00:07:30.640 --> 00:07:32.960]  接著我們來到這位榮耀的神面前
[00:07:32.960 --> 00:07:35.920]  我們在想什麼呢?
[00:07:35.920 --> 00:07:37.640]  接著約翰告訴我們
[00:07:37.640 --> 00:07:39.560]  他說他同時看到寶座的四圍
[00:07:39.560 --> 00:07:41.280]  有24個座位
[00:07:41.280 --> 00:07:43.920]  上面坐著24個長老
[00:07:43.920 --> 00:07:46.120]  身穿白衣
[00:07:46.120 --> 00:07:51.520]  頭上戴著金冠面
[00:07:51.520 --> 00:07:53.120]  在這位坐在寶座上面
[00:07:53.120 --> 00:07:56.360]  超乎一切榮耀的神的四圍
[00:07:56.360 --> 00:07:58.400]  有24個穿著白衣
[00:07:58.400 --> 00:08:02.680]  和戴金冠的長老
[00:08:02.680 --> 00:08:06.360]  各自坐在自己的座位上面
[00:08:06.360 --> 00:08:08.760]  我有這樣的印象
[00:08:08.760 --> 00:08:09.760]  坐在這裏
[00:08:09.760 --> 00:08:11.280]  這些長老
[00:08:11.280 --> 00:08:12.320]  應該又長又老
[00:08:12.320 --> 00:08:13.680]  有很長的鬍子
[00:08:13.680 --> 00:08:16.080]  戴著一個金光燦爛的金冠面
[00:08:16.080 --> 00:08:17.200]  穿著白衣
[00:08:17.200 --> 00:08:19.160]  那個金冠應該很燦爛的
[00:08:19.160 --> 00:08:22.320]  白色的金冠
[00:08:22.320 --> 00:08:25.560]  白衣在啟示錄上常常代表德性
[00:08:25.560 --> 00:08:26.480]  所以我們一直看下去
[00:08:26.480 --> 00:08:28.640]  我們看到德性的神賜他白衣
[00:08:28.640 --> 00:08:31.120]  神把白石給他
[00:08:31.120 --> 00:08:31.960]  歷代以來
[00:08:31.960 --> 00:08:33.640]  聖經學者對24位長老
[00:08:33.640 --> 00:08:34.640]  各有不同的解釋
[00:08:34.640 --> 00:08:35.800]  我上次上網的時候
[00:08:35.800 --> 00:08:38.400]  我起碼找到十幾二十個解釋
[00:08:38.400 --> 00:08:41.160]  不過我個人比較接受的
[00:08:41.160 --> 00:08:43.120]  你可以不接受
[00:08:43.120 --> 00:08:44.000]  因為聖經沒有解釋
[00:08:44.000 --> 00:08:45.120]  但我個人比較接受的就是
[00:08:45.120 --> 00:08:46.360]  這24個長老當中
[00:08:46.360 --> 00:08:49.840]  12位是代表以色列十二支派
[00:08:49.840 --> 00:08:51.360]  而另外12位是代表
[00:08:51.360 --> 00:08:55.600]  耶穌所揀選的12個門徒
[00:08:55.600 --> 00:08:56.280]  總括來說
[00:08:56.280 --> 00:08:58.080]  就是說這24個長老
