
[00:00:00.000 --> 00:00:03.000]  (字幕由Amara.org社区提供)
[00:00:03.720 --> 00:00:05.720]  Hi,大家早安
[00:00:05.720 --> 00:00:08.280]  我們又一個星期沒見
[00:00:08.280 --> 00:00:10.280]  不知道大家過得怎樣呢
[00:00:10.280 --> 00:00:14.320]  在開始分享之前,我也想問大家一個問題
[00:00:14.320 --> 00:00:16.320]  我不知道你過去這段日子
[00:00:16.320 --> 00:00:20.320]  最高紀錄留在家的時間是多長呢
[00:00:20.320 --> 00:00:23.720]  給你幾秒時間想想
[00:00:23.720 --> 00:00:28.000]  可能大家想到,有些人七天都沒出過街
[00:00:28.000 --> 00:00:30.520]  可惜我們看不到你舉手
[00:00:30.520 --> 00:00:34.520]  但有些人可能三、四天都沒出過街
[00:00:34.520 --> 00:00:39.520]  如果要你用一個字去形容留在家
[00:00:39.520 --> 00:00:42.520]  或者這個月、這個星期的心情
[00:00:42.520 --> 00:00:44.520]  不知道你會說些什麼呢
[00:00:44.520 --> 00:00:51.520]  沒錯,我們每天留在家,我也知道很不容易
[00:00:51.520 --> 00:00:54.520]  可能要你用一個字去解釋
[00:00:54.520 --> 00:00:56.520]  可能會不會就是以下這兩個字呢
[00:00:56.520 --> 00:01:00.520]  可能很累,或者很悶
[00:01:00.520 --> 00:01:03.520]  其實我自己也一樣
[00:01:03.520 --> 00:01:06.520]  我們在過去這個月、一個多月裡
[00:01:06.520 --> 00:01:08.520]  我每天都要留在家
[00:01:08.520 --> 00:01:11.520]  看Zoom、上課
[00:01:11.520 --> 00:01:13.520]  也要做功課
[00:01:13.520 --> 00:01:15.520]  其實大家都知道我在讀書
[00:01:15.520 --> 00:01:17.520]  其實也真的挺悶的
[00:01:17.520 --> 00:01:20.520]  整個人都好像沒了很多動力
[00:01:20.520 --> 00:01:23.520]  很老實地說,也真的沒什麼紀律
[00:01:24.520 --> 00:01:27.520]  所以今天很想透過幾節經文
[00:01:27.520 --> 00:01:32.520]  去和大家分享我們怎樣在家這段時間
[00:01:32.520 --> 00:01:35.520]  可能我們接下來開學的日子也要無期
[00:01:35.520 --> 00:01:40.520]  我們怎樣可以在家這段時間過得沒那麼頹呢
[00:01:40.520 --> 00:01:43.520]  究竟聖經給了我們什麼指引呢
[00:01:43.520 --> 00:01:46.520]  有沒有什麼建議給我們呢
[00:01:46.520 --> 00:01:49.520]  好了,等下我也問問大家
[00:01:49.520 --> 00:01:52.520]  大家知不知道在舊約裡
[00:01:52.520 --> 00:01:59.520]  有哪一本書是和去控、控去、好退有關的呢
[00:01:59.520 --> 00:02:01.520]  給大家五秒
[00:02:01.520 --> 00:02:07.520]  沒錯了,給點掌聲,就是全奴書了
[00:02:07.520 --> 00:02:10.520]  我也知道大家很厲害
[00:02:10.520 --> 00:02:12.520]  我知道過了一段日子
[00:02:12.520 --> 00:02:15.520]  我們也看了新約,好像所謂福音書
[00:02:15.520 --> 00:02:18.520]  我們看了《史獨行傳》
[00:02:18.520 --> 00:02:24.520]  這次我想和大家分享一些舊約的書卷,舊約的經文
[00:02:24.520 --> 00:02:26.520]  就是全奴書了
[00:02:26.520 --> 00:02:31.520]  這個書卷是一個很特別的書卷
[00:02:31.520 --> 00:02:34.520]  全卷書有12章
[00:02:34.520 --> 00:02:37.520]  連同其他好幾卷書
[00:02:37.520 --> 00:02:39.520]  《約伯記》、《針研》等等
[00:02:39.520 --> 00:02:43.520]  被稱為智慧文學
[00:02:43.520 --> 00:02:50.520]  顧名思義,這幾個作者其實都是滿有人生的智慧和體會
[00:02:50.520 --> 00:02:54.520]  如果我講,如果聖經其他書
[00:02:54.520 --> 00:02:56.520]  或者新約這樣講
[00:02:56.520 --> 00:02:59.520]  是在講一些天國的事
[00:02:59.520 --> 00:03:02.520]  很屬靈,是在講天上的事
[00:03:02.520 --> 00:03:05.520]  我會講這些智慧文學
[00:03:05.520 --> 00:03:07.520]  是在講地上的事
[00:03:07.520 --> 00:03:10.520]  是教導我們怎樣去看人生
[00:03:10.520 --> 00:03:14.520]  教導我們怎樣去看人生的意義
[00:03:14.520 --> 00:03:21.520]  所以我講頹,是怎樣幫助我們去面對這個頹的人生
[00:03:21.520 --> 00:03:23.520]  日日留在家中
[00:03:23.520 --> 00:03:25.520]  當中這個全奴書的作者
[00:03:25.520 --> 00:03:28.520]  其實都經歷了很多人生百態
[00:03:28.520 --> 00:03:30.520]  高低起跌
[00:03:30.520 --> 00:03:34.520]  於是他對人生有一個很特別的體會
[00:03:34.520 --> 00:03:40.520]  在全奴書裏,我很快去講解一下這本書裏講什麼
[00:03:40.520 --> 00:03:45.520]  全奴書裏,作者用了一個希伯來文字
[00:03:45.520 --> 00:03:47.520]  原文叫做希伯來文
[00:03:47.520 --> 00:03:50.520]  用希伯來文字去總結人生
[00:03:50.520 --> 00:03:54.520]  叫做Hevel
[00:03:54.520 --> 00:03:56.520]  H-E-V-E-L
[00:03:56.520 --> 00:03:58.520]  在下面的文字會彈出來
[00:03:58.520 --> 00:04:01.520]  中文的解釋就是虛空
[00:04:01.520 --> 00:04:04.520]  英文的解釋就是meaningless
[00:04:04.520 --> 00:04:07.520]  整本書出現了38次
[00:04:07.520 --> 00:04:11.520]  其實這個字會不會講出大家最近的心聲
[00:04:11.520 --> 00:04:13.520]  最近的心情
[00:04:13.520 --> 00:04:14.520]  Meaningless
[00:04:14.520 --> 00:04:15.520]  虛空
[00:04:15.520 --> 00:04:17.520]  沒有意義
[00:04:17.520 --> 00:04:18.520]  沒有內容
[00:04:18.520 --> 00:04:20.520]  為什麼
[00:04:20.520 --> 00:04:21.520]  你可能會問
[00:04:21.520 --> 00:04:24.520]  為什麼日日都要屈在家中這麼頹
[00:04:24.520 --> 00:04:27.520]  為什麼功課做到處都有
[00:04:27.520 --> 00:04:30.520]  由實體的功課變成現在網上的功課
[00:04:30.520 --> 00:04:34.520]  不知道大家有沒有聽過Google Classroom那首歌
[00:04:34.520 --> 00:04:44.520]  Google Classroom,你做好功課沒有
[00:04:44.520 --> 00:04:46.520]  不斷的彈出來
[00:04:46.520 --> 00:04:48.520]  但的確,我明白
[00:04:48.520 --> 00:04:50.520]  這些都是沒有意義
[00:04:50.520 --> 00:04:52.520]  感覺上沒有內容的功課
[00:04:52.520 --> 00:04:54.520]  難怪全奴書在最後一章
[00:04:54.520 --> 00:04:56.520]  有一節是英文的
[00:04:56.520 --> 00:04:58.520]  在第十二章,十二節
[00:04:58.520 --> 00:05:02.520]  讀書多,身體疲倦
[00:05:02.520 --> 00:05:04.520]  讀書多,身體疲倦
[00:05:04.520 --> 00:05:06.520]  很多人只記得這幾個字
[00:05:06.520 --> 00:05:09.520]  大家不妨去記一下
[00:05:09.520 --> 00:05:12.520]  不過,其實Hevel
[00:05:12.520 --> 00:05:15.520]  Hevel或Hevel,重音在後面
[00:05:15.520 --> 00:05:17.520]  虛空,Hevel這個字
[00:05:17.520 --> 00:05:21.520]  其實是說不單單所有東西都是沒用的
[00:05:21.520 --> 00:05:24.520]  其實是說人生裏面
[00:05:24.520 --> 00:05:26.520]  很多東西都是短暫
[00:05:26.520 --> 00:05:28.520]  很多東西都捉不實
[00:05:28.520 --> 00:05:31.520]  就好像煙霧
[00:05:31.520 --> 00:05:35.520]  一些煙或一些霧氣一樣
[00:05:35.520 --> 00:05:38.520]  明明它很實在地存在
[00:05:38.520 --> 00:05:42.520]  但如果你想把它緊緊地捉住的時候
[00:05:42.520 --> 00:05:45.520]  你會發現其實是捉不實的
[00:05:45.520 --> 00:05:50.520]  確實這個世界有很多很美很正的事
[00:05:50.520 --> 00:05:54.520]  但當我們很想去享受這一切的時候
[00:05:54.520 --> 00:05:56.520]  我們往往發現
[00:05:56.520 --> 00:05:58.520]  悲劇就會發生
[00:05:58.520 --> 00:06:01.520]  我們往往發現就算有多好的計劃
[00:06:01.520 --> 00:06:03.520]  其實可以突然之間完全沒有
[00:06:03.520 --> 00:06:07.520]  確實人生實在出現很多變數
[00:06:07.520 --> 00:06:09.520]  就好像我們這一刻
[00:06:09.520 --> 00:06:12.520]  出現持續了很久的疫情
[00:06:12.520 --> 00:06:15.520]  叫我們不能夠預測
[00:06:15.520 --> 00:06:17.520]  如果你記得我三個星期
[00:06:17.520 --> 00:06:20.520]  分享過經文
[00:06:20.520 --> 00:06:22.520]  平靜、風浪這個經文
[00:06:22.520 --> 00:06:24.520]  其實告訴我們很多東西
[00:06:24.520 --> 00:06:26.520]  我們沒有辦法捉得緊
[00:06:26.520 --> 00:06:30.520]  很多東西我們沒有辦法預測得到
[00:06:30.520 --> 00:06:32.520]  甚至像上次這樣說
[00:06:32.520 --> 00:06:35.520]  很多人可能第一次才這麼想上學
[00:06:35.520 --> 00:06:37.520]  很多人第一次去想
[00:06:37.520 --> 00:06:39.520]  很想回來教會見下朋友
[00:06:39.520 --> 00:06:41.520]  其實我也是
[00:06:41.520 --> 00:06:43.520]  告訴大家一個秘密
[00:06:43.520 --> 00:06:46.520]  我也是一個很愛鄉的人
[00:06:46.520 --> 00:06:49.520]  所以留在家裏其實真的很辛苦
[00:06:49.520 --> 00:06:51.520]  如果你再問我
[00:06:51.520 --> 00:06:55.520]  究竟我何時體會過虛空
