
[00:00:00.000 --> 00:00:08.440]  大家好,又是「學清崇拜」與大家見面
[00:00:08.440 --> 00:00:12.640]  今日的題目是「平安在哪裡」
[00:00:12.640 --> 00:00:17.720]  在現在病毒肆虐的時間
[00:00:17.720 --> 00:00:21.920]  我們不知道日後會怎樣
[00:00:21.920 --> 00:00:23.640]  或不知道何時開學
[00:00:23.640 --> 00:00:28.120]  或不知道將來會怎樣
[00:00:28.120 --> 00:00:35.280]  但很多時候,就算我們已經沒有實體崇拜幾星期
[00:00:35.280 --> 00:00:39.120]  但我們依然會用不同的方法
[00:00:39.120 --> 00:00:42.200]  希望與大家有一個聯繫
[00:00:42.200 --> 00:00:47.200]  有人說,雖然我們不能見面
[00:00:47.200 --> 00:00:50.800]  但我們卻要彼此聯繫
[00:00:50.800 --> 00:00:53.560]  甚至互相關心
[00:00:53.560 --> 00:01:00.800]  但在這個時候,心裏有沒有一份平安呢?
[00:01:00.800 --> 00:01:10.200]  早前,大家還記得有人搶廁紙、排口罩
[00:01:10.200 --> 00:01:16.240]  甚至糧油食品,好像爭相購買
[00:01:16.240 --> 00:01:22.160]  這些都能看到我們作為一個人的恐懼
[00:01:22.160 --> 00:01:24.440]  心裏沒有平安
[00:01:24.440 --> 00:01:27.880]  但其實,甚麼是平安呢?
[00:01:27.880 --> 00:01:29.880]  今天天氣不錯
[00:01:29.880 --> 00:01:32.880]  不如我們嘗試走出教會
[00:01:32.880 --> 00:01:36.600]  去問其他人甚麼是平安
[00:01:36.600 --> 00:01:41.120]  以及他們心裏這一刻有沒有平安呢?
[00:01:41.120 --> 00:01:45.760]  現在籃球場上有些年青人
[00:01:45.760 --> 00:01:49.760]  讓我問他們對於平安的看法
[00:01:49.760 --> 00:01:53.560]  你知不知道甚麼是平安呢?
[00:01:53.560 --> 00:01:54.560]  平安?
[00:01:54.560 --> 00:02:00.400]  是和平,不要自相殘殺
[00:02:00.400 --> 00:02:02.400]  不要相處
[00:02:02.400 --> 00:02:04.400]  這個世界好好的
[00:02:04.400 --> 00:02:06.400]  沒有不好的事發生
[00:02:06.400 --> 00:02:08.400]  這就是平安
[00:02:08.400 --> 00:02:11.400]  你覺得自己現在有平安嗎?
[00:02:11.400 --> 00:02:13.400]  平安?
[00:02:13.400 --> 00:02:15.400]  你知不知道甚麼是平安呢?
[00:02:15.400 --> 00:02:17.400]  平安?
[00:02:17.400 --> 00:02:19.400]  我知
[00:02:19.400 --> 00:02:21.400]  甚麼是平安呢?
[00:02:21.400 --> 00:02:24.400]  好好的,家裏沒事發生
[00:02:24.400 --> 00:02:26.400]  沒有人威脅你
[00:02:26.400 --> 00:02:28.400]  就是這樣
[00:02:28.400 --> 00:02:31.400]  你覺得自己現在有平安嗎?
[00:02:31.400 --> 00:02:33.400]  平安算平安
[00:02:33.400 --> 00:02:34.400]  平安?
[00:02:34.400 --> 00:02:36.400]  平安大概是大家很和平
[00:02:36.400 --> 00:02:39.400]  沒有怎樣吵架
[00:02:39.400 --> 00:02:42.400]  大家很平靜,相處得很好
[00:02:42.400 --> 00:02:45.400]  和甚麼事都安全
[00:02:45.400 --> 00:02:49.400]  你覺得自己現在有平安嗎?
[00:02:49.400 --> 00:02:51.400]  應該算有
[00:02:51.400 --> 00:02:54.400]  我們來到一間咖啡店
[00:02:54.400 --> 00:02:58.400]  我們問問裏面的人
[00:02:58.400 --> 00:03:01.400]  到底甚麼是平安呢?
[00:03:01.400 --> 00:03:07.400]  不好意思,我想問你們覺得甚麼是平安呢?
[00:03:07.400 --> 00:03:10.400]  我覺得沒事無幹就是平安
[00:03:10.400 --> 00:03:16.400]  我覺得健康快樂就是平安
[00:03:16.400 --> 00:03:21.400]  你們覺得自己現在有平安嗎?
[00:03:21.400 --> 00:03:25.400]  我心裏面都是平安
[00:03:25.400 --> 00:03:27.400]  但是會有擔心
[00:03:27.400 --> 00:03:33.400]  我都算平安,我覺得
[00:03:33.400 --> 00:03:37.400]  平安對我來講
[00:03:37.400 --> 00:03:42.400]  是可以一家人在一起團團圓圓
[00:03:42.400 --> 00:03:44.400]  健健康康地在一起生活
[00:03:44.400 --> 00:03:48.400]  那你覺得自己有平安嗎?
[00:03:48.400 --> 00:03:51.400]  我現在覺得我有平安
[00:03:51.400 --> 00:03:55.400]  開始之前我們有一個祈禱
[00:03:55.400 --> 00:03:58.400]  七夕天父上帝,多謝你給我們
[00:03:58.400 --> 00:04:01.400]  雖然我們不能夠回來教會聚會
[00:04:01.400 --> 00:04:06.400]  但我們依然可以有這樣的時間認識你
[00:04:06.400 --> 00:04:09.400]  願主你開我們的心,開我們的眼
[00:04:09.400 --> 00:04:14.400]  讓我們能夠清楚明白你要對我們的說話
[00:04:14.400 --> 00:04:19.400]  讓聽的,讓講的都可以得著你的詛咒
[00:04:19.400 --> 00:04:22.400]  我們同心在你面前禱告
[00:04:22.400 --> 00:04:25.400]  奉主耶穌基督的聖名而求,阿門
[00:04:25.400 --> 00:04:30.400]  剛才看到不同的人對平安有不同的看法
[00:04:30.400 --> 00:04:35.400]  但他們一致都覺得自己這一刻心裏面有平安
[00:04:35.400 --> 00:04:38.400]  今天我想和大家看的經文
[00:04:38.400 --> 00:04:42.400]  是在約翰福音十六章三十三節
[00:04:42.400 --> 00:04:44.400]  經文是說
[00:04:44.400 --> 00:04:48.400]  「我將這些事告訴你們
[00:04:48.400 --> 00:04:52.400]  是要叫你們在我裏面有平安
[00:04:52.400 --> 00:04:55.400]  在世上你們有苦難
[00:04:55.400 --> 00:04:58.400]  但你們可以放心
[00:04:58.400 --> 00:05:01.400]  我已經勝了世界」
[00:05:01.400 --> 00:05:07.400]  這句在約翰福音裏面是一句很重要的經文
[00:05:07.400 --> 00:05:11.400]  亦是基督教裏面一個很核心的價值
[00:05:11.400 --> 00:05:17.400]  因為它告訴我們在哪裏可以找到平安
[00:05:17.400 --> 00:05:21.400]  在約翰福音十四章到十六章裏
[00:05:21.400 --> 00:05:28.400]  是一個記載耶穌將要釘上十字架之前
[00:05:28.400 --> 00:05:31.400]  一段對門徒所說的話
[00:05:31.400 --> 00:05:33.400]  祂說到讓他們知道
[00:05:33.400 --> 00:05:36.400]  祂將要釘死
[00:05:36.400 --> 00:05:41.400]  甚至預言到是給得三次不認主
[00:05:41.400 --> 00:05:44.400]  但最後祂卻告訴我們
[00:05:44.400 --> 00:05:48.400]  是要在哪裏可以找到平安
[00:05:48.400 --> 00:05:50.400]  這個在哪裏找到平安
[00:05:50.400 --> 00:05:54.400]  就是要在祂裏面找到的平安
[00:05:54.400 --> 00:05:56.400]  在這一節的經文裏面
[00:05:56.400 --> 00:06:01.400]  我們總共有三個點可以看到
[00:06:01.400 --> 00:06:06.400]  祂告訴我們的重點是平安在哪裏
[00:06:06.400 --> 00:06:10.400]  平安是在我裏面有平安
[00:06:10.400 --> 00:06:15.400]  第二是在世上你們有苦難
[00:06:15.400 --> 00:06:18.400]  最後一點祂告訴我們
[00:06:18.400 --> 00:06:21.400]  祂已經勝過世界
[00:06:21.400 --> 00:06:25.400]  剛才看到不同的人對平安有不同的演繹
[00:06:25.400 --> 00:06:32.400]  但我們又看看平安在希伯來裏面是甚麼意思
[00:06:32.400 --> 00:06:35.400]  希伯來文的平安是shalom
[00:06:35.400 --> 00:06:40.400]  可以歸納成四個解釋
[00:06:40.400 --> 00:06:44.400]  平安是生命和身體健全
[00:06:44.400 --> 00:06:48.400]  第二是人與人之間的關係和諧
[00:06:48.400 --> 00:06:53.400]  第三是平安是財富或成就
[00:06:53.400 --> 00:06:57.400]  甚至包含了成功的意思
[00:06:57.400 --> 00:07:00.400]  第四是平安勝過敵人
[00:07:00.400 --> 00:07:04.400]  或這個世界再沒有戰爭
[00:07:04.400 --> 00:07:08.400]  但這一節的經文告訴我們
[00:07:08.400 --> 00:07:12.400]  平安並不是這些東西
[00:07:12.400 --> 00:07:15.400]  平安到底是從哪裏來
[00:07:15.400 --> 00:07:20.400]  這裏很清楚告訴我們平安是甚麼
[00:07:20.400 --> 00:07:25.400]  平安是要我們認識主耶穌
[00:07:25.400 --> 00:07:29.400]  平安是要去到主耶穌裏面
[00:07:29.400 --> 00:07:34.400]  很多時候保羅的書信裏面
[00:07:34.400 --> 00:07:39.400]  都很喜歡問候人的第一句就是「願你平安」
[00:07:39.400 --> 00:07:46.400]  甚至主耶穌在釘完十字架復活的時候
[00:07:46.400 --> 00:07:51.400]  看到他的門徒第一句就是「願你平安」
[00:07:51.400 --> 00:07:59.400]  他不是問他們有沒有做你們要做的事
[00:07:59.400 --> 00:08:01.400]  或你們做了甚麼
[00:08:01.400 --> 00:08:07.400]  而是第一句跟門徒說「願你們平安」
[00:08:07.400 --> 00:08:11.400]  我不知道當你很久沒見的朋友
[00:08:11.400 --> 00:08:16.400]  你第一句會否問候他就是「願他平安」
[00:08:16.400 --> 00:08:22.400]  到底甚麼是在主裏面有平安呢?
[00:08:22.400 --> 00:08:25.400]  我相信首先要認識他
[00:08:25.400 --> 00:08:29.400]  認識他在聖經裏面告訴我們
[00:08:29.400 --> 00:08:32.400]  每一個人對我們每一個人的應許
[00:08:32.400 --> 00:08:34.400]  對我們每一個人的承諾
[00:08:34.400 --> 00:08:37.400]  所以讓我們更認識他
[00:08:37.400 --> 00:08:41.400]  我們自然就會有那份平安
[00:08:41.400 --> 00:08:43.400]  甚至可能你會覺得
[00:08:43.400 --> 00:08:46.400]  我今年考DSE
[00:08:46.400 --> 00:08:50.400]  或我好像很久沒上課
[00:08:50.400 --> 00:08:54.400]  接下來會怎樣的時候
[00:08:54.400 --> 00:08:57.400]  心裏有很多不知道
[00:08:57.400 --> 00:08:59.400]  或心裏有很多不明白
[00:08:59.400 --> 00:09:03.400]  但如果你認識主的時候
[00:09:03.400 --> 00:09:05.400]  他會告訴我們
[00:09:05.400 --> 00:09:08.400]  這些重擔你都不用憂慮
[00:09:08.400 --> 00:09:13.400]  因為我此下的就是一份屬天的平安
[00:09:13.400 --> 00:09:17.400]  我給你的就是最好的
[00:09:17.400 --> 00:09:19.400]  接下來他也很重要
[00:09:19.400 --> 00:09:23.400]  告訴我們平安的重要是甚麼
[00:09:23.400 --> 00:09:26.400]  經文裏面又告訴我們
[00:09:26.400 --> 00:09:29.400]  在世上我們是有苦難的
