
[00:00:00.000 --> 00:00:11.000]  今天我們會繼續講關於身份的問題
[00:00:11.000 --> 00:00:19.000]  在上一個星期,教授加奮跟我們說了從而不鎖書去看神的救贖工作
[00:00:19.000 --> 00:00:30.000]  如何做到神的兒女,當然在教育中,我們是神的兒女是一個大家很熟悉的題目
[00:00:30.000 --> 00:00:41.000]  但回到日常生活中,我們如何遇到很多事態,都會讓我們身份有些動搖
[00:00:41.000 --> 00:00:53.000]  有時很難清楚地去堅持神的兒女身份,所以認識神的兒女身份只是第一步
[00:00:53.000 --> 00:01:05.000]  第二步就是去想到底有什麼因素會令我們遺忘,或者在神的兒女身份上有動搖
[00:01:05.000 --> 00:01:10.000]  之後兩個星期就會講如何在生活中實踐
[00:01:10.000 --> 00:01:19.000]  今天主要是講如何小心在生活上,或者在教會中容易出現的陷阱
[00:01:19.000 --> 00:01:29.000]  或者會讓我們對自己身份有懷疑的因素,我們可以小心去看
[00:01:29.000 --> 00:01:34.000]  所以今天的經文是會講迦拉泰書四章一至十一節
[00:01:34.000 --> 00:01:39.000]  就是去思考到底做神兒女的時候會遇到什麼挑戰
[00:01:39.000 --> 00:01:49.000]  迦拉泰書本身是寫給迦拉泰教會的書信,處理很多不同教會的問題
[00:01:49.000 --> 00:01:56.000]  但今天我們只會看其中一個處理核心的問題,就是關於身份的問題
[00:01:56.000 --> 00:02:06.000]  我們上課的一段時間,說我們是神的兒女是很常說的
[00:02:06.000 --> 00:02:13.000]  但到底神是我們的父親,我們是神的兒女,到底有什麼意義呢?
[00:02:13.000 --> 00:02:16.000]  這個身份給我們什麼呢?
[00:02:16.000 --> 00:02:21.000]  今天會從兩個方面去演繹這個問題
[00:02:21.000 --> 00:02:30.000]  第一個就是去想我們不是奴僕,不是奴僕的意思是用一些直白的說話
[00:02:30.000 --> 00:02:35.000]  不要被其他事情扭曲了我們和神的關係
[00:02:35.000 --> 00:02:40.000]  第二就是去珍惜神給我們的身份
[00:02:40.000 --> 00:02:44.000]  今天只會說這兩點,我們可以先說第一點
[00:02:44.000 --> 00:02:47.000]  第一點就是剛才說到奴僕的問題
[00:02:47.000 --> 00:02:53.000]  剛才唱歌也有唱奴郎的Slave,其實我們說奴僕是什麼意思呢?
[00:02:53.000 --> 00:03:00.000]  我們開始去看今天的經文,經文記載迦拉泰書四章一至十一節
[00:03:00.000 --> 00:03:06.000]  我們先看一至二節,請Karen幫我們讀一讀這段經文
[00:03:06.000 --> 00:03:25.000]  「我是說,那承受產業的人雖然是所有產業的主人,但他還是孩子的時候,卻與奴僕毫無分別。他在監護人和管家之下,直到他父親預定的時候為止。」
[00:03:25.000 --> 00:03:35.000]  保羅在這段經文,他開始去演繹基督徒的身份
[00:03:35.000 --> 00:03:46.000]  一開始他說「承受產業的人」當然是指我們,即基督徒,當時的迦拉泰教會一班信徒
[00:03:46.000 --> 00:04:00.000]  他說這些人雖然是擁有一個神給我們的產業,但其實我們是小朋友的時候,我們與奴僕或奴隸是沒有分別的
[00:04:00.000 --> 00:04:11.000]  這裡說小朋友是否指年紀呢?是否指我們升上來學清區,特別是有兒童區升上來學清區,是否代表我們不是孩子呢?
[00:04:11.000 --> 00:04:27.000]  這不是經文所說的意思,經文所說的孩子不只是關心年紀的問題,而是說人的心智和生活的情況,是否可以獨立去做決定
[00:04:27.000 --> 00:04:43.000]  因為在當時的羅馬社會,一個小朋友不會當他有受法律保護的身份,他不能自己去做決定,基本上他與一個奴隸是沒有分別的
[00:04:43.000 --> 00:04:50.000]  因為他沒有自主的能力,也沒有法律給他自主的保護或他可以做決定的能力
[00:04:50.000 --> 00:05:07.000]  所以這裡說的孩子是指年紀的問題,不是說我們做了學清就長大了,而是說我們的心智和生活上沒有自主的能力
[00:05:07.000 --> 00:05:14.000]  所以經文在後面就解釋了為何他要用這個作為對比
[00:05:14.000 --> 00:05:27.000]  經文第三節就這樣說道,迦太史四章三節說「我們也是一樣,我們還是孩子的時候,被這世上淺顯的學說所支配」
[00:05:27.000 --> 00:05:37.000]  在下一章就會看到第三節的經文,在世上顯淺的學說是甚麼意思呢?
[00:05:37.000 --> 00:05:52.000]  在當時的文化中,顯淺的學說並不是我們今天讀理科、化學、物理學、化學學術的知識
[00:05:52.000 --> 00:06:00.000]  而是說當時在宗教上有很多對邪靈、魔鬼、很多錯誤的想像
[00:06:00.000 --> 00:06:12.000]  為了平息這些邪靈的憤怒,人們就會做很多事情,有很多外邦人的祈禱、外邦的獻祭、外邦很多宗教的儀式
[00:06:12.000 --> 00:06:20.000]  甚至很多不道德的儀式,他們覺得要平息一些邪靈的怒氣
[00:06:20.000 --> 00:06:31.000]  所以當保羅說到基督徒、微信主的人,信徒也很容易有一個位置
[00:06:31.000 --> 00:06:35.000]  就是當他們在這個世界的時候,他們會被一些東西支配
[00:06:35.000 --> 00:06:39.000]  在當時的情況下,就是說一些虛假的宗教儀式
[00:06:39.000 --> 00:06:49.000]  說到一些虛假的信仰,讓人失去了他們的自由,給他們一個恐懼感去操縱
[00:06:49.000 --> 00:06:54.000]  情況就好像一個奴隸很怕被主人罰,做錯了會被主人罰
[00:06:54.000 --> 00:07:07.000]  這是保羅在一節三節說到當一個信徒,或者一個微信耶穌的人
[00:07:07.000 --> 00:07:14.000]  或者當一個人未清楚認識到他在神面前的身份的時候
[00:07:14.000 --> 00:07:18.000]  他就很容易被其他東西引誘,迷失了他的方向
[00:07:18.000 --> 00:07:24.000]  這裡當然是在說羅馬時代的事,在這個時間
[00:07:24.000 --> 00:07:30.000]  在今天的處境中,我們未必有很多宗教去影響我們
[00:07:30.000 --> 00:07:34.000]  特別我們當中有不少都是自小在教會裡
[00:07:34.000 --> 00:07:38.000]  但是我想在現實中有很多東西是可以吸引我們
[00:07:38.000 --> 00:07:43.000]  我想在座很多男生也好,甚至女生也好
[00:07:43.000 --> 00:07:48.000]  有些女生在我開小組的時候問我喜歡玩什麼
[00:07:48.000 --> 00:07:54.000]  最吸引的都是打機,手機上的遊戲
[00:07:54.000 --> 00:08:05.000]  或者是社交媒體,有時候開小組就會分享在社交網站上看到哪位明星最近做了什麼
[00:08:05.000 --> 00:08:08.000]  這個可能是我們生活的日常
[00:08:08.000 --> 00:08:16.000]  所以有時候社交媒體或者網絡都不知不覺會成為我們的偶像
[00:08:16.000 --> 00:08:19.000]  有時候我們不太留意自己看什麼
[00:08:19.000 --> 00:08:26.000]  上網就覺得上網的東西都是我看的,都是讓我自己享受
[00:08:26.000 --> 00:08:32.000]  我們很少想到原來我們不知不覺間會被操縱
[00:08:32.000 --> 00:08:35.000]  我們就想到一些這樣的內容
[00:08:35.000 --> 00:08:42.000]  在內地有很多的apps,跟香港的apps是不同的
[00:08:42.000 --> 00:08:45.000]  在內地的網絡之前有一樣東西很有趣
[00:08:45.000 --> 00:08:52.000]  就是為了保護青少年,他們推出了一些限制的措施
[00:08:52.000 --> 00:08:58.000]  什麼限制措施呢?現在就想播一段短片給大家看
[00:08:58.000 --> 00:09:01.000]  現在就可以播放了
[00:09:01.000 --> 00:09:05.000]  雖然網絡娛樂這麼多,像我一樣閒時都會上網看片解悶
[00:09:05.000 --> 00:09:11.000]  但由最近開始,當大家打開內地短片app,看到的第一幕可能會是這樣
[00:09:11.000 --> 00:09:17.000]  內地53個主要直播和短片平台近期都統一增設了青少年模式
[00:09:17.000 --> 00:09:20.000]  一點開個app就會彈出相關提示
[00:09:20.000 --> 00:09:25.000]  只要輸入4位數字的密碼就可以進入青少年模式
[00:09:25.000 --> 00:09:29.000]  開了青少年模式之後,系統就會自動開啟時間鎖
[00:09:29.000 --> 00:09:34.000]  每天只可以用40分鐘,一旦時間到就要輸入密碼才可以繼續用
[00:09:34.000 --> 00:09:38.000]  而且每晚的10點至翌日早上6點都不能用
[00:09:38.000 --> 00:09:40.000]  內容上又有什麼分別呢?
[00:09:40.000 --> 00:09:45.000]  以這個直播平台為例,青少年模式的版面明顯簡單很多
[00:09:45.000 --> 00:09:51.000]  有什麼看?沒有了美女唱歌跳舞,變成這些鼓掌表演農村生活
[00:09:51.000 --> 00:09:55.000]  而且整個app只剩下12條片,再細心一看
[00:09:55.000 --> 00:09:59.000]  不單止沒有了搜索引擎,也不可以和其他用戶聊天
[00:09:59.000 --> 00:10:02.000]  連自己拍片一樣不行
[00:10:02.000 --> 00:10:07.000]  就算按進影片也看不到任何評論,不能送小禮物打賞
[00:10:07.000 --> 00:10:10.000]  連留言分享都不可以
[00:10:10.000 --> 00:10:14.000]  既然是青少年模式,青少年又適合看嗎?
[00:10:14.000 --> 00:10:17.000]  很傻,沒必要
[00:10:17.000 --> 00:10:22.000]  適合中老年人,不適合青少年
[00:10:22.000 --> 00:10:29.000]  可能會讓他們先解除,畢竟也不是喜歡這種,所以說不行
[00:10:29.000 --> 00:10:33.000]  太窄了,就是它的侷限性太大了
[00:10:33.000 --> 00:10:38.000]  可能只是說是針對青少年,但是可能在它的意義上
[00:10:38.000 --> 00:10:43.000]  應該是提升自己的自控能力,而不是通過外界的干擾來提升
[00:10:43.000 --> 00:10:46.000]  來控制青少年看手機的時間,我覺得應該是
[00:10:46.000 --> 00:10:48.000]  不過家長就表示讚賞
[00:10:48.000 --> 00:10:53.000]  如果一天的總時長是有限制的,相對來說我會覺得更放心
[00:10:53.000 --> 00:10:58.000]  有這東西其實都挺好的,方便家長去監控小朋友
[00:10:58.000 --> 00:11:06.000]  因為很多時候父母都忙,沒辦法看著小朋友
[00:11:06.000 --> 00:11:10.000]  青少年模式自6月起已經在20個短片平台開始試行
[00:11:10.000 --> 00:11:16.000]  本周二再擴展到另外24個直播平台和9個影片平台
[00:11:16.000 --> 00:11:20.000]  網信辦說已經要求各個平台要不定期更新
[00:11:20.000 --> 00:11:24.000]  創造專屬青少年的內容,履行社會責任
[00:11:24.000 --> 00:11:28.000]  我不知道大家有沒有想像過
[00:11:28.000 --> 00:11:31.000]  特別我們中間的Floor,如果你的Snapchat
[00:11:31.000 --> 00:11:37.000]  有一天黑色的影片都沒有了,只給了粵曲
[00:11:37.000 --> 00:11:41.000]  有沒有人喜歡這樣的模式呢?
[00:11:41.000 --> 00:11:45.000]  應該大家不會發聲,也不會想
[00:11:45.000 --> 00:11:47.000]  如果你的Snapchat有一天真的這樣
[00:11:47.000 --> 00:11:51.000]  或者你的Facebook、IG這樣的話
[00:11:51.000 --> 00:11:53.000]  為什麼要說這個新聞呢?
[00:11:53.000 --> 00:11:58.000]  某程度上,當然我們未必很喜歡被人限制看什麼
[00:11:58.000 --> 00:12:01.000]  但這個現象也提醒了我們一件事
[00:12:01.000 --> 00:12:06.000]  我們很少去想,當一個資訊很氾濫
[00:12:06.000 --> 00:12:12.000]  特別在網上有不少追星、造星
[00:12:12.000 --> 00:12:16.000]  或者去到很多明人的年代
[00:12:16.000 --> 00:12:20.000]  我們很多時候會以為我們做的事很自由
[00:12:20.000 --> 00:12:22.000]  我們以為我們看社交媒體很自由
[00:12:22.000 --> 00:12:24.000]  其實我喜歡看什麼就看什麼
[00:12:24.000 --> 00:12:34.000]  但某程度上,我們都是在給予網上的資訊去塑造對自己的認識
[00:12:34.000 --> 00:12:37.000]  很快的,這張可以了
[00:12:37.000 --> 00:12:43.000]  就像這張,幾個月前我提過
[00:12:43.000 --> 00:12:48.000]  很多社交媒體有一個所謂的演算法
[00:12:48.000 --> 00:12:52.000]  其實這些東西某程度上在我們現代
[00:12:52.000 --> 00:12:59.000]  是在控制我們很多人的思想和心理
[00:12:59.000 --> 00:13:01.000]  因為當我們看的時候
[00:13:01.000 --> 00:13:06.000]  我們很少意識到我們都是在被這些內容塑造我們
[00:13:06.000 --> 00:13:08.000]  所以我們好像很自由
[00:13:08.000 --> 00:13:14.000]  但其實我們被很多東西支配和去到合制了
[00:13:14.000 --> 00:13:17.000]  當然我不會說大家是否變回原始人
[00:13:17.000 --> 00:13:20.000]  不要去上社交媒體,我一定不會這樣說
[00:13:20.000 --> 00:13:25.000]  因為我自己都經常在不同的社交媒體去接觸一些新聞或者最新的東西
[00:13:25.000 --> 00:13:28.000]  其實它有正面的作用
[00:13:28.000 --> 00:13:30.000]  但當我們是毫不節制
[00:13:30.000 --> 00:13:32.000]  我們是很沉迷在這個世界
[00:13:32.000 --> 00:13:35.000]  或者是沉迷在不同的東西的時候
[00:13:35.000 --> 00:13:37.000]  其實我們以為自己很自由
[00:13:37.000 --> 00:13:39.000]  但我們就會在這個過程中
[00:13:39.000 --> 00:13:42.000]  可能對我們自己的自我形象的認識
[00:13:42.000 --> 00:13:45.000]  對我們自己的理解
[00:13:45.000 --> 00:13:50.000]  其實很容易會有扭曲或者偏差的地方
[00:13:50.000 --> 00:13:53.000]  所以同樣的東西
[00:13:53.000 --> 00:13:56.000]  其實除了我們用社交媒體做例子
[00:13:56.000 --> 00:14:00.000]  但其實在現實生活都有更多不同種類的例子
[00:14:00.000 --> 00:14:02.000]  待會我會再說一些
[00:14:02.000 --> 00:14:04.000]  其實我們可以值得去想的是
[00:14:04.000 --> 00:14:06.000]  就算在教會裏面
[00:14:06.000 --> 00:14:08.000]  今天我們說我們做基督徒
[00:14:08.000 --> 00:14:10.000]  但我們做基督徒的時候
[00:14:10.000 --> 00:14:12.000]  我們也會去想
[00:14:12.000 --> 00:14:14.000]  到底我們跟上帝的關係
[00:14:14.000 --> 00:14:16.000]  會不會有一些東西
[00:14:16.000 --> 00:14:20.000]  其實當中也有一些偏差
[00:14:20.000 --> 00:14:22.000]  或者沒有去到正確的地方
[00:14:22.000 --> 00:14:25.000]  為什麼這樣說呢
[00:14:25.000 --> 00:14:27.000]  有時候我們在網絡上
[00:14:27.000 --> 00:14:29.000]  看到明星會做些什麼
[00:14:29.000 --> 00:14:31.000]  通常我們就跟著做
[00:14:31.000 --> 00:14:33.000]  我們很少去問為何要這樣做
[00:14:33.000 --> 00:14:35.000]  總之就是因為明星這樣做
[00:14:35.000 --> 00:14:37.000]  因為他這樣做很漂亮
[00:14:38.000 --> 00:14:40.000]  有時候在教會裏面
[00:14:40.000 --> 00:14:43.000]  特別是我們翻譯得久的學者
[00:14:43.000 --> 00:14:45.000]  可能當我們每一次
[00:14:45.000 --> 00:14:47.000]  無論是講道也好
[00:14:47.000 --> 00:14:49.000]  無論是開小組的mentor
[00:14:49.000 --> 00:14:52.000]  或者你的父母
[00:14:52.000 --> 00:14:57.000]  可能是叫你去祈禱、讀經、抽時間靈修
[00:14:57.000 --> 00:14:59.000]  我想不少學者也有做這些
[00:14:59.000 --> 00:15:01.000]  我相信
[00:15:01.000 --> 00:15:04.000]  但為什麼你要做這些呢
[00:15:05.000 --> 00:15:09.000]  很多時候我們很容易直接就去做
[00:15:09.000 --> 00:15:11.000]  但我們在做的時候
[00:15:11.000 --> 00:15:14.000]  很少去想為什麼我們要這樣做
[00:15:14.000 --> 00:15:16.000]  反正這些剛才說的一切
[00:15:16.000 --> 00:15:19.000]  其實都是讓我們跟上帝相遇
[00:15:19.000 --> 00:15:22.000]  但如果我們只是為做而做
[00:15:22.000 --> 00:15:24.000]  我們沒有去問為什麼的時候
[00:15:24.000 --> 00:15:27.000]  可能我們的心態
[00:15:27.000 --> 00:15:29.000]  我們的心思意念
[00:15:29.000 --> 00:15:32.000]  未必有很大的改變
[00:15:32.000 --> 00:15:36.000]  就好像一個奴隸
[00:15:36.000 --> 00:15:38.000]  普通人用奴隸這個形象
[00:15:38.000 --> 00:15:40.000]  其實是很形象化
[00:15:40.000 --> 00:15:44.000]  因為奴隸對主人不會有愛的感覺
[00:15:44.000 --> 00:15:46.000]  只會有很害怕的感覺
[00:15:46.000 --> 00:15:48.000]  害怕做錯就會被罰
