
[00:00:00.000 --> 00:00:03.400]  大兄姊妹早晨
[00:00:03.400 --> 00:00:07.240]  今早第二次聽施班的獻唱
[00:00:07.240 --> 00:00:09.400]  仍然覺得很厲害
[00:00:09.400 --> 00:00:11.240]  很震撼
[00:00:11.240 --> 00:00:12.600]  很感動
[00:00:12.600 --> 00:00:15.760]  我真的很想請大家再一次給他們掌聲
[00:00:15.760 --> 00:00:17.040]  我相信你們收到
[00:00:17.040 --> 00:00:19.240]  亦榮耀歸給神
[00:00:19.240 --> 00:00:22.320]  聖誕節是紀念慶祝
[00:00:22.320 --> 00:00:26.320]  一位王者來到這個世界上
[00:00:26.320 --> 00:00:31.920]  是以色列人一直期待會發生的事情
[00:00:31.920 --> 00:00:34.400]  在未有真正的王出現之前
[00:00:34.400 --> 00:00:36.400]  人是會怎樣的呢?
[00:00:36.400 --> 00:00:40.840]  這個問題又將我們帶回到《時詩記》
[00:00:40.840 --> 00:00:45.440]  今天我要跟大家說《時詩記》最後一章
[00:00:45.440 --> 00:00:49.800]  為全卷書做一個總結
[00:00:49.800 --> 00:00:51.600]  我們首先要知道
[00:00:51.600 --> 00:00:54.600]  《時詩記》21章裏面記載的故事
[00:00:54.600 --> 00:00:58.120]  並不是一個獨立的事件
[00:00:58.120 --> 00:01:01.520]  先前好幾位目者都曾經說過
[00:01:01.520 --> 00:01:03.120]  《時詩記》的總結
[00:01:03.120 --> 00:01:06.760]  應該由17章的1節開始
[00:01:06.760 --> 00:01:09.920]  一直到21章的25節
[00:01:09.920 --> 00:01:14.800]  一個很長的總結有5章的經文
[00:01:14.800 --> 00:01:17.280]  按照聖經學者的分析
[00:01:17.280 --> 00:01:21.600]  這個總結可以分開兩個部分
[00:01:21.600 --> 00:01:24.800]  與《時詩記》的開頭兩章裏面
[00:01:24.800 --> 00:01:27.720]  有兩個引言是平衡的
[00:01:27.720 --> 00:01:30.520]  第一個部分是
[00:01:30.520 --> 00:01:33.160]  用一個以法連人米加
[00:01:33.160 --> 00:01:37.880]  為自己做神像納祭司開始
[00:01:37.880 --> 00:01:44.160]  直到整個彈之派都為自己做神像納祭司結束
[00:01:44.160 --> 00:01:47.960]  經文記載在第17、18章
[00:01:47.960 --> 00:01:51.840]  在這個段落裏面作者兩次提到那時
[00:01:51.840 --> 00:01:54.880]  以色列沒有王
[00:01:54.880 --> 00:01:58.480]  17章的6節和18章的1節
[00:01:58.480 --> 00:02:00.680]  第二個總結部分的重點
[00:02:00.680 --> 00:02:03.960]  就在以色列眾人和變亞敏人
[00:02:03.960 --> 00:02:06.680]  爆發一場內戰的上面
[00:02:06.680 --> 00:02:10.120]  那個觸發點就是一個利美人的妾侍
[00:02:10.120 --> 00:02:11.680]  被凌辱處死
[00:02:11.680 --> 00:02:14.320]  一個很暴力的事件
[00:02:14.320 --> 00:02:17.480]  故事由19章1節開始
[00:02:17.480 --> 00:02:21.040]  當利美人見到自己的妾侍被凌辱後
[00:02:21.040 --> 00:02:22.880]  就將她帶回家
[00:02:22.880 --> 00:02:27.120]  用刀將她的屍身切成12塊
[00:02:27.120 --> 00:02:29.640]  分送到以色列的全境
[00:02:29.640 --> 00:02:33.120]  內戰就因此爆發
[00:02:33.120 --> 00:02:36.240]  經過了三天的激戰
[00:02:36.240 --> 00:02:40.240]  變亞敏人終於被以色列聯軍打敗
[00:02:40.240 --> 00:02:45.760]  一天之內有25,100個勇士陣亡
[00:02:45.760 --> 00:02:50.080]  剩下600個逃兵逃脫
[00:02:50.080 --> 00:02:53.640]  不過以色列人的攻擊
[00:02:53.640 --> 00:02:56.560]  沒有因為這樣而停下來
[00:02:56.560 --> 00:02:58.960]  20章的48節提到
[00:02:58.960 --> 00:03:03.240]  以色列人又轉回攻擊變亞敏人
[00:03:03.240 --> 00:03:05.040]  凡經過的國城
[00:03:05.040 --> 00:03:09.040]  其中的人和生畜都用刀殺了
[00:03:09.040 --> 00:03:13.720]  又放火燒了所經過一切的城鎮
[00:03:13.720 --> 00:03:18.360]  究竟變亞敏人做了什麼錯事
[00:03:18.360 --> 00:03:24.040]  竟如此遭到自己的同胞趕盡殺絕
[00:03:24.040 --> 00:03:27.440]  沒錯是做了一件很錯很惡的事
[00:03:27.440 --> 00:03:30.720]  不過其中一班人做的
[00:03:30.720 --> 00:03:34.360]  是居於基比亞的變亞敏人做的
[00:03:34.360 --> 00:03:38.320]  有沒有需要使整個支派
[00:03:38.320 --> 00:03:43.480]  在這個世界上完全消失呢
[00:03:43.480 --> 00:03:46.440]  有沒有需要呢
[00:03:46.440 --> 00:03:50.560]  去到故事最後一章的25節
[00:03:50.560 --> 00:03:52.880]  我們很熟悉的
[00:03:52.880 --> 00:03:54.040]  作者有一個評語
[00:03:54.040 --> 00:03:57.480]  那時以色列沒有王
[00:03:57.480 --> 00:04:02.040]  各人照自己看為對的去做
[00:04:02.040 --> 00:04:02.880]  應該會背的
[00:04:02.880 --> 00:04:05.520]  因為每一個差不多的目者
[00:04:05.520 --> 00:04:10.040]  講到這段的史詩記的經文
[00:04:10.040 --> 00:04:11.400]  都會講一次這句話
[00:04:11.400 --> 00:04:14.520]  大家應該很深印象會識背
[00:04:14.520 --> 00:04:15.440]  我們可以看到
[00:04:15.440 --> 00:04:19.880]  沒有王的結果就是沒有界限的
[00:04:19.880 --> 00:04:24.520]  一個不成比例的報復的行動
[00:04:24.520 --> 00:04:26.600]  讓自己心中的憤怒
[00:04:26.600 --> 00:04:30.920]  自然去主導一切
[00:04:30.920 --> 00:04:32.360]  火遮眼有多可怕
[00:04:32.360 --> 00:04:36.840]  我想不需要我在這裡跟大家說
[00:04:36.840 --> 00:04:40.000]  有一次我兒子做了一些
[00:04:40.000 --> 00:04:43.120]  令我很憤怒的事情
[00:04:43.120 --> 00:04:44.880]  生氣起來
[00:04:44.880 --> 00:04:46.240]  拿著他的手機
[00:04:46.240 --> 00:04:47.920]  舔手就扔在地上
[00:04:47.920 --> 00:04:49.200]  啪一聲
[00:04:49.200 --> 00:04:51.040]  當時心都很不安
[00:04:51.040 --> 00:04:52.200]  馬上想起
[00:04:52.200 --> 00:04:54.640]  破財壞了的話
[00:04:54.640 --> 00:04:58.000]  要買一部新的給他
[00:04:58.000 --> 00:05:00.880]  生氣起來真的什麼都會做
[00:05:00.880 --> 00:05:03.560]  一件東西就扔了
[00:05:03.560 --> 00:05:06.160]  電話壞了也是小事
[00:05:06.160 --> 00:05:08.800]  如果出手打了他
[00:05:08.800 --> 00:05:12.840]  我想對他造成的傷害都會很深
[00:05:12.840 --> 00:05:15.760]  今早看到一個新聞
[00:05:15.760 --> 00:05:18.680]  原來昨晚在元朗
[00:05:18.680 --> 00:05:22.600]  有一對父子發生爭執
[00:05:22.600 --> 00:05:28.160]  爸爸用殺蟲水噴在眼睛上
[00:05:28.160 --> 00:05:31.960]  火遮眼會造成什麼傷害
[00:05:31.960 --> 00:05:35.840]  我想真的不需要我們多說
[00:05:35.840 --> 00:05:38.360]  當時以色列人裡面沒有王
[00:05:38.360 --> 00:05:43.520]  沒有王在百姓中間去做公正的裁決
[00:05:43.520 --> 00:05:47.240]  每一個人都按自己心裡面的正義去做
[00:05:47.240 --> 00:05:48.800]  去審判
[00:05:48.800 --> 00:05:50.360]  去報復
[00:05:50.360 --> 00:05:53.680]  一怒之下就將所有變眼敏人殺了
[00:05:53.680 --> 00:05:57.040]  又將所有城鎮燒了
[00:05:57.040 --> 00:05:59.360]  結果就造成一個很嚴重
[00:05:59.360 --> 00:06:03.880]  難以補救的傷害
[00:06:03.880 --> 00:06:05.880]  戰爭結束了
[00:06:05.880 --> 00:06:08.000]  冷靜過後
[00:06:08.000 --> 00:06:12.520]  以色列人開始意識到問題很嚴重
[00:06:12.520 --> 00:06:16.480]  要撿回爛攤子也很不容易
[00:06:16.480 --> 00:06:20.200]  變眼敏人死剩六百個逃兵
[00:06:20.200 --> 00:06:23.840]  如果找不到人幫他們傳宗接代的話
[00:06:23.840 --> 00:06:27.840]  整個支派就會很快在人間消失
[00:06:27.840 --> 00:06:31.880]  問題是變眼敏的女人已經死了
[00:06:31.880 --> 00:06:34.960]  還有在打仗之前
[00:06:34.960 --> 00:06:39.520]  以色列人又無端端在米斯巴納了一個重誓
[00:06:39.520 --> 00:06:42.640]  21章的一節就是我們今天的故事的開始
[00:06:42.640 --> 00:06:48.520]  我們中間誰都不可以將女兒嫁給變眼敏人
[00:06:48.520 --> 00:06:50.800]  怎麼算好呢
[00:06:50.800 --> 00:06:53.080]  你說是不是自己拿來不好
[00:06:53.080 --> 00:06:59.560]  於是乎以色列人在上帝面前放聲大哭第二節
[00:06:59.560 --> 00:07:02.680]  早知如此又何必當初呢
[00:07:02.680 --> 00:07:06.080]  先前做的事不計算後果
[00:07:06.080 --> 00:07:08.440]  殺就殺 多麼快樂
[00:07:08.440 --> 00:07:10.480]  現在知道事態嚴重
[00:07:10.480 --> 00:07:14.960]  在這裡懊悔大哭又有什麼用呢
[00:07:14.960 --> 00:07:17.440]  在發誓的行動上
[00:07:17.440 --> 00:07:20.480]  其實以色列人和耶復他也有幾分相似
[00:07:20.480 --> 00:07:24.480]  大家也記得耶復他在打仗之前
[00:07:24.480 --> 00:07:28.040]  在沒有必要的情況下發了一個重誓
[00:07:28.040 --> 00:07:33.520]  結果就叫自己陷入一個兩難的困局
[00:07:33.520 --> 00:07:36.240]  弟兄姊妹誓言不要亂發
[00:07:36.240 --> 00:07:41.760]  因為發了之後有後果要承擔
[00:07:41.760 --> 00:07:45.520]  又不知道怎麼做就很困難
[00:07:45.520 --> 00:07:49.200]  耶復他當時也沒有什麼解決的辦法
[00:07:49.200 --> 00:07:56.520]  唯有讓他的女兒獨自按照誓言獻上自己
[00:07:56.520 --> 00:08:00.960]  不過以色列人想到兩個補救辦法
[00:08:00.960 --> 00:08:04.320]  兩個補救辦法也是強行來的
[00:08:04.320 --> 00:08:08.800]  第一個補救辦法記載在21章的5-15節
[00:08:08.800 --> 00:08:11.520]  其實想法很簡單
[00:08:11.520 --> 00:08:15.520]  只要找到誰不受誓言約束
[00:08:15.520 --> 00:08:20.000]  就可以將他們的女兒嫁給別雅敏人
[00:08:20.000 --> 00:08:24.400]  不過有沒有這樣的人呢
[00:08:24.400 --> 00:08:27.120]  以色列人想到
[00:08:27.120 --> 00:08:30.920]  他們在米斯巴發了另一個重誓
[00:08:30.920 --> 00:08:32.920]  記載在第五節
[00:08:32.920 --> 00:08:40.200]  誰不上米斯巴到耶和華就必被處死
[00:08:40.200 --> 00:08:44.040]  然後他們就去調查
[00:08:44.040 --> 00:08:45.640]  去點算
[00:08:45.640 --> 00:08:49.120]  最終發現原來基列雅比
[00:08:49.120 --> 00:08:53.120]  竟然沒有一人進營到會眾那裡去
[00:08:53.120 --> 00:08:58.320]  於是以色列會眾就派一萬二千個勇士
