
[00:00:00.000 --> 00:00:06.000]  今天要跟大家探討的一個題目是如何領受神的應許。
[00:00:06.000 --> 00:00:13.000]  這個關乎到我們是否能夠體驗跟經歷神的愛。
[00:00:13.000 --> 00:00:19.000]  但是我們看見聖經裡面有很多神的應許,我們要怎麼樣去領受呢?
[00:00:19.000 --> 00:00:24.000]  我們要一起來學習,我們求主幫助我們,我們一起同心協力,
[00:00:24.000 --> 00:00:27.000]  我們一起去領受,我們一起去領受。
[00:00:27.000 --> 00:00:32.000]  我們要一起來學習,我們求主幫助我們,我們一起同心禱告。
[00:00:32.000 --> 00:00:36.000]  親愛的天父,我們感謝讚美你。
[00:00:36.000 --> 00:00:40.000]  你對我們的愛實在是不離不棄。
[00:00:40.000 --> 00:00:47.000]  主啊,我們如果願意安靜下來,細心去思想,
[00:00:47.000 --> 00:00:53.000]  我們就知道其實你不斷地在引起我們的注意。
[00:00:53.000 --> 00:00:58.000]  你要我們知道你是那位愛我們的天上的父。
[00:00:58.000 --> 00:01:05.000]  在我們的生命中,其實有很多我們都已經把他們當作是理所當然的恩典,
[00:01:05.000 --> 00:01:11.000]  但是其實不是理所當然,是上帝你給我們的美好的禮物。
[00:01:11.000 --> 00:01:13.000]  我們要感謝你。
[00:01:13.000 --> 00:01:19.000]  我們今天能夠這樣自由地來到這裡參加崇拜,也是一份恩典。
[00:01:19.000 --> 00:01:26.000]  我們求你讓我們在此時此刻,讓我們的心能夠安靜在你面前。
[00:01:26.000 --> 00:01:31.000]  因為耶穌教導我們,我們的心要成為一片好土,
[00:01:31.000 --> 00:01:36.000]  我們才能夠真的是好好的去領受你那豐盛的道。
[00:01:36.000 --> 00:01:41.000]  求上帝幫助我們,禱告奉耶穌的名祈求,Amen。
[00:01:41.000 --> 00:01:48.000]  好,那麼首先我要先跟大家先探討,何謂神的應許?
[00:01:48.000 --> 00:01:51.000]  我們大家都知道應許是什麼?
[00:01:51.000 --> 00:01:54.000]  你答應人家的事情,你要做得到。
[00:01:54.000 --> 00:01:58.000]  但是聖經裡面的概念是什麼回事呢?
[00:01:58.000 --> 00:02:01.000]  什麼叫神的應許呢?
[00:02:01.000 --> 00:02:05.000]  那麼簡單的說是,神說過他會做的事情。
[00:02:05.000 --> 00:02:09.000]  但是今天我要跟大家一起再想多一點,
[00:02:09.000 --> 00:02:16.000]  就是神的應許有沒有附帶條件?
[00:02:16.000 --> 00:02:21.000]  當我這樣問的時候,很多人立刻就說,沒有沒有沒有。
[00:02:21.000 --> 00:02:23.000]  為什麼呢?
[00:02:23.000 --> 00:02:32.000]  因為我們人已經把條件這個事情給了貶義。
[00:02:32.000 --> 00:02:36.000]  我們覺得有條件的就是不好的。
[00:02:36.000 --> 00:02:39.000]  那麼基本上我們在這個時候,
[00:02:39.000 --> 00:02:44.000]  我們要想想是不是所有的條件都是不好的呢?
[00:02:44.000 --> 00:02:50.000]  有沒有一些條件是你符合了,其實是對你有益的呢?
[00:02:50.000 --> 00:02:54.000]  所以我們不要就這樣盲目的一聽到無條件,
[00:02:54.000 --> 00:02:57.000]  我們常常說無條件的愛,無條件的愛。
[00:02:57.000 --> 00:03:00.000]  我們就以為有條件就有問題。
[00:03:00.000 --> 00:03:02.000]  什麼叫做無條件的愛呢?
[00:03:02.000 --> 00:03:08.000]  無條件的愛是他無條件的為我們準備了一切。
[00:03:08.000 --> 00:03:13.000]  但是如果有條件是幫助我們,能夠使自己更蒙福,
[00:03:13.000 --> 00:03:18.000]  那是正面的條件,不是人為的交換條件。
[00:03:18.000 --> 00:03:22.000]  千萬不要混亂了人為的條件跟上帝,
[00:03:22.000 --> 00:03:28.000]  那出發點跟結果都是為我們而好的美好條件。
[00:03:28.000 --> 00:03:33.000]  第二就是神的應許是不是給所有人的呢?
[00:03:33.000 --> 00:03:36.000]  在聖經裡面是不是給所有人的呢?
[00:03:36.000 --> 00:03:38.000]  我們很喜歡說是無條件的愛,
[00:03:38.000 --> 00:03:41.000]  然後上帝的愛是給所有人的,
[00:03:41.000 --> 00:03:43.000]  這個當然是真理,
[00:03:43.000 --> 00:03:49.000]  但是我要討論的是神的應許是不是給所有人的。
[00:03:49.000 --> 00:03:55.000]  在這時候呢,我們要舉個例子來討論這件事情了。
[00:03:55.000 --> 00:03:59.000]  就是比如說我們很習慣聽到的,
[00:03:59.000 --> 00:04:05.000]  當信主耶穌,你和你一家都必得救。
[00:04:05.000 --> 00:04:10.000]  這是應許嗎?
[00:04:10.000 --> 00:04:15.000]  有條件嗎?給所有人嗎?我們探討一下。
[00:04:15.000 --> 00:04:19.000]  神的應許有沒有附帶條件呢?
[00:04:19.000 --> 00:04:22.000]  這個肯定是有條件,
[00:04:22.000 --> 00:04:27.000]  因為上帝不會越過人的自由意志,
[00:04:27.000 --> 00:04:33.000]  要真心悔改的人才能夠得救,對不對?
[00:04:33.000 --> 00:04:37.000]  所以這是上帝要我們懂得真心悔改,
[00:04:37.000 --> 00:04:41.000]  然後才能夠得到救恩。
[00:04:41.000 --> 00:04:43.000]  然後第二就是,
[00:04:43.000 --> 00:04:49.000]  這應許是不是給所有人在這段經文對不起弟兄姐妹?
[00:04:49.000 --> 00:04:51.000]  不是。
[00:04:51.000 --> 00:04:52.000]  它是給什麼呢?
[00:04:52.000 --> 00:04:57.000]  當時候保羅和希臘他們在坐牢的時候,
[00:04:57.000 --> 00:04:58.000]  他們在坐牢的時候,
[00:04:58.000 --> 00:05:00.000]  竟然信心是大到怎麼樣呢?
[00:05:00.000 --> 00:05:02.000]  他們讚美神,
[00:05:02.000 --> 00:05:06.000]  他們讚美神到神就行了一個神蹟。
[00:05:06.000 --> 00:05:09.000]  所有的門都開了,
[00:05:09.000 --> 00:05:15.000]  在那時候的管理監牢的御主很害怕很擔心,
[00:05:15.000 --> 00:05:20.000]  因為他們怕保羅跟希臘還有囚犯都逃跑了。
[00:05:20.000 --> 00:05:23.000]  保羅跟希臘在那邊不但沒有逃跑,
[00:05:23.000 --> 00:05:25.000]  反而是安慰他,
[00:05:25.000 --> 00:05:28.000]  說你不要怕,我們還在這裡。
[00:05:28.000 --> 00:05:32.000]  結果保羅跟希臘跟他們說他們是誰,
[00:05:32.000 --> 00:05:36.000]  神是誰,跟御主說了這句話,
[00:05:36.000 --> 00:05:41.000]  當信主耶穌,你和你一家都必得救,
[00:05:41.000 --> 00:05:43.000]  對那御主說的。
[00:05:43.000 --> 00:05:46.000]  我要澄清這一點,因為很重要。
[00:05:46.000 --> 00:05:49.000]  我們有一些弟兄姐妹聽了這句經文,
[00:05:49.000 --> 00:05:52.000]  得到很大的安慰,肯定得到很大的安慰,
[00:05:52.000 --> 00:05:54.000]  但我們就怎麼樣呢?
[00:05:54.000 --> 00:05:58.000]  以為這是我們什麼事情都不用幹,
[00:05:58.000 --> 00:06:02.000]  我們家人就會自自然然的變成基督徒,
[00:06:02.000 --> 00:06:05.000]  自自然然的得救,
[00:06:05.000 --> 00:06:07.000]  是不是這樣呢?
[00:06:07.000 --> 00:06:09.000]  是不是這樣呢?
[00:06:09.000 --> 00:06:11.000]  肯定不是,對嗎?
[00:06:11.000 --> 00:06:13.000]  所以你現在明白了,
[00:06:13.000 --> 00:06:16.000]  但是如果你是一個真的基督徒,
[00:06:16.000 --> 00:06:18.000]  你真的生命改變了,
[00:06:18.000 --> 00:06:21.000]  你的家人得救的機會,
[00:06:21.000 --> 00:06:25.000]  你全家人得救的機會大不大?
[00:06:25.000 --> 00:06:26.000]  很大。
[00:06:26.000 --> 00:06:29.000]  我們就看到了很多很多例子,
[00:06:29.000 --> 00:06:33.000]  我跟我太太的一家都是一樣,
[00:06:33.000 --> 00:06:37.000]  本來我們可能是基督徒在我們兩個家庭裡面,
[00:06:37.000 --> 00:06:40.000]  佔10%不到吧,
[00:06:40.000 --> 00:06:43.000]  現在是90%了吧。
[00:06:43.000 --> 00:06:46.000]  在你們很多弟兄姐妹的家庭,我也看到,
[00:06:46.000 --> 00:06:48.000]  就好像當天有姐妹說的,
[00:06:48.000 --> 00:06:51.000]  她說她來到我們國語區,
[00:06:51.000 --> 00:06:54.000]  看見上帝怎麼樣帶領我們信主的呢?
[00:06:54.000 --> 00:06:57.000]  原來不是一個一個的,
[00:06:57.000 --> 00:07:00.000]  是一串一串的,
[00:07:00.000 --> 00:07:02.000]  一個家庭一個家庭的。
[00:07:02.000 --> 00:07:08.000]  特別是當那些弟兄姐妹是願意去常常清淨神,
[00:07:08.000 --> 00:07:10.000]  跟學習如何成長的,
[00:07:10.000 --> 00:07:12.000]  自己生命改變了,
[00:07:12.000 --> 00:07:15.000]  回到家裡,老公覺得自己得救了,
[00:07:15.000 --> 00:07:17.000]  因為老婆改變了,
[00:07:17.000 --> 00:07:19.000]  然後孩子也覺得自己得救了,
[00:07:19.000 --> 00:07:21.000]  因為媽媽改變了。
[00:07:21.000 --> 00:07:24.000]  為什麼總是講女人啊?不公平啊。
[00:07:24.000 --> 00:07:26.000]  太太也覺得自己幸福了,
[00:07:26.000 --> 00:07:29.000]  因為老公得救了。
[00:07:29.000 --> 00:07:32.000]  孩子也覺得爸爸現在更溫柔了,
[00:07:32.000 --> 00:07:34.000]  更願意聽他講話了,
[00:07:34.000 --> 00:07:36.000]  因為爸爸得救了。
[00:07:36.000 --> 00:07:42.000]  生命的改變真的是能夠有機會使到全家得救,
[00:07:42.000 --> 00:07:45.000]  但是我們不要把這當作是理所當然,
[00:07:45.000 --> 00:07:47.000]  以為我們如果不傳福音給家人,
[00:07:47.000 --> 00:07:48.000]  不愛他們,
[00:07:48.000 --> 00:07:49.000]  不孝敬父母,
[00:07:49.000 --> 00:07:54.000]  不好好的用真理跟愛來建立兒女的生命,
[00:07:54.000 --> 00:07:57.000]  我們不要以為這樣子他們就會自自然然得救,
[00:07:57.000 --> 00:07:59.000]  不要有這種迷思。
[00:07:59.000 --> 00:08:01.000]  有些弟兄姐妹有這種迷思,
[00:08:01.000 --> 00:08:03.000]  就真的我看到很危險,
[00:08:03.000 --> 00:08:05.000]  就什麼都不管了。
[00:08:05.000 --> 00:08:06.000]  然後你問他的時候,
[00:08:06.000 --> 00:08:08.000]  要不要為你的家人的救恩禱告啊?
[00:08:08.000 --> 00:08:10.000]  他就說什麼?
[00:08:10.000 --> 00:08:13.000]  他們一定會信主的,
[00:08:13.000 --> 00:08:14.000]  因為聖經說,
[00:08:14.000 --> 00:08:16.000]  當信主耶穌,
[00:08:16.000 --> 00:08:18.000]  你和你一家就必得救。
[00:08:18.000 --> 00:08:20.000]  潛台詞是什麼?
[00:08:20.000 --> 00:08:24.000]  他們以為這是無條件的應許,
[00:08:24.000 --> 00:08:26.000]  也是給所有人的。
[00:08:26.000 --> 00:08:28.000]  事實不是這樣,
[00:08:28.000 --> 00:08:29.000]  我們都知道。
[00:08:29.000 --> 00:08:31.000]  所以我們做基督徒,
[00:08:31.000 --> 00:08:35.000]  有些時候我們要回到一些理性的分析,
[00:08:35.000 --> 00:08:39.000]  我們就知道情況是怎樣的。
[00:08:39.000 --> 00:08:43.000]  所以這裡我要跟大家說,
[00:08:43.000 --> 00:08:46.000]  聖經裡面有沒有一些應許是沒有帶條件的呢?
[00:08:46.000 --> 00:08:50.000]  也有,也有。
[00:08:50.000 --> 00:08:53.000]  主耶華說什麼呢?
[00:08:53.000 --> 00:08:55.000]  上帝說,
[00:08:55.000 --> 00:08:58.000]  當主耶穌再來的時候,
[00:08:58.000 --> 00:09:01.000]  祂來祂要審判全地,
[00:09:01.000 --> 00:09:04.000]  祂要按公義審判世界,
[00:09:04.000 --> 00:09:08.000]  按祂的信實審判萬民,
[00:09:08.000 --> 00:09:11.000]  這個是祂應許的。
[00:09:11.000 --> 00:09:13.000]  所以你不用擔心那些作惡的人,
[00:09:13.000 --> 00:09:15.000]  仍然逍遙法外,
[00:09:15.000 --> 00:09:17.000]  或者是在今生你看不到,
[00:09:17.000 --> 00:09:20.000]  祂有什麼懲罰在祂身上,
[00:09:20.000 --> 00:09:21.000]  你不用擔心這些,
[00:09:21.000 --> 00:09:27.000]  沒有人能夠逃得過上帝公義的審判,
