
[00:00:00.000 --> 00:00:02.000]  我們在這次聚會中
[00:00:02.000 --> 00:00:04.000]  我們會用不同的描述
[00:00:04.000 --> 00:00:09.000]  去表達我們對這位三一真神的尊崇
[00:00:09.000 --> 00:00:11.000]  在今天的講道裏
[00:00:11.000 --> 00:00:17.000]  我們集中講神是守約斯慈愛的神
[00:00:17.000 --> 00:00:22.000]  守時就是代表我們對約定的聚會
[00:00:22.000 --> 00:00:24.000]  對約定的聚會的尊崇
[00:00:24.000 --> 00:00:30.000]  守時就是代表我們對約定的聚會
[00:00:30.000 --> 00:00:34.000]  和對約定的人的尊崇
[00:00:34.000 --> 00:00:39.000]  守約就是代表納約的兩方
[00:00:39.000 --> 00:00:43.000]  對約的內容表達尊重
[00:00:43.000 --> 00:00:47.000]  並且我們用實際的行動來守約
[00:00:47.000 --> 00:00:51.000]  在生活上上班就有聘約
[00:00:51.000 --> 00:00:54.000]  在住屋有租約 買賣有合約
[00:00:54.000 --> 00:00:56.000]  男女結婚有婚約
[00:00:56.000 --> 00:01:02.000]  納約的雙方都很清楚條款的細則
[00:01:02.000 --> 00:01:04.000]  他們要遵守甚麼
[00:01:04.000 --> 00:01:06.000]  在彼此同意的情況下
[00:01:06.000 --> 00:01:10.000]  簽了名 作為一個記號或記認
[00:01:10.000 --> 00:01:13.000]  這樣約就生效了
[00:01:13.000 --> 00:01:15.000]  在人世間的生活
[00:01:15.000 --> 00:01:17.000]  上次是這樣
[00:01:17.000 --> 00:01:19.000]  創造世人的上帝
[00:01:19.000 --> 00:01:21.000]  也透過他的說話
[00:01:21.000 --> 00:01:23.000]  聖經告訴我們
[00:01:23.000 --> 00:01:26.000]  神與人納約
[00:01:26.000 --> 00:01:30.000]  上帝親自去建立他的子民
[00:01:30.000 --> 00:01:32.000]  以色列這個民族
[00:01:32.000 --> 00:01:36.000]  稱他們為自己的子民
[00:01:36.000 --> 00:01:40.000]  也是源於彼此有約
[00:01:40.000 --> 00:01:43.000]  守約 施慈愛的上帝
[00:01:43.000 --> 00:01:49.000]  曾經把他的子民帶到英許之地迦南
[00:01:49.000 --> 00:01:51.000]  我們今天繼續看
[00:01:51.000 --> 00:01:53.000]  《新命記》28章
[00:01:53.000 --> 00:01:55.000]  就是一群神的子民
[00:01:55.000 --> 00:01:59.000]  即將到達英許地
[00:01:59.000 --> 00:02:02.000]  而在那個時候
[00:02:02.000 --> 00:02:04.000]  其實這群子民
[00:02:04.000 --> 00:02:06.000]  《新命記》26章
[00:02:06.000 --> 00:02:11.000]  已經很清晰地確定自己的身份
[00:02:11.000 --> 00:02:14.000]  因為我們要回想
[00:02:14.000 --> 00:02:16.000]  這群子民
[00:02:16.000 --> 00:02:21.000]  其實沒有經歷過出埃及
[00:02:21.000 --> 00:02:23.000]  是他們的上一輩
[00:02:23.000 --> 00:02:26.000]  在出埃及的時候
[00:02:26.000 --> 00:02:31.000]  上帝就與當時的子民納了約
[00:02:31.000 --> 00:02:35.000]  稱為「西乃之約」
[00:02:35.000 --> 00:02:40.000]  所以當上一代已經離世
[00:02:40.000 --> 00:02:43.000]  這一代的人即將要進迦南的時候
[00:02:43.000 --> 00:02:45.000]  摩西就幫助他們
[00:02:45.000 --> 00:02:48.000]  再確定自己的身份
[00:02:48.000 --> 00:02:52.000]  我的身份是上帝耶和華是我的神
[00:02:52.000 --> 00:02:54.000]  我是他的子民
[00:02:54.000 --> 00:02:56.000]  所以這個《新命記》
[00:02:56.000 --> 00:02:58.000]  「新」就是重新
[00:02:58.000 --> 00:03:01.000]  就是這個意思
[00:03:01.000 --> 00:03:06.000]  在納約的條款
[00:03:06.000 --> 00:03:10.000]  其實都是在一個很莊嚴的儀式下
[00:03:10.000 --> 00:03:13.000]  這樣去進行
[00:03:13.000 --> 00:03:16.000]  所以我們今天是看28章
[00:03:16.000 --> 00:03:19.000]  接下來的29章第一節
[00:03:19.000 --> 00:03:22.000]  就將場景告訴我們
[00:03:22.000 --> 00:03:25.000]  就是耶和華在摩亞地
[00:03:25.000 --> 00:03:27.000]  摩亞地
[00:03:27.000 --> 00:03:31.000]  大家看著禮堂
[00:03:31.000 --> 00:03:34.000]  你們這邊是摩亞地
[00:03:34.000 --> 00:03:37.000]  我們現在站的位置是約旦河
[00:03:37.000 --> 00:03:40.000]  進迦南就在這邊
[00:03:40.000 --> 00:03:42.000]  他們在摩亞地
[00:03:42.000 --> 00:03:46.000]  神就吩咐摩西和以色列人納約
[00:03:46.000 --> 00:03:51.000]  這個是在河列山所納的約之外
[00:03:51.000 --> 00:03:53.000]  就是這樣的意思
[00:03:53.000 --> 00:03:56.000]  重申當年出埃及的時候
[00:03:56.000 --> 00:03:59.000]  神已經應許了他的子民
[00:03:59.000 --> 00:04:01.000]  要帶他們去應許地
[00:04:01.000 --> 00:04:06.000]  不過確實就在進迦南之前
[00:04:06.000 --> 00:04:09.000]  我們清楚背景的時候
[00:04:09.000 --> 00:04:14.000]  我們就會看那個內容
[00:04:14.000 --> 00:04:16.000]  剛才有說了納約
[00:04:16.000 --> 00:04:19.000]  接著就會有很詳細的條款
[00:04:19.000 --> 00:04:21.000]  在過往的幾個月
[00:04:21.000 --> 00:04:23.000]  我們已經在港壇裏面
[00:04:23.000 --> 00:04:28.000]  和大家講解了12至26章的內容
[00:04:28.000 --> 00:04:33.000]  不同的條款有神的心意和目的
[00:04:33.000 --> 00:04:36.000]  我們今天來到28章的內容
[00:04:36.000 --> 00:04:42.000]  就是講「祝福」和「奏座」的篇章
[00:04:42.000 --> 00:04:47.000]  平時我們會稱上帝為「賜福的神」
[00:04:47.000 --> 00:04:49.000]  因為我們在創世記
[00:04:49.000 --> 00:04:52.000]  看到經文告訴我們
[00:04:52.000 --> 00:04:55.000]  神第五天創造鳥仔
[00:04:55.000 --> 00:04:59.000]  和水中的魚和生物的時候
[00:04:59.000 --> 00:05:01.000]  就「賜福」了
[00:05:01.000 --> 00:05:04.000]  神在第六天創造人的時候
[00:05:04.000 --> 00:05:06.000]  亦都是「賜福」
[00:05:06.000 --> 00:05:10.000]  所以神本身就是「福」的源頭
[00:05:10.000 --> 00:05:12.000]  所以在納約的條款下
[00:05:12.000 --> 00:05:14.000]  再有一個「祝福」的篇章
[00:05:14.000 --> 00:05:16.000]  其實都是很順利成章的
[00:05:16.000 --> 00:05:19.000]  我們能夠明白和很想接受
[00:05:19.000 --> 00:05:21.000]  但亦都是有「奏座」
[00:05:21.000 --> 00:05:24.000]  就是當違約的時候
[00:05:24.000 --> 00:05:27.000]  當違抗納約的條款
[00:05:27.000 --> 00:05:33.000]  當沒有大家納約的關係的時候
[00:05:33.000 --> 00:05:36.000]  其實大家就會清楚知道
[00:05:36.000 --> 00:05:39.000]  有甚麼「奏座」會發生
[00:05:39.000 --> 00:05:41.000]  我們稍後講解的時候
[00:05:41.000 --> 00:05:45.000]  亦都會體會到在歷史上
[00:05:45.000 --> 00:05:47.000]  確實「奏座」的內容
[00:05:47.000 --> 00:05:50.000]  在歷史上實在有發生
[00:05:50.000 --> 00:05:53.000]  但我們首先都看看這個28章
[00:05:53.000 --> 00:05:56.000]  這個大的結構是怎樣
[00:05:56.000 --> 00:06:03.000]  28章是講「賜福」的篇章
[00:06:03.000 --> 00:06:09.000]  到了15節就開始「奏座」的篇幅
[00:06:09.000 --> 00:06:12.000]  你見到在形式上的字眼上
[00:06:12.000 --> 00:06:16.000]  其實一個是正一個是反
[00:06:16.000 --> 00:06:19.000]  28章2節是這樣說
[00:06:19.000 --> 00:06:22.000]  你若聽從耶和華你神的話
[00:06:22.000 --> 00:06:27.000]  這以下的福必追隨你臨到你身上
[00:06:27.000 --> 00:06:30.000]  所以第三節一直到第十四節
[00:06:30.000 --> 00:06:33.000]  就是「賜福」的篇章
[00:06:33.000 --> 00:06:38.000]  15節就是你若不聽從耶和華你神的話
[00:06:38.000 --> 00:06:41.000]  不僅走遵行他的一切誡命律例
[00:06:41.000 --> 00:06:43.000]  就算我今日所吩咐你的
[00:06:43.000 --> 00:06:45.000]  這以下的奏座
[00:06:45.000 --> 00:06:49.000]  都必追隨你臨到你身上
[00:06:49.000 --> 00:06:56.000]  當我們再去看每一段的篇幅
[00:06:56.000 --> 00:07:00.000]  就會發覺「祝福」有14節
[00:07:00.000 --> 00:07:04.000]  「奏座」的篇幅有三倍長
[00:07:04.000 --> 00:07:08.000]  一直由15節到68節
[00:07:08.000 --> 00:07:12.000]  我們今日去看這段經文的時候
[00:07:12.000 --> 00:07:16.000]  亦都用少少時間
[00:07:16.000 --> 00:07:21.000]  去看為何需要這麼長的一段奏座篇幅
[00:07:21.000 --> 00:07:24.000]  當然其中一個解釋就是
[00:07:24.000 --> 00:07:31.000]  當時古代都是為了讓雙方守住這份約
[00:07:31.000 --> 00:07:37.000]  所以當時納約很多時候是國家與國家之間
[00:07:37.000 --> 00:07:42.000]  宗主國和附庸國
[00:07:42.000 --> 00:07:47.000]  納約的時候如果違抗就有一連串的奏座
[00:07:47.000 --> 00:07:50.000]  所以我們去看新明記的記載
[00:07:50.000 --> 00:07:53.000]  其實都是很類近文獻的記載
[00:07:53.000 --> 00:07:57.000]  當時違約就會有這樣的條款
[00:07:57.000 --> 00:08:01.000]  亦都是用警告的形式
[00:08:01.000 --> 00:08:06.000]  去讓當時納約的人一定不可以違反
[00:08:06.000 --> 00:08:11.000]  我們在座相信大部份都是信了耶穌的人
[00:08:11.000 --> 00:08:16.000]  大家今日仍然回來去敬拜主
[00:08:16.000 --> 00:08:21.000]  回想一下由你信主的一刻
[00:08:21.000 --> 00:08:23.000]  直到今天
[00:08:23.000 --> 00:08:28.000]  上帝是用「如果你不聽話我就會罰你」
[00:08:28.000 --> 00:08:35.000]  還是你不斷經歷上帝一次又一次的慈愛
[00:08:35.000 --> 00:08:38.000]  臨到你呢?
[00:08:38.000 --> 00:08:43.000]  不如我們稍稍回顧一下
[00:08:43.000 --> 00:08:45.000]  現在是八月份
[00:08:45.000 --> 00:08:51.000]  有沒有哪位靖姐妹是八月份決志信耶穌的?
[00:08:51.000 --> 00:08:55.000]  可不可以舉手?
[00:08:55.000 --> 00:08:58.000]  是呀 為甚麼這麼特別呢?
[00:08:58.000 --> 00:09:01.000]  昨晚都沒有人舉手
[00:09:01.000 --> 00:09:04.000]  今早是多些人回來崇拜
[00:09:04.000 --> 00:09:06.000]  沒有人八月份
[00:09:06.000 --> 00:09:11.000]  可能我們都是八月份要特別多一些福音聚會
[00:09:11.000 --> 00:09:16.000]  我自己本身是九月份決志信耶穌
[00:09:16.000 --> 00:09:20.000]  九月份 我經歷了很多的九月份
[00:09:20.000 --> 00:09:25.000]  但是上帝告訴我
[00:09:25.000 --> 00:09:31.000]  祂幫助我怎樣去繼續守住這份約
[00:09:31.000 --> 00:09:37.000]  祂怎樣幫助我去明白祂的話
[00:09:37.000 --> 00:09:39.000]  所以你們看到在第二節
[00:09:39.000 --> 00:09:42.000]  「你若聽從耶和華你神的話」
[00:09:42.000 --> 00:09:47.000]  當然聽從其實包括要跟著做
[00:09:47.000 --> 00:09:52.000]  上帝實在是一位非常之慈愛的神
[00:09:52.000 --> 00:09:55.000]  祂在這裡一開始
[00:09:55.000 --> 00:09:57.000]  其實祂要求都是說
[00:09:57.000 --> 00:09:59.000]  「你聽我的話」
[00:09:59.000 --> 00:10:02.000]  在這麼多個九月份
[00:10:02.000 --> 00:10:05.000]  或者在座這麼多位靖姐妹
[00:10:05.000 --> 00:10:07.000]  在信主的年日裏
[00:10:07.000 --> 00:10:11.000]  上帝是否不斷地讓你去明白祂的話
[00:10:11.000 --> 00:10:14.000]  以致可以聽從呢?
[00:10:14.000 --> 00:10:19.000]  接著我們就去看看
[00:10:19.000 --> 00:10:23.000]  這十四節裏所說的福包括甚麼福
[00:10:23.000 --> 00:10:28.000]  我們一共有三張片是說這個福的
[00:10:28.000 --> 00:10:31.000]  我們每一張片都讀一讀
[00:10:31.000 --> 00:10:34.000]  神賜福的內容
[00:10:34.000 --> 00:10:36.000]  準備起
[00:10:36.000 --> 00:10:39.000]  「你若聽從耶和華你神的話」
[00:10:39.000 --> 00:10:44.000]  「這以下的福必追隨你臨到你身上」
[00:10:44.000 --> 00:10:46.000]  「你在城裏必蒙福」
[00:10:46.000 --> 00:10:49.000]  「在田間也必蒙福」
[00:10:49.000 --> 00:10:52.000]  「你身所生的地所產的」
[00:10:52.000 --> 00:10:54.000]  「生畜所下的」
[00:10:54.000 --> 00:10:58.000]  「以及牛毒羊膏都必蒙福」
[00:10:58.000 --> 00:11:03.000]  「你的康子和你的豚面盆都必蒙福」
[00:11:03.000 --> 00:11:07.000]  「你出也蒙福人也蒙福」
[00:11:07.000 --> 00:11:10.000]  其實它就是說
[00:11:10.000 --> 00:11:14.000]  無論神的子民在哪一個地方
[00:11:14.000 --> 00:11:16.000]  無論你去哪裏
[00:11:16.000 --> 00:11:20.000]  當時是一個農耕的社會
[00:11:20.000 --> 00:11:24.000]  你去耕作
[00:11:24.000 --> 00:11:27.000]  有出產的時候你要去收這些出產
[00:11:27.000 --> 00:11:31.000]  你收了這些出產之後你去製造食物
[00:11:31.000 --> 00:11:35.000]  都在神的賜福裏面
[00:11:35.000 --> 00:11:39.000]  無論是人、地、生畜的生產
[00:11:39.000 --> 00:11:43.000]  都在神的福的遮蓋裏面
[00:11:43.000 --> 00:11:48.000]  我們繼續看第二張片
[00:11:48.000 --> 00:11:51.000]  「受敵起來攻擊你」
[00:11:51.000 --> 00:11:55.000]  「耶和華必使他們在你面前被你殺敗」
[00:11:55.000 --> 00:11:58.000]  「他們從一條路來攻擊你」
[00:11:58.000 --> 00:12:01.000]  「必從七條路逃跑」
[00:12:01.000 --> 00:12:06.000]  「在你倉房裏並你手所辦的一切事上」
[00:12:06.000 --> 00:12:09.000]  「耶和華所命的福必臨到你」
[00:12:09.000 --> 00:12:16.000]  「耶和華你神也正在你所給你的地上賜福與你」
[00:12:16.000 --> 00:12:20.000]  神的子民去到迦南地
[00:12:20.000 --> 00:12:23.000]  不過在神的心意下
[00:12:23.000 --> 00:12:29.000]  迦南地並不是完全預備好
[00:12:29.000 --> 00:12:34.000]  他們子民去到建屋就可以住的地方
[00:12:34.000 --> 00:12:39.000]  反而是已經住滿了不同族的迦南人
[00:12:39.000 --> 00:12:44.000]  所以神的心意是要他們透過戰爭
[00:12:44.000 --> 00:12:51.000]  去驅趕不屬於以色列門的人
[00:12:51.000 --> 00:12:55.000]  以致得到這一塊地
[00:12:55.000 --> 00:12:57.000]  在過程裏面
[00:12:57.000 --> 00:12:59.000]  其實在這些接觸
[00:12:59.000 --> 00:13:05.000]  也是以色列民可以將他的身份介紹給外族人
[00:13:05.000 --> 00:13:09.000]  所以我們去看《約斯亞記》
[00:13:09.000 --> 00:13:11.000]  以及聖經不同的篇章
[00:13:11.000 --> 00:13:13.000]  也會見到有外族人
[00:13:13.000 --> 00:13:18.000]  他聽聞耶和華是一位大而可畏
[00:13:18.000 --> 00:13:21.000]  是宇宙上的真神
[00:13:21.000 --> 00:13:23.000]  於是就歸順
[00:13:23.000 --> 00:13:25.000]  所以在神的心意下
[00:13:25.000 --> 00:13:31.000]  為什麼戰爭也要由上帝在當中
[00:13:31.000 --> 00:13:37.000]  讓他的福賜給大地
[00:13:37.000 --> 00:13:41.000]  所以既然以色列民需要打仗
[00:13:41.000 --> 00:13:43.000]  神賜福的方式就是
[00:13:43.000 --> 00:13:47.000]  讓他的民不受到敵人的侵擾
[00:13:47.000 --> 00:13:50.000]  並且在儲存糧食
[00:13:50.000 --> 00:13:52.000]  生活上各種事情上
[00:13:52.000 --> 00:13:55.000]  也蒙神的祝福
[00:13:55.000 --> 00:13:57.000]  我們看第三個片段
[00:13:57.000 --> 00:14:02.000]  「你在耶和華向你列祖起誓
[00:14:02.000 --> 00:14:04.000]  應許前來的地上
[00:14:04.000 --> 00:14:06.000]  他必使你身所生的
[00:14:06.000 --> 00:14:08.000]  生畜所下的
[00:14:08.000 --> 00:14:10.000]  地所產的
[00:14:10.000 --> 00:14:12.000]  都綽綽有餘
[00:14:12.000 --> 00:14:15.000]  耶和華必為你開天上的虎褲
[00:14:15.000 --> 00:14:18.000]  按時降雨在你的地上
[00:14:18.000 --> 00:14:23.000]  在你手裡所辦的一切事上賜福而來
[00:14:23.000 --> 00:14:25.000]  你必謝給許多國民
[00:14:25.000 --> 00:14:28.000]  卻不自向他們謝談」
[00:14:28.000 --> 00:14:32.000]  這也代表非常豐盅
[00:14:32.000 --> 00:14:34.000]  雨水充沛
[00:14:34.000 --> 00:14:37.000]  我們讀了這三段賜福
[00:14:37.000 --> 00:14:41.000]  究竟可以歸納一個什麼點呢?
[00:14:41.000 --> 00:14:44.000]  神是賜福的神
[00:14:44.000 --> 00:14:46.000]  一切的好處
[00:14:46.000 --> 00:14:49.000]  都可以白白給祂指紋
[00:14:49.000 --> 00:14:51.000]  神願意賜福
[00:14:51.000 --> 00:14:53.000]  也有能力賜福
[00:14:53.000 --> 00:14:55.000]  但是對於人來說
[00:14:55.000 --> 00:14:58.000]  有時候我們不太懂得分
[00:14:58.000 --> 00:15:00.000]  究竟是福
[00:15:00.000 --> 00:15:02.000]  或者是奏助
[00:15:02.000 --> 00:15:04.000]  同樣是一些好的事
[00:15:04.000 --> 00:15:10.000]  如果我們得取這些好的事的途徑錯了
[00:15:10.000 --> 00:15:14.000]  或者向錯的人去拿
[00:15:14.000 --> 00:15:16.000]  這樣就出問題了
[00:15:16.000 --> 00:15:18.000]  回到一個非常簡單的問題
[00:15:18.000 --> 00:15:20.000]  就是小朋友
[00:15:20.000 --> 00:15:22.000]  如果小朋友想吃糖
[00:15:22.000 --> 00:15:24.000]  我們小時候長大
[00:15:24.000 --> 00:15:25.000]  媽媽就說
[00:15:25.000 --> 00:15:29.000]  你不要隨便別人給糖你就去吃
[00:15:29.000 --> 00:15:31.000]  壞人也會給糖你吃
[00:15:31.000 --> 00:15:34.000]  你一定要父母給糖
[00:15:34.000 --> 00:15:36.000]  你才好吃
[00:15:36.000 --> 00:15:38.000]  原來對於以色列民
[00:15:38.000 --> 00:15:40.000]  他們是成年人
[00:15:40.000 --> 00:15:43.000]  他們進到迦南的時候
[00:15:43.000 --> 00:15:47.000]  他們想要的出產豐富
[00:15:47.000 --> 00:15:52.000]  也有壞人去給的
[00:15:52.000 --> 00:15:55.000]  就是迦南其實有很多的神明
[00:15:55.000 --> 00:16:04.000]  所以在歸納這段福的殿落的時候
