
[00:00:00.000 --> 00:00:02.000]  大家好,早安
[00:00:02.000 --> 00:00:06.000]  今天的題目比較簡單
[00:00:06.000 --> 00:00:09.000]  希望內容也簡單一點
[00:00:09.000 --> 00:00:12.000]  但可能有些部分對Junior來說
[00:00:12.000 --> 00:00:14.000]  會有些未聽過的東西
[00:00:14.000 --> 00:00:17.000]  但無所謂,你聽明白別人聽得明白的東西就行了
[00:00:17.000 --> 00:00:19.000]  今天開一個系列
[00:00:19.000 --> 00:00:22.000]  上次說的系列是關於情緒
[00:00:22.000 --> 00:00:26.000]  但今天的系列開始應該會有幾次的Session
[00:00:26.000 --> 00:00:28.000]  說什麼呢?
[00:00:28.000 --> 00:00:33.000]  先讀讀題目,當我再缺志時我再做什麼
[00:00:33.000 --> 00:00:39.000]  首先問問,有沒有人知道什麼是缺志?
[00:00:39.000 --> 00:00:43.000]  知道的人,我想問缺志是什麼?
[00:00:43.000 --> 00:00:47.000]  沒有人說話,缺志是什麼?
[00:00:47.000 --> 00:00:50.000]  (Declare Jesus as a reward of faith)
[00:00:50.000 --> 00:00:52.000]  OK,Declare Jesus
[00:00:52.000 --> 00:00:54.000]  還有沒有其他想法?
[00:00:54.000 --> 00:01:02.000]  不知道大家覺得太簡單還是不知道是什麼字
[00:01:02.000 --> 00:01:04.000]  這個系列做什麼呢?
[00:01:04.000 --> 00:01:10.000]  接下來想和大家討論一些我們經常掛在口邊的話
[00:01:10.000 --> 00:01:12.000]  例如這個就是缺志
[00:01:12.000 --> 00:01:15.000]  這個字什麼時候會出現呢?
[00:01:15.000 --> 00:01:19.000]  如果我們在座有人不是小時候開始回教會
[00:01:19.000 --> 00:01:25.000]  如果你試過第一次回來教會,以前沒有回來,然後有回來
[00:01:25.000 --> 00:01:27.000]  可能會有人問你,你缺了志未?
[00:01:27.000 --> 00:01:31.000]  就算你是從小回到大
[00:01:31.000 --> 00:01:35.000]  如果你有在港福參加會連的VPS
[00:01:35.000 --> 00:01:40.000]  應該有一天會問你,大家要不要接受耶穌?
[00:01:40.000 --> 00:01:42.000]  有沒有人記得這個問題?
[00:01:42.000 --> 00:01:44.000]  有人舉手記得的
[00:01:44.000 --> 00:01:47.000]  這個位置也是叫缺志
[00:01:47.000 --> 00:01:50.000]  我們先從今天這個信仰旅程的起點開始
