
[00:00:00.000 --> 00:00:04.400]  很開心今天可以跟大家一起去講道
[00:00:04.400 --> 00:00:06.800]  讓我們先一起低頭祈禱
[00:00:06.800 --> 00:00:11.400]  天父我們感謝你
[00:00:11.400 --> 00:00:13.600]  讓我們今天可以聚集在一起
[00:00:13.600 --> 00:00:15.000]  是因為你的愛
[00:00:15.000 --> 00:00:17.400]  讓我們可以在教會當中
[00:00:17.400 --> 00:00:18.800]  去聽你的說話
[00:00:18.800 --> 00:00:21.600]  可以一起知道神你有多愛我們
[00:00:21.600 --> 00:00:24.200]  就讓到今天你去恩代我們每一個
[00:00:24.200 --> 00:00:27.200]  使我們可以知道你的說話
[00:00:27.200 --> 00:00:29.400]  讓我們不是左而右而出
[00:00:29.400 --> 00:00:33.600]  讓你的說話可以融入在我們的生命當中
[00:00:33.600 --> 00:00:35.600]  聽到之後可以去行道
[00:00:35.600 --> 00:00:37.400]  求天父你去教導我們
[00:00:37.400 --> 00:00:39.400]  以上祈禱奉主名求
[00:00:39.400 --> 00:00:40.600]  阿門
[00:00:40.600 --> 00:00:44.200]  話說第一年學院要實習
[00:00:44.200 --> 00:00:49.400]  實習部的老師當時給了我兩間教會選擇去實習
[00:00:49.400 --> 00:00:53.000]  其實我心裡有數會選擇教會A
[00:00:53.000 --> 00:00:55.600]  因為教會B不要猜是哪一間
[00:00:55.600 --> 00:01:00.400]  教會B充滿著有錢人和達官貴人的教會
[00:01:00.400 --> 00:01:04.600]  傳聞中他們的男女老幼都是說英文很會說話
[00:01:04.600 --> 00:01:08.600]  連主日學的寶寶分分鐘英文都比我好
[00:01:08.600 --> 00:01:09.600]  我就心想
[00:01:09.600 --> 00:01:11.800]  糟了我這個地道的新界妹
[00:01:11.800 --> 00:01:15.000]  只會答yes no good
[00:01:15.000 --> 00:01:16.200]  怎麼實習呢
[00:01:16.200 --> 00:01:18.600]  所以我就很快很堅定地
[00:01:18.600 --> 00:01:20.400]  WhatsApp我的實習部老師
[00:01:20.400 --> 00:01:21.400]  我就跟他說
[00:01:21.400 --> 00:01:22.400]  阿媽媽Sir
[00:01:22.400 --> 00:01:24.800]  我已經決定了我要去教會A
[00:01:24.800 --> 00:01:28.400]  然後阿媽媽Sir很快就WhatsApp回覆我
[00:01:28.400 --> 00:01:30.200]  我就心想一定不會死
[00:01:30.200 --> 00:01:32.200]  然後他就回覆我
[00:01:32.200 --> 00:01:33.800]  他說不好意思陶君
[00:01:33.800 --> 00:01:36.000]  我記錯了你要去教會B
[00:01:36.000 --> 00:01:39.000]  於是我已經幫你聯絡了那邊的目者
[00:01:39.000 --> 00:01:42.200]  然後我看到那一刻就大叫了一聲
[00:01:42.200 --> 00:01:43.200]  不是吧
[00:01:43.200 --> 00:01:44.800]  不是吧
[00:01:44.800 --> 00:01:47.600]  這四個字其實往往就是出現
[00:01:47.600 --> 00:01:49.600]  當你心裡有一個預定
[00:01:49.600 --> 00:01:52.000]  但是和現實發生不符的時候
[00:01:52.000 --> 00:01:56.400]  而有的驚訝憤怒和失望是伴隨著的
[00:01:56.400 --> 00:01:58.200]  你試一下現在和旁邊那個說
[00:01:58.200 --> 00:02:00.000]  我真的很帥很漂亮
[00:02:00.000 --> 00:02:01.000]  你試一下
[00:02:01.000 --> 00:02:04.200]  V&M經常都這樣說的
[00:02:04.200 --> 00:02:07.200]  然後你再回答對方一句
[00:02:07.200 --> 00:02:09.200]  不是吧
[00:02:09.200 --> 00:02:12.400]  你明不明白那種驚訝憤怒和失望
[00:02:12.400 --> 00:02:13.600]  只是玩玩而已
[00:02:13.600 --> 00:02:16.400]  不過好像今天和大家分享的人物
[00:02:16.400 --> 00:02:19.600]  雅各的一生都是經歷了很多這一類
[00:02:19.600 --> 00:02:20.200]  不是吧
[00:02:20.200 --> 00:02:22.200]  當然不是這一類
[00:02:22.200 --> 00:02:23.200]  帥不帥的不是吧
[00:02:23.200 --> 00:02:25.600]  相信大家最熟悉他的事
[00:02:25.600 --> 00:02:28.600]  就是一開始他向爸爸以殺
[00:02:28.600 --> 00:02:29.800]  扮成了哥哥
[00:02:29.800 --> 00:02:33.000]  以掃去騙走了他作為長子的祝福
[00:02:33.000 --> 00:02:34.800]  得到祝福之後
[00:02:34.800 --> 00:02:36.000]  誰知道不是
[00:02:36.000 --> 00:02:38.200]  結果他反而要去逃亡
[00:02:38.200 --> 00:02:41.800]  於是他逃亡去到叔叔拉班的家
[00:02:41.800 --> 00:02:44.000]  娶了老婆有了子女
[00:02:44.000 --> 00:02:46.000]  新宿家產都有齊之後
[00:02:46.000 --> 00:02:48.000]  風生水起的時候
[00:02:48.000 --> 00:02:50.000]  叔叔拉班就生他氣
[00:02:50.000 --> 00:02:51.800]  所以輾轉反側之下
[00:02:51.800 --> 00:02:54.600]  就去到31章的三節說到
[00:02:54.600 --> 00:02:55.800]  不是吧
[00:02:55.800 --> 00:02:58.600]  耶和華突然叫他回鄉
[00:02:58.600 --> 00:03:02.600]  那就是意味著雅各要突然回到一開始
[00:03:02.600 --> 00:03:04.400]  他陷了他一鑊金
[00:03:04.400 --> 00:03:08.000]  生氣得想殺了他的二嫂
[00:03:08.000 --> 00:03:10.400]  雅各的一生有很多決定
[00:03:10.400 --> 00:03:12.600]  都是由他自己去掌握
[00:03:12.600 --> 00:03:16.000]  就好像他的名字都有抓住的意思
[00:03:16.000 --> 00:03:18.600]  可能很多時候我們都會像雅各一樣
[00:03:18.600 --> 00:03:21.000]  覺得其實用自己的方法
[00:03:21.000 --> 00:03:22.600]  去抓住我們想要
[00:03:22.600 --> 00:03:24.200]  或者覺得安全的東西
[00:03:24.200 --> 00:03:25.600]  這樣更好
[00:03:25.600 --> 00:03:26.200]  但是
[00:03:26.200 --> 00:03:27.800]  是不是真的這樣呢?
[00:03:27.800 --> 00:03:30.000]  所以今天的講題是
[00:03:30.000 --> 00:03:31.000]  登登
[00:03:31.000 --> 00:03:32.000]  不是吧
[00:03:32.000 --> 00:03:33.600]  神真的這麼厲害
[00:03:33.600 --> 00:03:36.200]  就正正是回應了這個問題
[00:03:36.200 --> 00:03:38.400]  經文記載在32章
[00:03:38.400 --> 00:03:40.200]  22至32節
[00:03:40.200 --> 00:03:44.400]  這件事也成為了雅各人生當中的轉捩點
[00:03:44.400 --> 00:03:45.800]  我們先一起讀一次
[00:03:45.800 --> 00:03:48.200]  22至24節上
[00:03:48.200 --> 00:03:49.800]  1 2 3
[00:03:49.800 --> 00:03:51.600]  他夜間起來
[00:03:51.600 --> 00:03:53.400]  帶著兩個妻子
[00:03:53.400 --> 00:03:54.600]  兩個侍女
[00:03:54.600 --> 00:03:56.400]  並十一個兒子
[00:03:56.400 --> 00:03:58.400]  都過了雅各的口
[00:03:58.400 --> 00:04:00.400]  先打發他們過河
[00:04:00.400 --> 00:04:03.000]  又打發所有的都過去
[00:04:03.000 --> 00:04:05.000]  只剩下雅各一人
[00:04:05.000 --> 00:04:06.400]  考考大家中文
[00:04:06.400 --> 00:04:09.000]  究竟為什麼雅各要走呢?
[00:04:09.000 --> 00:04:10.800]  話說原來有一天
[00:04:10.800 --> 00:04:14.000]  雅各聽到拉班的兒子在那裡自罵
[00:04:14.000 --> 00:04:17.000]  說雅各搶了他爸爸的所有東西
[00:04:17.000 --> 00:04:18.600]  如果大家記得之前
[00:04:18.600 --> 00:04:20.400]  雅各是用自己的方法
[00:04:20.400 --> 00:04:22.600]  去令自己的羊變得更多
[00:04:22.600 --> 00:04:25.000]  就是那段用樹枝插在水裡
[00:04:25.000 --> 00:04:28.200]  羊就會有斑點和紋路
