
[00:00:00.000 --> 00:00:11.520]  今天我們談及分享福音和信仰
[00:00:11.520 --> 00:00:16.560]  在整個五月我們有不同的分享
[00:00:16.560 --> 00:00:20.560]  上星期Pastor Timothy也有跟我們說
[00:00:20.560 --> 00:00:22.720]  為何要傳福音
[00:00:22.720 --> 00:00:28.480]  我們今天看看我們應該怎樣跟人分享我們的信仰
[00:00:28.480 --> 00:00:33.760]  作為傳道人,我認為要將我們的信仰告訴別人
[00:00:33.760 --> 00:00:38.480]  首先,我自己也要覺得這個信仰很棒才行
[00:00:38.480 --> 00:00:41.280]  我覺得很棒,就像昨晚
[00:00:41.280 --> 00:00:43.600]  我跟Pastor Timothy說
[00:00:43.600 --> 00:00:47.680]  因為我昨晚發燒,我就說你預備收拾雞
[00:00:47.680 --> 00:00:50.000]  知道甚麼是收拾雞嗎?
[00:00:50.000 --> 00:00:53.600]  我不能來,他就要馬上來說
[00:00:53.600 --> 00:00:59.120]  然後找了我一班同工為我祈禱
[00:00:59.120 --> 00:01:00.320]  今天很精神
[00:01:00.320 --> 00:01:05.760]  所以這真是信仰裏面很棒的東西
[00:01:05.760 --> 00:01:10.800]  就像你們想介紹一間餐廳給別人知道
[00:01:10.800 --> 00:01:14.640]  首先你自己也要覺得那間餐廳好吃
[00:01:14.640 --> 00:01:18.560]  然後才可以告訴別人有多棒
[00:01:18.560 --> 00:01:23.120]  我不知道在你們的生命裏面
[00:01:23.120 --> 00:01:30.880]  是否覺得自己現在坐在這裏的信仰是很棒的呢?
[00:01:30.880 --> 00:01:35.040]  如果當你真的覺得很棒的時候
[00:01:35.040 --> 00:01:42.400]  我們應該怎樣將這件很棒的事傳給身邊的朋友呢?
[00:01:42.400 --> 00:01:46.560]  今天我們只是兩節的經文
[00:01:46.560 --> 00:01:51.440]  兩節的經文裏面很豐富地告訴我們
[00:01:51.440 --> 00:01:54.480]  今天要說的東西
[00:01:54.480 --> 00:02:00.800]  在《哥羅西書》一章28至29節裏說
[00:02:00.800 --> 00:02:07.120]  「我們傳揚他,是用諸般的智慧勸誡各人,教導各人
[00:02:07.120 --> 00:02:12.800]  要把各人在基督裏完完全全地引到神面前
[00:02:12.800 --> 00:02:20.480]  我也為此勞苦,照著他在我裏面運用的大能,盡心竭力。」
[00:02:20.480 --> 00:02:26.960]  當一些中文不好的同學有一次聽到這段
[00:02:26.960 --> 00:02:33.280]  他們會說「為甚麼要用豬的智慧去傳揚福音?」
[00:02:33.280 --> 00:02:35.440]  這個豬不是指那個豬
[00:02:35.440 --> 00:02:41.680]  是豬般的智慧是用不同的智慧去將福音傳給別人
[00:02:41.680 --> 00:02:44.320]  我想問一下
[00:02:44.320 --> 00:02:47.440]  誰覺得傳福音很可怕的?
[00:02:47.440 --> 00:02:49.240]  看看
[00:02:49.240 --> 00:02:51.600]  不舉手了
[00:02:51.600 --> 00:02:54.280]  不舉手就是覺得傳福音不可怕
[00:02:54.280 --> 00:02:56.480]  不害怕就要去做
[00:02:56.480 --> 00:03:02.720]  寫下今天誰出席說不害怕的
[00:03:02.720 --> 00:03:10.120]  不害怕的原因是你們對自己的信仰很熟悉
[00:03:10.120 --> 00:03:14.040]  又或者有些人很怕傳福音
[00:03:14.040 --> 00:03:16.680]  剛才在後面有人舉手
[00:03:16.680 --> 00:03:24.800]  很怕傳福音的原因是覺得自己還未完整地看完聖經
[00:03:24.800 --> 00:03:29.040]  如何將福音傳給別人呢?
[00:03:29.040 --> 00:03:33.680]  又或者我當中知道很少的東西
[00:03:33.680 --> 00:03:37.680]  但我們說要傳福音的時候
[00:03:37.680 --> 00:03:42.600]  不需要全本聖經看完一次才去傳福音
[00:03:42.600 --> 00:03:46.920]  只要你跟傳福音的人的關係好
[00:03:46.920 --> 00:03:48.600]  你跟神的關係好
[00:03:48.600 --> 00:03:53.720]  一步一步讓他去認識這位你所信的神
[00:03:53.720 --> 00:03:55.960]  這樣也可以
[00:03:55.960 --> 00:03:59.200]  就是我們所說的豬般智慧
[00:03:59.200 --> 00:04:03.680]  保羅相信神託付給他這個重要任務
[00:04:03.680 --> 00:04:05.800]  有雙重目的
[00:04:05.800 --> 00:04:08.040]  除了要傳道外
[00:04:08.040 --> 00:04:12.800]  還要勸戒國人和教導
[00:04:12.800 --> 00:04:17.640]  在這兩節的經文裏
[00:04:17.640 --> 00:04:19.120]  保羅告訴我們
[00:04:19.120 --> 00:04:23.640]  有四件事我想跟大家一起去看
[00:04:23.640 --> 00:04:26.880]  保羅想跟我們說什麼
[00:04:26.880 --> 00:04:28.760]  我們要傳揚他
[00:04:28.760 --> 00:04:33.200]  保羅在寫這封信的時候
[00:04:33.200 --> 00:04:36.560]  他其實是在坐牢的
[00:04:36.560 --> 00:04:41.320]  他依然念念不忘地去傳福音
[00:04:41.320 --> 00:04:44.200]  為什麼他受到這樣的迫害
[00:04:44.200 --> 00:04:48.400]  在監獄裏依然想傳福音呢?
[00:04:48.400 --> 00:04:50.320]  原因只有一個
[00:04:50.320 --> 00:04:54.920]  他覺得這個福音是他要還的債
[00:04:54.920 --> 00:04:58.000]  是他欠神的債
[00:04:58.000 --> 00:05:01.080]  我不知道你有沒有覺得自己
[00:05:01.080 --> 00:05:06.440]  好像欠了神一些東西呢?
[00:05:06.440 --> 00:05:08.240]  舉一個例子
[00:05:08.240 --> 00:05:12.800]  在座的你們生長在一些
[00:05:12.800 --> 00:05:15.440]  叫做「幾好的家庭」裏面
[00:05:15.440 --> 00:05:17.200]  我不知道你們有沒有想過
[00:05:17.200 --> 00:05:23.840]  有些人會因為天氣很冷
[00:05:23.840 --> 00:05:26.000]  而不會出門
[00:05:26.000 --> 00:05:30.400]  不會離開自己的床鋪裏面
[00:05:30.400 --> 00:05:33.280]  而是連學也不回家
[00:05:33.280 --> 00:05:35.480]  只在家裏
[00:05:35.480 --> 00:05:38.240]  我曾經遇過這樣的事情
[00:05:38.240 --> 00:05:39.480]  我忘記了
[00:05:39.480 --> 00:05:41.880]  教會在年初的時候
[00:05:41.880 --> 00:05:45.640]  做過一個派羽絨的行動
[00:05:45.640 --> 00:05:49.240]  那次我去到一個很遠的地方
[00:05:49.240 --> 00:05:51.840]  我想如果不是我那次去派羽絨
[00:05:51.840 --> 00:05:53.720]  我猜我不會去的
[00:05:53.720 --> 00:05:56.120]  去到和合石這個地方
[00:05:56.120 --> 00:06:01.560]  和合石最有名的是甚麼?
[00:06:01.560 --> 00:06:02.920]  墳場
[00:06:02.920 --> 00:06:04.720]  那裏有一個很大的墳場
[00:06:04.720 --> 00:06:08.560]  下面有一些鐵皮屋
[00:06:08.560 --> 00:06:10.960]  那些鐵皮屋裏面
[00:06:10.960 --> 00:06:15.600]  原來那些鐵皮屋以前是用來養雞的
[00:06:15.600 --> 00:06:18.200]  但是現在就變成了
[00:06:18.200 --> 00:06:20.200]  間中有個像劏房的
[00:06:20.200 --> 00:06:24.040]  住了一些基層的家庭在裏面
[00:06:24.040 --> 00:06:27.000]  當中裏面我去探訪的一個家庭
[00:06:27.000 --> 00:06:29.240]  就是很冷
[00:06:29.240 --> 00:06:30.480]  沒有衣服穿
[00:06:30.480 --> 00:06:32.800]  所以他們一家四口
[00:06:32.800 --> 00:06:35.200]  只蓋著一張被子
[00:06:35.200 --> 00:06:38.800]  四個人在床上
[00:06:38.800 --> 00:06:43.560]  當小朋友接過一件羽絨的時候
[00:06:43.560 --> 00:06:46.600]  他的開心喜悅
[00:06:46.600 --> 00:06:48.480]  是我從未見過
[00:06:48.480 --> 00:06:50.800]  小朋友拿到一件東西這麼開心
[00:06:50.800 --> 00:06:53.000]  而不是一件玩具
[00:06:53.000 --> 00:06:56.160]  所以我覺得其實我們生命裏面
[00:06:56.160 --> 00:06:58.600]  有的東西實在太多了
[00:06:58.600 --> 00:07:00.400]  或者你們現在回想一下
[00:07:00.400 --> 00:07:02.880]  數一下你家裏有多少件羽絨
[00:07:02.880 --> 00:07:08.680]  或者你家裏是冬天的時候可以開暖氣
[00:07:08.680 --> 00:07:11.680]  神給了我們這麼多的恩典
[00:07:11.680 --> 00:07:14.240]  我們會不會將這些恩典
[00:07:14.240 --> 00:07:19.000]  將這麼好的救恩介紹給別人呢?
[00:07:19.000 --> 00:07:20.800]  保羅想告訴我們
[00:07:20.800 --> 00:07:23.800]  當我們領受主的恩情的時候
[00:07:23.800 --> 00:07:28.720]  我們就要去努力地傳揚福音
[00:07:28.720 --> 00:07:30.880]  接下來第二個
[00:07:30.880 --> 00:07:32.360]  剛才有提到
[00:07:32.360 --> 00:07:37.760]  我們用諸般的智慧去勸戒和教導各人
[00:07:37.760 --> 00:07:43.400]  我們用不同的智慧去教導人
[00:07:43.400 --> 00:07:46.160]  福音的內容是不會改變的
[00:07:46.160 --> 00:07:50.560]  但是我們傳福音的方法可以去改變
[00:07:50.560 --> 00:07:53.280]  就正如以前傳福音
[00:07:53.280 --> 00:07:54.600]  在我的年代
[00:07:54.600 --> 00:08:00.240]  是會有人逐家逐戶地去拍門傳福音的
[00:08:00.240 --> 00:08:02.880]  但是我猜現在這個方法是行不通的
[00:08:02.880 --> 00:08:03.600]  為什麼呢?
[00:08:03.600 --> 00:08:06.400]  因為我們已經開始教
[00:08:06.400 --> 00:08:09.040]  陌生人不可以開門
[00:08:09.040 --> 00:08:09.440]  是不是?
[00:08:09.440 --> 00:08:12.160]  甚至可能你現在也未必知道
[00:08:12.160 --> 00:08:15.040]  你隔壁左右的家姓什麼
[00:08:15.040 --> 00:08:16.240]  叫什麼名字
[00:08:16.240 --> 00:08:18.840]  又有很多騙案
[00:08:18.840 --> 00:08:22.560]  所以這個逐家逐戶拍門傳福音
[00:08:22.560 --> 00:08:25.880]  已經在這個年代逐漸消失了
[00:08:25.880 --> 00:08:28.000]  隨之而來的就是一些
[00:08:28.000 --> 00:08:30.760]  科技上的傳福音
[00:08:30.760 --> 00:08:33.640]  可能是透過網上
[00:08:33.640 --> 00:08:37.040]  又或者是透過一些YouTube
[00:08:37.040 --> 00:08:38.680]  但是也要小心
[00:08:38.680 --> 00:08:42.240]  在YouTube裡面真的有千奇百怪的東西
[00:08:42.240 --> 00:08:43.720]  我說千奇百怪的東西
[00:08:43.720 --> 00:08:45.200]  就是百怪
[00:08:45.200 --> 00:08:49.120]  你以為它是一個基督教的網站
[00:08:49.120 --> 00:08:51.640]  聽了很好聽的
[00:08:51.640 --> 00:08:53.680]  叫做什麼小羊
[00:08:53.680 --> 00:08:56.240]  小羊、小綿羊網站
[00:08:56.240 --> 00:08:59.240]  又或者什麼神時李亮剛
[00:08:59.240 --> 00:09:01.040]  類似這樣的網站
[00:09:01.040 --> 00:09:07.520]  但是原來這些不是正統的教
[00:09:07.520 --> 00:09:11.200]  可能這些甚至是一些異端邪說
[00:09:11.200 --> 00:09:15.360]  所以這個也要很小心去做
[00:09:15.360 --> 00:09:19.800]  甚至可能是像上星期的報道會一樣
[00:09:19.800 --> 00:09:22.000]  透過不同的報道方法
[00:09:22.000 --> 00:09:24.680]  去將福音傳給人
[00:09:24.680 --> 00:09:27.880]  但是在傳福音的過程當中
[00:09:27.880 --> 00:09:31.760]  我想我們傳福音通常都用什麼?
[00:09:31.760 --> 00:09:33.680]  口傳福音
[00:09:33.680 --> 00:09:38.760]  有沒有人會寫信告訴別人?
[00:09:38.760 --> 00:09:40.240]  我猜已經沒有了
[00:09:40.240 --> 00:09:42.040]  就是WhatsApp
[00:09:42.040 --> 00:09:45.160]  說話的技巧也很重要
[00:09:45.160 --> 00:09:49.200]  我很記得我教書的時候
[00:09:49.200 --> 00:09:52.120]  有一家茶餐廳
[00:09:52.120 --> 00:09:56.400]  我每天都會去那裡吃早餐才上學
[00:09:56.400 --> 00:10:00.320]  有一天我看到一個很特別的情景
[00:10:00.320 --> 00:10:11.080]  茶餐廳有一個拜神的紅色一座
[00:10:11.080 --> 00:10:14.160]  我看了一下那一座
[00:10:14.160 --> 00:10:17.880]  我看到有一個十字架放在裡面
[00:10:17.880 --> 00:10:20.800]  如果是你會不會覺得很神奇
[00:10:20.800 --> 00:10:24.000]  有一個觀音,但旁邊有一個十字架
[00:10:24.000 --> 00:10:27.560]  你會覺得很奇怪,為什麼會這樣呢?
[00:10:27.560 --> 00:10:32.480]  於是有一天吃飯的時候
[00:10:32.480 --> 00:10:34.240]  老闆娘在那裡
[00:10:34.240 --> 00:10:35.880]  她知道我們是教書的
[00:10:35.880 --> 00:10:37.840]  我很好奇地問她
[00:10:37.840 --> 00:10:43.000]  為什麼你那裡有一個觀音,旁邊有一個十字架?
[00:10:43.000 --> 00:10:48.000]  她說:其實我很想信你們的教
[00:10:48.000 --> 00:10:50.400]  她知道我在哪間學校讀書
[00:10:50.400 --> 00:10:51.760]  很想信你們的教
[00:10:51.760 --> 00:10:54.600]  但是那天我去完之後
[00:10:54.600 --> 00:10:58.360]  我買了一個十字架進去教會
[00:10:58.360 --> 00:11:01.040]  但是我去完之後
[00:11:01.040 --> 00:11:03.640]  我好像渾身都不舒服了
[00:11:03.640 --> 00:11:06.320]  於是那裡有一個人問我
[00:11:06.320 --> 00:11:09.400]  「你新來的嗎?招呼我吧」
[00:11:09.400 --> 00:11:11.880]  他就跟那個人說
[00:11:11.880 --> 00:11:15.160]  「我很想信,但是不知為什麼」
[00:11:15.160 --> 00:11:18.600]  「我去完之後,坐完一個崇拜之後」
[00:11:18.600 --> 00:11:22.120]  「我覺得渾身都不舒服了」
[00:11:22.120 --> 00:11:24.720]  這個人就跟他說
[00:11:24.720 --> 00:11:28.800]  「你一定是被鬼附」
[00:11:28.800 --> 00:11:30.040]  就是跟老闆娘說
[00:11:30.040 --> 00:11:31.880]  「你一定是被鬼附」
[00:11:31.880 --> 00:11:34.080]  老闆娘就很生氣
[00:11:34.080 --> 00:11:35.160]  她就覺得
[00:11:35.160 --> 00:11:37.360]  「什麼?為什麼說我被鬼附?」
[00:11:37.360 --> 00:11:40.760]  於是她就不再去教會了
[00:11:40.760 --> 00:11:41.880]  但是她又覺得
[00:11:41.880 --> 00:11:43.320]  她買了一個十字架
[00:11:43.320 --> 00:11:45.000]  就不知道怎麼做
[00:11:45.000 --> 00:11:45.640]  又沒有人教她
[00:11:45.640 --> 00:11:49.120]  於是她就跟觀音一起放在那裡
[00:11:49.120 --> 00:11:50.920]  就是跟他平起平坐
[00:11:50.920 --> 00:11:52.920]  於是我就跟他說
[00:11:52.920 --> 00:11:55.680]  那時候我還沒有讀神學
[00:11:55.680 --> 00:11:57.000]  我就跟他說
[00:11:57.000 --> 00:12:00.000]  「其實也不是這樣的」
[00:12:00.000 --> 00:12:02.960]  「我猜你只不過不舒服的原因」
[00:12:02.960 --> 00:12:07.160]  「是你拜祭祖先、觀音的東西太久了」
[00:12:07.160 --> 00:12:10.600]  「你一時還未能跟祂劃清界線」
[00:12:10.600 --> 00:12:13.520]  「所以就會有些騷擾你」
[00:12:13.520 --> 00:12:16.880]  「如果你能夠祈禱」
[00:12:16.880 --> 00:12:19.080]  「然後把你的東西都丟掉」
[00:12:19.080 --> 00:12:21.840]  「只放十字架在那裡」
[00:12:21.840 --> 00:12:24.200]  「那就應該沒事了」
[00:12:24.200 --> 00:12:25.960]  老闆娘就說
[00:12:25.960 --> 00:12:30.040]  「你可不可以找人幫我把東西都丟掉」
[00:12:30.040 --> 00:12:32.640]  於是我就找了學校的校務
[00:12:32.640 --> 00:12:34.920]  去幫她處理
[00:12:34.920 --> 00:12:36.600]  她最後就跟我說
[00:12:36.600 --> 00:12:42.040]  「如果那個人一見到我就說我被鬼附」
[00:12:42.040 --> 00:12:46.680]  「其實我猜我應該早就相信了」
[00:12:46.680 --> 00:12:49.720]  所以我們傳福音的時候
[00:12:49.720 --> 00:12:51.840]  都要很小心
[00:12:51.840 --> 00:12:54.840]  有些東西不要一知半解
[00:12:54.840 --> 00:12:58.560]  我們就出口跟別人說
[00:12:58.560 --> 00:13:00.480]  神有很多奧秘
[00:13:00.480 --> 00:13:02.920]  我們實在是不知道的
[00:13:02.920 --> 00:13:08.920]  求主幫助我們去認清每一件事的真相
[00:13:08.920 --> 00:13:10.920]  到了第三
[00:13:10.920 --> 00:13:19.040]  就要把人引領到基督的面前
[00:13:19.040 --> 00:13:21.480]  在《馬太福音》裡說
[00:13:21.480 --> 00:13:25.040]  教我們要去使萬民作主的門徒
[00:13:25.040 --> 00:13:30.120]  不單要把福音傳給身邊的朋友
[00:13:30.120 --> 00:13:33.520]  還要引導他們來到教會
[00:13:33.520 --> 00:13:37.720]  可以成為一個真正的基督徒
[00:13:37.720 --> 00:13:45.520]  在經文裡說要完完全全地引導他們到神的面前
[00:13:45.520 --> 00:13:47.320]  這個完完全全
[00:13:47.320 --> 00:13:52.280]  可能給了別人一個很大的錯誤的觀念
[00:13:52.280 --> 00:13:54.840]  我們一定要做得很好
[00:13:54.840 --> 00:13:56.560]  做得很完美
