
[00:00:00.000 --> 00:00:06.000]  大家好,我們已經來到這個系列了,最後一講
[00:00:06.000 --> 00:00:12.000]  我們一直在看神怎麼樣在摩西的生平訓練他
[00:00:12.000 --> 00:00:14.000]  我們也在當中學習
[00:00:14.000 --> 00:00:20.000]  上一次我們講到怎麼樣做一個心靠神的僕人
[00:00:20.000 --> 00:00:24.000]  就是以神為中心,以神為聖
[00:00:24.000 --> 00:00:28.000]  還有就是以神為我們唯一的依靠
[00:00:28.000 --> 00:00:34.000]  今天我們到第五講的時候,我們要講傳承生命
[00:00:34.000 --> 00:00:39.000]  究竟摩西是怎麼樣把他的生命
[00:00:39.000 --> 00:00:44.000]  所經歷過的一切,他所學習的傳承下去呢?
[00:00:44.000 --> 00:00:49.000]  這樣的話我們也可以在當中一起去學習
[00:00:49.000 --> 00:00:51.000]  不知道你有沒有發覺
[00:00:51.000 --> 00:00:55.000]  其實我們的人生是分開了不同的階段
[00:00:55.000 --> 00:01:03.000]  按照Eric Erickson,他是個很著名的心理學發展的學家
[00:01:03.000 --> 00:01:09.000]  他的研究發覺人有八個大個,怎麼說呢
[00:01:09.000 --> 00:01:11.000]  是每個發展的階段
[00:01:11.000 --> 00:01:17.000]  如果我們成功發展的話,我們內心會感覺到很滿足
[00:01:17.000 --> 00:01:21.000]  如果不是的話,可能就有一些問題會出現的
[00:01:21.000 --> 00:01:25.000]  例如可能大家都不在嬰兒氣
[00:01:25.000 --> 00:01:28.000]  但是可能在當中我們會有嬰兒的
[00:01:28.000 --> 00:01:32.000]  嬰兒的話,一半他是需要有信任感
[00:01:32.000 --> 00:01:37.000]  什麼意思呢?就是如果他哭的時候是有人有適當的回應
[00:01:37.000 --> 00:01:42.000]  以致他感覺到這個世界是安全的,而且人是可靠的
[00:01:42.000 --> 00:01:50.000]  那在不同的階段裡面,其實有不同的里程碑
[00:01:50.000 --> 00:01:53.000]  那我們不會,因為今天不是這個課堂
[00:01:53.000 --> 00:01:56.000]  我們不會每一個都說一下
[00:01:56.000 --> 00:02:04.000]  但是呢,我想帶大家去看中年期或者是晚年的時候
[00:02:04.000 --> 00:02:08.000]  其實人需有一個渴望或者一個需求
[00:02:08.000 --> 00:02:13.000]  就是成全、傳承我們的生命
[00:02:13.000 --> 00:02:15.000]  因為我們到那個年紀的時候
[00:02:15.000 --> 00:02:20.000]  其實已經累積了一些的經驗,累積了一些的學問
[00:02:20.000 --> 00:02:24.000]  那我們的心就很想傳遞下去
[00:02:24.000 --> 00:02:26.000]  還有我們想創新
[00:02:26.000 --> 00:02:29.000]  所以為什麼我們會生育孩子
[00:02:29.000 --> 00:02:32.000]  就是因為這個是我們創造出來的
[00:02:32.000 --> 00:02:35.000]  或者我們會教育別人的孩子
[00:02:35.000 --> 00:02:38.000]  也是一種傳承的力量
[00:02:38.000 --> 00:02:44.000]  而且呢,在當中呢,其實是一個在我們各方面的一個發展
[00:02:44.000 --> 00:02:46.000]  例如有一些人會創業
[00:02:46.000 --> 00:02:50.000]  有一些人他是會開始一些小組
[00:02:50.000 --> 00:02:57.000]  不同的創新的一些做一些的發展的
[00:02:57.000 --> 00:03:02.000]  所以呢,我們看到摩西其實也是一樣
[00:03:02.000 --> 00:03:07.000]  他到了中晚年的時候,他一生經歷過那麼多東西
[00:03:07.000 --> 00:03:10.000]  他是非常希望傳承下去
[00:03:10.000 --> 00:03:14.000]  那我們作為基督徒呢,就可以效法他
[00:03:14.000 --> 00:03:16.000]  他怎麼樣去傳承呢?
[00:03:16.000 --> 00:03:21.000]  我們又應該怎麼樣把我們的生命傳承下去
[00:03:21.000 --> 00:03:23.000]  所以今天我們會一起看
[00:03:23.000 --> 00:03:28.000]  他是怎麼對約書亞,就是他下一個接班人
[00:03:28.000 --> 00:03:33.000]  還有以色列們,以至於我們
[00:03:33.000 --> 00:03:38.000]  我們一起來讀一下這個經文
[00:03:38.000 --> 00:03:43.000]  在生命基第31章第7到8節
[00:03:43.000 --> 00:03:45.000]  好,1,2,3
[00:03:45.000 --> 00:03:48.000]  摩西,照了約書亞來
[00:03:48.000 --> 00:03:52.000]  在以色列眾人眼前對他說
[00:03:52.000 --> 00:03:54.000]  你當槓槳壯膽
[00:03:54.000 --> 00:03:59.000]  因為你要和百姓一同激怒耶和華
[00:03:59.000 --> 00:04:04.000]  向他們列足旗幟,要給他們的地
[00:04:04.000 --> 00:04:08.000]  你也要使他們承受那地為業
[00:04:08.000 --> 00:04:11.000]  耶和華必在你前面行
[00:04:11.000 --> 00:04:14.000]  他必親自與你同在
[00:04:14.000 --> 00:04:18.000]  必不撇下你,也不丟棄你
[00:04:18.000 --> 00:04:22.000]  你不要懼怕,也不要驚慌
[00:04:22.000 --> 00:04:29.000]  我們看到這一番話是摩西對於約書亞所說的
[00:04:29.000 --> 00:04:35.000]  因為摩西是帶領以色列民的一個領袖
[00:04:35.000 --> 00:04:39.000]  他是很會體會當中的難處
[00:04:39.000 --> 00:04:42.000]  當時他要怎麼樣去到法老的面前
[00:04:42.000 --> 00:04:45.000]  隨時被砍頭的
[00:04:45.000 --> 00:04:48.000]  還有他要對著埋怨他的以色列民
[00:04:48.000 --> 00:04:51.000]  隨時被石頭刃死的
[00:04:51.000 --> 00:04:56.000]  所以他很理解當中會碰見問題的時候會懼怕
[00:04:56.000 --> 00:04:58.000]  而且會迷失方向
[00:04:58.000 --> 00:05:01.000]  迷失的時候他要見固他
[00:05:01.000 --> 00:05:04.000]  他要說你的使命是什麼呢
[00:05:04.000 --> 00:05:09.000]  就是要帶領以色列民激怒承受這塊地
[00:05:09.000 --> 00:05:12.000]  以致他未來不會迷失
[00:05:12.000 --> 00:05:16.000]  到最後他也說最重要的一點
[00:05:16.000 --> 00:05:21.000]  就是神會親自與你同在
[00:05:21.000 --> 00:05:24.000]  不會撇下你的
[00:05:24.000 --> 00:05:32.000]  當看到如果我們要傳承這個生命的時候
[00:05:32.000 --> 00:05:38.000]  其實第一點就是我們要傳承這個經歷
[00:05:38.000 --> 00:05:40.000]  這個經驗
[00:05:40.000 --> 00:05:45.000]  你知道這個跟一般的人跟你說一些好意見是不一樣的
[00:05:45.000 --> 00:05:48.000]  因為你的生命曾經經歷過
