
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹午安
[00:00:02.000 --> 00:00:07.680]  非常多謝港福師班獻唱了一首很好的詩歌
[00:00:07.680 --> 00:00:11.480]  提醒我們主的恩典夠我們用
[00:00:11.480 --> 00:00:17.400]  教會在一月開始選了馬可福音
[00:00:17.400 --> 00:00:20.200]  用來做崇拜的講道內容
[00:00:20.200 --> 00:00:24.160]  馬可福音原來又叫做行動福音
[00:00:24.160 --> 00:00:27.240]  因為就算同一件事
[00:00:27.240 --> 00:00:31.600]  馬可在描寫事情的手法裏
[00:00:31.600 --> 00:00:36.320]  他都是用一些很精簡、很快速的筆觸來寫
[00:00:36.320 --> 00:00:41.400]  不過似乎在描述上就不夠細緻
[00:00:41.400 --> 00:00:47.400]  馬可更加喜歡將門徒不可行的地方寫下來
[00:00:47.400 --> 00:00:54.480]  就好像今天我們會看的馬可福音六章45至56節一樣
[00:00:54.480 --> 00:01:01.040]  我將題目定為「是我不要怕」
[00:01:01.040 --> 00:01:08.480]  因為這是耶穌吩咐他的門徒要記住的一句話
[00:01:08.480 --> 00:01:14.480]  不知道你有沒有想過人為什麼會害怕呢?
[00:01:14.480 --> 00:01:17.040]  中國人是這麼說的
[00:01:17.040 --> 00:01:19.720]  他說人無遠慮必有近憂
[00:01:19.720 --> 00:01:26.720]  最近你有沒有一些令你掛心或害怕的事情呢?
[00:01:26.720 --> 00:01:32.720]  原來當我們面對一些沒有把握的時候
[00:01:32.720 --> 00:01:35.720]  我們就會害怕
[00:01:35.720 --> 00:01:39.720]  譬如好像見到一些失控的情況
[00:01:39.720 --> 00:01:42.720]  沒有經歷過的事情
[00:01:42.720 --> 00:01:45.720]  傳言陌生的環境
[00:01:45.720 --> 00:01:47.720]  很難解決的問題
[00:01:47.720 --> 00:01:50.720]  或者面對財困
[00:01:50.720 --> 00:01:52.720]  突然的病患
[00:01:52.720 --> 00:01:58.720]  凡此種種都會讓我們害怕甚至驚惶失措
[00:01:58.720 --> 00:02:01.720]  過去那三年
[00:02:01.720 --> 00:02:06.720]  全世界受COVID影響的疫情
[00:02:06.720 --> 00:02:13.720]  讓世界各地都出現大規模的死亡
[00:02:13.720 --> 00:02:20.720]  我從出生到現在都沒有見過這麼嚴重的死亡狀況
[00:02:20.720 --> 00:02:23.720]  確實令人覺得非常可怕
[00:02:23.720 --> 00:02:27.720]  也凸顯了人類生命的脆弱
[00:02:27.720 --> 00:02:32.720]  和凸顯了失控、沒有把握
