
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:00:02.160 --> 00:00:08.000]   He gives a great sermon on Ephesus
[00:00:08.000 --> 00:00:10.080]   and they were doing church the right way,
[00:00:10.080 --> 00:00:13.040]   but they didn't have the right heart.
[00:00:13.040 --> 00:00:17.680]   They didn't love with the first love of Jesus.
[00:00:17.680 --> 00:00:21.200]   And today we're talking about Smyrna.
[00:00:21.200 --> 00:00:23.520]   Has anybody been to Smyrna before?
[00:00:23.520 --> 00:00:26.520]   It is near Ephesus, actually.
[00:00:26.520 --> 00:00:30.040]   It is only 80 kilometers north of Ephesus.
[00:00:30.040 --> 00:00:32.240]   It was known for its architecture.
[00:00:32.240 --> 00:00:34.100]   It was known as a rich city.
[00:00:34.100 --> 00:00:35.360]   It was known as a seaport.
[00:00:35.360 --> 00:00:40.360]   As you see here, it's very close to Athens and Rome.
[00:00:40.360 --> 00:00:43.080]   It was known as a seaport.
[00:00:43.080 --> 00:00:46.960]   It was also known, according to some of the research
[00:00:46.960 --> 00:00:50.960]   that I went into, it was known for myrrh.
[00:00:50.960 --> 00:00:55.840]   So you hear Smyrna, myrrh.
[00:00:55.840 --> 00:00:57.200]   And do you guys know what myrrh is?
[00:00:57.200 --> 00:00:59.920]   Anybody dressed in myrrh today?
[00:00:59.920 --> 00:01:01.960]   No? Okay.
[00:01:01.960 --> 00:01:03.840]   Myrrh was used as perfume
[00:01:03.840 --> 00:01:07.560]   and also more commonly used as embodiment, right?
[00:01:07.560 --> 00:01:12.080]   And so in Egypt, they have mummies
[00:01:12.080 --> 00:01:15.760]   and they used myrrh a lot.
[00:01:15.760 --> 00:01:20.760]   Possibly myrrh that was used for Jesus came from Smyrna.
[00:01:20.760 --> 00:01:23.400]   We don't know exactly,
[00:01:23.400 --> 00:01:28.040]   but possibly that was one of the trades,
[00:01:28.040 --> 00:01:29.800]   major trades that they had.
[00:01:29.800 --> 00:01:35.640]   And Smyrna, we will begin this letter in verse eight.
[00:01:35.640 --> 00:01:39.760]   So the angel of the church in Smyrna write,
[00:01:39.760 --> 00:01:43.120]   "These are the words of him who is the first and the last,
[00:01:43.120 --> 00:01:45.540]   "who died and came to life again.
[00:01:45.540 --> 00:01:48.320]   "I know your afflictions and your poverty,
[00:01:48.320 --> 00:01:50.800]   "yet you are rich.
[00:01:50.880 --> 00:01:54.680]   "I know about the slander of those who say they are Jews
[00:01:54.680 --> 00:01:59.620]   "and are not, but are a synagogue of Satan.
[00:01:59.620 --> 00:02:02.360]   "Be not afraid of what you are about to suffer.
[00:02:02.360 --> 00:02:05.320]   "I tell you, the devil will put some of you in prison
[00:02:05.320 --> 00:02:10.220]   "to test you and you will suffer persecution for 10 days.
[00:02:10.220 --> 00:02:14.080]   "Be faithful, even to the point of death.
[00:02:14.080 --> 00:02:19.080]   "And I will give you life as your victor's crown.
[00:02:19.160 --> 00:02:23.060]   "Whoever has ears, let them hear what the Spirit says
[00:02:23.060 --> 00:02:24.800]   "to the churches.
[00:02:24.800 --> 00:02:29.220]   "The one who is victorious will not be hurt at all
[00:02:29.220 --> 00:02:31.320]   "by the second death."
[00:02:31.320 --> 00:02:35.860]   So we see here that in the first chapter of Revelations,
[00:02:35.860 --> 00:02:40.080]   Jesus introduces himself as the Alpha and the Omega.
[00:02:40.080 --> 00:02:43.160]   And once again, he introduces himself here
[00:02:43.160 --> 00:02:48.160]   as the first and the last, the Alpha and the Omega.
[00:02:49.120 --> 00:02:54.120]   The city of Smyrna was actually overtaken by a Lydian king.
[00:02:54.120 --> 00:02:59.460]   And it was torn to pieces and it was only a village.
[00:02:59.460 --> 00:03:02.880]   But then Alexander the Great saw the city
[00:03:02.880 --> 00:03:06.840]   and he had a vision that this city would become great again.
[00:03:06.840 --> 00:03:12.760]   And so Jesus might be playing on this death of the city
[00:03:12.760 --> 00:03:15.160]   and resurrection of the city.
[00:03:15.160 --> 00:03:17.840]   And that's why he might be introducing himself
[00:03:17.840 --> 00:03:22.200]   once again and emphasizing that he is the Alpha
[00:03:22.200 --> 00:03:26.000]   and the Omega, the first and the last.
[00:03:26.000 --> 00:03:31.000]   And Jesus says that he knows, he knows.
[00:03:31.000 --> 00:03:35.400]   Pastor James says last week, he reminded us,
[00:03:35.400 --> 00:03:39.240]   Jesus knew what was happening in the church of Ephesus.
[00:03:39.240 --> 00:03:44.200]   And he also knows what is happening in Smyrna here.
[00:03:44.200 --> 00:03:47.500]   And he says, "I see three challenges.
[00:03:47.500 --> 00:03:49.400]   I see your afflictions.
[00:03:49.400 --> 00:03:53.600]   I see three challenges that you are going through
[00:03:53.600 --> 00:03:55.720]   and that you are about to go through."
[00:03:55.720 --> 00:03:58.760]   And these are the three challenges, the three Ps,
[00:03:58.760 --> 00:04:03.760]   poverty, persecution, and prison or imprisonment.
[00:04:03.760 --> 00:04:09.440]   And the first thing he says in verse nine is,
[00:04:09.440 --> 00:04:13.760]   "I know your afflictions and your poverty.
[00:04:13.760 --> 00:04:16.000]   I know your poverty."
[00:04:16.000 --> 00:04:18.440]   Why were they poor?
[00:04:18.440 --> 00:04:19.880]   Why were they poor?
[00:04:19.880 --> 00:04:27.280]   What was the religious dominance of that time in that city?
[00:04:27.280 --> 00:04:29.900]   That city, just like Ephesus,
[00:04:29.900 --> 00:04:33.800]   was filled with all sorts of gods, right?
[00:04:33.800 --> 00:04:38.100]   Gods to Athena and Apollos
[00:04:38.100 --> 00:04:41.160]   and all those other Greek sort of gods.
[00:04:41.160 --> 00:04:45.540]   It was full of those temples in that city.
[00:04:46.540 --> 00:04:49.140]   And so if you followed Jesus Christ
[00:04:49.140 --> 00:04:50.680]   and you were a Christian,
[00:04:50.680 --> 00:04:54.380]   possibly you couldn't get a job in that city.
[00:04:54.380 --> 00:04:57.880]   You couldn't get a job.
[00:04:57.880 --> 00:05:00.020]   And if you were in charge of trade,
[00:05:00.020 --> 00:05:01.940]   you were trying to trade something,
[00:05:01.940 --> 00:05:02.780]   and they were like,
[00:05:02.780 --> 00:05:06.780]   "Oh, has your product been blessed by Apollos or Athena
[00:05:06.780 --> 00:05:08.380]   or one of these gods?"
[00:05:08.380 --> 00:05:12.940]   And, "No, no, these products have been blessed by God."
[00:05:12.940 --> 00:05:15.780]   They would be like, "Why would I trade with you?
[00:05:15.780 --> 00:05:18.940]   Why would I trade with you?"
