
[00:00:00.000 --> 00:00:06.000]  頂姐們晚安,非常感恩
[00:00:06.000 --> 00:00:12.000]  我們的經文只有12節
[00:00:12.000 --> 00:00:18.000]  因為羅牧師說可以,這段經文12節都可以
[00:00:18.000 --> 00:00:21.000]  將訊息和頂姐們分享
[00:00:21.000 --> 00:00:27.000]  很感恩今天我們能夠有羅牧師的邀請
[00:00:27.000 --> 00:00:32.000]  也能夠有中獎執頂姐妹給機會
[00:00:32.000 --> 00:00:35.000]  孩子和大家分享神的話語
[00:00:35.000 --> 00:00:40.000]  也代表我們恩福家,我們恩福堂
[00:00:40.000 --> 00:00:43.000]  有東九,我們有馬鞍山
[00:00:43.000 --> 00:00:47.000]  在四年前,神感動我和太太
[00:00:47.000 --> 00:00:50.000]  來到一起,來到元朗開放
[00:00:50.000 --> 00:01:01.000]  剛才讀的經文,思想到馬可第十章45節
[00:01:01.000 --> 00:01:07.000]  我們知道廣福堂很好,我們會研究馬可
[00:01:07.000 --> 00:01:13.000]  想起約節,十章45節,有沒有人會背這節經文
[00:01:13.000 --> 00:01:17.000]  十章45節,很熟悉的經文,有沒有人會背,舉手
[00:01:17.000 --> 00:01:22.000]  不要緊,一起讀,跟著我一起讀
[00:01:22.000 --> 00:01:27.000]  人子來,並不是要受人的服侍,乃是要服侍人
[00:01:27.000 --> 00:01:30.000]  並且要捨命作多人的屬
[00:01:30.000 --> 00:01:35.000]  代表我們恩福家,向大家廣福家問安
[00:01:35.000 --> 00:01:39.000]  其實我在2000年尾的時候
[00:01:39.000 --> 00:01:44.000]  我和太太回到恩福這個大家庭裡面
[00:01:44.000 --> 00:01:48.000]  來服侍,直到如今
[00:01:48.000 --> 00:01:52.000]  我兒子和女兒都在教書
[00:01:52.000 --> 00:01:59.000]  很多年了,神給我一個感動
[00:01:59.000 --> 00:02:04.000]  就是將剛才大家背誦的經文
[00:02:04.000 --> 00:02:07.000]  變成我們的生活方式
[00:02:07.000 --> 00:02:11.000]  我帶領一個活水團契,其實是職青團契
[00:02:11.000 --> 00:02:15.000]  當我在百多人中帶領200多人的時候
[00:02:15.000 --> 00:02:19.000]  我將他們分為A,B和C
[00:02:19.000 --> 00:02:21.000]  A是70個,是初信的
[00:02:21.000 --> 00:02:27.000]  B是百多個,信了多幾年,都是年青人
[00:02:27.000 --> 00:02:31.000]  C是一些年青的夫婦
[00:02:31.000 --> 00:02:37.000]  後來經過十年之後,我帶領的活水A團契
[00:02:37.000 --> 00:02:41.000]  我看到有八對年青的頂姐妹剛結婚
[00:02:41.000 --> 00:02:49.000]  神給我一個感動,就是種植一個年輕的夫婦團契
[00:02:49.000 --> 00:02:51.000]  一直發展到300多人的時候
[00:02:51.000 --> 00:02:55.000]  神又感動我去元朗開科
[00:02:55.000 --> 00:02:58.000]  我發覺十章45節馬克風裡面
[00:02:58.000 --> 00:03:01.000]  不是僅僅是經文給我們背誦
[00:03:01.000 --> 00:03:04.000]  而是將它們實踐
[00:03:04.000 --> 00:03:10.000]  我們欣福很強調信仰生活化,生活和信仰化
[00:03:10.000 --> 00:03:13.000]  信仰生活化,生活和信仰化
[00:03:13.000 --> 00:03:17.000]  在四周年,蔡兆祺院長給我們一個鼓勵
[00:03:17.000 --> 00:03:20.000]  拍了一個片來鼓勵我們,為我們祈禱
[00:03:20.000 --> 00:03:24.000]  他想起在欣福他做神學生的時候
[00:03:24.000 --> 00:03:27.000]  他有三個片段激勵他自己
[00:03:27.000 --> 00:03:29.000]  第一個片段是什麼呢?
[00:03:29.000 --> 00:03:35.000]  他做神學生的時候,我們在秋創樓下餐廳
[00:03:35.000 --> 00:03:37.000]  我們教會有浸池
[00:03:37.000 --> 00:03:43.000]  有一天水浸,漏水等等的情況
[00:03:43.000 --> 00:03:48.000]  神學生和很多教務同工一起去舀水
[00:03:48.000 --> 00:03:53.000]  清潔,抹乾禮堂
[00:03:53.000 --> 00:03:56.000]  沒有這麼漂亮的禮堂的情況
[00:03:56.000 --> 00:03:59.000]  當然你們非常漂亮的禮堂
[00:03:59.000 --> 00:04:01.000]  是上帝的恩典
[00:04:01.000 --> 00:04:04.000]  我們當時沒有這麼漂亮的禮拜堂
[00:04:04.000 --> 00:04:10.000]  我們神學生和教務同工一起去清潔禮堂
[00:04:10.000 --> 00:04:13.000]  等它乾了之後,每天就可以主日崇拜
[00:04:13.000 --> 00:04:16.000]  蔡院長有這樣很深的印象
[00:04:16.000 --> 00:04:17.000]  第二個圖畫是什麼呢?
[00:04:17.000 --> 00:04:22.000]  有一天我們封聖賢經,我們查經班之後
[00:04:22.000 --> 00:04:26.000]  他回頭,他漏了一些東西回到我們恩福的時候
[00:04:26.000 --> 00:04:31.000]  他看到在門縫不經意看到廚房裡面
[00:04:31.000 --> 00:04:34.000]  我們創堂的牧者蘇牧師
[00:04:34.000 --> 00:04:38.000]  來洗碗,當時我們只有幾百人
[00:04:38.000 --> 00:04:41.000]  教會不是很多人,他就要洗很多碗
[00:04:41.000 --> 00:04:47.000]  很深印象激勵著蔡院長去做一個僕人的領袖
[00:04:47.000 --> 00:04:51.000]  就好像馬考鋒第十章四十五節裡面的意思
[00:04:51.000 --> 00:04:53.000]  第三個印象是什麼呢?
[00:04:53.000 --> 00:04:57.000]  有一天有一個新來的朋友剛打了一算耶穌
[00:04:57.000 --> 00:05:03.000]  打了一算耶穌的時候,那天晚上他已經是御劫了
[00:05:03.000 --> 00:05:07.000]  帶他去信主的頂姐妹就很心急
[00:05:07.000 --> 00:05:09.000]  怎麼辦呢?不斷的祈禱
[00:05:09.000 --> 00:05:13.000]  誰知道後來隔了沒多久,這位初信者就做見證
[00:05:13.000 --> 00:05:17.000]  他就很感恩,神給他一種力量大聲叫
[00:05:17.000 --> 00:05:19.000]  於是賊就走了
[00:05:19.000 --> 00:05:21.000]  他就化險為夷
[00:05:21.000 --> 00:05:25.000]  蔡少奇院長就記得這三個片段
[00:05:25.000 --> 00:05:27.000]  鼓勵我們恩福元朗堂的頂姐妹
[00:05:27.000 --> 00:05:33.000]  就是要來學做僕人領袖,耶穌基督的僕人領袖
[00:05:33.000 --> 00:05:39.000]  所以你發現馬考鋒裡面其實是整個十六章的經文裡面
[00:05:39.000 --> 00:05:43.000]  好像導演一樣一個快鏡頭的方式
[00:05:43.000 --> 00:05:48.000]  是描繪耶穌基督他的人生,他的使命是做什麼呢?
[00:05:48.000 --> 00:05:52.000]  他來這個世界,人子來這個世界不是要受人的服侍
[00:05:52.000 --> 00:05:58.000]  而是要服侍人,甚至服侍到一個地步是寫命作多人的屬價
[00:05:58.000 --> 00:06:03.000]  我去教導我的年輕頂姐妹背這一節的聖經
[00:06:03.000 --> 00:06:07.000]  當時我教他們就是背NIV的譯本
[00:06:07.000 --> 00:06:14.000]  The son of man came to this world not to be served, but to serve, even as a ransom for all
[00:06:14.000 --> 00:06:19.000]  在一個reputable裡面,我鼓勵頂姐妹
[00:06:19.000 --> 00:06:24.000]  我們不是要等人來服侍自己,而是我們要服侍人
[00:06:24.000 --> 00:06:30.000]  我自己在家庭裡面,我是鼓勵我一對子女,家人
[00:06:30.000 --> 00:06:35.000]  將十章四十五節變成我們一個生活的方式
[00:06:35.000 --> 00:06:43.000]  再加上羅馬書那裡的十三章第八節
[00:06:43.000 --> 00:06:50.000]  保羅說,我們凡事都不要虧欠人,唯有在愛心上要常以為虧欠
[00:06:50.000 --> 00:06:56.000]  我教導我的子女,什麼叫做不要虧欠人呢?
[00:06:56.000 --> 00:07:02.000]  我就說,我Daddy愛得媽咪不夠
[00:07:02.000 --> 00:07:07.000]  我們每個家人都覺得愛家人不夠
[00:07:07.000 --> 00:07:11.000]  在這樣的情況裡面,我們就較為夠一點
[00:07:11.000 --> 00:07:18.000]  因為大家覺得在愛心上,我是一個欠債者
[00:07:18.000 --> 00:07:21.000]  不單是在福音上,我是一個欠債者
[00:07:21.000 --> 00:07:26.000]  我時常都鼓勵我的家人,我的教會頂姐妹
[00:07:26.000 --> 00:07:32.000]  要怎樣呢?就是要去做家務
[00:07:32.000 --> 00:07:36.000]  做家務跟教會生活有什麼關係呢?
[00:07:36.000 --> 00:07:41.000]  其實很有關係,因為教會是神的家
[00:07:41.000 --> 00:07:46.000]  所有頂姐妹都總動員,一起去服侍主
[00:07:46.000 --> 00:07:48.000]  多漂亮的圖畫
[00:07:48.000 --> 00:07:53.000]  剛才跟林誠信牧師,我們很好,他很有愛心
[00:07:53.000 --> 00:07:55.000]  經常都請我吃東西
[00:07:55.000 --> 00:07:58.000]  我說,你來元朗一定要我請,你不要再爭了
[00:07:58.000 --> 00:08:05.000]  他人很好,他帶我去立法局那邊跟頂姐妹相交
[00:08:05.000 --> 00:08:11.000]  他帶我去,很仔細,很溫柔
[00:08:11.000 --> 00:08:16.000]  他帶我去,很細心,去到很遠的地方
[00:08:16.000 --> 00:08:21.000]  他怕我迷路,在哪裡站,在哪裡等
[00:08:21.000 --> 00:08:24.000]  他那天放假,他都要服侍很多頂姐妹
[00:08:24.000 --> 00:08:26.000]  在立法局裡面,他就祈禱
[00:08:26.000 --> 00:08:30.000]  他都回來接待我,是這樣的情況
[00:08:30.000 --> 00:08:34.000]  我想說什麼呢?一個僕人的領袖
[00:08:34.000 --> 00:08:42.000]  就是你時常要覺得,你要愛人是一種生活方式
[00:08:42.000 --> 00:08:45.000]  我教導我的頂姐妹
[00:08:45.000 --> 00:08:48.000]  我說,我家就是這樣
[00:08:48.000 --> 00:08:51.000]  有一天我見到我的子女不是做家務
[00:08:51.000 --> 00:08:54.000]  神給我的感動,為什麼可以令他們做家務呢?
[00:08:54.000 --> 00:08:57.000]  不是拿個家規
[00:08:57.000 --> 00:09:01.000]  而是我跟神祈禱,神你給我力量做家務
[00:09:01.000 --> 00:09:05.000]  我要做家務,做到我家人,我的子女不好意思不做
[00:09:05.000 --> 00:09:09.000]  這個工程都很浩大
[00:09:09.000 --> 00:09:15.000]  但是神給我力量,於是我就咬緊牙關
[00:09:15.000 --> 00:09:17.000]  我就去做,祈禱去做
[00:09:17.000 --> 00:09:21.000]  做了三個多月之後,我發現有些成績
[00:09:21.000 --> 00:09:23.000]  我的子女開始不好意思
[00:09:23.000 --> 00:09:26.000]  是不是都像正式洗兩件衣服
[00:09:26.000 --> 00:09:28.000]  抹地,吸塵
[00:09:28.000 --> 00:09:32.000]  於是越做越成功,越做越投入
[00:09:32.000 --> 00:09:34.000]  比我更厲害
[00:09:34.000 --> 00:09:38.000]  最近我在人生第一次的經歷就是確診
[00:09:38.000 --> 00:09:40.000]  有沒有人聽過確診?
[00:09:40.000 --> 00:09:44.000]  是,確診過的請舉手,像我這樣
[00:09:44.000 --> 00:09:46.000]  很多,大家都是朋友
[00:09:46.000 --> 00:09:49.000]  我確診的時候,我太太確診
[00:09:49.000 --> 00:09:52.000]  我的女兒就沒有確診
[00:09:52.000 --> 00:09:54.000]  她從出生到現在都沒有確診過
[00:09:54.000 --> 00:09:56.000]  主要是保守她
[00:09:56.000 --> 00:10:00.000]  我太太確診,家中四個人,核心家庭
[00:10:00.000 --> 00:10:03.000]  三個人確診,怎麼辦呢?
[00:10:03.000 --> 00:10:07.000]  很奇妙的一件事,友廷節目跟我說
[00:10:07.000 --> 00:10:10.000]  這個世界有HA高,我說這是什麼?
[00:10:10.000 --> 00:10:13.000]  哈高我只知道,我讀它是哈高,HA高
[00:10:13.000 --> 00:10:15.000]  我看醫生,網絡醫生
[00:10:15.000 --> 00:10:20.000]  突然有一個女孩子,整件袍穿了,是護士級的
[00:10:20.000 --> 00:10:25.000]  穿了帽子,口罩,拿著三大袋的藥
[00:10:25.000 --> 00:10:31.000]  Panadol之類的東西,口罩,快速包,藥物都有
[00:10:31.000 --> 00:10:35.000]  突然我覺得原來做香港市民是這麼幸福的
[00:10:35.000 --> 00:10:39.000]  見完網絡醫生又不用給錢,很多很多禮物
[00:10:39.000 --> 00:10:43.000]  頭三天是很辛苦的
[00:10:43.000 --> 00:10:45.000]  但我很感恩我的女兒
[00:10:45.000 --> 00:10:50.000]  她把這45節的經文變成她的生活方式
[00:10:50.000 --> 00:10:54.000]  她好到一個地步,我很為她感恩
[00:10:54.000 --> 00:10:59.000]  她煮三天,每天三餐
[00:10:59.000 --> 00:11:02.000]  煮給哥哥,爸爸,媽媽去吃
[00:11:02.000 --> 00:11:04.000]  還要大家樂大快活
[00:11:04.000 --> 00:11:08.000]  其實我們樓下也有大字頭的餐廳
[00:11:08.000 --> 00:11:11.000]  她好像員工一樣
[00:11:11.000 --> 00:11:16.000]  每天在WhatsApp問我們吃什麼,喝什麼
[00:11:16.000 --> 00:11:21.000]  例如小奶多糖,或者檸茶,檸蜜
[00:11:21.000 --> 00:11:23.000]  她連檸蜜也會沖
[00:11:23.000 --> 00:11:27.000]  其實她會沖很多飲品
[00:11:27.000 --> 00:11:30.000]  但過去她不是很做家務
[00:11:30.000 --> 00:11:33.000]  但當她感動我們家有一個運動
[00:11:33.000 --> 00:11:38.000]  就是要做家務,做到家人不好意思不做的時候
[00:11:38.000 --> 00:11:42.000]  那幾天我覺得很溫暖,很窩心
[00:11:42.000 --> 00:11:44.000]  為什麼我女兒這麼長進
[00:11:44.000 --> 00:11:47.000]  在那三天裡,她不是只煮三餐
[00:11:47.000 --> 00:11:50.000]  不是只買菜,不是只清潔
[00:11:50.000 --> 00:11:53.000]  而是她把家裡深層清潔
[00:11:53.000 --> 00:11:55.000]  進行一個斷捨離
[00:11:55.000 --> 00:11:58.000]  我買了一本書叫斷捨離
[00:11:58.000 --> 00:12:02.000]  她就看怎樣去做,斷捨離
[00:12:02.000 --> 00:12:05.000]  爸爸你要不要,不要就WhatsApp給你
[00:12:05.000 --> 00:12:07.000]  我就幫你扔掉之類
[00:12:07.000 --> 00:12:12.000]  是三天三夜,到十一二點她才睡覺
[00:12:12.000 --> 00:12:13.000]  我們很感動
