
[00:00:00.000 --> 00:00:03.780]  希望姐妹平安 感恩我們又能夠一起聽神的話語
[00:00:03.780 --> 00:00:06.600]  好 讓我們一起同心禱告
[00:00:06.600 --> 00:00:09.920]  親愛的天父 我們滿心感謝讚美你
[00:00:09.920 --> 00:00:13.620]  幫我們建立成為一個屬靈的大家庭的群體
[00:00:13.620 --> 00:00:16.220]  讓基督成為我們生命中的中心
[00:00:16.220 --> 00:00:19.260]  我們群體的中心 我們感謝你
[00:00:19.260 --> 00:00:21.560]  此時我們要聽你的話語
[00:00:21.560 --> 00:00:23.520]  我們求你預備我們的心
[00:00:23.520 --> 00:00:27.600]  叫我們的心成為一片耶穌所說的好土
[00:00:27.600 --> 00:00:30.120]  能夠領受上帝你的道
[00:00:30.120 --> 00:00:33.200]  能夠結出多輩的國子
[00:00:33.200 --> 00:00:34.640]  求你與我們同在
[00:00:34.640 --> 00:00:37.460]  禱告奉耶穌的名 祈求 阿們
[00:00:37.460 --> 00:00:39.380]  我們現在在這個講道系列
[00:00:39.380 --> 00:00:42.280]  叫「神同在的祝福」的講道系列
[00:00:42.280 --> 00:00:44.120]  簡單的再回顧一下
[00:00:44.120 --> 00:00:47.820]  我思想了基督徒要如何經常得勝
[00:00:47.820 --> 00:00:52.520]  然後我們就說了兩次了
[00:00:52.520 --> 00:00:55.220]  就想到挑戰很大
[00:00:55.220 --> 00:00:56.620]  靠自己很難得勝
[00:00:56.620 --> 00:00:59.660]  原因是因為我們的敵人很強
[00:00:59.660 --> 00:01:02.620]  這敵人裡裡外外都有
[00:01:02.620 --> 00:01:05.360]  我們的老我也是我們的敵人
[00:01:05.360 --> 00:01:07.360]  該做的不去做
[00:01:07.360 --> 00:01:08.540]  不該做的就去做
[00:01:08.540 --> 00:01:09.840]  這是那個老我
[00:01:09.840 --> 00:01:12.700]  整天想要來毀壞我們的生命
[00:01:12.700 --> 00:01:14.140]  然後還有這個世界
[00:01:14.140 --> 00:01:19.240]  這個世界有很多的邪惡的誘惑力量
[00:01:19.240 --> 00:01:22.280]  使人會貪婪 使人會自私
[00:01:22.280 --> 00:01:24.220]  魔鬼就很狡猾
[00:01:24.220 --> 00:01:28.120]  魔鬼這個目的就是想毀壞我們的生命
[00:01:28.120 --> 00:01:29.960]  毀壞家庭 毀壞自己
[00:01:29.960 --> 00:01:32.360]  所以我們的結論很簡單
[00:01:32.360 --> 00:01:36.500]  絕對不是靠自己能夠勝過這個世界
[00:01:36.500 --> 00:01:38.000]  能夠勝過自己
[00:01:38.000 --> 00:01:39.960]  所以要經常得勝
[00:01:39.960 --> 00:01:43.060]  必須靠上帝的大能
[00:01:43.060 --> 00:01:44.300]  上次我們也講了
[00:01:44.300 --> 00:01:45.940]  所以耶穌就說
[00:01:45.940 --> 00:01:48.140]  耶穌跟門徒說得很清楚
[00:01:48.140 --> 00:01:52.640]  離了我 你們就不能做什麼
[00:01:52.640 --> 00:01:55.040]  所以我們需要神的同在
[00:01:55.040 --> 00:01:57.580]  因為離了耶穌 不能做什麼
[00:01:57.580 --> 00:01:59.820]  我們需要神的同在
[00:01:59.820 --> 00:02:01.420]  當我們意識到這點的時候
[00:02:01.420 --> 00:02:02.480]  我們就知道
[00:02:02.480 --> 00:02:05.320]  上帝讓耶穌的名字也被稱為
[00:02:05.320 --> 00:02:06.460]  以馬內利
[00:02:06.460 --> 00:02:09.000]  是一件非常令我們感動的事情
[00:02:09.000 --> 00:02:10.800]  因為祂承諾什麼呢?
[00:02:10.800 --> 00:02:13.600]  祂承諾縱然我們有罪
[00:02:13.600 --> 00:02:16.040]  但上帝不嫌棄我們
[00:02:16.040 --> 00:02:17.640]  縱然我們有軟弱
[00:02:17.640 --> 00:02:20.500]  縱然有些時候我們還會不信實
[00:02:20.500 --> 00:02:21.980]  但上帝不嫌棄我們
[00:02:21.980 --> 00:02:25.180]  祂就是願意與我們同在
[00:02:25.180 --> 00:02:27.080]  我們把上帝的與我們同在
[00:02:27.080 --> 00:02:29.480]  有些時候當作是理所當然
[00:02:29.480 --> 00:02:31.480]  但是不是那麼理所當然的
[00:02:31.480 --> 00:02:35.520]  一個完全決然聖潔的上帝的神
[00:02:35.520 --> 00:02:40.920]  竟然願意與我們這些有誤會的人同在
[00:02:40.920 --> 00:02:42.820]  這是何等大的恩典
[00:02:42.820 --> 00:02:45.460]  所以耶穌的名字就是以馬內利
[00:02:45.460 --> 00:02:46.760]  神與我們同在
[00:02:46.760 --> 00:02:48.840]  所以這個講道系列就講
[00:02:48.840 --> 00:02:51.000]  神的同在帶給我們的祝福
[00:02:51.000 --> 00:02:53.340]  我們已經講了兩次了
[00:02:53.340 --> 00:02:56.640]  第一次我們是在講
[00:02:56.640 --> 00:02:59.380]  神的同在帶來的美好心靈
[00:02:59.380 --> 00:03:02.580]  那麼美好心靈就心靈的力量
[00:03:02.580 --> 00:03:03.880]  心靈誠實
[00:03:03.880 --> 00:03:04.980]  心靈健康
[00:03:04.980 --> 00:03:06.980]  還有心靈是安穩的
[00:03:06.980 --> 00:03:09.180]  然後上一次我們講的是
[00:03:09.180 --> 00:03:13.100]  神的同在帶來的美好關係
[00:03:13.100 --> 00:03:15.100]  我們在神的同在裡面
[00:03:15.100 --> 00:03:17.260]  我們深深的是經歷
[00:03:17.260 --> 00:03:19.900]  祂是深深的愛我們的
[00:03:19.900 --> 00:03:21.600]  我們越跟上帝親近
[00:03:21.600 --> 00:03:24.000]  我們就越感受到這一點
[00:03:24.000 --> 00:03:25.800]  如果你只是一個
[00:03:25.800 --> 00:03:27.040]  名義上是一個基督徒
[00:03:27.040 --> 00:03:28.680]  但是從來不禱告
[00:03:28.680 --> 00:03:29.640]  從來不靈修
[00:03:29.640 --> 00:03:31.180]  從來不去親近神的
[00:03:31.180 --> 00:03:33.880]  可能你對上帝愛你這個感覺
[00:03:33.880 --> 00:03:36.880]  這感受就比較薄弱
[00:03:36.880 --> 00:03:38.880]  那麼你也知道神接納你
[00:03:38.880 --> 00:03:40.120]  神心疼你
[00:03:40.120 --> 00:03:41.480]  看到你犯罪
[00:03:41.480 --> 00:03:42.460]  神是心疼的
[00:03:42.460 --> 00:03:47.320]  所以聖經說不要叫聖靈憂傷
[00:03:47.320 --> 00:03:49.620]  不要讓聖靈憂傷
[00:03:49.620 --> 00:03:50.960]  那麼最後我們看到
[00:03:50.960 --> 00:03:52.760]  神同在會讓我們知道
[00:03:52.760 --> 00:03:54.500]  祂器重我們
[00:03:54.500 --> 00:03:56.360]  祂要使用我們
[00:03:56.360 --> 00:03:57.800]  我們上次也說了
[00:03:57.800 --> 00:04:00.640]  繁體字跟簡體字的輕
[00:04:00.640 --> 00:04:02.280]  少了什麼字
[00:04:02.280 --> 00:04:03.140]  賤
[00:04:03.140 --> 00:04:05.080]  少了賤這個字
[00:04:05.080 --> 00:04:08.180]  所以親戚之間的來往就知道了
[00:04:08.180 --> 00:04:08.920]  不賤不賤
[00:04:08.920 --> 00:04:12.780]  多年不賤之後就感覺沒那麼輕了
[00:04:12.780 --> 00:04:13.660]  要賤
[00:04:13.660 --> 00:04:16.560]  我們跟神的關係也一樣
[00:04:16.560 --> 00:04:18.460]  你沒有常常親近上帝
[00:04:18.460 --> 00:04:22.200]  就影響了你跟上帝有沒有很親近
[00:04:22.200 --> 00:04:25.860]  所以我們今天是要來到第三講
[00:04:25.860 --> 00:04:27.300]  第三講我們要講到
[00:04:27.300 --> 00:04:32.300]  神同在的祝福帶來的美好智慧
[00:04:32.300 --> 00:04:33.040]  好
[00:04:33.040 --> 00:04:35.340]  那麼聖經中是怎麼教導呢?
[00:04:35.340 --> 00:04:37.180]  我相信大家都很熟悉
[00:04:37.180 --> 00:04:38.980]  簡單地回顧一下
[00:04:38.980 --> 00:04:42.680]  敬畏耶和華是智慧的開端
[00:04:42.680 --> 00:04:45.480]  認識至聖者便是聰明
[00:04:45.480 --> 00:04:48.160]  希望這些我們已經很熟悉的經文
[00:04:48.160 --> 00:04:49.960]  能夠被讀出來的時候
[00:04:49.960 --> 00:04:52.520]  再次地提醒自己
[00:04:52.520 --> 00:04:55.260]  敬畏神才是智慧的開端
[00:04:55.260 --> 00:04:59.760]  這是聖經給我們的很重要的真理跟教導
[00:04:59.760 --> 00:05:01.440]  因為只有敬畏神的時候
[00:05:01.440 --> 00:05:05.880]  我們才知道怎麼樣去對抗那些誘惑
[00:05:05.880 --> 00:05:07.640]  我們才能夠避免
[00:05:07.640 --> 00:05:09.040]  那麼認識至聖者
[00:05:09.040 --> 00:05:11.480]  因為祂是神聖的
[00:05:11.480 --> 00:05:13.380]  我們才是聰明
[00:05:13.380 --> 00:05:14.420]  第二
[00:05:14.420 --> 00:05:16.020]  箴言也說了
[00:05:16.020 --> 00:05:18.020]  耶和華是人智慧
[00:05:18.020 --> 00:05:21.220]  智慧和聰明都是由祂的口而出的
[00:05:21.220 --> 00:05:23.520]  所以智慧的來源在哪裡?
[00:05:23.520 --> 00:05:27.160]  真智慧的來源就是上帝
[00:05:27.160 --> 00:05:28.920]  人為什麼會有智慧?
[00:05:28.920 --> 00:05:30.660]  人為什麼會有智慧?
[00:05:30.660 --> 00:05:33.460]  因為是上帝給我們的
[00:05:33.460 --> 00:05:36.760]  上帝造人的時候就給了人智慧
[00:05:36.760 --> 00:05:38.640]  當他吹一口氣
[00:05:38.640 --> 00:05:40.900]  使人成了有靈的活人
[00:05:40.900 --> 00:05:44.440]  我們就跟其他的生物不一樣了
[00:05:44.440 --> 00:05:46.220]  他們是直覺
[00:05:46.220 --> 00:05:49.340]  他們是要生存的直覺
[00:05:49.340 --> 00:05:51.780]  我們是不一樣的智慧
[00:05:51.780 --> 00:05:53.580]  是另外一個層次的智慧
[00:05:53.580 --> 00:05:56.160]  所以我們住的地方不再是山洞了
[00:05:56.160 --> 00:05:58.760]  我們住的地方已經有很大的變化了
[00:05:58.760 --> 00:06:01.720]  我們不能飛的也能夠製造飛機了
[00:06:01.720 --> 00:06:07.560]  所以人是從上帝得到很不一樣的層次的智慧
[00:06:07.560 --> 00:06:09.660]  而智慧的來源就是上帝
[00:06:09.660 --> 00:06:10.700]  第三
[00:06:10.700 --> 00:06:13.000]  在耶和華造化的起頭
[00:06:13.000 --> 00:06:16.480]  在太初創造萬物之前就有了我
[00:06:16.480 --> 00:06:19.380]  從耿骨、從太初會有世界以前
[00:06:19.380 --> 00:06:20.280]  我已悲厲
[00:06:20.280 --> 00:06:22.480]  這裡是講到聖靈
[00:06:22.480 --> 00:06:23.480]  智慧的靈
[00:06:23.480 --> 00:06:25.320]  聖靈與上帝同在
[00:06:25.320 --> 00:06:26.680]  也是上帝
