
[00:00:00.000 --> 00:00:04.000]  (何秀蘭)
[00:00:04.000 --> 00:00:06.000]  阿伯拉罕
[00:00:06.000 --> 00:00:10.500]  巴薩基文說他在轉變的過程中
[00:00:10.500 --> 00:00:16.500]  阿伯拉罕讓我們知道他是一個信心之父
[00:00:16.500 --> 00:00:20.500]  但這個信心之父在他的人生中
[00:00:20.500 --> 00:00:23.000]  也會有軟弱的時間
[00:00:23.000 --> 00:00:25.500]  正如你和我一樣
[00:00:25.500 --> 00:00:28.000]  信了主的時候
[00:00:28.000 --> 00:00:32.000]  也會有限制和軟弱
[00:00:32.000 --> 00:00:38.000]  這個信心要經過操練才能回來
[00:00:38.000 --> 00:00:46.000]  當然有時候我們要面對很多艱難和困難的時候
[00:00:46.000 --> 00:00:51.000]  信心就是一步一步操練和建立
[00:00:51.000 --> 00:00:53.000]  最重要的是什麼呢?
[00:00:53.000 --> 00:01:00.000]  最重要的是我們要看到信心建基於神的長進
[00:01:00.000 --> 00:01:05.000]  今天我們要講信心之父的軟弱
[00:01:05.000 --> 00:01:10.000]  在這一天的講道裡
[00:01:10.000 --> 00:01:13.000]  總共有兩大段經文
[00:01:13.000 --> 00:01:15.000]  兩大段經文裡
[00:01:15.000 --> 00:01:19.000]  分別有講述他的一些故事
[00:01:19.000 --> 00:01:22.000]  我現在眼望下去的時候
[00:01:22.000 --> 00:01:25.000]  這兩大段經文對於你們來說
[00:01:25.000 --> 00:01:30.000]  應該不太陌生
[00:01:30.000 --> 00:01:34.000]  不過可能第一段你們會比較陌生
[00:01:34.000 --> 00:01:36.000]  阿伯拉罕聽到神的話
[00:01:36.000 --> 00:01:40.000]  他就要離開他自己的本族
[00:01:40.000 --> 00:01:43.000]  離開吾爾去到另外一個地方
[00:01:43.000 --> 00:01:45.000]  神叫他這樣去
[00:01:45.000 --> 00:01:49.000]  當他第一次踏足埃及的時候
[00:01:49.000 --> 00:01:52.000]  他開始很恐慌
[00:01:52.000 --> 00:01:57.000]  記不記得他做了什麼事?
[00:01:57.000 --> 00:02:01.000]  第一次發生他信心的軟弱的時候
[00:02:01.000 --> 00:02:07.000]  那時候他正值75歲的時候
[00:02:07.000 --> 00:02:12.000]  他帶著他太太離開他的本族、本家
[00:02:12.000 --> 00:02:14.000]  去到埃及的時候
[00:02:14.000 --> 00:02:17.000]  他因為自己的太太很漂亮
[00:02:17.000 --> 00:02:20.000]  他又怕埃及人會殺死自己
[00:02:20.000 --> 00:02:26.000]  於是他就跟法老和埃及人說
[00:02:26.000 --> 00:02:30.000]  自己的太太是他妹妹
[00:02:30.000 --> 00:02:36.000]  於是法老看到他妹妹真的很漂亮
[00:02:36.000 --> 00:02:42.000]  於是他就想作為自己的妃嬪
[00:02:42.000 --> 00:02:45.000]  但是神就跟法老說
[00:02:45.000 --> 00:02:47.000]  他不可以這樣做
[00:02:47.000 --> 00:02:52.000]  因為這個女子是這個人的妻子
[00:02:52.000 --> 00:02:57.000]  於是法老就很生氣地罵阿伯拉罕
[00:02:57.000 --> 00:02:59.000]  問他為什麼要這樣做
[00:02:59.000 --> 00:03:05.000]  於是他就把他的太太還給阿伯拉罕
[00:03:05.000 --> 00:03:10.000]  同一件事繼續發生在25年之後
[00:03:10.000 --> 00:03:13.000]  將近阿伯拉罕100歲的時候
[00:03:13.000 --> 00:03:18.000]  他再次同樣發生同一件事
[00:03:18.000 --> 00:03:20.000]  重複地犯錯
[00:03:20.000 --> 00:03:22.000]  神很特別的
[00:03:22.000 --> 00:03:24.000]  神要我們學那件事
[00:03:24.000 --> 00:03:29.000]  他必須要讓我們學到為止
[00:03:29.000 --> 00:03:32.000]  今次我們這段經文就是說
[00:03:32.000 --> 00:03:38.000]  他第二次犯同樣錯誤的時候是怎樣呢?
[00:03:38.000 --> 00:03:41.000]  阿伯拉罕因為他要
[00:03:41.000 --> 00:03:43.000]  我們說他是信心之父
[00:03:43.000 --> 00:03:49.000]  這個信心就是要由他的環境裏一步一步操練出來
[00:03:49.000 --> 00:03:53.000]  因著他的本族的時候有饑荒
[00:03:53.000 --> 00:03:55.000]  他要離開自己的地方
[00:03:55.000 --> 00:03:59.000]  去到不同不同的點去
[00:03:59.000 --> 00:04:01.000]  去到哪裏他其實不知道
[00:04:01.000 --> 00:04:05.000]  因為神沒有告訴他終極的目的地在哪裏
[00:04:05.000 --> 00:04:08.000]  他去到一個外邦的地方
[00:04:08.000 --> 00:04:13.000]  今天我們會看這段經文
[00:04:13.000 --> 00:04:18.000]  在第20章1到2節這樣說
[00:04:18.000 --> 00:04:21.000]  阿伯拉罕從那裏向南地遷去
[00:04:21.000 --> 00:04:29.000]  寄居在迦底斯和舒爾中間的基拉爾
[00:04:29.000 --> 00:04:33.000]  阿伯拉罕稱他的妻子拉薩為妹子
[00:04:33.000 --> 00:04:36.000]  基拉爾王阿比米勒
[00:04:36.000 --> 00:04:40.000]  差人把拉薩拉取去了
[00:04:40.000 --> 00:04:43.000]  同樣的事件再次發生
[00:04:43.000 --> 00:04:51.000]  他說他又把太太當成妹妹
[00:04:51.000 --> 00:04:57.000]  他的太太是他自己最重要的人
[00:04:57.000 --> 00:05:09.000]  但他仍然能夠因著自己不想被人陷害
[00:05:09.000 --> 00:05:10.000]  或者去殺死
[00:05:10.000 --> 00:05:12.000]  因著他的懼怕
[00:05:12.000 --> 00:05:14.000]  因著阿伯拉罕自己的懼怕
[00:05:14.000 --> 00:05:18.000]  他再一次去說謊
[00:05:18.000 --> 00:05:22.000]  他說謊就是告訴別人這是妹妹
[00:05:22.000 --> 00:05:27.000]  於是妹妹和他沒有什麼關係
[00:05:27.000 --> 00:05:32.000]  又被這個皇帝捉了去
[00:05:32.000 --> 00:05:37.000]  我相信你們都試過說謊
[00:05:37.000 --> 00:05:40.000]  有沒有人沒有說過謊的舉手
[00:05:40.000 --> 00:05:43.000]  沒有人說過謊
[00:05:43.000 --> 00:05:47.000]  我猜說謊都是源於恐懼
[00:05:47.000 --> 00:05:55.000]  可能小時候家人打電話問你做完功課了沒有
