
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹午安
[00:00:02.000 --> 00:00:07.000]  很感謝施班為我們唱出一首這麼安慰的詩歌
[00:00:07.000 --> 00:00:12.000]  能夠成為主的小羊或老羊也好
[00:00:12.000 --> 00:00:14.000]  都是一個很大的福分
[00:00:14.000 --> 00:00:18.000]  今天我們會繼續看帖撒羅尼加後書
[00:00:18.000 --> 00:00:21.000]  二章十三到十七節
[00:00:21.000 --> 00:00:23.000]  一個很少的段落
[00:00:23.000 --> 00:00:25.000]  只有五節的經文
[00:00:25.000 --> 00:00:27.000]  在預備的過程中
[00:00:27.000 --> 00:00:30.000]  做了很多整理和反省
[00:00:30.000 --> 00:00:35.000]  在想教會應該怎樣運作
[00:00:35.000 --> 00:00:40.000]  信徒的生命是怎樣建立才是最有效
[00:00:40.000 --> 00:00:44.000]  最符合聖經的指引
[00:00:44.000 --> 00:00:50.000]  基督教最重要的核心價值是甚麼呢
[00:00:50.000 --> 00:00:54.000]  所以希望透過一會的講解
[00:00:54.000 --> 00:00:59.000]  能夠幫助大家在心田內
[00:00:59.000 --> 00:01:02.000]  能夠植入神自己的說話
[00:01:02.000 --> 00:01:05.000]  大家可以得到方向和激勵
[00:01:05.000 --> 00:01:08.000]  我們先一齊同心做個祈禱
[00:01:08.000 --> 00:01:12.000]  親愛的天父
[00:01:12.000 --> 00:01:16.000]  我們傳著很感恩的心來到你的面前
[00:01:16.000 --> 00:01:18.000]  因為你的話語一解開
[00:01:18.000 --> 00:01:20.000]  就透發亮剛
[00:01:20.000 --> 00:01:25.000]  並且能夠成為我們腳前的燈和生命的指引
[00:01:25.000 --> 00:01:28.000]  願意主你與我們同在
[00:01:28.000 --> 00:01:30.000]  叫我們今天對你的敬拜
[00:01:30.000 --> 00:01:34.000]  能夠得到你的歡喜和悅拿
[00:01:34.000 --> 00:01:35.000]  同心祈禱
[00:01:35.000 --> 00:01:36.000]  奉主名求
[00:01:36.000 --> 00:01:37.000]  阿門
[00:01:37.000 --> 00:01:44.000]  不知道你有沒有前一次來崇拜
[00:01:44.000 --> 00:01:51.000]  當時是在說鐵撒羅尼加後書二章一到十二節的內容
[00:01:51.000 --> 00:01:54.000]  為了方便大家理解下文
[00:01:54.000 --> 00:01:59.000]  所以我會做一個上文的重溫
[00:01:59.000 --> 00:02:05.000]  原來在鐵撒羅尼加二章一到十二節
[00:02:05.000 --> 00:02:08.000]  保羅用了一些篇幅
[00:02:08.000 --> 00:02:12.000]  來回答當時教會遇到的一些問題
[00:02:12.000 --> 00:02:14.000]  保羅不在其中
[00:02:14.000 --> 00:02:18.000]  但知道他們有這樣的問題的時候
[00:02:18.000 --> 00:02:23.000]  他就做了一些解答和安慰
[00:02:23.000 --> 00:02:26.000]  原來當時教會竟然有傳聞
[00:02:26.000 --> 00:02:31.000]  又或者說到好像是真的一樣
[00:02:31.000 --> 00:02:34.000]  主耶穌已經再次降臨
[00:02:34.000 --> 00:02:39.000]  所以弄得大家真的有點混亂
[00:02:39.000 --> 00:02:44.000]  保羅就在二章一到十二節提出三個提醒
[00:02:44.000 --> 00:02:48.000]  叫他們不要聽到什麼或見到什麼
[00:02:48.000 --> 00:02:50.000]  心就馬上亂了
[00:02:50.000 --> 00:02:52.000]  不要驚慌
[00:02:52.000 --> 00:02:54.000]  因為驚慌力量就微小
[00:02:54.000 --> 00:02:56.000]  連分辨能力都沒有
[00:02:56.000 --> 00:02:59.000]  而且不要被騙
[00:02:59.000 --> 00:03:00.000]  除非那些是真確
[00:03:00.000 --> 00:03:02.000]  你一定要求證了
[00:03:02.000 --> 00:03:04.000]  然後你才可以去相信
[00:03:04.000 --> 00:03:07.000]  然後他就說出主再回來
[00:03:07.000 --> 00:03:10.000]  其實有兩個徵兆我們應該要知道
[00:03:10.000 --> 00:03:16.000]  就是那些不法叛教的事非常多
[00:03:16.000 --> 00:03:19.000]  還有不法之人
[00:03:19.000 --> 00:03:23.000]  就是一個敵黨上帝的人出現
[00:03:23.000 --> 00:03:25.000]  這個人有一些特色
[00:03:25.000 --> 00:03:27.000]  就是他會高抬自己
[00:03:27.000 --> 00:03:29.000]  和自稱為神
[00:03:29.000 --> 00:03:31.000]  當自己是上帝一樣
[00:03:31.000 --> 00:03:34.000]  而且因為他有撒旦的權能
[00:03:34.000 --> 00:03:37.000]  所以他能夠行義能
[00:03:37.000 --> 00:03:40.000]  有一些歧視和有大能力
[00:03:40.000 --> 00:03:42.000]  但是他是一個詭詐的
[00:03:42.000 --> 00:03:47.000]  他所行所安排的事都是門市詭詐
[00:03:47.000 --> 00:03:51.000]  今天看的經文是十三到十七節
[00:03:51.000 --> 00:03:54.000]  其實五節的經文很簡單
[00:03:54.000 --> 00:03:57.000]  一開始十三到十四節
[00:03:57.000 --> 00:04:02.000]  保羅就在這裡為貼撒羅尼加的信徒
[00:04:02.000 --> 00:04:05.000]  感恩和給他們一些保證
[00:04:05.000 --> 00:04:10.000]  然後十五節就說出整個段落的重點
[00:04:10.000 --> 00:04:15.000]  是需要信徒們站穩和堅守
[00:04:15.000 --> 00:04:21.000]  特別是面對長遠主耶穌再回來的時勢
[00:04:21.000 --> 00:04:24.000]  還有十六、十七節
[00:04:24.000 --> 00:04:28.000]  就是保羅為他們有一個禱告和祝福
[00:04:28.000 --> 00:04:31.000]  我們先看看十三、十四節的經文
[00:04:31.000 --> 00:04:36.000]  看看保羅為貼撒羅尼加的弟妹
[00:04:36.000 --> 00:04:41.000]  究竟有什麼感恩和給他們有什麼保證
[00:04:41.000 --> 00:04:42.000]  我們一起讀吧
[00:04:42.000 --> 00:04:43.000]  一二三
[00:04:44.000 --> 00:04:46.000]  主所愛的弟兄們啊
[00:04:46.000 --> 00:04:50.000]  我們本該常為你們感謝神
[00:04:50.000 --> 00:04:54.000]  因為祂揀選你們為初熟的果子
[00:04:54.000 --> 00:04:56.000]  使你們因信真道
[00:04:56.000 --> 00:04:59.000]  由蒙聖靈感化成聖
[00:04:59.000 --> 00:05:01.000]  得到拯救
[00:05:01.000 --> 00:05:06.000]  為此神藉著我們所傳的福音呼召你們
[00:05:06.000 --> 00:05:10.000]  好得著我們主耶穌基督的榮光
[00:05:10.000 --> 00:05:19.000]  兩節的經文將保羅對貼撒羅尼加弟兄姊妹的看重
[00:05:19.000 --> 00:05:22.000]  和為他們的感謝說出來
[00:05:22.000 --> 00:05:26.000]  如果大家看回這個表的時候
[00:05:26.000 --> 00:05:30.000]  你會看到原來上文的十一和十二節
[00:05:30.000 --> 00:05:35.000]  其實是說不法之人帶領一群沉淪的人
[00:05:35.000 --> 00:05:37.000]  他們有一個特色
[00:05:37.000 --> 00:05:42.000]  就是信從虛荒、飄渺、不真實的東西
[00:05:42.000 --> 00:05:45.000]  愛不義、不愛真理
[00:05:45.000 --> 00:05:48.000]  他們的結局其實是刀臂定罪的
[00:05:48.000 --> 00:05:50.000]  沒有好結果
[00:05:50.000 --> 00:05:53.000]  但是在十三節一開始
[00:05:53.000 --> 00:05:55.000]  保羅就感謝了
[00:05:55.000 --> 00:05:57.000]  大家有一個很大的對比
[00:05:57.000 --> 00:06:02.000]  原來這兩類人有一個很大的分別
[00:06:02.000 --> 00:06:05.000]  貼撒羅尼加的信徒
[00:06:05.000 --> 00:06:07.000]  保羅在經文裡說
[00:06:07.000 --> 00:06:09.000]  他們是為主所愛
[00:06:09.000 --> 00:06:11.000]  是被神揀選
[00:06:11.000 --> 00:06:15.000]  以致他們能夠聽福音聽得明白
[00:06:15.000 --> 00:06:17.000]  肯信真道
[00:06:17.000 --> 00:06:22.000]  而且又見證到聖靈真的在他們生命裡做奇妙的工作
[00:06:22.000 --> 00:06:25.000]  以致他們生命經歷改變
[00:06:25.000 --> 00:06:30.000]  他們跟隨主的結局會得拯救
[00:06:30.000 --> 00:06:33.000]  並且能夠分享主的榮光
[00:06:33.000 --> 00:06:38.000]  說完這些之後
[00:06:38.000 --> 00:06:40.000]  更不同的時候
[00:06:40.000 --> 00:06:44.000]  保羅就提醒貼撒羅尼加的信徒
[00:06:44.000 --> 00:06:49.000]  要學會站穩和堅守
[00:06:49.000 --> 00:06:51.000]  我們讀一下經文
[00:06:51.000 --> 00:06:52.000]  一二三
[00:06:52.000 --> 00:06:54.000]  所以弟兄們
[00:06:54.000 --> 00:06:56.000]  你們要站立得穩
[00:06:56.000 --> 00:06:59.000]  凡所領受的教導
[00:06:59.000 --> 00:07:01.000]  無論是我們口傳的
[00:07:01.000 --> 00:07:03.000]  是信上寫的
[00:07:03.000 --> 00:07:05.000]  都要堅守
[00:07:05.000 --> 00:07:07.000]  這裡說到
[00:07:07.000 --> 00:07:11.000]  因著他們之前的混亂
