
[00:00:00.000 --> 00:00:05.000]  各位大兄姊妹早晨
[00:00:05.000 --> 00:00:09.400]  今日跟大家分享的題目是言語的威力
[00:00:09.400 --> 00:00:12.400]  在現代的言語溝通學裏面
[00:00:12.400 --> 00:00:16.400]  有一個叫做55、38、7的學說
[00:00:16.400 --> 00:00:22.000]  這個定律指出人與人之間的溝通要有好的效果
[00:00:22.000 --> 00:00:24.600]  但是內容是不足夠的
[00:00:24.600 --> 00:00:27.200]  要傳遞講得清楚
[00:00:27.200 --> 00:00:29.400]  又要接收聽得完整
[00:00:29.400 --> 00:00:31.600]  還需要靠另外兩樣東西
[00:00:31.600 --> 00:00:35.000]  第一就是靠身體語言或表情
[00:00:35.000 --> 00:00:37.600]  這個佔55%
[00:00:37.600 --> 00:00:41.200]  所以我現在戴了口罩會打了折扣
[00:00:41.200 --> 00:00:45.200]  第二就是要靠聲調及語氣
[00:00:45.200 --> 00:00:47.200]  佔38%
[00:00:47.200 --> 00:00:50.000]  兩樣加起來已經是93%
[00:00:50.000 --> 00:00:53.000]  單是靠說話內容本身
[00:00:53.000 --> 00:00:56.400]  達到的效果只是7%
[00:00:56.400 --> 00:00:58.400]  有人就這樣認為
[00:00:58.400 --> 00:01:00.800]  就算只有7%
[00:01:00.800 --> 00:01:04.000]  都要做好言語內容的功夫
[00:01:04.000 --> 00:01:07.400]  正所謂有Point就有Power
[00:01:07.400 --> 00:01:10.000]  有內涵才有威力
[00:01:10.000 --> 00:01:13.800]  言語不是說一些東西
[00:01:13.800 --> 00:01:16.400]  而是我有話要說
[00:01:16.400 --> 00:01:20.200]  並且溝通是期望有回應的
[00:01:20.200 --> 00:01:25.400]  今天我們會讀傳道書五章一至七節
[00:01:25.400 --> 00:01:29.400]  內容有不少與言語有關的字
[00:01:29.400 --> 00:01:33.400]  例如是開口、發言、許願
[00:01:33.400 --> 00:01:36.200]  傳道者看透世情
[00:01:36.200 --> 00:01:38.000]  在凡事虛空下
[00:01:38.000 --> 00:01:41.600]  他不認為言語是虛空的
[00:01:41.600 --> 00:01:44.000]  所以這本書一開始的時候
[00:01:44.000 --> 00:01:48.000]  他寫的是傳道者的言語
[00:01:48.000 --> 00:01:51.200]  傳道者重視言語
[00:01:51.200 --> 00:01:53.200]  他沒有靜默
[00:01:53.200 --> 00:01:56.000]  他選擇透過言語
[00:01:56.000 --> 00:01:57.600]  將他體會到的
[00:01:57.600 --> 00:02:01.000]  與人分享與溝通
[00:02:01.000 --> 00:02:04.800]  傳道者在五章一至七節的溝通學
[00:02:04.800 --> 00:02:08.600]  他集中講人與神的溝通
[00:02:08.600 --> 00:02:10.400]  大家即時想到
[00:02:10.400 --> 00:02:15.200]  這樣是否說如何向神祈禱
[00:02:15.200 --> 00:02:18.400]  我人生最初的祈禱
[00:02:18.400 --> 00:02:21.600]  除了上學唸主禱文之外
[00:02:21.600 --> 00:02:26.200]  小學時期很興奮期待參加學校的旅行
[00:02:26.200 --> 00:02:27.800]  因為當時沒有什麼活動
[00:02:27.800 --> 00:02:29.800]  沒有什麼街道可以去
[00:02:29.800 --> 00:02:33.200]  但旅行前下大雨
[00:02:33.200 --> 00:02:34.600]  我便祈禱
[00:02:34.600 --> 00:02:36.400]  神啊求你停雨
[00:02:36.400 --> 00:02:38.600]  讓我可以去旅行
[00:02:38.600 --> 00:02:41.600]  與同學一起玩
[00:02:41.600 --> 00:02:46.000]  我也試過讀書時做電腦的項目
[00:02:46.000 --> 00:02:48.400]  臨近要交功課
[00:02:48.400 --> 00:02:50.200]  但又未完成
[00:02:50.200 --> 00:02:51.600]  於是便祈禱
[00:02:51.600 --> 00:02:53.000]  神啊求你幫我
[00:02:53.000 --> 00:02:55.600]  如果交不到功課不合格
[00:02:55.600 --> 00:02:56.600]  便不能升班
[00:02:56.600 --> 00:02:58.600]  不能畢業
[00:02:58.600 --> 00:03:01.200]  那次竟然有神蹟發生
[00:03:01.200 --> 00:03:03.200]  電腦中心停電
[00:03:03.200 --> 00:03:05.600]  老師望開一面
[00:03:05.600 --> 00:03:09.000]  「好,再給你兩天的時間」
[00:03:09.000 --> 00:03:11.400]  人與神的溝通
[00:03:11.400 --> 00:03:15.000]  是否只是人做不到的事
[00:03:15.000 --> 00:03:18.200]  便祈禱求神幫忙
[00:03:18.200 --> 00:03:20.600]  五章一至七節的內容
[00:03:20.600 --> 00:03:24.400]  傳道者並不只是說祈禱
[00:03:24.400 --> 00:03:26.800]  他還提醒人向神獻祭
[00:03:26.800 --> 00:03:28.800]  對神許願
[00:03:28.800 --> 00:03:30.600]  有什麼要留意的地方
[00:03:30.600 --> 00:03:34.400]  我們先讀一次這段經文
[00:03:34.400 --> 00:03:36.000]  五章一節
[00:03:36.000 --> 00:03:39.600]  「你到神的殿要謹慎腳步」
[00:03:39.600 --> 00:03:44.000]  「因為近前聽聖過如每人獻祭」
[00:03:44.000 --> 00:03:47.600]  「他們本不知道所作的是惡」
[00:03:47.600 --> 00:03:51.000]  「你在神面前不可無失開口」
[00:03:51.000 --> 00:03:53.200]  「也不可心急發言」
[00:03:53.200 --> 00:03:56.400]  「因為神在天上,你在地下」
[00:03:56.400 --> 00:04:00.000]  「所以你的言語要寡小」
[00:04:00.000 --> 00:04:02.800]  「事務多,就令人做夢」
[00:04:02.800 --> 00:04:06.400]  「言語多,就顯出愚昧」
[00:04:06.400 --> 00:04:10.200]  「你向神許願,償還不可遲延」
[00:04:10.200 --> 00:04:12.800]  「因他不起悅愚昧人」
[00:04:12.800 --> 00:04:16.200]  「所以你許的願應當償還」
[00:04:16.200 --> 00:04:19.200]  「你許願不還,不如不許」
[00:04:19.200 --> 00:04:22.400]  「不可任你的口使肉體犯罪」
[00:04:22.400 --> 00:04:26.400]  「也不可在祭司面前說是錯許了」
[00:04:26.400 --> 00:04:30.000]  「多夢和多言,其中多有虛幻」
[00:04:30.000 --> 00:04:32.400]  「你只要敬畏神」
[00:04:32.400 --> 00:04:33.600]  根據傳道書
[00:04:33.600 --> 00:04:36.200]  向神溝通要留意的有三方面
[00:04:36.200 --> 00:04:37.400]  包括第一
[00:04:37.400 --> 00:04:39.800]  言語要寡小
[00:04:39.800 --> 00:04:40.800]  第二
[00:04:40.800 --> 00:04:43.400]  聽,重於獻祭
[00:04:43.400 --> 00:04:44.400]  第三
[00:04:44.400 --> 00:04:46.400]  許願要還願
[00:04:46.400 --> 00:04:51.000]  中國人有一句詞語叫做「品神」
[00:04:51.000 --> 00:04:54.600]  當我們信了耶穌的時候
[00:04:54.600 --> 00:04:55.800]  向上帝祈禱
[00:04:55.800 --> 00:04:58.800]  我們仍然可能帶著品神的想法
[00:04:58.800 --> 00:05:01.800]  和態度、做法
[00:05:01.800 --> 00:05:04.200]  意思就是心中有什麼
[00:05:04.200 --> 00:05:07.200]  「即管向神講,祈求神公認」
[00:05:07.200 --> 00:05:09.600]  「寧願講多,不要講漏」
[00:05:09.600 --> 00:05:11.200]  「不講,神就不知道」
[00:05:11.200 --> 00:05:12.800]  「講少了,就吃虧了」
[00:05:12.800 --> 00:05:16.800]  回想我們接觸剛剛信主的弟兄姊妹
[00:05:16.800 --> 00:05:20.400]  他們說「我不懂得怎樣祈禱」的時候
[00:05:20.400 --> 00:05:21.800]  我們的回答
[00:05:21.800 --> 00:05:25.200]  可能都存在了品神的觀念
[00:05:25.200 --> 00:05:27.000]  你有什麼需要
[00:05:27.000 --> 00:05:28.000]  有什麼感受
[00:05:28.000 --> 00:05:30.000]  都可以向神說
[00:05:30.000 --> 00:05:35.400]  「剛才你跟我說有什麼分享的困難」
[00:05:35.400 --> 00:05:37.600]  「你照樣向神說就可以了」
[00:05:37.600 --> 00:05:39.800]  「向祂祈禱就可以了」
[00:05:39.800 --> 00:05:43.200]  傳道者體會到
[00:05:43.200 --> 00:05:46.200]  人的言語不是多
[00:05:46.200 --> 00:05:50.200]  而是你要清楚你跟誰溝通
[00:05:50.200 --> 00:05:54.000]  他說「神在天上,你在地下」
[00:05:54.000 --> 00:05:56.800]  他就是要教訓我們一個觀念
[00:05:56.800 --> 00:06:00.600]  神是創造主,人是受造物
[00:06:00.600 --> 00:06:03.000]  這個事實告訴我們
[00:06:03.000 --> 00:06:05.400]  人真的非常軟弱
[00:06:05.400 --> 00:06:07.000]  還有很多限制
[00:06:07.000 --> 00:06:09.800]  但神就超越一切
[00:06:09.800 --> 00:06:11.800]  全知全能
[00:06:11.800 --> 00:06:13.800]  向上帝祈禱
[00:06:13.800 --> 00:06:16.800]  言語要寡少
[00:06:16.800 --> 00:06:19.400]  傳道者是想讓我們知道
[00:06:19.400 --> 00:06:21.000]  按世人的想法
[00:06:21.000 --> 00:06:24.800]  我們以為很清楚自己需要什麼
[00:06:24.800 --> 00:06:28.000]  又或者我們要爭取
[00:06:28.000 --> 00:06:30.600]  要勞碌,要多說一點
[00:06:30.600 --> 00:06:35.800]  讓我們向神祈禱的可以得到
[00:06:35.800 --> 00:06:37.400]  祂糾正我們
[00:06:37.400 --> 00:06:40.800]  我們要用神的想法去溝通
[00:06:40.800 --> 00:06:45.200]  就好像耶穌在《馬太福音》六章七至八節
[00:06:45.200 --> 00:06:47.800]  耶穌教導他的門徒
[00:06:47.800 --> 00:06:51.200]  你們的禱告不要像外邦人
[00:06:51.200 --> 00:06:53.200]  他們不認識上帝
[00:06:53.200 --> 00:06:55.200]  他們用很多重複的話
[00:06:55.200 --> 00:06:58.800]  他們以為多說了神就會垂聽
[00:06:58.800 --> 00:07:01.000]  你們不要學他們
[00:07:01.000 --> 00:07:03.400]  其實你們未祈求之先
[00:07:03.400 --> 00:07:08.000]  你們需要的,你們的父祖已經知道了
[00:07:08.000 --> 00:07:11.600]  人祈禱,言語寡少
[00:07:11.600 --> 00:07:13.600]  不要衝口而出
[00:07:13.600 --> 00:07:16.800]  心急地將自己想的東西
[00:07:16.800 --> 00:07:19.400]  全部傳給上帝
[00:07:19.400 --> 00:07:23.200]  人往往就是將自己的想法向神說
[00:07:23.200 --> 00:07:25.000]  以為就是祈禱
[00:07:25.000 --> 00:07:28.200]  甚至我們還會有限制
[00:07:28.200 --> 00:07:30.800]  我們做一些奉獻
[00:07:30.800 --> 00:07:33.200]  去贖罪,求平安
