
[00:00:00.000 --> 00:00:02.000]  各位兄弟姐妹晚安
[00:00:02.000 --> 00:00:05.000]  今天要講的題目Tim已經講得很清楚了
[00:00:05.000 --> 00:00:10.000]  我們如何在末世中生活
[00:00:10.000 --> 00:00:12.000]  彼得前書四章一到十一節
[00:00:12.000 --> 00:00:16.000]  第一個問題很自然就是要問什麼是末世
[00:00:16.000 --> 00:00:17.000]  末世是什麼
[00:00:17.000 --> 00:00:22.000]  彼得前書四章七節有一個很簡單的答案
[00:00:22.000 --> 00:00:26.000]  四章七節說到萬物的結局近了
[00:00:26.000 --> 00:00:29.000]  萬物即是一切的受造物
[00:00:29.000 --> 00:00:37.000]  包括了各樣的生物、花草、樹木、人類、國家、社會、文化、科技、工作、婚姻、家庭、你和我
[00:00:37.000 --> 00:00:40.000]  通通都有結束的一天
[00:00:40.000 --> 00:00:44.000]  無論你接受的是文明進步主義
[00:00:44.000 --> 00:00:46.000]  相信明天會更好
[00:00:46.000 --> 00:00:50.000]  抑或採取一種徹底悲觀無主義
[00:00:50.000 --> 00:00:54.000]  虛無主義的心態認定這個世界上是沒有價值、沒有意義的
[00:00:54.000 --> 00:00:57.000]  無論你採取什麼觀點都好
[00:00:57.000 --> 00:00:59.000]  但始終都有結束的一天
[00:00:59.000 --> 00:01:02.000]  不會永遠發展進步
[00:01:02.000 --> 00:01:06.000]  也不會永遠敗壞混亂下去
[00:01:06.000 --> 00:01:11.000]  萬物都有一個結局並且越來越近
[00:01:11.000 --> 00:01:15.000]  這是一個怎樣的結局呢
[00:01:15.000 --> 00:01:21.000]  聖經告訴我們萬物的結局不是偶然、不是意外地出現的
[00:01:21.000 --> 00:01:27.000]  是上帝在創造萬物的一早已經決定了
[00:01:27.000 --> 00:01:33.000]  這個結局本來歷世歷代隱藏在上帝的旨意裏面
[00:01:33.000 --> 00:01:39.000]  現在通過耶穌基督的福音向我們向世人啟示出來
[00:01:39.000 --> 00:01:44.000]  結局一早已經決定了
[00:01:44.000 --> 00:01:49.000]  結局這個字Telos這個字的原文可以指到終結
[00:01:49.000 --> 00:01:52.000]  事物的終結、事物的結束
[00:01:52.000 --> 00:01:57.000]  也可以指到我們上帝創造這個世界的目的
[00:01:57.000 --> 00:02:01.000]  祂的企圖得到圓滿的實現
[00:02:01.000 --> 00:02:06.000]  結局是有目的達到實現的意思
[00:02:06.000 --> 00:02:09.000]  這個世界總有一天會結束的
[00:02:09.000 --> 00:02:14.000]  到了結束的時候萬物被創造出來的目的
[00:02:14.000 --> 00:02:19.000]  那個意圖會得到圓滿的實現
[00:02:19.000 --> 00:02:23.000]  這個世界不是萬無目的地發展下去的
[00:02:23.000 --> 00:02:30.000]  這個世界也不是由人類各樣的科技計劃去決定操控的
[00:02:30.000 --> 00:02:40.000]  這個世界萬物都是向著上帝所設立的目標的結局前進
[00:02:40.000 --> 00:02:44.000]  上帝創造天地萬物出來有什麼目的
[00:02:44.000 --> 00:02:47.000]  有什麼意圖要去達成呢?
[00:02:47.000 --> 00:02:50.000]  在前書沒有說得很清楚
[00:02:50.000 --> 00:02:53.000]  我們要借助其他的經文幫我們思想
[00:02:53.000 --> 00:02:56.000]  萬物有一個什麼結局?
[00:02:56.000 --> 00:03:01.000]  保羅在《已乏所書》一章十節有一個很簡單的總結
[00:03:01.000 --> 00:03:05.000]  《已乏所書》一章十節說到上帝要照所安排的
[00:03:05.000 --> 00:03:09.000]  在時機成熟的時候洗天上地上一切所有的
[00:03:09.000 --> 00:03:12.000]  都在基督裡面同歸於一
[00:03:12.000 --> 00:03:16.000]  同歸於一就是上帝所設定的結局
[00:03:16.000 --> 00:03:19.000]  什麼是同歸於一?
[00:03:19.000 --> 00:03:23.000]  哥羅西書一章二十節說得再清楚一點
[00:03:23.000 --> 00:03:25.000]  哥羅西書一章二十節說到
[00:03:25.000 --> 00:03:30.000]  藉著耶穌基督上帝洗萬有與自己和好
[00:03:30.000 --> 00:03:32.000]  無論是地上的天上的
[00:03:32.000 --> 00:03:38.000]  都藉著他在十字架上流出的血促成了和平
[00:03:38.000 --> 00:03:40.000]  弟兄姊妹到了世界結束的時候
[00:03:40.000 --> 00:03:43.000]  世界的終結不是混亂
[00:03:43.000 --> 00:03:44.000]  不是毀滅
[00:03:44.000 --> 00:03:45.000]  不是虛無
[00:03:45.000 --> 00:03:47.000]  不是傳言的黑暗
[00:03:47.000 --> 00:03:50.000]  世界的結局是所有的東西
[00:03:50.000 --> 00:03:54.000]  萬有都藉著耶穌基督和上帝和好
[00:03:54.000 --> 00:03:56.000]  達到合一
[00:03:56.000 --> 00:03:58.000]  達到和平
[00:03:58.000 --> 00:04:01.000]  和好和平就是同歸於一
[00:04:01.000 --> 00:04:03.000]  是上帝為這個世界
[00:04:03.000 --> 00:04:05.000]  為我們做了這麼多的事
[00:04:05.000 --> 00:04:07.000]  的一個總結
[00:04:07.000 --> 00:04:09.000]  一個目標
[00:04:09.000 --> 00:04:11.000]  前書四章七節告訴我們
[00:04:11.000 --> 00:04:13.000]  這個目標
[00:04:13.000 --> 00:04:15.000]  這個總結就來到了
[00:04:15.000 --> 00:04:17.000]  近了
[00:04:17.000 --> 00:04:21.000]  萬物的結局近了
[00:04:21.000 --> 00:04:25.000]  弟兄姊妹近了的意思不是一件未發生的事
[00:04:25.000 --> 00:04:27.000]  我們在等候它發生
[00:04:27.000 --> 00:04:29.000]  在聖經裡不是這樣的意思
[00:04:29.000 --> 00:04:33.000]  不是說再做幾年之後就到六十了
[00:04:33.000 --> 00:04:36.000]  就從林敏基坐船進長洲
[00:04:36.000 --> 00:04:38.000]  不是這樣的意思
[00:04:38.000 --> 00:04:43.000]  近了在聖經裡不是一件未發生的事
[00:04:43.000 --> 00:04:45.000]  我們在等候它發生
[00:04:45.000 --> 00:04:48.000]  耶穌基督出來傳道的時候說什麼?
[00:04:48.000 --> 00:04:51.000]  他說上帝的國近了
[00:04:51.000 --> 00:04:54.000]  這句話不是說上帝的國度
[00:04:54.000 --> 00:04:59.000]  要在將來終結的時候才得到實現
[00:04:59.000 --> 00:05:01.000]  耶穌基督告訴我們
[00:05:01.000 --> 00:05:03.000]  上帝的國度透過祂的福音
[00:05:03.000 --> 00:05:07.000]  今天已經在人間展現出來
[00:05:07.000 --> 00:05:09.000]  耶穌基督和法利塞人說
[00:05:09.000 --> 00:05:11.000]  我靠著上帝的靈講鬼
[00:05:11.000 --> 00:05:17.000]  那麼上帝的國就已經臨到你們了
[00:05:17.000 --> 00:05:19.000]  上帝國度的降臨
[00:05:19.000 --> 00:05:21.000]  是一個在將來在終結
[00:05:21.000 --> 00:05:24.000]  要完全實現的一個應許
[00:05:24.000 --> 00:05:26.000]  但是透過耶穌基督的福音
[00:05:26.000 --> 00:05:28.000]  透過聖靈的大能
[00:05:28.000 --> 00:05:33.000]  上帝的國度已經在我們中間展開了
[00:05:33.000 --> 00:05:35.000]  上帝的國度近了
[00:05:35.000 --> 00:05:37.000]  是在說上帝的國
[00:05:37.000 --> 00:05:39.000]  今天就在我們中間
[00:05:39.000 --> 00:05:44.000]  透過聖靈在我們的生命裡得到掌權
[00:05:44.000 --> 00:05:46.000]  在那裡展開了
[00:05:46.000 --> 00:05:48.000]  你們是被揀選的一族
[00:05:48.000 --> 00:05:49.000]  是君尊的祭司
[00:05:49.000 --> 00:05:51.000]  是神聖的國度
[00:05:51.000 --> 00:05:53.000]  是屬上帝的子民
[00:05:53.000 --> 00:05:56.000]  我們現在已經是神聖的國度
[00:05:56.000 --> 00:05:59.000]  已經是屬上帝的子民
[00:05:59.000 --> 00:06:04.000]  不用等到世界終結的時候才開始
[00:06:04.000 --> 00:06:05.000]  弟兄姊妹
[00:06:05.000 --> 00:06:07.000]  萬物的結局
[00:06:07.000 --> 00:06:09.000]  萬物的目標
[00:06:09.000 --> 00:06:11.000]  早就已經設定了
[00:06:11.000 --> 00:06:13.000]  這個目標
[00:06:13.000 --> 00:06:14.000]  這個結局
[00:06:14.000 --> 00:06:17.000]  今天透過耶穌基督的福音
[00:06:17.000 --> 00:06:19.000]  透過聖靈的大能
[00:06:19.000 --> 00:06:23.000]  在我們中間有一個初步的實現
[00:06:23.000 --> 00:06:26.000]  已經是一個實現
[00:06:26.000 --> 00:06:28.000]  如果這樣看的話
[00:06:28.000 --> 00:06:30.000]  世界的發展
[00:06:30.000 --> 00:06:32.000]  不是由各種社會
[00:06:32.000 --> 00:06:36.000]  政治、經濟、文化去決定的
[00:06:36.000 --> 00:06:37.000]  沒錯
[00:06:37.000 --> 00:06:42.000]  我們的人生總會受很多條件、因素、機遇影響
[00:06:42.000 --> 00:06:45.000]  我們會受很多東西影響
[00:06:45.000 --> 00:06:47.000]  不是我們想怎樣就怎樣
[00:06:47.000 --> 00:06:49.000]  很多事情的結局
[00:06:49.000 --> 00:06:53.000]  不一定按照我們的心意預期發生
[00:06:53.000 --> 00:06:56.000]  我們有很多事情在影響
[00:06:56.000 --> 00:06:58.000]  即使是這樣
[00:06:58.000 --> 00:07:00.000]  萬物的結局近了
[00:07:00.000 --> 00:07:01.000]  告訴我們
[00:07:01.000 --> 00:07:05.000]  這個世界不是萬無目的運作的
[00:07:05.000 --> 00:07:09.000]  這個世界也不是由人類去決定操縱的
[00:07:09.000 --> 00:07:15.000]  一切在乎上帝的旨意和應許
[00:07:15.000 --> 00:07:16.000]  弟兄姊妹
[00:07:16.000 --> 00:07:18.000]  一說到應許
[00:07:18.000 --> 00:07:21.000]  就沒有什麼不可能的了
[00:07:21.000 --> 00:07:22.000]  不可能的發生
[00:07:22.000 --> 00:07:24.000]  因為上帝的應許
[00:07:24.000 --> 00:07:26.000]  變得有可能
[00:07:26.000 --> 00:07:28.000]  亞伯拉罕他相信什麼呢?
[00:07:28.000 --> 00:07:33.000]  亞伯拉罕他不是單單相信這個世界有上帝存在
[00:07:33.000 --> 00:07:35.000]  亞伯拉罕他不是單單相信
[00:07:35.000 --> 00:07:37.000]  這個上帝會聽我們祈禱
[00:07:37.000 --> 00:07:40.000]  會幫助我們和我們同行這麼簡單
[00:07:40.000 --> 00:07:42.000]  亞伯拉罕他相信什麼?
[00:07:42.000 --> 00:07:44.000]  羅馬書四章十七節那裡說到
[00:07:44.000 --> 00:07:47.000]  他相信的是那位叫死人復活
[00:07:47.000 --> 00:07:51.000]  洗無變為有的上帝
[00:07:51.000 --> 00:07:53.000]  什麼叫做洗無變為有?
[00:07:53.000 --> 00:07:55.000]  本來不存在的
[00:07:55.000 --> 00:07:59.000]  現在透過上帝的應許出現了
[00:07:59.000 --> 00:08:03.000]  我們知道上帝對亞伯拉罕作出應許的時候
[00:08:03.000 --> 00:08:05.000]  他將近一百歲
[00:08:05.000 --> 00:08:07.000]  他太太撒拉九十歲
[00:08:07.000 --> 00:08:10.000]  在人來看已經不可能再生兒育女
[00:08:10.000 --> 00:08:12.000]  不過上帝應許他
[00:08:12.000 --> 00:08:15.000]  會有一個屬天的角度從他的後代出來
[00:08:15.000 --> 00:08:18.000]  就像天上的星海上的沙這麼多
[00:08:18.000 --> 00:08:23.000]  在於當時的亞伯拉罕來看是絕對不可能會發生的
[00:08:23.000 --> 00:08:27.000]  不過他願意相信一點也沒有
[00:08:27.000 --> 00:08:30.000]  而上帝就稱他為異
[00:08:30.000 --> 00:08:33.000]  亞伯拉罕相信的是那位叫死人復活
