
[00:00:00.000 --> 00:00:05.760]  我們很感謝上帝透過剛才喜樂詩班
[00:00:05.760 --> 00:00:09.640]  唱這首詩我要歌頌我們這位主耶穌
[00:00:09.640 --> 00:00:12.920]  祂是值得我們一生一世去稱頌祂的
[00:00:12.920 --> 00:00:14.760]  詩歌提醒我們
[00:00:14.760 --> 00:00:19.040]  我們要去因祂來喜樂
[00:00:19.040 --> 00:00:22.320]  聖經教導我們要常喜樂不絕的禱告
[00:00:22.320 --> 00:00:23.440]  凡事借因
[00:00:23.440 --> 00:00:28.600]  雖然我們人生裏面是有順境逆境
[00:00:28.600 --> 00:00:31.080]  不一定是風平浪靜
[00:00:31.080 --> 00:00:32.480]  但在任何的境況
[00:00:32.480 --> 00:00:34.680]  如果我們掌握這個秘訣的時候
[00:00:34.680 --> 00:00:36.480]  我們能夠以主為樂
[00:00:36.480 --> 00:00:40.560]  因為祂就是我們生命的中心
[00:00:40.560 --> 00:00:45.080]  亦都是我們可以面對任何黑暗和風浪的時候
[00:00:45.080 --> 00:00:47.880]  我們內心仍然可以處變不驚
[00:00:47.880 --> 00:00:50.880]  能夠去面對
[00:00:50.880 --> 00:00:54.600]  在上一次的講壇裏跟大家分享
[00:00:54.600 --> 00:00:56.120]  馬後福音的時候
[00:00:56.120 --> 00:00:59.320]  其實在當中跟大家看到
[00:00:59.320 --> 00:01:01.880]  主耶穌的權柄
[00:01:01.880 --> 00:01:04.760]  很有智慧地去辯護
[00:01:04.760 --> 00:01:08.520]  特別是對於法利賽人
[00:01:08.520 --> 00:01:12.680]  對於那些民事諸多的挑剔
[00:01:12.680 --> 00:01:16.200]  而我們在今天這段經文
[00:01:16.200 --> 00:01:19.480]  是隔了很短的時間
[00:01:19.480 --> 00:01:23.880]  有些聖經學者認為在最後的一個星期
[00:01:23.880 --> 00:01:25.880]  耶穌在耶路撒冷裏面
[00:01:25.880 --> 00:01:27.480]  去到星期三的時候
[00:01:27.480 --> 00:01:30.600]  這一班法利賽人和希律黨的人
[00:01:30.600 --> 00:01:32.600]  又要來找耶穌
[00:01:32.600 --> 00:01:33.800]  安裝一個局
[00:01:33.800 --> 00:01:36.160]  要祂來落入這些陷阱把柄
[00:01:36.160 --> 00:01:38.160]  其實是緊接於上文
[00:01:38.160 --> 00:01:42.600]  主耶穌怎樣來為祂的權柄辯護
[00:01:42.600 --> 00:01:47.240]  因為這一班是聖殿裏頭的一些宗教領袖
[00:01:47.240 --> 00:01:49.880]  但他們沒有按照上帝的心意
[00:01:49.880 --> 00:01:52.840]  去牧養神的子民、百姓
[00:01:52.840 --> 00:01:57.720]  反而用很多人為的傳統和重擔
[00:01:57.720 --> 00:01:59.960]  壓在他們的肩頭上
[00:01:59.960 --> 00:02:03.080]  我們看到在11章27-33節
[00:02:03.080 --> 00:02:04.840]  耶穌就是反問他們
[00:02:04.840 --> 00:02:07.160]  究竟你問我的權柄在哪裏
[00:02:07.160 --> 00:02:08.920]  你們說施洗養我的權柄
[00:02:08.920 --> 00:02:10.200]  是不是從天上來的
[00:02:10.200 --> 00:02:12.200]  你先回答我 我就回答你
[00:02:12.200 --> 00:02:13.640]  很有智慧
[00:02:13.640 --> 00:02:15.640]  耶穌因為知道他們
[00:02:15.640 --> 00:02:20.040]  如果怎樣回答他們都會得罪那些百姓
[00:02:20.040 --> 00:02:23.400]  亦都得罪上帝所差派來的
[00:02:23.400 --> 00:02:25.400]  這個忠僕就是施洗藥學
[00:02:25.400 --> 00:02:30.280]  而後文在1-12節那個空鶴的緣故裏面
[00:02:30.280 --> 00:02:32.520]  我們看到那個緣故的主人
[00:02:32.520 --> 00:02:35.080]  就是代表、比喻我們的天父
[00:02:35.080 --> 00:02:41.240]  他由歷世歷代一直差派很多忠心的善智
[00:02:41.240 --> 00:02:42.840]  去傳講神的道
[00:02:42.840 --> 00:02:48.200]  但是神的百姓、神的這些家的領袖
[00:02:48.200 --> 00:02:51.240]  他們反而誤導了神的百姓
[00:02:51.240 --> 00:02:53.240]  去拜偶像、去離棄神
[00:02:53.240 --> 00:02:58.440]  他們將這些所謂的先知宰殺
[00:02:58.440 --> 00:03:00.440]  他們一一殉道
[00:03:00.440 --> 00:03:02.440]  到最後在新約的時候
[00:03:02.440 --> 00:03:05.640]  耶穌出來傳道以施洗藥學
[00:03:05.640 --> 00:03:09.160]  到後來都是被斬首來殉道
[00:03:09.160 --> 00:03:16.680]  我們在當中耶穌很有智慧的辯護他的權柄裏面
[00:03:16.680 --> 00:03:18.680]  我們來到我們今天的段落
[00:03:18.680 --> 00:03:22.840]  今天看的段落在12章13-44節
[00:03:22.840 --> 00:03:25.640]  其實包含了5個段落
[00:03:25.640 --> 00:03:29.480]  這5個段落你可以說都是錯綜複雜
[00:03:29.480 --> 00:03:33.800]  要等人跟大家一起去分解的時候
[00:03:33.800 --> 00:03:34.840]  首先我們要明白
[00:03:34.840 --> 00:03:38.360]  其實如果我們直接一段段看下去
[00:03:38.360 --> 00:03:41.480]  你很難看到究竟有什麼關係
[00:03:41.480 --> 00:03:45.320]  但其實它是一個文學的結構
[00:03:45.320 --> 00:03:47.880]  是用一個所謂線形
[00:03:47.880 --> 00:03:51.480]  或者叫做交錯對稱的一個結構
[00:03:51.480 --> 00:03:53.480]  這個結構簡單來說
[00:03:53.480 --> 00:03:56.680]  其實就是在說5層
[00:03:56.680 --> 00:03:59.480]  而好像我們今天吃漢堡包
[00:03:59.480 --> 00:04:03.400]  如果你面和底那層是麵包
[00:04:03.400 --> 00:04:07.320]  第二層和第四層可能就是那些生菜
[00:04:07.320 --> 00:04:09.320]  或者那些pickle
[00:04:09.320 --> 00:04:11.320]  其他的配菜
[00:04:11.320 --> 00:04:13.320]  最重要是中間那層
[00:04:13.320 --> 00:04:15.320]  那層是什麼來的
[00:04:15.320 --> 00:04:19.320]  如果是牛肉漢堡包或者是魚柳包
[00:04:19.320 --> 00:04:21.320]  中間那個餡那個肉
[00:04:21.320 --> 00:04:25.320]  是牛肉是豬肉還是魚
[00:04:25.320 --> 00:04:27.320]  這個就是我們說
[00:04:27.320 --> 00:04:29.320]  你研究這5段經文
[00:04:29.320 --> 00:04:31.320]  你看中間那段經文
[00:04:31.320 --> 00:04:33.320]  你就會看到馬可在聖靈的感動底下
[00:04:33.320 --> 00:04:35.320]  其實是很有心思
[00:04:35.320 --> 00:04:39.320]  去將這個文學的結構佈局出來
[00:04:39.320 --> 00:04:41.320]  我和大家稍為很快run一次
[00:04:41.320 --> 00:04:44.320]  首先他就是法利塞人和希律黨的人
[00:04:44.320 --> 00:04:48.320]  走來問耶穌我們是否需要納粹給蓋薩
[00:04:48.320 --> 00:04:50.320]  就是當時的羅馬皇帝
