
[00:00:00.000 --> 00:00:02.800]  各位弟兄姐妹 大家主內平安
[00:00:02.800 --> 00:00:06.560]  感恩今天我們又一次的相聚
[00:00:06.560 --> 00:00:09.000]  今天是父親節
[00:00:09.000 --> 00:00:11.380]  也同樣是一個主日
[00:00:11.380 --> 00:00:13.960]  要和大家分享的題目呢
[00:00:13.960 --> 00:00:16.600]  叫做 為父的心
[00:00:16.600 --> 00:00:19.560]  那既然是父親節呢
[00:00:19.560 --> 00:00:22.380]  也要祝所有在場的
[00:00:22.380 --> 00:00:23.380]  爸爸們
[00:00:23.380 --> 00:00:26.500]  父親節快樂 主人滿意
[00:00:26.500 --> 00:00:29.220]  那也願我們所有人的爸爸
[00:00:29.220 --> 00:00:31.580]  都滿有疏天的恩典
[00:00:31.580 --> 00:00:34.820]  同樣我們也要將一切的榮耀
[00:00:34.820 --> 00:00:37.840]  歸於我們天上的父
[00:00:37.840 --> 00:00:40.640]  謝謝主席剛才帶大家一起來
[00:00:40.640 --> 00:00:42.640]  讀了今天的經文啊
[00:00:42.640 --> 00:00:45.500]  這段經文呢 是聖經裡邊
[00:00:45.500 --> 00:00:48.500]  非常出名的一個耶穌的比喻
[00:00:48.500 --> 00:00:51.440]  熟悉聖經或者是來到教會
[00:00:51.440 --> 00:00:52.780]  一段時間的
[00:00:52.780 --> 00:00:55.760]  弟兄姐妹一定不會陌生
[00:00:55.760 --> 00:00:58.540]  這一段的記載呢 叫做
[00:00:58.540 --> 00:01:00.020]  浪子的比喻
[00:01:00.020 --> 00:01:03.580]  我們如果看路加福音的第15章
[00:01:03.580 --> 00:01:06.580]  順著這樣一個浪子的比喻的話呢
[00:01:06.580 --> 00:01:09.580]  耶穌一連在
[00:01:09.580 --> 00:01:12.540]  這一章當中 啪啪啪
[00:01:12.540 --> 00:01:13.900]  講了三個比喻
[00:01:13.900 --> 00:01:16.520]  分別在這個比喻之前的呢
[00:01:16.520 --> 00:01:19.880]  還有彌陽的比喻
[00:01:19.880 --> 00:01:21.940]  詩前的比喻
[00:01:21.940 --> 00:01:25.480]  對應這三個比喻呢 它有三個主題啊
[00:01:25.480 --> 00:01:28.480]  叫做 詩陽
[00:01:28.480 --> 00:01:30.020]  詩前
[00:01:30.020 --> 00:01:32.180]  和詩人的比喻
[00:01:32.180 --> 00:01:36.180]  那麼這樣一個比喻呢 非常的生動
[00:01:36.180 --> 00:01:39.720]  也很切切我們大家日常
[00:01:39.720 --> 00:01:41.980]  生活當中的際遇
[00:01:41.980 --> 00:01:45.400]  但是呢 這樣一個浪子的比喻呢
[00:01:45.400 --> 00:01:48.780]  卻不是一個完全
[00:01:48.780 --> 00:01:51.260]  容易明白讀懂的比喻
[00:01:51.260 --> 00:01:53.260]  因為它講的呢
[00:01:53.260 --> 00:01:55.140]  並不是一個
[00:01:55.740 --> 00:01:58.740]  家庭倫理的故事 不單是
