
[00:00:00.000 --> 00:00:02.200]  各位大影姊妹平安
[00:00:02.200 --> 00:00:06.800]  很感恩可以再次回到大堂分享訊息
[00:00:06.800 --> 00:00:09.600]  我其實有一個弟弟
[00:00:09.600 --> 00:00:13.520]  我也是一個挺疼弟弟的姐姐
[00:00:13.520 --> 00:00:17.720]  我記起以前生日買禮物給他的時候
[00:00:17.720 --> 00:00:20.560]  我會拿很大部份我的零用錢
[00:00:20.560 --> 00:00:23.240]  去買一輛很漂亮的車給我弟弟
[00:00:23.240 --> 00:00:24.760]  不是說真的那些車
[00:00:24.760 --> 00:00:26.320]  就是玩具車
[00:00:26.320 --> 00:00:30.120]  價值大概是二百五十元左右
[00:00:30.120 --> 00:00:32.160]  而大家又想不想猜猜
[00:00:32.160 --> 00:00:36.440]  我弟弟小時候又買些什麼給我呢?
[00:00:36.440 --> 00:00:38.360]  其實我弟弟現在也很好
[00:00:38.360 --> 00:00:40.360]  我不是說他不好
[00:00:40.360 --> 00:00:42.440]  他就會在他的錢包裡
[00:00:42.440 --> 00:00:45.800]  拿一個五元的硬幣給我
[00:00:45.800 --> 00:00:47.520]  沒有多沒有少
[00:00:47.520 --> 00:00:51.080]  是他小時候給我的心意
[00:00:51.080 --> 00:00:55.160]  其實今天我們在看聖經的故事裡面
[00:00:55.160 --> 00:00:59.400]  我們都會看到一個姐姐和弟弟的關係
[00:00:59.400 --> 00:01:01.240]  還有哥哥
[00:01:01.240 --> 00:01:04.320]  其實姐姐和哥哥都很疼弟弟
[00:01:04.320 --> 00:01:06.160]  但是今天相信大家看到
[00:01:06.160 --> 00:01:08.080]  講到的題目的時候
[00:01:08.080 --> 00:01:12.240]  都會看到當中有一些比較和疾度
[00:01:12.240 --> 00:01:14.480]  就讓我們透過今天的經文
[00:01:14.480 --> 00:01:16.160]  文數記十二章
[00:01:16.160 --> 00:01:17.400]  這個故事裡面
[00:01:17.400 --> 00:01:20.280]  我們有一些的亮光和學習
[00:01:20.280 --> 00:01:22.280]  讓我們一起同心圖告
[00:01:24.520 --> 00:01:26.560]  親愛的天父
[00:01:26.560 --> 00:01:29.520]  感謝祢創造我們每一個
[00:01:29.520 --> 00:01:33.680]  祢也讓我們能夠成為兄弟姐妹
[00:01:33.680 --> 00:01:35.440]  成為弟兄姐妹
[00:01:35.440 --> 00:01:37.360]  我們可以在這份
[00:01:37.360 --> 00:01:40.080]  無論是有血緣或者沒有血緣的關係
[00:01:40.080 --> 00:01:43.360]  的家庭關係裡面有很多的學習
[00:01:43.360 --> 00:01:45.720]  並且可以在這個關係裡面
[00:01:45.720 --> 00:01:49.200]  彰顯上帝祢的愛
[00:01:49.200 --> 00:01:51.560]  求主打開我們的心
[00:01:51.560 --> 00:01:53.280]  打開我們的眼
[00:01:53.280 --> 00:01:55.000]  打開我們的耳朵
[00:01:55.000 --> 00:01:56.480]  讓我們能夠聽到
[00:01:56.480 --> 00:01:59.920]  上帝你今天要跟我們說的話
[00:01:59.920 --> 00:02:02.440]  也求主高沒你孩子的口
[00:02:02.440 --> 00:02:05.160]  讓我能夠講得清楚又明白
[00:02:05.160 --> 00:02:07.520]  我們這樣圖告奉主明求
[00:02:07.520 --> 00:02:08.480]  阿門
[00:02:08.480 --> 00:02:12.840]  今天我們會繼續看文數記十二章
[00:02:12.840 --> 00:02:15.360]  我們上次看到其實以色列民
[00:02:15.360 --> 00:02:19.240]  他們開始有些埋怨和投訴
[00:02:19.240 --> 00:02:21.080]  我們可以看到摩西
[00:02:21.080 --> 00:02:23.800]  他在領導上面其實是面對著
[00:02:23.800 --> 00:02:26.680]  種種的張力和挑戰
[00:02:26.680 --> 00:02:29.960]  上次我們看到百姓他們發怨言
[00:02:29.960 --> 00:02:31.680]  到今天我們會看到
[00:02:31.680 --> 00:02:34.080]  摩西的哥哥和姐姐
[00:02:34.080 --> 00:02:38.360]  他們產生了一些妒忌對弟弟摩西
[00:02:38.360 --> 00:02:40.240]  並且最後我們會看到
[00:02:40.240 --> 00:02:43.720]  上帝他親自的保護
[00:02:43.720 --> 00:02:47.240]  臨到摩西他的僕人身上
[00:02:47.240 --> 00:02:50.960]  讓我們一起首先去讀以下的經文
[00:02:50.960 --> 00:02:52.480]  我們一二三就起
[00:02:52.480 --> 00:02:53.960]  一二三
[00:02:53.960 --> 00:02:57.880]  摩西娶了古實女子為妻
[00:02:57.880 --> 00:03:02.440]  米尼暗和雅倫因她娶了古實女子
[00:03:02.440 --> 00:03:04.240]  就批評她
[00:03:04.240 --> 00:03:09.520]  她們說難道耶和華只與摩西說話嗎
[00:03:09.520 --> 00:03:12.240]  她也不與我們說話嗎
[00:03:12.240 --> 00:03:16.920]  耶和華聽見了摩西為人的寄望
[00:03:16.920 --> 00:03:21.960]  承諾了耶和華的恩惠
[00:03:21.960 --> 00:03:26.160]  耶和華對摩西雅倫和米尼暗說
[00:03:26.160 --> 00:03:30.520]  你沒有三個人走出來保護摩西的女兒
[00:03:30.520 --> 00:03:33.320]  她沒有三個人走出來
[00:03:33.320 --> 00:03:36.400]  你可不可以再遵守祖教法
[00:03:36.400 --> 00:03:38.520]  你再回望門口
[00:03:38.520 --> 00:03:42.480]  叫阿倫和米尼人走出來
[00:03:42.480 --> 00:03:43.760]  你可不可以說
[00:03:43.760 --> 00:03:46.360]  你有沒有要聽我的話
[00:03:46.360 --> 00:03:49.160]  你們門中間有一個獅子
[00:03:49.160 --> 00:03:53.720]  摩西的摩訶語就像獅子講話一樣
[00:03:53.720 --> 00:03:56.200]  就像摩訶語講話一樣
[00:03:56.200 --> 00:03:59.520]  但摩西的摩西不像獅子一樣
[00:03:59.520 --> 00:04:02.760]  她在摩西傳達獅子的說話
[00:04:02.760 --> 00:04:05.280]  摩西的摩訶語就像獅子講話一樣
[00:04:05.280 --> 00:04:06.920]  獅子的聲音像床床
[00:04:06.920 --> 00:04:08.360]  雷鳴雷響
[00:04:08.360 --> 00:04:11.640]  三十年前的摩西的獅子一樣
[00:04:11.640 --> 00:04:15.240]  你們門外有一個雞皮疙瘩的摩西
[00:04:15.240 --> 00:04:16.720]  摩西的雞皮疙瘩
[00:04:16.720 --> 00:04:19.960]  你們門外有一個雞皮疙瘩的摩西
[00:04:19.960 --> 00:04:21.440]  就像雞皮疙瘩
[00:04:21.440 --> 00:04:24.920]  當人在床上摩西的摩西
[00:04:24.920 --> 00:04:28.160]  可能米尼人想要摩訶
[00:04:28.160 --> 00:04:30.120]  像說話那樣
[00:04:30.120 --> 00:04:32.400]  摩西的摩訶語就像雞皮疙瘩
[00:04:32.400 --> 00:04:35.360]  可能阿倫想要摩訶
[00:04:35.360 --> 00:04:37.680]  阿倫對摩西說
[00:04:37.680 --> 00:04:41.720]  我主人求你不要因我門而活
[00:04:41.720 --> 00:04:43.520]  因我門犯罪
[00:04:43.520 --> 00:04:46.680]  就將這隻雞皮疙瘩放在我身上
[00:04:46.680 --> 00:04:48.560]  求你不要因這隻雞皮疙瘩
[00:04:48.560 --> 00:04:50.640]  將牠的雞皮疙瘩放在我身上
[00:04:50.640 --> 00:04:54.160]  我用電掃石將牠的雞皮疙瘩放在我身上
[00:04:54.160 --> 00:04:57.320]  於是摩西關閉了摩西
[00:04:57.320 --> 00:04:59.800]  神啊 求你不要因這隻雞皮疙瘩
[00:04:59.800 --> 00:05:02.280]  讓我回到摩西
[00:05:02.280 --> 00:05:06.400]  阿倫將這隻雞皮疙瘩放在我身上
[00:05:06.400 --> 00:05:09.200]  阿倫將這隻雞皮疙瘩放在我身上
[00:05:09.200 --> 00:05:13.040]  然後把牠的雞皮疙瘩放在我身上
[00:05:13.040 --> 00:05:15.520]  然後把牠的雞皮疙瘩放在我身上
[00:05:15.520 --> 00:05:19.600]  於是瑪利奄將這隻雞皮疙瘩放在我身上
[00:05:19.600 --> 00:05:21.560]  阿倫將這隻雞皮疙瘩放在我身上
[00:05:21.560 --> 00:05:24.200]  然後把牠的雞皮疙瘩放在我身上
[00:05:24.200 --> 00:05:27.640]  然後把牠的雞皮疙瘩放在我身上
[00:05:27.640 --> 00:05:31.120]  然後把阿倫將這隻雞皮疙瘩放在我身上
[00:05:31.120 --> 00:05:33.040]  謝謝各位
[00:05:33.040 --> 00:05:36.880]  我們在第一至三節的段落裏
[00:05:36.880 --> 00:05:42.840]  我們看到瑪利奄和阿倫在批評弟弟
[00:05:42.840 --> 00:05:43.840]  為甚麼呢?
[00:05:43.840 --> 00:05:47.440]  因為摩西娶了一個古實女子
[00:05:47.440 --> 00:05:49.320]  甚麼是古實女子呢?
[00:05:49.320 --> 00:05:50.760]  為甚麼有問題呢?
[00:05:50.760 --> 00:05:54.400]  古實女子其實是外來人
[00:05:54.400 --> 00:05:56.800]  不屬於以色列人的群體
[00:05:56.800 --> 00:06:00.800]  所以摩西的哥哥和姐姐就在批評
[00:06:00.800 --> 00:06:05.320]  並且質疑摩西的領導能力
[00:06:05.320 --> 00:06:09.440]  但其實真正的問題就在接下來這一節
[00:06:09.440 --> 00:06:13.400]  在第二節他們還在反問
[00:06:13.400 --> 00:06:17.200]  難道神只是跟摩西說話嗎?
[00:06:17.200 --> 00:06:18.280]  他們反問神
[00:06:18.280 --> 00:06:21.560]  不是神也會跟我們說話嗎?
[00:06:21.560 --> 00:06:23.640]  於是神聽到了
[00:06:23.640 --> 00:06:25.440]  我們看第二節的時候
[00:06:25.440 --> 00:06:30.280]  我們會看到瑪利奄和阿倫對摩西的嫉妒
[00:06:30.280 --> 00:06:33.440]  因為哥哥和姐姐都是領袖
[00:06:33.440 --> 00:06:37.160]  他們不明白為甚麼神特別重用摩西
[00:06:37.160 --> 00:06:39.760]  就好像兩個哥哥和姐姐
[00:06:39.760 --> 00:06:43.720]  看到媽媽只跟弟弟玩耍的時候
[00:06:43.720 --> 00:06:45.400]  他們也會想起
[00:06:45.400 --> 00:06:48.200]  其實媽媽也有跟我們玩耍
[00:06:48.200 --> 00:06:50.720]  媽媽不是也有跟我們玩耍嗎?
[00:06:50.720 --> 00:06:53.720]  他們其實是在挑戰摩西
[00:06:53.720 --> 00:06:59.120]  為甚麼有那種比較獨特的權利
[00:06:59.120 --> 00:07:01.680]  於是我們在第二節看到
[00:07:01.680 --> 00:07:04.120]  耶和華聽到了
[00:07:04.120 --> 00:07:07.720]  原來我們所說的話 神是在聽的
[00:07:07.720 --> 00:07:10.320]  就好像連阿倫和米利奄
[00:07:10.320 --> 00:07:14.960]  他們在這麼簡短大概21個字的對話中
[00:07:14.960 --> 00:07:16.600]  神也聽到了
[00:07:16.600 --> 00:07:18.360]  在看第四節之前
[00:07:18.360 --> 00:07:23.400]  我們一起看看摩西的為人是怎樣
