
[00:00:00.000 --> 00:00:04.000]  領養的飽足
[00:00:05.000 --> 00:00:08.000]  各位福堂的弟兄姊妹晚安
[00:00:08.000 --> 00:00:14.000]  在大家今晚進食前
[00:00:14.000 --> 00:00:18.000]  我們一起用聖經話語彼此鼓勵
[00:00:18.000 --> 00:00:22.000]  我們可以得到寧良的飽足
[00:00:22.000 --> 00:00:30.000]  剛才多謝姊妹輕輕地介紹一下我的小許工作
[00:00:30.000 --> 00:00:34.000]  發現時間過得很快
[00:00:34.000 --> 00:00:41.000]  最近有位同事隨意地走過來
[00:00:41.000 --> 00:00:45.000]  給了我一疊優惠券
[00:00:45.000 --> 00:00:47.000]  優惠券沒什麼特別
[00:00:47.000 --> 00:00:51.000]  原來是新年的年糕蘿蔔糕
[00:00:51.000 --> 00:00:54.000]  第一個反應是時間過得太快
[00:00:54.000 --> 00:00:57.000]  我跟同事說
[00:00:57.000 --> 00:01:00.000]  有很多感觸
[00:01:00.000 --> 00:01:04.000]  覺得時間流逝得很快
[00:01:04.000 --> 00:01:07.000]  究竟我們怎樣捉得住自己
[00:01:07.000 --> 00:01:09.000]  捉得住時間
[00:01:09.000 --> 00:01:12.000]  又怎樣捉得住自己去珍惜現在
[00:01:12.000 --> 00:01:16.000]  我們好像仍然活在很多挑戰裡面
[00:01:16.000 --> 00:01:22.000]  在不知不覺又來到今年的年尾
[00:01:22.000 --> 00:01:27.000]  我亦很感恩今天可以在這裡跟大家分享
[00:01:27.000 --> 00:01:33.000]  究竟分享什麼我覺得可以跨時代
[00:01:33.000 --> 00:01:37.000]  無論世界變得多麼陌生
[00:01:37.000 --> 00:01:43.000]  又或者自己覺得好像在運船浪
[00:01:43.000 --> 00:01:47.000]  又或者仍然是勾嘴沒什麼答案
[00:01:47.000 --> 00:01:49.000]  但仍然要活著
[00:01:49.000 --> 00:01:52.000]  有什麼是不變的呢
[00:01:52.000 --> 00:01:54.000]  如果你問我
[00:01:54.000 --> 00:01:57.000]  我覺得作為一個基督徒
[00:01:57.000 --> 00:02:01.000]  最重要的是要搞清楚自己的身份
[00:02:01.000 --> 00:02:04.000]  而作為基督徒最重要的是
[00:02:04.000 --> 00:02:08.000]  要知道我們所信的耶穌基督
[00:02:08.000 --> 00:02:12.000]  祂是一個什麼樣的生命
[00:02:12.000 --> 00:02:18.000]  然後祂的生命是介入我們生活的裡面
[00:02:18.000 --> 00:02:24.000]  什麼樣的心態就會進入什麼樣的境界
[00:02:24.000 --> 00:02:27.000]  所以有些人這樣說
[00:02:27.000 --> 00:02:29.000]  最大的敵人未必是別人
[00:02:29.000 --> 00:02:31.000]  最大的敵人是自己
[00:02:31.000 --> 00:02:33.000]  我也很坦白說
[00:02:33.000 --> 00:02:36.000]  我不知道什麼時候可能人生的歷練
[00:02:36.000 --> 00:02:38.000]  越來越多的時候
[00:02:38.000 --> 00:02:41.000]  有些受傷的經驗
[00:02:41.000 --> 00:02:46.000]  體內裡面多了一些元素
[00:02:46.000 --> 00:02:49.000]  就是風險管理
[00:02:49.000 --> 00:02:52.000]  負面的說就是
[00:02:52.000 --> 00:02:57.000]  怕自己控制不了的或然會出現
[00:02:57.000 --> 00:03:00.000]  我很坦誠
[00:03:00.000 --> 00:03:02.000]  其實我內心也有一個小腹
[00:03:02.000 --> 00:03:05.000]  一個小腹很膽小
[00:03:05.000 --> 00:03:07.000]  膽小到一個地步
[00:03:07.000 --> 00:03:09.000]  經常出來搞我
[00:03:09.000 --> 00:03:11.000]  例如有時候
[00:03:11.000 --> 00:03:12.000]  不知道什麼路
[00:03:12.000 --> 00:03:14.000]  早上起來
[00:03:14.000 --> 00:03:15.000]  在刷牙
[00:03:15.000 --> 00:03:17.000]  突然間心跳
[00:03:17.000 --> 00:03:19.000]  心跪
[00:03:19.000 --> 00:03:21.000]  然後問自己
[00:03:21.000 --> 00:03:22.000]  其實你怕什麼呢?
[00:03:22.000 --> 00:03:24.000]  我又回答不了怕什麼
[00:03:24.000 --> 00:03:28.000]  總之好像怕有些事情會出現
[00:03:28.000 --> 00:03:31.000]  尤其不是晚上
[00:03:31.000 --> 00:03:34.000]  晚上已經睡覺了
[00:03:34.000 --> 00:03:35.000]  今天走過的路
[00:03:35.000 --> 00:03:39.000]  大致上都已經知道了
[00:03:39.000 --> 00:03:41.000]  但是神跡這麼早
[00:03:41.000 --> 00:03:42.000]  起床的時候
[00:03:42.000 --> 00:03:44.000]  小腹已經來搞我
[00:03:44.000 --> 00:03:46.000]  我發現
[00:03:46.000 --> 00:03:49.000]  我每天都要操練自己夠強壯才行
[00:03:49.000 --> 00:03:51.000]  我的大腹會出來
[00:03:51.000 --> 00:03:58.000]  然後讓小腹坐在一旁
[00:03:58.000 --> 00:03:59.000]  不要驅趕他
[00:03:59.000 --> 00:04:01.000]  因為他真的存在
[00:04:01.000 --> 00:04:03.000]  但是自己心靈
[00:04:03.000 --> 00:04:07.000]  很多時候都要進行這些對話
[00:04:07.000 --> 00:04:09.000]  基督徒的生命
[00:04:09.000 --> 00:04:11.000]  我真的發現
[00:04:11.000 --> 00:04:14.000]  很多時候都在這些來來回回
[00:04:14.000 --> 00:04:16.000]  因為世界的價值觀
[00:04:16.000 --> 00:04:19.000]  往往和我們的價值觀不一樣
[00:04:19.000 --> 00:04:21.000]  不知道最近大家有沒有追
[00:04:21.000 --> 00:04:25.000]  而且很快追完的一套
[00:04:25.000 --> 00:04:27.000]  Netflix的劇集
[00:04:27.000 --> 00:04:29.000]  立刻有人點頭
[00:04:29.000 --> 00:04:31.000]  《魷魚遊戲》
[00:04:31.000 --> 00:04:33.000]  我也覺得
[00:04:33.000 --> 00:04:38.000]  裡面可以特別找些講座討論一下
[00:04:38.000 --> 00:04:44.000]  因為裡面有很多人性的角力
[00:04:44.000 --> 00:04:46.000]  你也會發現
[00:04:46.000 --> 00:04:50.000]  當然裡面是很殘暴的
[00:04:50.000 --> 00:04:51.000]  但是你要去發現
[00:04:51.000 --> 00:04:53.000]  細心一點看
[00:04:53.000 --> 00:04:56.000]  其實豈不是社會的縮影嗎?
[00:04:56.000 --> 00:04:58.000]  當然對於我們很驚訝的
[00:04:58.000 --> 00:05:00.000]  就是那些遊戲
[00:05:00.000 --> 00:05:01.000]  是我們小時候玩的
[00:05:01.000 --> 00:05:02.000]  但是怎知道
[00:05:02.000 --> 00:05:03.000]  原來去到他的場景
[00:05:03.000 --> 00:05:05.000]  是可以人頭落地
[00:05:05.000 --> 00:05:07.000]  變成血腥的
[00:05:07.000 --> 00:05:09.000]  你會去想
[00:05:09.000 --> 00:05:12.000]  究竟什麼來承載我們基督徒
[00:05:12.000 --> 00:05:15.000]  但這個世界是贏家通殺的
[00:05:15.000 --> 00:05:21.000]  這個世界是要鬥贏的
[00:05:21.000 --> 00:05:25.000]  有風要使盡力
[00:05:25.000 --> 00:05:27.000]  你不可以留空間
[00:05:27.000 --> 00:05:30.000]  留空間有一天你就會輸
[00:05:30.000 --> 00:05:32.000]  我小時候
[00:05:32.000 --> 00:05:35.000]  不知道大家有沒有玩猜皇帝
[00:05:35.000 --> 00:05:36.000]  猜皇帝
[00:05:36.000 --> 00:05:38.000]  其實是環保
[00:05:38.000 --> 00:05:41.000]  不需要任何工具
[00:05:41.000 --> 00:05:43.000]  只要有小朋友站在一起就行了
[00:05:43.000 --> 00:05:45.000]  我們通常
[00:05:45.000 --> 00:05:47.000]  如果你是王
[00:05:47.000 --> 00:05:50.000]  來猜的先猜旁邊的
[00:05:50.000 --> 00:05:53.000]  通常有兩個是側根的
[00:05:53.000 --> 00:05:58.000]  輸的兩個輸了才到來猜
[00:05:58.000 --> 00:05:59.000]  但你輸了
[00:05:59.000 --> 00:06:01.000]  你的王就沒有了
[00:06:01.000 --> 00:06:03.000]  我們是這樣成長的
[00:06:03.000 --> 00:06:07.000]  教育我們一定要成功
[00:06:07.000 --> 00:06:10.000]  不可以禮讓
[00:06:10.000 --> 00:06:13.000]  世界是這樣的
[00:06:13.000 --> 00:06:16.000]  但當你回來看聖經的時候
[00:06:16.000 --> 00:06:18.000]  你會發現
[00:06:18.000 --> 00:06:20.000]  又不一樣
[00:06:20.000 --> 00:06:22.000]  例如
[00:06:22.000 --> 00:06:25.000]  我今天想和大家討論
[00:06:25.000 --> 00:06:30.000]  這個重中之重的基督徒生命
[00:06:30.000 --> 00:06:32.000]  而基督徒的生命
[00:06:32.000 --> 00:06:34.000]  其實是一個
[00:06:34.000 --> 00:06:37.000]  是獨人的生命
[00:06:37.000 --> 00:06:38.000]  而這個獨人
[00:06:38.000 --> 00:06:42.000]  原來是基督降生成人
[00:06:42.000 --> 00:06:44.000]  寫在十字架上
[00:06:44.000 --> 00:06:47.000]  犧牲的愛成為我們悔罪的挽回
[00:06:47.000 --> 00:06:49.000]  讓我們得逐永生
[00:06:49.000 --> 00:06:52.000]  這個原來基督展現在人世間
[00:06:52.000 --> 00:06:55.000]  是一個獨人的形象展現
[00:06:55.000 --> 00:06:57.000]  換句話說
